	T	Tm	Tmw	Tw
0	32554830.0	134173.0	9818.0	26180.0
1	33039597.553642787	137832.3037478746	9912.58562664436	27383.033958395277
2	33530604.45690846	141673.8539808873	10010.05809342491	28648.58370326359
3	34028595.57995879	145728.82250185683	10110.904903827548	29987.65802818971
4	34533731.3157506	150013.0676653667	10215.372322639325	31406.082130525734
5	35046134.498897925	154542.38700003643	10323.708772296419	32909.70896232481
6	35565862.37930622	159332.21732636614	10436.160918575919	34504.322830072124
7	36092972.73631094	164399.31996908897	10553.001619371911	36196.20645999754
8	36627534.88362753	169762.14351979646	10674.536947004794	37992.26784662476
9	37169624.58257997	175440.82134631538	10801.107644691494	39900.046082702116
10	37719318.68161708	181457.18407917075	10933.091132634492	41927.72237176064
11	38276692.47538694	187834.8546765414	11070.905188461393	44084.1587771552
12	38841818.824227035	194599.40106583887	11215.012961118622	46378.95665775535
13	39414767.88208739	201778.51959355117	11365.928965039702	48822.52609026702
14	39995606.87248858	209402.23813944863	11524.22596747572	51426.16266899206
15	40584399.76251866	217503.13793172163	11690.542862208276	54202.13141332554
16	41181206.83840462	226116.59677024194	11865.593701785974	57163.75873797314
17	41786084.20926772	235281.0569744412	12050.178094293342	60325.53366370979
18	42399083.25225789	245038.3212641063	12245.193197970138	63703.219428240875
19	43020249.999210075	255433.87979569522	12451.647582152531	67313.97667367605
20	43649624.45869562	266517.2718162006	12670.677268754825	71176.49947632889
21	44287239.86526962	278342.4857764449	12903.564324867131	75311.16562064526
22	44933121.84703087	290968.40219785814	13151.758444622068	79740.202680627
23	45587287.5019915	304459.28408707643	13416.902038980468	84487.87165136958
24	46249744.372857794	318885.3202410606	13700.85944803565	89580.67007027158
25	46920489.30866819	334323.22738882405	14005.751005021995	95047.55678451483
26	47599507.20038389	350856.91778115754	14333.992818274295	100920.20076111928
27	48286769.576010175	368578.23957239586	14688.34330153335	107233.25660046782
28	48982233.03914243	387587.79814259696	15071.957679800798	114024.66970564978
29	49685837.53296363	407995.8673878779	15488.451934153669	121336.01438009496
30	50397504.40965202	429923.40096334915	15941.977932705035	129212.86847639206
31	51117134.28287016	453503.15449774376	16437.31183613925	137705.228601236
32	51844604.6384837	478880.93090971094	16979.95827695327	146867.97029598968
33	52579767.175884224	506216.9621377338	17576.27330623065	156761.35805953573
34	53322444.84925459	535687.4418389976	18233.609698060573	167451.6105590902
35	54072428.5748086	567486.224901305	18960.488920889562	179011.52688322545
36	54829473.56645722	601826.7109220049	19766.804952913295	191521.180225395
37	55593295.25850949	638943.9301035936	20664.066166184486	205068.68593914615
38	56363564.769924745	679096.8512475885	21665.682768933948	219751.05146802
39	57139903.860332265	722570.9326283365	22787.308822802108	235675.1162096137
40	57921879.32358195	769680.9374047326	24047.249695414062	252958.58990459284
41	58708996.76007573	820774.0357581751	25466.948033783792	271731.19862061593
42	59500693.66468215	876233.2159689943	27071.564027579338	292135.94779213064
43	60296331.7628365	936481.0259524937	28890.668964804456	314330.5120323797
44	61095188.52372245	1001983.6651012895	30959.074973722138	338488.76149203116
45	61896447.77654813	1073255.4432807276	33317.82851983108	364802.4343203387
46	62699189.35430707	1150863.6190666629	36015.40083122082	393482.9641888086
47	63502377.689618945	1235433.6222590127	39109.11512636767	424763.47073705983
48	64304849.290008344	1327654.6556800506	42666.858502900344	458900.9190377627
49	65105299.02622851	1428285.6574516299	46769.13582048908	496178.4515573129
50	65902265.17813743	1538161.5863448067	51511.534096374984	536907.8923738119
51	66694113.199630655	1658199.968218822	57007.67905379072	581432.4183185146
52	67479018.18899721	1789407.6096152507	63392.78073690438	630129.384893112
53	68254946.08592567	1932887.3436354315	70827.88271145403	683413.2858897975
54	69019633.6637744	2089844.6214945621	79504.94941681527	741738.8141566878
55	69770567.44857	2261593.698648993	89652.94870638919	805603.976413278
56	70504961.77783488	2449563.085102802	101545.11129113563	875553.1969032878
57	71219736.3164098	2655299.8334702253	115507.57516229652	952180.3224470913
58	71911493.47673556	2880472.1239834945	131929.6501450224	1036131.4146390604
59	72576496.35130346	3126869.4719597823	151275.96392944606	1128107.1831588303
60	73210647.95837829	3396399.730544342	174100.77379087795	1228864.877281257
61	73809472.83072455	3691081.891995877	201064.74417069164	1339219.4108906363
62	74368102.24102008	4013033.5093518905	232954.4943312483	1460043.4503925147
63	74881260.61842686	4364452.298558081	270707.0067104736	1592267.4191394215
64	75343273.25314538	4747585.572926541	315431.31795848516	1736873.6240934283
65	75748067.56119756	5164694.656706643	368440.1791750463	1894892.6316932712
66	76089190.89939892	5618005.93642375	431283.42638086854	2067395.8709800532
67	76359844.57221717	6109648.006259782	505784.10179801466	2255484.8108583535
68	76552935.71083915	6641573.801544268	594077.4197500562	2460276.6062298655
69	76661149.79840209	7215466.604754519	698651.873979842	2682885.8838424413
70	76677046.77189133	7832629.3310042415	822391.1499907904	2924402.3485241644
71	76593183.18159838	8493857.448156008	968614.8914899473	3185864.045089521
72	76402261.99633121	9199297.217971321	1141115.6889544267	3468226.35957245
73	76097310.31831092	9948292.649663493	1344188.9073329451	3772327.1708284835
74	75671883.48240852	10739226.60407237	1582651.2033545272	4098848.96559316
75	75120291.75758457	11569363.781800754	1861842.89558852	4448279.19477657
76	74437843.21377188	12434705.693351863	2187608.869754652	4820870.6479618605
77	73621093.42862609	13329869.870695218	2566252.5811495627	5216604.109636189
