	T	Tm	Tmw	Tw
78	72668089.85180199	14248007.17850516	3004458.1205250886	5635155.96951794
79	71578596.18099807	15180771.704551382	3509176.391092624	6075873.712418165
80	70354280.46035554	16118356.939144919	4087473.305402033	6537762.229218527
81	68998850.22333968	17049609.464308698	4746340.564227732	7019483.599950249
82	67518119.23406036	17962227.01676341	5492472.909345316	7519372.361664984
83	65919993.43677579	18843041.688635144	6332019.48087083	8035467.292744049
84	64214368.56262693	19678381.6373784	7270320.644119008	8565559.484126337
85	62412938.131277256	20454496.765741687	8311644.862928565	9107255.048581684
86	60528917.70077956	21158026.417111777	9458942.34289688	9658049.41102892
87	58576698.323375545	21776481.305950616	10713632.784325022	10215408.917634143
88	56571448.33587552	22298708.637395203	12075443.391202476	10776854.678391298
89	54528687.01104815	22715309.304044344	13542310.26485409	11340043.248215893
90	52463855.62527594	23018979.33946294	15110351.74891698	11902839.01001287
91	50391910.92111283	23204754.081002854	16773916.725539386	12463373.915506769
92	48326962.92368627	23270141.903601047	18525704.996107664	13020091.449389376
93	46281974.123346925	23215143.781656444	20356951.453656964	13571773.134954987
94	44268530.91888863	23042164.08719952	22257661.40969363	14117547.397053594
95	42296691.7682107	22755825.850796714	24216881.61211519	14656881.956508353
96	40374910.4946098	22362709.42197573	26222990.36039721	15189562.007821605
97	38510028.24465685	21871036.694216993	28263990.609303277	15715657.14786709
98	36707324.04231292	21290323.82925481	30327791.767058846	16235480.359063428
99	34970611.838393316	20631024.071534254	32402468.62637419	16749542.341526117
100	33302371.308695484	19904179.334109526	34476489.066340044	17258504.206833348
