	EC	X	Y	Z
0	0.0	0.5	0.0	0.0
1	-0.012231399234054589	0.3254764814909078	0.18400627231944738	0.0027486454236993383
2	-0.02401514917150611	0.2007098408875939	0.3188547762343712	0.0044505320495410745
3	-0.0366895642812093	0.11868843429057632	0.4233528459200392	-0.005351715929406234
4	0.00402821931418617	0.40060039135439574	0.02552836259909628	0.06984302673232198
5	-0.008172324516671974	0.32574396843535036	0.17762155063379828	0.0048068054475234835
6	-0.005909338450293196	0.42264812141293345	0.08208416204650767	0.0011770549908524416
7	-0.010224919862146622	0.3576954687724376	0.024770285619928303	0.1277591654697814
8	-0.014638622539479547	0.32756581700372234	0.1841134045516882	0.0029594009840696253
9	-0.02653825177204493	0.20016261750557338	0.32297350514181444	0.0034021291246576517
10	-0.03841066478474298	0.11411286476039648	0.4213678330455182	0.002929966978828823
11	-0.05050834592745608	0.06491980667044808	0.4825848017603666	0.00300373749664196
12	-0.06251118318854305	0.04239927045010331	0.517372718756249	0.0027391939821912754
13	-0.07468469438972121	0.03132518040218502	0.5404509572035848	0.00290855678395193
14	-0.08690371660143188	0.025352121649140146	0.5587793740799415	0.0027722208723507027
15	-0.09914423055688322	0.02204857020059109	0.5746027887084073	0.0024928716478852886
16	-0.11049359392682036	0.031214933458056753	0.5737263375630303	0.005552322905733766
17	-0.12434713850396319	0.03259083274121267	0.588625051011274	0.00313125475147683
18	-0.1364820182735391	0.026819024304069294	0.6069356417831164	0.0027273521863538167
19	-0.14861202951064376	0.023454494421300487	0.6224043899974039	0.0027531450919398175
20	-0.16072677210561911	0.021815986155331226	0.6361216204136122	0.0027891655366760874
21	-0.17282121360739006	0.0211025504608728	0.6488853384929469	0.002833324653570671
22	-0.1849346232685879	0.021810775628991978	0.6602465540789728	0.0028772935606236265
23	-0.19698260439442922	0.021526962328216614	0.6725296712338243	0.002925970832388833
24	-0.20900246669191624	0.021641138970331802	0.6843667477439219	0.0029945799776630385
25	-0.22099420478273415	0.02198409023489018	0.6959716468887792	0.0030384676590652963
26	-0.23296660428199678	0.022324216823487567	0.7075704531146256	0.003071934343884121
27	-0.24491363329480806	0.022747490207108784	0.719026193482829	0.003139949604870803
28	-0.2568226648930687	0.023385836784339246	0.7302129041066436	0.0032239240020864113
29	-0.268695179175211	0.024109996074804116	0.7412991642310633	0.0032860188693441877
30	-0.2805398551583884	0.02475788170582197	0.7524466962546209	0.003335277197946217
31	-0.2923528315591214	0.025416602567148384	0.7635234117928519	0.0034128171991218274
32	-0.3041154340477977	0.02631915318867006	0.7742595080129554	0.003536772846172965
33	-0.3158079856946739	0.02758214830054382	0.7845328168278088	0.0036930205663220205
34	-0.3274164915982369	0.02917948361603242	0.7943640521627794	0.0038729558194259125
35	-0.33891760024499523	0.031206740686410304	0.8035882499650452	0.004122609593540514
36	-0.3502194236687261	0.034525093338152645	0.8110242336190383	0.004670096711535976
37	-0.36143753839082887	0.03703445681826302	0.8199456371725137	0.004457444400052947
38	-0.3728900821022828	0.03521713240726442	0.8339405689408879	0.0037323807541313116
39	-0.38437006074252633	0.033920864272482365	0.8461014917851503	0.004347704684894468
40	-0.39559131118883106	0.036492113882074004	0.8543319037768713	0.004767293529886502
41	-0.4073101853260556	0.03178502447596771	0.8731679509288734	0.0023572099212152238
42	-0.4220642252259633	0.02711708593545532	0.8998519279643468	-0.004904788673838056
43	-0.29031552111430264	0.35547142297217627	0.02443606829964918	0.41040802984247804
44	-0.23687169898684002	0.6329765292815062	0.10073044014146534	0.0031647295638694475
45	-0.24876441380310813	0.43208497177674704	0.3124293413565049	0.0042501006698571
46	-0.21734381808624706	0.6405142215480744	0.08393057909582603	-0.007100982557652232
47	0.32048447266533714	0.8862497919412159	-4.942341393101126	4.235607128494575
48	3.789640342003089	1.2796840962194622	-13.536757341767254	8.967432903544703
49	8.723069396026753	1.585869085557392	-20.240092788554648	10.431154306970505
50	13.91700815787073	1.8241559926810655	-25.451329548077318	10.210165397525525
