	y1	y2	y3	y4	y5	y6
0	0.014	0.006	0.0	0.0	0.0001	0.0
1	0.877311166355148	1.7714146561683142	3.92630548486868e-06	0.17156305203745087	7.881077663676105e-07	0.09732765544739289
2	0.8233003622258436	3.8486342213978886	3.3793378430597333e-06	0.39203008878392814	1.0457667297282913e-08	0.17312650991578532
3	0.7219610461365751	5.6629074720904855	2.641269770679531e-06	0.6045538143516377	2.3644255388348326e-10	0.232158719270191
4	0.6211715424461439	7.178962234983922	2.0574184476622833e-06	0.8019114422903943	1.0136578759623082e-11	0.2781330522323328
5	0.531356129484464	8.421436171978415	1.6023061932449537e-06	0.9831810567731685	-3.849426187804682e-12	0.3139378939429223
6	0.45447787257643174	9.427485144724796	1.247927969167158e-06	1.1492755280030407	-1.8414988007404764e-12	0.34182273137675795
7	0.38989639673320164	10.234377167859435	9.681617682407949e-07	1.3016690066366567	-5.823177612893658e-11	0.36353946590741926
8	0.3361592652421228	10.875667080074052	7.642340326078212e-07	1.441930331071545	1.5552070377267721e-09	0.3804525333841098
9	0.2916544527678153	11.380218719496144	5.891817948984478e-07	1.5715400654014349	-3.063942133253616e-09	0.3936244068851247
10	0.2548633614279989	11.77228787203163	4.973714991228422e-07	1.6918234641337089	2.798731750288736e-09	0.4038826638579435
11	0.22444811279900573	12.071997673467555	4.0862862969908406e-07	1.8039357572008656	1.034921541403398e-08	0.41187179882473385
12	0.19927157215053415	12.295920429802521	4.376543882031266e-08	1.9088695311062256	-3.7246162035230397e-08	0.41809375509063923
13	0.1783874896480209	12.457650787840485	-4.494353223530548e-07	2.0074712382278985	-5.416048771868012e-08	0.42293940123668095
14	0.16101851854457871	12.568326612924645	-7.683252394964144e-07	2.100460940549287	-5.5193498009106646e-08	0.4267131947802066
15	0.14653150697191125	12.637075620099449	-1.2908780908191367e-06	2.188451214731131	-7.439676272754154e-08	0.4296522261023509
16	0.1344132590543742	12.6713903002912	-2.1104744062481354e-06	2.2719643908139275	-1.2913187838948886e-07	0.4319411480652132
17	0.12424895923533052	12.677437436735138	-3.808465491099778e-06	2.351447554445203	-2.747646607420944e-07	0.4337237583441774
18	0.11570353842639387	12.660311454994094	-8.12891126176387e-06	2.427285346941033	-7.100398181876214e-07	0.4351120574600908
19	0.1085062105881485	12.624241238508475	-2.109643508902925e-05	2.499810895663641	-2.187486236668186e-06	0.4361932665473629
20	0.10243772953336344	12.572770640733067	-6.753221620222823e-05	2.5693166137386405	-8.128309484963646e-06	0.437035309738273
21	0.09731998135101659	12.508972363227203	-0.00026295853306763765	2.636072519574057	-3.5790090358651464e-05	0.4376910967274954
22	0.0930073901842497	12.43601998724746	-0.0012286635783321886	2.7004013137049854	-0.00018562568101761152	0.4382018243229947
23	0.08937795601728103	12.360314269633497	-0.006813715273726797	2.763169596173286	-0.0011279915170610121	0.4385995793741246
24	0.0863118916622333	12.314350150680802	-0.04465569741308865	2.829725154129964	-0.00803839601299061	0.4389093513198948
25	0.08355716758492437	12.564902245240978	-0.3556568255445991	2.9365390900888317	-0.069770219295718	0.3419842408948468
26	0.0793523890340077	18.366628421803924	-5.883067899233429	4.514175379642845	-1.6253400537977027	0.26633759459706763
27						
28						
29						
30						
31						
32						
33						
34						
35						
36						
37						
38						
39						
40						
41						
42						
43						
44						
45						
46						
47						
48						
49						
50						
51						
52						
53						
54						
55						
56						
57						
58						
59						
60						
61						
62						
63						
64						
65						
66						
67						
68						
69						
70						
71						
72						
73						
74						
75						
76						
77						
78						
79						
80						
81						
82						
83						
84						
85						
86						
87						
88						
89						
90						
91						
92						
93						
94						
95						
96						
97						
98						
99						
100						
