time	TFPI	VIIa_TF	VIIa_TF_X	VIIa_TF_Xa	VIIa_TF_Xa_TFPI	X	Xa	Xa_TFPI	Xa_TFPI_VIIa_TF
0.0.	2.399999	0.9999996999999999	0.0	0.0	3.0814879110195774e-33	169.9999	0.0	0.0	0.0
0.0.15.0	1.810331831941197	0.258325088807332	0.168351177002237	0.114079990488405	0.45828443415059905	154.54475455259345	14.583047111857079	0.13042372435677801	0.0009590095514250001
0.0.3.0	1.3570050567751561	0.15294635235019702	0.09451282953577801	0.07252826898437001	0.6759934811556161	146.64871843058867	22.141146527666344	0.36298169409518904	0.004018767974036001
0.0.44999999999999996.0	1.018253076650173	0.10009399722287501	0.05983353819994001	0.049395953494319	0.7828700634676331	141.947079818503	26.56184476645293	0.591069712266962	0.007806147615229001
0.0.6.0	0.7630579088751841	0.071368099033882	0.041703216729152004	0.036130146282121	0.8392664850098691	138.82339288955075	29.461732656313185	0.786142853169973	0.011531752944973
0.0.75.0	0.570265431023498	0.054542371695632	0.031340217587363	0.028114912552338	0.8710497720420781	136.56096353348983	31.549747767394013	0.9437313708118381	0.014952426122586002
0.0.8999999999999999.0	0.42490278070362303	0.044029890993182004	0.024967929670638003	0.023010545058425	0.8899560596563981	134.80872185845277	33.16810344752184	1.067104885018624	0.018035274621354
1.0.05.0	0.31578639394803004	0.03708926325608	0.020804607767183	0.019599844865505003	0.9016944159719861	133.3797150398867	34.4955679014287	1.161706621940739	0.020811568139244
1.0.2.0	0.23432816633028203	0.032282285750531	0.017940615356981	0.017220061509470003	0.9092315224030151	132.1673535120013	35.63171497746259	1.2331140962867	0.02332521498
1.0.3499999999999999.0	0.17387383271109402	0.028808642259484003	0.015879752470586	0.015492832597132002	0.9142017644292351	131.10739587478494	36.63500637285842	1.286306694616109	0.02561670824356
1.0.5.0	0.12927113275072702	0.026199990231659	0.014336016712612	0.014192571576575	0.917551749664944	130.1593254887936	37.541318055668036	1.32545674577012	0.027719371814206
1.0.65.0	0.096551174608289	0.02417049657192	0.013136913049155001	0.013179646945186	0.9198530815889571	129.2966067863443	38.37352882826971	1.3539351819579721	0.029659561844779
1.0.7999999999999998.0	0.072678019027737	0.022539620556313002	0.012174495073820001	0.012364907719467001	0.9214627656322291	128.5012915169408	39.14674809929393	1.374400304321863	0.031457911018168
1.0.95.0	0.05534720202536501	0.021190131418349002	0.011379165485319	0.011689996379103	0.9226097602702211	127.76088536730244	39.871293672858805	1.388911391257408	0.033130646447004
2.0.1.0	0.042823175797418005	0.020044206895843002	0.010704955883350001	0.011115954524263	0.923443882942313	127.06645291743922	40.5544503479509	1.3990412415060391	0.034690699754228005
2.0.25.0	0.033808912129368006	0.019049252838084	0.010120891885096002	0.010616369223311	0.9240646205181441	126.41143280476916	41.20153984625211	1.405976901817124	0.036148565535361006
2.0.4.0	0.027342313507173	0.018169184426098002	0.009605738258494001	0.010173107348014	0.92453873160647	125.79087705525252	41.81658741264844	1.410605016525434	0.037512938360920005
2.0.55.0	0.022714807546997003	0.017378903054112	0.009144701193222	0.009773583610245001	0.9249113370491201	125.20095249299607	42.40274502974775	1.413581680310583	0.038791175093298005
2.0.6999999999999997.0	0.019408075511209003	0.016660712894881	0.008727307197005001	0.009408970241156	0.9252130833179351	124.63860864508644	42.962564152986886	1.415388214821834	0.03998962634902
2.0.85.0	0.017045400358640002	0.016001953144311	0.00834601265599	0.009073003301644001	0.925464858140103	124.10135376557452	43.49817361882674	1.416374868743305	0.041113872757949005
3.0.	0.015354637374942002	0.015393412643299001	0.00799527941485	0.008761177021468001	0.9256809377107551	123.58710224394387	44.01139693699499	1.416794531704676	0.042168893209623005
3.0.15.0	0.014140301927078	0.014828258580469001	0.0076709538972150005	0.008470195689329	0.925871106740856	123.09406972020155	44.50383043213926	1.416828406239935	0.043159185092128
3.0.3.0	0.01326271964691	0.014301308195156001	0.0073698470592630004	0.008197599034303001	0.9260420948004141	122.62070036085557	44.976895912698026	1.4166053346418122	0.044088850910860004
3.0.4499999999999997.0	0.012622583817519	0.013808531761175	0.007089448702596	0.007941505629915	0.926198552434029	122.16561595146683	45.43187667801844	1.416216202276167	0.044961661472281006
3.0.5999999999999996.0	0.012149608094638002	0.013346712568366	0.006827732343049	0.007700437053968	0.9263437152741011	121.72757985867095	45.86994258002697	1.4157245738707451	0.045781102760512005
3.0.75.0	0.011794250087228002	0.012913213880564002	0.006583021398624001	0.0074731974541990005	0.926479855813725	121.30547116794911	46.292167863285556	1.415174482646159	0.046550411452885
3.0.9.0	0.011521716402938	0.012505818910273001	0.006353897015295	0.007258791144207	0.9266085904447201	120.8982658141422	46.699544214101515	1.4145960906668371	0.047272602485502004
4.0.05.0	0.011307648250021	0.012122620648295002	0.006139134213606	0.0070563662737600005	0.9267310878528111	120.50502254144436	47.09299060631859	1.4140097728856411	0.047950491011524
4.0.2.0	0.011135035194193002	0.011761945719719	0.00593765732083	0.006865176337846001	0.9268482102638851	120.12487222063086	47.47336098090493	1.413429044184203	0.048586710357716
