time	IkBa_cytoplasm	IkBa_mRNA_cytoplasm	IkBa_mRNA_nucleus	IkBa_pre_mRNA_1	IkBa_pre_mRNA_2	JNK	JNK_P	LPS	MSK1	MSK1_P	TNFR1_EL	TNFR1_cytoplasm	TNFa_TNFR1_EL	TNFa_TNFR1_cytoplasm	TNFa_mRNA_LSEC	TNFa_mRNA_MC	TNFa_pre_mRNA_LSEC	TNFa_pre_mRNA_MC	p38	p38_P	p65_2P	p65_IkBa_nucleus	p65_cytoplasm	p65_nucleus	s11	s14	s15	s16	s19	s3	s5	s8
0.0.	0.555550315604	2.72230801331	8.44015458469e-05	5.13954846058	5.13954846058	0.987679294125	0.0123207058754	5.0	14.9995211253	0.00047887465058900005	0.00122834645669	5.5275590551200005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.875334949856	0.12466505014399999	0.217546751778	0.853993224618	0.00034387964807500003	0.0171895427728	1.11110053631	0.299999674464	3.2553553121799995e-07	0.0	0.0426995504736	0.00436110723082	0.0726905898815	0.218036278696
900.0.	0.35375593419468004	2.732293617131187	9.208260860501249e-05	6.634451714672989	5.6072960298003345	0.9859853594599681	0.014014640540431	3.625114958792664	14.999474045093429	0.000525954857143	0.001107139382	4.982176447544815e-05	1.1907752977064631e-09	2.9601767563302593e-05	2.936269906358434e-08	1.666346198587047e-07	0.017500044831388003	0.008821663850615	0.86022484050653	0.13977515949347	0.24380716381011702	0.696664880358923	0.0006250353909460001	0.031247179092412	0.707512036910324	0.299998701196492	1.298803038585416e-06	1.8995880694418922e-05	0.034832983694247005	0.007989405236336001	0.19791024785538103	0.39941070034018206
1800.0.	0.025072452594131003	3.081305504586872	0.000239667311122	27.16366976382107	14.594509716935146	0.9820291131684421	0.017970886831957	2.628291686703602	14.999349471826898	0.000650528123665	0.000746736388797	3.3604221163411524e-05	2.271699465821114e-09	0.00011762246109100001	5.667585423933755e-08	3.2706276803326976e-07	0.033746651181166	0.017125306575297	0.826628235482418	0.17337176451758302	0.38186808950501805	0.36657925524801704	0.003571159514179	0.17855568378425302	0.050144903024578004	0.299997817564014	2.182435517031725e-06	5.372966132558765e-05	0.018328754130918	0.012005291049041002	0.20298226106835401	0.600207418228985
2700.0.	0.023867012377953002	5.9768551499585225	0.0009395680326990001	85.50524031470691	57.21452847480617	0.978083538350852	0.021916461649547	1.905571897644395	14.99922371492093	0.0007762850296090001	0.00024918070754200003	1.1214591878998691e-05	2.523201595410542e-09	0.00023914044138000003	8.153724191187203e-08	4.755535427586731e-07	0.048534291766033	0.02480798819267	0.795359960864354	0.20464003913564802	0.627426542151276	0.16877299856897401	0.007516172178222	0.37580484119761504	0.047733911300667	0.299997611758052	2.3882414783158753e-06	0.00017884087490900003	0.008438508431383001	0.009831045907043002	0.119886351846941	0.491519549774781
3600.0.	0.10207532026692001	12.952239814407259	0.0015148390768990002	94.1090291185782	92.24465443444225	0.9792149970008691	0.02078500299953	1.381583435082388	14.99925126832041	0.0007487316301260001	1.2393178190891741e-05	5.585985165825608e-07	5.744199970908971e-10	0.000296972184616	1.0366048542731309e-07	6.102356462168462e-07	0.061692687784209006	0.031772972836755	0.808771736268026	0.19122826373197602	0.762706897543446	0.331038452176159	0.004731076626337	0.236547693407575	0.20415026306434	0.29999920483166403	7.951678658238651e-07	0.000818606184364	0.016551737020414	0.006211370943082	0.11136715677492101	0.310547162737686
4500.0.	0.264523176911358	18.7616385778903	0.001040874155169	40.04937815949317	63.382616601724145	0.9821389431635881	0.017861056836811003	1.001679753106549	14.999355863842428	0.00064413610811	4.398571536223016e-06	1.988060212766092e-07	4.621941279958073e-10	0.00029892477110400004	1.2286460280123188e-07	7.296066734029366e-07	0.073114308795082	0.037942939523001006	0.8344166299644371	0.165583370035564	0.6612364198503411	0.5470857103262641	0.0012432486587580002	0.062160237943903004	0.529046058220084	0.299999296639173	7.033603568728879e-07	0.0018558489218500002	0.027354113125025004	0.0053435454487610005	0.12274262856151001	0.267149733223278
5400.0.	0.420183949770815	19.637138027133894	0.00048194385714700006	16.863198519034245	29.347288377866292	0.98367529225372	0.01632470774668	0.7262408496699041	14.99940633154438	0.000593668406152	2.7112436008726177e-06	1.228747801448007e-07	4.552646621547737e-10	0.00029933687136800003	1.3910743286069168e-07	8.327821988151544e-07	0.082774236594396	0.043272845292777	0.846411711785352	0.153588288214649	0.5441845385598231	0.614690868501031	0.0006981592374700001	0.034905441571028005	0.8403676385612311	0.29999930230487404	6.97694656104089e-07	0.002965686752995	0.030734370754382002	0.005810500244687	0.14056581475531602	0.290494950612664
6300.0.	0.5520007856591801	17.937625047730712	0.000237868019761	9.78088197801173	14.484660000423977	0.9844592735442421	0.015540726456157	0.52654131232485	14.999429277903305	0.000570722047228	1.951847853809141e-06	8.870168699157775e-08	4.5322682805321666e-10	0.000299522339866	1.52494173110205e-07	9.196616582054537e-07	0.09073521298302001	0.047758390232596	0.851859869270826	0.148140130729175	0.467183938730986	0.6441693885884361	0.0005109916572290001	0.025546512868805	1.104001335654067	0.29999930397094005	6.960285898706705e-07	0.004101092344257	0.032208295533654	0.006354201243103001	0.149682160600939	0.31767876578403803
7200.0.	0.6557916918661241	15.617646418793239	0.000147431724744	7.209521691534159	8.977679680984664	0.9848578580514071	0.015142141948993002	0.381754556638347	14.999439669203541	0.0005603307469950001	1.5283398230596269e-06	6.964376978057648e-08	4.523803233764053e-10	0.000299625773783	1.6325769175270319e-07	9.90949967306124e-07	0.097135897991551	0.051436961328656	0.8543266693123881	0.145673330687612	0.42146282086984205	0.6579234052821901	0.00042279941091700004	0.021136526246428002	1.3115831709497892	0.29999930466302405	6.953365055824692e-07	0.005227736389871	0.032895995681039	0.006755421922163001	0.15443244580575502	0.33773917155398003
8100.0.	0.730589617925663	13.388932588222474	0.00011187290239200001	6.065407725222548	6.812377216124402	0.9850603341474051	0.014939665852995	0.276780830130811	14.999444374523238	0.0005556254273000001	1.263240887144461e-06	5.7714321243033614e-08	4.519590586787132e-10	0.00029969051918	1.7171809132721832e-07	1.0480263221367248e-06	0.10216679758722101	0.054380680335422	0.8554437989248991	0.144556201075101	0.395499541505326	0.66450190252503	0.00037648724656500003	0.018820694821165003	1.461179044613048	0.299999305007415	6.949921148996055e-07	0.006318919537142	0.033224920198818	0.007012075759477001	0.15705922877710102	0.35057154072983104
9000.0.	0.776716893837724	11.442449735481938	9.604446955841376e-05	5.497099604921929	5.848526986289795	0.98516322182294	0.014836778177460002	0.200672465044885	14.99944650902632	0.0005534909242190001	1.0847156582510898e-06	4.968070569541512e-08	4.517242621465255e-10	0.000299734120561	1.7823528480025752e-07	1.092709478759573e-06	0.10604205035446301	0.056684163821891	0.85595073491739	0.14404926508261	0.38115113466021305	0.6676417244519051	0.00035265407672100004	0.017628910979925	1.553433616953261	0.299999305199365	6.948001649958235e-07	0.0073550801912940006	0.033381911159348	0.007164618381471001	0.15849563894664	0.35819850791421803
9900.0.	0.795257191034982	9.803415252050053	8.85592742546325e-05	5.231969595554223	5.392726570318148	0.985215563235003	0.014784436765397	0.145492150622824	14.999447480861324	0.0005525190892180001	9.582540855588802e-07	4.398995734734992e-08	4.515817677762405e-10	0.00029976500637400003	1.83167348318169e-07	1.126997174118449e-06	0.108974662273116	0.05845102931420101	0.8561816749573251	0.143818325042675	0.37341712416961004	0.6690203508505751	0.00034349651329600004	0.01717096538167	1.590514230533072	0.29999930531600905	6.946835213759395e-07	0.008323127624797	0.033450842486894006	0.007250659192888	0.15915080851478602	0.36250047114307704
10800.0.	0.7879765133501031	8.45002826774548	8.558916602146374e-05	5.170076176529894	5.211866727429879	0.985242243774003	0.014757756226396001	0.10548515404915002	14.999447926040004	0.000552073910539	8.652900683207536e-07	3.980659853167798e-08	4.5149235559730025e-10	0.00029978771104400003	1.868416659332434e-07	1.152846114605341e-06	0.11115935581785301	0.059782561148188	0.8562875625371891	0.143712437462811	0.369424705648618	0.669390050573718	0.00034583976860200005	0.017288093749052002	1.575952893383839	0.29999930538894104	6.946105887695542e-07	0.009215493423984	0.03346932759827	0.00729631058258	0.15920655197076	0.36478301413168
11700.0.	0.7573668070722881	7.350151594156783	8.578082622015274e-05	5.275995861870122	5.223539232947205	0.985255886147379	0.014744113853020002	0.076479161854901	14.999448131948332	0.000551868002213	7.949922557382001e-07	3.664321625591949e-08	4.514323708555802e-10	0.00029980487992500003	1.895397824705345e-07	1.1720253744414809e-06	0.112763572712041	0.060770198148899	0.856336610092532	0.14366338990746902	0.36759777926255605	0.6690709738491241	0.000358851967738	0.017938688133079	1.514733496957602	0.29999930543798903	6.945615407076128e-07	0.010029040395229	0.03345337400376	0.007317566402947001	0.15872817251458501	0.36584581320417203
12600.0.	0.7067073803735121	6.472908312533544	8.873817135246838e-05	5.5467601966417295	5.403625322050235	0.9852628941829921	0.014737105817408001	0.055449150541832005	14.99944822862701	0.0005517713235370001	7.406436321093677e-07	3.4197544638693666e-08	4.513902945731669e-10	0.000299818153523	1.9149313830976342e-07	1.186043876337219e-06	0.113924946371874	0.061491849099576	0.8563596906373441	0.143640309362656	0.36711388319125604	0.66816653998046	0.000383269870522	0.019159578927090002	1.413414657287241	0.299999305472384	6.945271454512722e-07	0.010763978677719001	0.033408152684564	0.007323403667976001	0.15770711557053702	0.366137712602679
13500.0.	0.6401252351152501	5.792655217202272	9.456751307672175e-05	6.002415757752415	5.758598960665816	0.9852665188043631	0.014733481196036001	0.04020190894929	14.999448275066955	0.000551724883594	6.978746203184795e-07	3.227295323878776e-08	4.513605427457649e-10	0.00029982859902400003	1.928857383970091e-07	1.1961344950361278e-06	0.11475289536926501	0.062011119393409	0.8563708146536451	0.14362918534635502	0.36758324724079905	0.6666544367253561	0.00042122386770300003	0.021057281980411003	1.2802503775072651	0.299999305496705	6.945028245839051e-07	0.011422893385967001	0.033332548060704	0.007318329773242001	0.15607628136753401	0.36588408186279203
14400.0.	0.5626594950807661	5.29061339323369	0.000103754604198	6.684500319468275	6.318039780728611	0.985268412219588	0.014731587780811002	0.029147308289850002	14.999448298135313	0.0005517018152330001	6.637307840521724e-07	3.07364926233914e-08	4.513388653494574e-10	0.000299836937991	1.938603088928858e-07	1.203273022199661e-06	0.115332288491493	0.062378321677888	0.8563763669448381	0.14362363305516201	0.368871180696137	0.664422694551119	0.00047629317560200004	0.023810756648186	1.125318904547387	0.29999930551442705	6.944851026177724e-07	0.012009935460324	0.033220961703835004	0.007304037991042	0.153716083112894	0.365169588796793
15300.0.	0.48031794626650703	4.955817489015625	0.00011714214296700001	7.655706411465305	7.133263243481831	0.9852694155718731	0.014730584428526	0.021132468660231003	14.999448310143052	0.0005516898074900001	6.361499863086225e-07	2.9495366891486025e-08	4.5132265169470894e-10	0.00029984367406400003	1.945255628837178e-07	1.208213839284215e-06	0.11572776756787101	0.06263233565776201	0.8563792757813181	0.14362072421868202	0.37100188171178705	0.6612915946130341	0.0005533939697810001	0.0276658112774	0.9606358097307061	0.299999305527685	6.944718449622607e-07	0.012530186734112	0.033064407729413	0.007280388590361	0.15046875158424602	0.36398725435309803
16200.0.	0.400037222223355	4.785679869978855	0.00013586032743600002	8.990895691762187	8.273091738153354	0.9852699581593681	0.014730041841031001	0.015321525630110001	14.999448316782924	0.0005516831676180001	6.136536299619356e-07	2.848303948771295e-08	4.513103824389521e-10	0.00029984916836	1.9496320772925922e-07	1.211530151694505e-06	0.11598791553369502	0.062802694082858	0.8563808970439111	0.143619102956089	0.374091883603331	0.6570695121037591	0.000657560722453	0.032874168608178	0.8000743595421601	0.29999930553771204	6.944618181700265e-07	0.012989185586546001	0.032853304933520004	0.007246114293243001	0.146194753623717	0.36227372300562105
17100.0.	0.329288936872133	4.785216729512382	0.00016095254718700002	10.737672931346015	9.8010611772684	0.9852702598694941	0.014729740130906001	0.011108458329901	14.99944832072319	0.000551679227353	5.951570439896961e-07	2.7650700426301393e-08	4.5130088801626054e-10	0.00029985368579000003	1.9523405608807327e-07	1.2136520038072048e-06	0.11614889083901501	0.06291154857153701	0.8563818675181081	0.143618132481892	0.37825245238411204	0.651726015100176	0.0007896121044740001	0.039476758399961	0.6585777815299241	0.29999930554547305	6.944540566372236e-07	0.013392588189171	0.032586131650928	0.007199871326788	0.140931999935723	0.35996180805251504
18000.0.	0.274900586431512	4.961923825034556	0.000192253455463	12.816465835051615	11.70710179266983	0.9852704338993381	0.014729566101061001	0.008053887677496001	14.999448323239479	0.000551676711066	5.798485342907197e-07	2.6961823685962442e-08	4.5129344809130453e-10	0.000299857424595	1.953830470905453e-07	1.214899048443673e-06	0.11623741342818701	0.062975361653531	0.856382492502703	0.14361750749729602	0.38338932031154405	0.645750812658045	0.0009370122918320001	0.046846780655162006	0.549801068702042	0.299999305551555	6.944479746237028e-07	0.01374593764693	0.032287373032659	0.007142480176792001	0.135186035177413	0.35709251393782304
18900.0.	0.241009632120146	5.311659853381331	0.000226429390363	14.889034374156424	13.788211326930629	0.985270538939464	0.014729461060935001	0.005839253726897	14.999448324959028	0.0005516749915190001	5.671100908069715e-07	2.638859898550683e-08	4.5128754037054765e-10	0.00029986053571	1.9544321718582858e-07	1.215507276397692e-06	0.11627312597727701	0.06300628564284301	0.8563829227151321	0.143617077284868	0.388919597329248	0.6404522441073061	0.001066402873541	0.053316306092013	0.48201914545988805	0.29999930555638504	6.944431451945449e-07	0.014054515316909	0.032022445533351006	0.007080288134827001	0.130112349132772	0.35398315011174203
19800.0.	0.22741348101602202	5.796696203240263	0.00025605620314	16.395855554037304	15.592301837970181	0.9852706057254361	0.014729394274964001	0.004233593197659	14.999448326202307	0.00055167374824	5.564639436578932e-07	2.590952682395468e-08	4.512827924496193e-10	0.000299863135823	1.9543876078640679e-07	1.2156500529049689e-06	0.11627041381396201	0.06301324714862	0.8563832355671821	0.143616764432818	0.39372159170117205	0.6374470774502741	0.001137193688785	0.056855831313737004	0.454826829016711	0.29999930556026605	6.944392638706575e-07	0.014323252553336002	0.031872187232281	0.007026100932066	0.12704271832129502	0.35127393275697205
