	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_26	species_27	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0	1200.0	0.0	0.0	0.0	200.0	0.0	0.0	300.0	0.0	10.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1200.0	0.0	0.0
1	1190.88536522336	3.989358407886818	0.07951334680974596	2.837184846943746	189.9186389228048	6.861359382679692	0.0	79.60631466615524	4.4588909020943195	5.541109097905684	14.707862689017013	0.3848557634419382	81.13957932647624	0.009143763222926149	0.37367308434887736	0.0	1.2147546236480264	2.9378033608587586	0.0	0.0	8.49991492034117	0.23037911335306704	0.0001737872040732659	0.0013501081689426216	982.0206942517904	9.97303108752845	191.17438730839547
2	1159.0398537425635	6.203907017318826	0.17130230353427567	11.453642122786613	175.5360332556369	9.979188447567848	0.0	24.07067737311319	1.9505012362604954	8.049498763739503	18.46841017477921	1.6109370657846043	72.66120856523878	0.49153504487697147	2.5396011291317815	0.0	4.740346211491032	4.130035048491145	0.0	0.0	36.24310919181278	1.6092249867494892	0.005168921665790877	0.07150698319846117	883.9384822548553	13.815227497622248	241.52388141469112
3	1124.0595682890307	7.816552539476549	0.23167254971636284	19.274404915573022	161.47183179358547	11.59489448395108	0.0	19.440843035108227	1.6300716518182574	8.36992834818174	18.646704809898473	2.9205278879838223	68.30451123443214	2.464395987694909	5.194472819195619	0.0	8.147390247245124	4.901393708424396	0.0	0.0	64.34776291417332	3.533093608175984	0.020603167712418193	0.38010321401591	835.5169279949299	14.822838362645863	245.22786959081333
4	1089.6798212599278	9.09850950330309	0.281784990416329	25.50950698903718	148.32129816277902	12.412745255521369	0.0	19.037277114352804	1.5992832278362745	8.400716772163717	18.54945549290448	4.194562561449339	64.87784756787386	6.165235194467549	7.591214398194943	0.0	11.148152116620405	5.424544822601362	0.0	0.0	89.89521359774243	5.595957370157328	0.046840902163493965	1.0257172773454883	796.9811998888013	15.525259802147302	245.00693937234334
5	1054.169383580128	10.145503228599324	0.3286863755603035	30.59644503233264	135.30244504292457	12.640772177791527	0.0	18.90354307178978	1.5899144389610036	8.410085561038988	18.44854976422757	5.506464029986569	61.81904530369184	11.782366964062504	9.677970782888917	0.0	13.963485495745916	5.768919436334739	0.0	0.0	114.33993300756453	7.803655365661874	0.08586813734433969	2.1408221623486865	762.0973546381844	16.202737908906244	244.52656844055548
6	1014.9645410265493	11.03202110909179	0.3730449852424416	34.77442091850125	121.51698372721846	12.35670479341943	0.0	18.777597287273895	1.5810015106562183	8.418998489343775	18.342961762984935	6.9613368550920125	58.86265341407798	19.924237656591934	11.427652904269117	0.0	16.818218558747283	5.976166264189853	0.0	0.0	139.2734393643674	10.244609400613495	0.14245473005763284	4.023064917549752	728.2856251193448	16.918827151897162	244.00656730194575
7	968.3136061754153	11.785700737353455	0.41785000077063483	38.014228447481436	105.92513255239524	11.522005837713731	0.0	18.63236278361015	1.5707201049000332	8.429279895099961	18.212831119858897	8.722083522575504	55.76805983751989	31.85374155911558	12.684891603294194	0.0	19.9670040175793	6.052105025041958	0.0	0.0	166.52447703005623	13.025864095734853	0.22706759527255774	7.370351941109858	693.331194144897	17.729952349602907	243.4362836412578
8	907.9107380178684	12.374508134837827	0.46345721251920396	39.84521281543931	87.28471192078781	9.98721921836196	0.0	18.43119837202633	1.5564673904802795	8.443532609519714	18.019726294705432	11.096375237030601	52.22909423261202	49.872558018099895	13.010298027311192	0.0	23.79410795361869	5.957071519063904	0.0	0.0	198.65987589676493	16.182997679352965	0.3590196861436146	14.004512674457635	654.6622292626084	18.728227666657972	242.80092306361124
9	822.9552429871723	12.682053977406168	0.5092035631887566	39.241259143048914	64.47228508517861	7.59354937865501	0.0	18.099132474338838	1.5328696447360997	8.467130355263901	17.686769861934962	14.748649356459028	47.80388805459974	77.20535309306132	11.487553300056303	0.0	28.914266140323484	5.595075943141852	0.0	0.0	239.20257930614093	19.241963286187975	0.5671764655828501	29.340131561797318	608.852597978057	20.07843570780625	242.09358874799557
