id	t_intern_ms	t_extern_ms	state_variables	parameters	status	error_message
{Bungay2003}_{Bungay2003}	173.56199999999973	177.35946178436282	74	110	0.0	
{Bungay2006}_{Bungay2006}	132.68349999999862	136.65282726287842	78	113	0.0	
{Bungay2006a}_{Bungay2006a}	76.52550000000338	79.38241958618164	54	75	0.0	
{Eungdamrong2007}_{Eungdamrong2007}	0.0	45.5092191696167	46	119	-1.0	
{Froehlich2018}_{Froehlich2018}	0.0	1973.786473274231	1396	4704	-1.0	
{Holzhutter2004}_{Holzhutter2004}	6.238000000000002	6.92903995513916	45	166	0.0	
{Hui2014}_{Hui2014}	16.437999999999818	17.129302024841312	65	113	0.0	
{Lai2014}_{Lai2014}	18.211999999999822	19.162416458129886	195	27	0.0	
{Leber2015}_{Leber2015}	0.0	1.3422966003417969	23	51	-2.0	
{Levchenko2000a}_{Levchenko2000a}	16.621499999991986	20.51091194152832	86	300	0.0	
{Liu2011}_{Liu2011}	322.08050000001026	325.29556751251215	42	89	0.0	
{Nakakuki2010}_{Nakakuki2010}	0.0	1.723527908325195	49	141	-4.0	
{ODea2007}_{ODea2007}	3.7965000000000018	4.108548164367677	24	70	0.0	
{Ouzounoglou2014}_{Ouzounoglou2014}	86.00600000000055	86.41409873962402	90	20	0.0	
{Pathak2013}_{Pathak2013}	4.206500000000055	4.790186882019043	57	172	0.0	
{Pathak2013a}_{Pathak2013a}	2.9960000000000013	3.577709197998047	52	176	0.0	
{Pritchard2002}_{Pritchard2002}	37.16349999999943	37.64486312866211	25	87	0.0	
{Proctor2010a}_{Proctor2010a}	0.0	172.62685298919678	136	83	-1.0	
{Proctor2013a}_{Proctor2013a}	0.0	67.54827499389647	75	131	-1.0	
{Qi2013a}_{Qi2013a}	0.0	175.19593238830566	136	83	-1.0	
{Sasagawa2005}_{Sasagawa2005}	85.98299999999972	87.088942527771	99	234	0.0	
{Sengupta2015}_{Sengupta2015}	55.94050000000061	58.00473690032959	240	272	0.0	
{Singh2006}_{Singh2006}	0.0	67.41297245025635	68	105	-1.0	
{Sivakumar2011c}_{Sivakumar2011c}	7.359499999999912	7.685422897338867	50	56	0.0	
{Ueda2001}_{Ueda2001}	2.0505000000000093	2.342820167541504	13	66	0.0	
{Ung2008}_{Ung2008}	0.0	137.12835311889648	194	313	-1.0	
{Yang2007}_{Yang2007}	0.0	28.19597721099853	25	54	-1.0	
{aguda1999_fig5c}_{model0_aguda1}	7.1069999999994025	8.443236351013184	12	32	0.0	
{alexander2010_fig2-user}_{model1_alexander1}	5.789499999999492	6.947636604309082	5	12	0.0	
{alexander2010_fig2-user-2}_{model1_alexander2}	5.965500000000134	7.157087326049805	5	13	0.0	
{alsheihk2011_fig3-user}_{model2_alsheihk1}	2.8345000000001663	3.9342641830444336	5	7	0.0	
{alsheihk2011_fig4-user}_{model2_alsheihk1}	2.8570000000000544	3.9575099945068364	5	7	0.0	
{alsheihk2011_fig5-user}_{model2_alsheihk1}	2.8960000000001784	3.990650177001953	5	7	0.0	
{alsheihk2011_fig6-user}_{model2_alsheihk1}	2.8290000000001347	3.917455673217773	5	7	0.0	
{alsheihk2011_fig7-user}_{model2_alsheihk1}	2.9050000000001224	4.002571105957031	5	7	0.0	
{bachar2004_fig1-user}_{model0_bachar1}	2.229500000000492	3.302574157714844	4	8	0.0	
{bachmann2011}_{bachmann}	354.6790000000019	357.07581043243414	26	32	0.0	
{bachmann2011_figs9-user}_{model0_bachmann2}	362.44400000000365	364.60983753204346	26	32	0.0	
{balagadde2008_fig2-user}_{model2_balagadde1}	3.8350000000007998	4.981756210327148	7	10	0.0	
{band2012_figs19-user}_{model2_band2}	1.5555000000000805	2.644062042236328	1	4	0.0	
{becker2010_fig2b-user}_{model0_becker1}	2.0824999999994382	3.1573772430419917	6	8	0.0	
{becker2010_figs4-user}_{model0_becker2}	1.6660000000002846	2.7620792388916016	6	7	0.0	
{beuke2017_fig6}_{model29_beuke30}	209.2105000000086	211.5128040313721	33	72	0.0	
{bier2000_fig3-user}_{model0_bier2}	8.314499999997736	9.471654891967773	4	5	0.0	
{bindschadler2001_fig5b-user}_{model0_bindschadler1}	5.187499999997931	7.289767265319824	4	21	0.0	
{borghans1997_fig12a-user}_{model0_borghans3}	24.172999999997568	25.44248104095459	4	15	0.0	
{borghans1997_fig5-user}_{model0_borghans1}	13.924000000000355	15.439152717590332	5	13	0.0	
{borghans1997_fig8-user}_{model0_borghans2}	8.846000000000139	10.71631908416748	4	17	0.0	
{brands2002_fig2-user}_{model0_brands1}	2.000500000000418	3.176569938659668	11	11	0.0	
{bucher2011_fig2-user}_{model0_bucher1}	285.18149999999923	287.2936725616455	18	30	0.0	
{bungay2003_fig4-user}_{model2_bungay3}	130.97749999999917	133.8733434677124	74	110	0.0	
{bungay2006_fig3a-user}_{model0_bungay2}	77.73550000000333	80.42633533477783	54	75	0.0	
{bungay2006_fig3b-user}_{model0_bungay1}	140.84599999999966	144.1425085067749	78	113	0.0	
{butenas2004_fig1-user}_{model0_butenas1}	3.3099999999995333	4.995465278625488	34	44	0.0	
{chance1943_fig12-user}_{model3_chance3}	1.8885000000011625	2.98762321472168	4	2	0.0	
{chassagnole2002_fig4-user}_{model0_chassagnole2}	183.251999999996	189.72110748291016	18	135	0.0	
{chassagnole2002_fig5-user}_{model0_chassagnole2}	182.80150000000322	189.2426013946533	18	135	0.0	
{delcontezerail2008_fig4-user}_{delcontezerail1_Fig4D}	2.5809999999987454	3.9342641830444336	4	18	0.0	
{dupont1992_fig4-user}_{dupont2_Fig4B}	4.978499999997951	6.395459175109862	4	18	0.0	
{essunger1994_fig2-2}_{model0_essunger1}	2.561499999999429	3.7391185760498047	7	14	0.0	
{essunger1994_fig4}_{model0_essunger2}	5.584999999998252	6.79171085357666	7	16	0.0	
{essunger1994_fig5}_{model0_essunger3}	4.7460000000006834	6.06226921081543	7	17	0.0	
{essunger1994_fig6-user}_{model2_essunger3}	6.988499999997862	8.249759674072267	7	17	0.0	
{essunger1994_fig8}_{model0_essunger6}	4.659999999998284	5.936980247497559	7	17	0.0	
{ferreira2003_fig2f-user}_{ferreira1_Fig2F}	2.0660000000015732	3.635406494140625	6	29	0.0	
{fisher2006_fig3a}_{fisher1}	2.638999999998603	4.1004419326782235	14	22	0.0	
{fraser2002_fig1a_1b_2a_2b}_{model0_fraser1}	7.912999999999796	9.221673011779783	6	8	0.0	
{fraser2002_fig1a_1b_2a_2b}_{model1_fraser2}	8.07249999999891	9.38260555267334	6	8	0.0	
{fuentes2005_fig1a-user}_{model0_fuentes1}	1.536000000000076	2.5883913040161133	4	4	0.0	
{fung2005_fig3a}_{fung1_Fig3A_Vgly_0_5}	24.327999999997054	25.72572231292725	8	21	0.0	
{gardner1998_fig4b-user}_{gardner1_Fig4B}	2.5900000000003587	3.783822059631348	5	21	0.0	
{goldbeter1991_fig3-user}_{model0_goldbeter2}	4.757999999997775	5.918264389038086	3	14	0.0	
{goldbeter2006_fig3a-user}_{model0_goldbeter6}	4.260499999999059	5.411863327026367	3	11	0.0	
{gorlich2003_fig4-user}_{model0_gorlich1}	5.2364999999987845	6.5500736236572275	13	16	0.0	
{hald2012_fig5-user}_{model0_hald}	808.1915000000225	810.6646537780763	31	89	0.0	
{hald2012_fig5-user}_{model1_hald}	821.6839999999875	824.3046998977661	31	89	0.0	
{hatakeyama2003_fig5-user}_{hatakeyama1_Fig5G}	434.2279999999974	436.8027448654175	36	68	0.0	
{hernandezvargas2013}_{model0_esteban2013}	9.462499999996696	10.702371597290039	5	15	0.0	
{ho1995_fig3}_{model1_ho1}	1.3549999999994862	2.4478435516357417	1	1	0.0	
{hockin1999_fig7a-user}_{model0_hockin2}	2.7249999999982983	4.2264461517333975	30	9	0.0	
{hockin2002_fig3-user}_{model0_hockin1}	2.7639999999973206	4.404783248901367	34	42	0.0	
{hockin2002_fig3-user}_{model1_hockin1}	2.780999999999395	4.406929016113281	34	42	0.0	
{hockin2002_fig3-user}_{model2_hockin1}	2.7075000000009446	4.346847534179688	34	42	0.0	
{hockin2002_fig3-user}_{model3_hockin1}	2.7980000000004046	4.4144392013549805	34	42	0.0	
{hockin2002_fig3-user}_{model4_hockin1}	2.731499999999354	4.3681859970092765	34	42	0.0	
{hockin2002_fig3-user}_{model5_hockin1}	2.702999999999303	4.324555397033691	34	42	0.0	
{hornberg2005_fig2a-user}_{model0_hornberg1}	2.3189999999993742	3.5498142242431636	9	17	0.0	
{ihekwaba2004_fig5-user}_{model0_ihekwaba1}	9.615000000000089	11.419296264648438	26	64	0.0	
{jiang2007_fig2-user}_{model0_jiang1}	145.8499999999972	149.44291114807132	59	306	0.0	
{karin2017_fig1c}_{model22_karin1}	1.6185000000002088	2.667546272277832	2	3	0.0	
{karin2017_fig1g}_{model24_karin3}	1.8314999999998327	3.0521154403686523	2	3	0.0	
{karin2017_fig2}_{model0_karin5}	10.390999999998458	12.317419052124025	5	2	0.0	
{kholodenko1999_fig4b-user}_{model0_kholodenko1}	4.055999999999997	5.584955215454102	23	52	0.0	
{kholodenko2000_fig2a-user}_{model0_kholodenko2}	12.29549999999833	13.60476016998291	8	22	0.0	
{kim2011_figs5-user}_{model0_kim5}	9.51200000000015	10.998129844665527	4	14	0.0	
{kirschner1998_fig2-user}_{model0_kirschner}	3.5475000000000563	4.643082618713379	2	8	0.0	
{kofahl2004_fig3-user}_{model0_kofahl}	177.8225000000003	180.2992820739746	37	47	0.0	
{kolodkin2010_figure2b}_{kolodkin1}	1.4384999999983386	2.486109733581543	3	8	0.0	
{kolodkin2010_figure2b}_{kolodkin2}	12.595999999997149	13.791203498840332	6	8	0.0	
{kolodkin2010_figure2b}_{kolodkin3}	8.210500000001677	9.464383125305176	10	17	0.0	
{kolodkin2010_figure2b}_{kolodkin4}	4.304000000003271	5.463480949401856	8	15	0.0	
{kolodkin2010_figure2b}_{kolodkin5}	17.1149999999992	18.390417098999023	8	15	0.0	
{kolodkin2010_figure2b}_{kolodkin6}	20.619999999997248	21.960139274597168	8	15	0.0	
{kouril2017_fig1a}_{model1_kouril4}	1.3950000000004064	2.459883689880371	6	7	0.0	
{kouril2017_fig2b}_{model0_kouril5}	1.5570000000000526	2.586245536804199	2	1	0.0	
{kouril2017_fig3b}_{model0_kouril6}	1.8455000000000477	2.9572248458862305	7	10	0.0	
{kouril2017_fig4b}_{model0_kouril7}	4.324999999998926	5.571603775024414	11	14	0.0	
{kouril2017_fig4c}_{model0_kouril8}	4.207500000001069	5.497932434082031	13	21	0.0	
{kowald2006_fig2-user}_{model0_kowald1}	1.7825000000005955	2.991199493408203	9	16	0.0	
{laub1998_fig3top-user}_{model0_laub1}	2.2100000000002584	3.3386945724487305	7	14	0.0	
{lebeda2008_fig1-user-2}_{model0_lebeda2}	1.6939999999998152	2.7790069580078125	4	3	0.0	
{lee2010_fig3-user}_{model0_lee4}	12.891999999996045	14.3052339553833	14	22	0.0	
{lee2010_figs6-user}_{model0_lee2}	11.780999999997833	13.094186782836914	9	12	0.0	
{lee2010_figs9-user}_{model0_lee3}	1.6400000000001898	2.713799476623535	4	4	0.0	
{leloup1999_fig2a}_{leloup1_Fig2A}	3.895000000000437	5.5146217346191415	10	46	0.0	
{leloup2003_fig2a}_{leloup2_Fig2A}	6.611499999996441	8.749723434448242	16	80	0.0	
{levchenko2000_fig2-user}_{model0_levchenko2}	4.153999999999616	5.846977233886719	31	46	0.0	
{levchenko2000_fig2-user}_{model1_levchenko2}	4.104999999997595	5.730271339416504	31	46	0.0	
{levchenko2000_fig2-user}_{model2_levchenko2}	4.111999999999966	5.8135986328125	31	46	0.0	
{levchenko2000_fig2-user}_{model3_levchenko2}	4.073499999999392	5.722403526306152	31	46	0.0	
{levchenko2000_fig2-user}_{model4_levchenko2}	4.1140000000012265	5.800366401672362	31	46	0.0	
{levchenko2000_fig2-user}_{model5_levchenko2}	4.121000000000308	5.7985782623291025	31	46	0.0	
{levchenko2000_fig2-user}_{model6_levchenko1}	3.089999999997212	4.548907279968262	22	30	0.0	
{levering2012_fig5-user}_{model3_levering2}	162.43449999999382	165.2852296829224	25	122	0.0	
{li2014_fig3-user}_{model0_li1}	29.583499999998306	30.8605432510376	3	10	0.0	
{liu2011_fig5a-user}_{model0_liu2}	293.3854999999753	296.27263545989985	42	89	0.0	
{liu2011_fig5a-user}_{model1_liu2}	294.62999999999647	297.3295450210572	42	89	0.0	
{liu2011_fig5a-user}_{model2_liu2}	299.16999999999905	301.8031120300293	42	89	0.0	
{lou2009_fig2-user}_{lou1}	0.0	0.7836818695068359	6	12	-2.0	
{ma2002_fig2-user}_{model0_ma}	2.1444999999966043	3.268122673034668	7	14	0.0	
{marhl2000_fig2-user}_{model0_marhl}	9.610499999997133	11.05022430419922	5	11	0.0	
{martins2003_fig6-user}_{model0_martins1}	2.4050000000017526	3.6025047302246094	14	16	0.0	
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}	3.047999999997252	4.4350624084472665	12	12	0.0	
{mcauley2012_fig1b-user}_{model0_mcauley1}	178.81699999999645	181.44452571868896	34	44	0.0	
{mcauley2012_fig1b-user}_{model1_mcauley1}	179.69449999999958	182.29377269744876	34	44	0.0	
{mcauley2012_fig1b-user}_{model2_mcauley1}	178.6585000000027	181.2188625335693	34	44	0.0	
{mcauley2012_fig1b-user}_{model3_mcauley1}	177.4530000000006	180.03606796264648	34	44	0.0	
{mcauley2012_fig1b-user}_{model4_mcauley1}	176.92600000000266	179.65197563171387	34	44	0.0	
