[MAPK phosphatase]	[MEK phosphatase]	[RAF kinase]	[RAF phosphatase]	[MAPK]	[MAPK-P]	[MAPK-PP]	[MEK]	[MEK-P]	[MEK-PP]	[RAF]	[RAF-P]	[MAPK_MEK-PP]	[MAPK-P_MEK-PP]	[MEK_RAF-P]	[MEK-P_RAF-P]	[MAPK-P_MAPKPase]	[MAPK-PP_MAPKPase]	[MEK-P_MEKPase]	[MEK-PP_MEKPase]	[RAF_RAFK]	[RAF-P_RAFPase]	[Scaffold]	[Scaffold_RAF]	[Scaffold_RAF-P]	[Scaffold_MEK]	[Scaffold_MEK_RAF]	[Scaffold_MEK_RAF-P]	[Scaffold_MEK-P]	[Scaffold_MEK-P_RAF]	[Scaffold_MEK-P_RAF-P]	[Scaffold_MEK-PP]	[Scaffold_MEK-PP_RAF]	[Scaffold_MEK-PP_RAF-P]	[Scaffold_MAPK]	[Scaffold_MAPK_RAF]	[Scaffold_MAPK_RAF-P]	[Scaffold_MAPK_MEK]	[Scaffold_MAPK_MEK_RAF]	[Scaffold_MAPK_MEK_RAF-P]	[Scaffold_MAPK_MEK-P]	[Scaffold_MAPK_MEK-P_RAF]	[Scaffold_MAPK_MEK-P_RAF-P]	[Scaffold_MAPK_MEK-PP]	[Scaffold_MAPK_MEK-PP_RAF]	[Scaffold_MAPK_MEK-PP_RAF-P]	[Scaffold_MAPK-P]	[Scaffold_MAPK-P_RAF]	[Scaffold_MAPK-P_RAF-P]	[Scaffold_MAPK-P_MEK]	[Scaffold_MAPK-P_MEK_RAF]	[Scaffold_MAPK-P_MEK_RAF-P]	[Scaffold_MAPK-P_MEK-P]	[Scaffold_MAPK-P_MEK-P_RAF]	[Scaffold_MAPK-P_MEK-P_RAF-P]	[Scaffold_MAPK-P_MEK-PP]	[Scaffold_MAPK-P_MEK-PP_RAF]	[Scaffold_MAPK-P_MEK-PP_RAF-P]	[Scaffold_MAPK-PP]	[Scaffold_MAPK-PP_RAF]	[Scaffold_MAPK-PP_RAF-P]	[Scaffold_MAPK-PP_MEK]	[Scaffold_MAPK-PP_MEK_RAF]	[Scaffold_MAPK-PP_MEK_RAF-P]	[Scaffold_MAPK-PP_MEK-P]	[Scaffold_MAPK-PP_MEK-P_RAF]	[Scaffold_MAPK-PP_MEK-P_RAF-P]	[Scaffold_MAPK-PP_MEK-PP]	[Scaffold_MAPK-PP_MEK-PP_RAF]	[Scaffold_MAPK-PP_MEK-PP_RAF-P]	[Scaffold_RAF_2]	[Scaffold_MEK_RAF_2]	[Scaffold_MEK-P_RAF_2]	[Scaffold_MEK-PP_RAF_2]	[Scaffold_MAPK_RAF_2]	[Scaffold_MAPK_MEK_RAF_2]	[Scaffold_MAPK_MEK-P_RAF_2]	[Scaffold_MAPK_MEK-PP_RAF_2]	[Scaffold_MAPK-P_RAF_2]	[Scaffold_MAPK-P_MEK_RAF_2]	[Scaffold_MAPK-P_MEK-P_RAF_2]	[Scaffold_MAPK-P_MEK-PP_RAF_2]	[Scaffold_MAPK-PP_RAF_2]	[Scaffold_MAPK-PP_MEK_RAF_2]	[Scaffold_MAPK-PP_MEK-P_RAF_2]	[Scaffold_MAPK-PP_MEK-PP_RAF_2]
0.3	0.2	0.1	0.3	0.4	0.0	0.0	0.2	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.29999999999952637	0.199999932745904	0.040857749217249516	0.29999404469639784	0.336978869965966	3.892727394412931e-12	2.172283702963108e-14	0.15865934787142516	3.007872760483712e-07	2.5706457449264293e-10	0.22270746627880228	0.0002235204346742059	1.625039363046849e-10	8.077460046415927e-22	2.1648097783462944e-05	1.9323139406921467e-11	4.711916436694196e-13	2.480374352098671e-15	6.720817966404346e-08	4.591629848343625e-11	0.0076145760201791314	5.955303602189945e-06	0.0032286719931510196	0.001581611412885629	0.00032448288202936037	0.003725631074265596	0.002038159135417322	0.00017823815208534792	9.851554073164391e-09	1.4583589786559172e-09	2.239425455259521e-06	9.32753242687277e-11	1.2802188674143627e-11	2.3812794087619467e-08	0.01113522248444351	0.0060919751202635295	0.0004824916528055753	0.012483604005330308	0.006851973607694467	0.0003426169946186464	2.636647186845205e-08	4.271005025968501e-09	5.275566531409554e-06	2.8129260430203864e-10	4.1677874570298186e-11	6.489074797962059e-08	2.2465677037335657e-14	4.793454213578854e-15	2.5188021235923734e-12	3.6190496999693216e-15	8.598736721808979e-16	3.400731924889406e-13	8.577878214034918e-18	1.0471361928513072e-18	2.676757620975756e-15	4.501899482618328e-12	8.426570443105171e-13	6.364471436854187e-10	2.2122110894311633e-16	5.230266804960619e-17	2.09812286700957e-14	3.216887707368439e-17	8.209579509529913e-18	2.6902801129876497e-15	6.174073471371933e-20	7.347627908291221e-21	2.0068682778229363e-17	5.193328206518586e-14	1.1248245298412039e-14	5.699452955263121e-12	0.019209498705806453	0.0066903013292898255	7.872363398170691e-10	6.451072257880487e-12	0.016627410195517636	0.009000461562992987	2.154750650606948e-09	2.0123853370096027e-11	2.204952127270699e-15	3.9162739244040357e-16	4.713053482349891e-19	3.9476669110009046e-13	2.372871858698289e-17	3.70037755723423e-18	3.2848471919232173e-21	5.166675905968756e-15
0.2999999999227992	0.19999874587755823	0.020741942366491135	0.2999687611215274	0.33263183985989625	3.3606246538775533e-10	3.4190338886600793e-12	0.15246530909144523	3.0216804045780215e-06	7.447144278474152e-09	0.20342481848220015	0.0005933772721140872	8.725027869689921e-09	4.2895981509015285e-18	0.00010940146740192304	1.0404659498654735e-09	7.647572795315055e-11	7.250762803352593e-13	1.2516337602650079e-06	2.488681452680555e-09	0.00862430991618608	3.123887847256322e-05	0.0009090824936020171	0.000752831136390434	0.0005244938323958574	0.0011801787024909296	0.0011902962060108583	0.0004957819583888288	1.0772514586791648e-07	2.770073017631854e-08	1.3291770474829877e-05	2.111255867330581e-09	4.870325988939968e-10	2.9717004709508534e-07	0.003425314233738903	0.0032843558959762377	0.0014765470043547244	0.007267932247807887	0.00697074788607502	0.0018140762101787006	5.183542945583109e-07	1.3977737138974087e-07	5.8738674623682925e-05	1.0847685539812032e-08	2.58859380985462e-09	1.447680406059919e-06	2.815770334353104e-12	9.043019716076107e-13	2.0220932721184206e-10	7.771196777390708e-13	2.7118661711797027e-13	4.833082355202779e-11	3.9769541452799866e-15	7.47445086257868e-16	7.251146729492901e-13	3.300285071586931e-10	9.651093172418473e-11	2.8392929982361157e-08	5.1584460761977685e-14	1.7763076693280098e-14	3.2537901187598437e-12	1.273704284097204e-14	4.627979924487031e-15	7.290115514386214e-13	5.382430639152659e-17	9.78284175265822e-18	1.02689102651949e-14	7.1294669754652735e-12	2.3300909426076165e-12	4.985581318432211e-10	0.018740500857505685	0.008824939192063903	1.73658622247998e-08	2.922090146937726e-10	0.02346587791057125	0.019602326387219496	8.412267988153931e-08	1.5302892294283247e-09	5.333411598475321e-13	1.6023241108977643e-13	4.4344760558441865e-16	5.684005412795909e-11	1.0515176033252076e-14	2.7458806846349876e-15	5.8280472122463556e-18	1.3747789012190383e-12
0.29999999858921983	0.19999366225128937	0.01537304514060801	0.2999256882278009	0.3311729277867264	4.062514426376925e-09	6.121806399753034e-11	0.15006393585533953	1.0672321273904238e-05	4.6097493088082997e-08	0.19698691862465126	0.0009748445594509873	7.97922285982131e-08	4.660098762422819e-16	0.0002575594639590779	9.23510266681181e-09	1.3912396719245013e-09	1.9540492751526258e-11	6.315184735558913e-06	2.2563975003513385e-08	0.008249510453931352	7.431177219909091e-05	0.00032842709065651133	0.0001468335785834768	0.0006574162128096904	0.0006430640282788912	0.0009267233813161364	0.0008059231893167291	4.0349234743607894e-07	1.4633475351417255e-07	3.5064409487803856e-05	1.2581135505196399e-08	3.908486030912217e-09	1.2643193242671137e-06	0.0016779392553591113	0.0024637474102849424	0.002370968665190711	0.0038908494163588975	0.005634059657847883	0.0038328253846910973	2.3783660393886968e-06	8.818794840583879e-07	0.00019580886930369837	7.626702937658865e-08	2.3926594828854405e-08	7.4725942446034425e-06	4.007894608015916e-11	1.5702906688594206e-11	2.2926910693920544e-09	1.6004017957826745e-11	6.478016436439359e-12	8.172193451250518e-10	1.3696766657727965e-13	3.1137322789488684e-14	1.8559275078142893e-11	3.4434238310272855e-09	1.2734902934834654e-09	2.270371755322186e-07	1.0956432595342613e-12	4.396340869281902e-13	5.6940883299263385e-11	3.9708984961228493e-13	1.5957342638577138e-13	1.9283237372187756e-11	2.8743854436791824e-15	6.249401469182752e-16	4.095554293269223e-13	1.109499998157697e-10	4.382554250946948e-11	6.18111875867364e-09	0.018529740860087133	0.00909788083634711	1.0584607433735996e-07	3.044463286187047e-09	0.024163565019175524	0.024585497867195646	6.30795969395348e-07	1.8967110730474102e-08	1.4567645221407533e-11	6.5346271897858134e-12	3.515167122618942e-14	1.1056237173603982e-09	4.4400105374335964e-13	1.7309190897434385e-13	7.471862685450976e-16	4.165850692353584e-11
0.29999999110811115	0.1999815102292663	0.014230227426421656	0.2998689936022601	0.3303820540230168	2.00782500353405e-08	3.8225522020103104e-10	0.14831502469628605	2.477580397254535e-05	1.5312861237499762e-07	0.1945689408755768	0.0013575202740556953	3.336039011716932e-07	1.0380710365305718e-14	0.00045269435730788734	3.846814965960841e-08	8.738680461952035e-09	1.5320836933942792e-10	1.839571924835674e-05	9.405148526844573e-08	0.0076395210741575185	0.00013100639773991422	0.0003383967698526895	0.00018888024372682358	0.0007680352777487288	0.0003686889489715692	0.000537404415762372	0.001117942029025117	9.908910702475112e-07	4.4530516753534335e-07	6.890870013660811e-05	4.249171847045907e-08	1.607953111095175e-08	3.455656323971524e-06	0.0010361734050761736	0.0015775408483172338	0.003159061054073817	0.0023988976378265287	0.0038877365250729115	0.005965497719496117	6.24580721874868e-06	2.8520377367718766e-06	0.0004196047362913538	2.68851664498565e-07	1.0249191783041121e-07	2.161628336586098e-05	2.2231116063582474e-10	1.0296894983741394e-10	1.0974051233221656e-08	1.0672520818640939e-10	5.1133842847470936e-11	4.7598922906878e-09	1.2461198738616067e-12	3.3821882300529997e-13	1.389802376503749e-10	1.565267501126814e-08	6.937690351210881e-09	8.726223366308214e-07	7.80044393383554e-12	3.663887216147609e-12	3.5526885976494985e-10	3.342659410728684e-12	1.5805296964770545e-12	1.4329776039816942e-10	3.270414555816413e-14	8.426537241086226e-15	3.858323674683419e-12	6.494552774044642e-10	3.03646259898302e-10	3.1251181679966076e-08	0.01775982522286698	0.009229002789492648	3.6833662166948986e-07	1.3821305607687706e-08	0.023983585239934033	0.027155047100208305	2.3143517063505617e-06	8.78982760304863e-08	9.764458456527031e-11	5.0507922535981815e-11	3.55322714282224e-13	6.293467059079144e-09	3.66801719990976e-12	1.6365565472911031e-12	9.19150247499653e-15	2.917205649608393e-10
0.29999996428675046	0.19995929523257044	0.014512184389562602	0.29980150955930585	0.32941947887639766	6.60716579757097e-08	1.5288422307193494e-09	0.14658607518937875	4.62623888227554e-05	3.742785448651987e-07	0.1927570600113104	0.0017544105921839916	9.646339936628783e-07	1.1805140939555024e-13	0.0006838979389002354	1.1278813658770226e-07	3.496856621010741e-08	7.446833188754723e-10	4.04329065799309e-05	2.718608495513465e-07	0.007175025538715287	0.00019849044069411228	-2.5538892824000324e-05	0.0003087223263479854	0.000866105262788812	0.00028495686486207947	0.0003921701905402997	0.0014230450195015724	1.943125356358462e-06	1.0614077553595418e-06	0.00011469553680955701	1.0689700528760772e-07	4.925045922835802e-08	7.393790113300258e-06	0.0006393418284145282	0.0008194880026380681	0.003898354673798044	0.0016549517352171487	0.002474157150806267	0.008034568824194219	1.2503677703627253e-05	6.921893552379924e-06	0.0007217539071384713	6.798258638472812e-07	3.152577486967799e-07	4.6864421968423565e-05	8.101492224354839e-10	4.528705306704675e-10	3.5259713146358575e-08	4.4779398959906577e-10	2.576229152218439e-10	1.774842185620892e-08	6.765931785230864e-12	2.1593234890195624e-12	6.417659390382527e-10	4.8453767262562585e-08	2.6099227432932255e-08	2.356470382279486e-06	3.502382444206544e-11	1.96246652131011e-11	1.4210009643172414e-09	1.723869641272263e-11	9.622409133486518e-12	6.636720134068547e-10	2.1887652978925128e-13	6.5086741595502e-14	2.2083373932938486e-11	2.4773839818847363e-09	1.3961267282361496e-09	1.0523781785570247e-07	0.016906660459363745	0.009138247216084498	8.883991138818154e-07	3.997098088793891e-08	0.023945219908696788	0.028315807916042057	5.649691020677793e-06	2.5278709057386795e-07	3.989031838666842e-10	2.406588591328583e-10	2.266630358917062e-12	2.1797686918587988e-08	1.8814818029518997e-11	9.876022305184198e-12	7.584152705732095e-14	1.2550467509413e-09
0.2999998933721521	0.19992402395346068	0.015962711671293966	0.2997251917422586	0.32935031367506057	1.7015466886661287e-07	4.5670627552455e-09	0.14527942229248722	7.590382323187046e-05	7.598104099812335e-07	0.19163065445527855	0.0021765012580655337	2.253649257434056e-06	6.802960426835401e-13	0.0009455893787661176	2.663697136987102e-07	1.040856477355736e-07	2.5422000991210484e-09	7.534485200048304e-05	6.311945387887779e-07	0.006866473880186994	0.0002748082577413919	0.0003189591087817826	-0.0008645265332354945	0.0009754160248114497	6.197755042178232e-05	8.504451984369361e-05	0.0017103749158492354	3.2442190959186074e-06	1.894987500389636e-06	0.0001705742542789948	2.1999156993359966e-07	1.1998425474173933e-07	1.350103235164184e-05	0.00038191630801914843	0.001199499083421892	0.0045781149101135465	0.0011053691803080473	0.0019167527390771886	0.009952978699209228	2.1077252917133297e-05	1.2312934023097516e-05	0.0010903298868110047	1.4006070917175671e-06	7.536774205488911e-07	8.605455562504885e-05	2.266956333928648e-09	1.7401085103824766e-09	8.870851373869448e-08	1.4084241764650852e-09	1.1377162508417867e-09	5.036552405970294e-08	2.541244197829139e-11	1.144345016088322e-11	2.113519523986651e-09	1.1827722104023587e-07	8.050318126974043e-08	5.183375583438843e-06	1.1720202582426624e-10	9.808517691926183e-11	4.23951263062213e-09	6.348157404641267e-11	5.326579690183397e-11	2.1847630287096907e-09	9.44992590727392e-13	4.0402289001865544e-13	8.334324701447265e-11	7.2219043070701875e-09	5.627619543876077e-09	2.7603778868617546e-07	0.017761037776482594	0.009112890047185369	2.026246855248437e-06	9.454853025209467e-08	0.022029656544113013	0.028251180781864126	1.325772002419349e-05	6.140220993094617e-07	9.328406457248294e-10	6.040410927028979e-10	5.713029662083123e-12	5.213316970568587e-08	4.535886859332474e-11	2.6604544921268488e-11	1.9864059938018625e-13	3.013438440119075e-09
0.29999973028657345	0.19987353931400875	0.017861843283560754	0.2996402526390407	0.3297480539298396	3.751758798232935e-07	1.1543968350066639e-08	0.1439034998624279	0.00011412371826640771	1.362472378501593e-06	0.1903973834611963	0.0026322264726705603	4.564139419321675e-06	3.085942913388128e-12	0.001235667165889364	5.479740652376677e-07	2.623875073098085e-07	7.325919210395479e-09	0.0001251958828504432	1.2648031407560778e-06	0.006770429616300639	0.00035974736095925586	7.798100626496592e-05	-4.745602283316654e-05	0.0010799581960004422	0.00012226994974153037	-8.447810338308226e-05	0.00197605148515611	4.8583823956024925e-06	2.93967233017644e-06	0.00023412504707153432	3.928118245003902e-07	2.1804765835744811e-07	2.200232160396412e-05	0.000350720706630772	0.0002834469969904241	0.005209674289828211	0.0008052520130900783	0.0011692506106095188	0.011706806600033766	3.1750543723882005e-05	1.9301817209946178e-05	0.0015112319148402988	2.5062898311059944e-06	1.384706988838467e-06	0.00014075802530488557	5.205128811504124e-09	3.843251780107708e-09	1.9069111418759552e-07	3.631024212562715e-09	2.8316328489575694e-09	1.2162703032841155e-07	7.765691580351372e-11	3.316386985940502e-11	5.898431225598094e-09	2.4359928940685555e-07	1.6412642392337377e-07	9.91579060788025e-06	3.133428102279656e-10	2.470890325054669e-10	1.0664526142285975e-08	1.906580728280188e-10	1.524963397299166e-10	6.148327572374774e-09	3.3119490904841616e-12	1.3210169477418646e-12	2.68336830822711e-10	1.7327166812921706e-08	1.3017948036561565e-08	6.199016687023104e-07	0.017283732348028758	0.009076456638741183	3.995727356378973e-06	2.2699766206125607e-07	0.021147954255151206	0.027827535035327665	2.6199996694231425e-05	1.4624732436576677e-06	3.0958961930671963e-09	2.235511967011833e-09	2.658618379540321e-11	1.475517121840536e-07	1.8511323422364964e-10	1.1744028862276047e-10	1.0733452624649823e-12	1.0414600106625231e-08
0.2999993977139472	0.19980605242377839	0.020452483592833023	0.2995464784367071	0.32835930830588833	7.369799379380045e-07	2.5735290274180556e-08	0.1423030882426462	0.0001612673247373305	2.241898756579953e-06	0.18907051004966652	0.003128243690669159	8.308741311906172e-06	1.1441666137320312e-11	0.0015531554934141813	1.0228252877546637e-06	5.837194531536944e-07	1.8566599674995918e-08	0.00019166683557484004	2.2807406467205484e-06	0.006881393775440484	0.00045352156329288046	9.002322349727794e-05	0.0009162598856415272	0.001139826744137532	0.0001315678834103263	0.0002480730870195762	0.002207823947949404	6.75822394302355e-06	4.14781309707014e-06	0.0003040648964868297	6.339123255960887e-07	3.4344545756847717e-07	3.312571249508012e-05	0.00016662971884375205	-0.0003044915340758967	0.005818318129865542	0.0006434730035178705	0.0003512517428506907	0.013296492584717094	4.4225592125930737e-05	2.7301035950335812e-05	0.001970249730901906	4.039075639288914e-06	2.1926718779258554e-06	0.00021169544576615015	1.0331261556021661e-08	6.951167467614085e-09	3.652011069459668e-07	7.946823866000576e-09	5.629240736468412e-09	2.596061629295071e-07	2.0488141146784437e-10	8.293960428230713e-11	1.4518579096733079e-08	4.4129455796810526e-07	2.797684471184677e-07	1.7117309228083283e-05	7.100669500940886e-10	4.989647657738092e-10	2.3647610774987702e-08	4.801233855002176e-10	3.4314471845733277e-10	1.5331550455957114e-08	1.0125378362287027e-11	3.806535220083498e-12	7.702289948523621e-10	3.578662749818125e-08	2.4488747398172663e-08	1.2404794384389756e-06	0.014765545570971534	0.00851323528321973	7.060954943287647e-06	4.914753273489841e-07	0.021630503767223606	0.02769972173484965	4.603319050237042e-05	3.118232583539522e-06	8.669361007003114e-09	6.772383072425168e-09	1.0635232832774191e-10	3.6576710452266084e-07	5.981728010037862e-10	4.098213320932774e-10	5.124753152965329e-12	3.009378564800497e-08
0.29999881873458883	0.19971973572822077	0.022292800484578833	0.2994431518657315	0.3280770409316773	1.3074774058239996e-06	5.046976158636045e-08	0.14085107392971638	0.00021789259822074323	3.4551893457895717e-06	0.187711230948884	0.0036690294380499065	1.3853982731691137e-05	3.392446516967246e-11	0.0018991166198313188	1.7582484861864005e-06	1.1412457677549584e-06	4.00196434625435e-08	0.00027648171679117017	3.7825549880137298e-06	0.007152397410614296	0.0005568481342685002	-3.807525497461811e-05	-0.0008598005351946153	0.0012325955532203406	8.510531169124674e-05	-9.97188001345083e-05	0.0024213286899640433	8.869497523316974e-06	5.129710169633988e-06	0.0003795367453147523	9.527970783279623e-07	5.077915336616825e-07	4.709468674468102e-05	0.00026633620562552083	0.000649538634157399	0.006351588054698894	0.000602402336221527	0.0008098473885331009	0.0146894382841656	5.791649515939156e-05	3.3554282042391135e-05	0.00245994069117225	6.038835445280388e-06	3.1985002520047413e-06	0.0002997687600279215	1.8634193954399457e-08	1.228072743415667e-08	6.373531458161993e-07	1.5395525265767362e-08	1.0565852226703272e-08	4.879124922723685e-07	4.686528333230055e-10	2.058228455572565e-10	3.0552071822912606e-08	7.310271133656876e-07	4.517842787602685e-07	2.727652854257485e-05	1.442342137147253e-09	9.954194886228e-10	4.661197881126839e-08	1.0438590076470273e-09	7.337229586063784e-10	3.221814118020277e-08	2.5988592391604066e-11	1.0878967579914902e-11	1.8038294872344953e-09	6.65386891858152e-08	4.438764873287769e-08	2.2347138378383204e-06	0.016423740819701427	0.008473515177871337	1.1736689745629441e-05	9.15280657251133e-07	0.019240754451875414	0.02632057510508502	7.689400646208017e-05	5.836565718495459e-06	1.8277596575864485e-08	1.5053061510073942e-08	2.5329097547602777e-10	7.332292556970848e-07	1.3495217787751136e-09	9.64377722733055e-10	1.2680920950651352e-11	6.486790507283204e-08
