	bound	free	lytic	translocate
0	0.0	1.0	0.0	0.0
1	0.11327016630528366	0.8650222939478397	0.00024294447262065047	0.021464595274255805
2	0.17760231500153434	0.7482635645234245	0.0017119685099921526	0.07242215196504884
3	0.20959770020586704	0.6472646653443981	0.005107233850127565	0.1380304005996071
4	0.2206479512023821	0.5598983668361491	0.0107376508964609	0.2087160310650077
5	0.21851990146750286	0.48432456754038067	0.018663083602875892	0.2784924473892406
6	0.2084634788630907	0.4189515479946017	0.028790650229978614	0.343794322912329
7	0.19398971310991853	0.3624024286897767	0.04093970354732774	0.40266815465297695
8	0.1774103452444935	0.3134861799070599	0.0548845081523142	0.4542189666961322
9	0.16021547206105866	0.2711725342337635	0.07038210515338651	0.4982298885517911
10	0.1433358265503823	0.2345702874395437	0.08718988126892215	0.5349040047411517
11	0.12732469363404916	0.20290852794821473	0.10507620399546631	0.5646905744222696
12	0.11248031528503706	0.17552034258144325	0.12382605100660114	0.5881732911269185
13	0.09894686744974265	0.15182900919983897	0.14324550597886807	0.6059786173715503
14	0.08675023764741605	0.1313354865623468	0.1631601760785023	0.6187540997117357
15	0.07585560373207864	0.11360812881369525	0.18341675632203522	0.6271195111321921
16	0.06618949575923756	0.09827356469751518	0.20388147459295242	0.631655464950296
17	0.05765795389728442	0.08500882723374516	0.22443866405048785	0.6328945548184837
18	0.050158360177308625	0.07353453966373652	0.24498913543396802	0.6313179647249879
19	0.043586961023696684	0.06360903020075022	0.26544850061279585	0.6273555081627584
20	0.03784346905193655	0.0550232453793518	0.28574553377486267	0.6213877517938501
21	0.03283370285495967	0.047596348952397685	0.3058206202073501	0.6137493279852937
22	0.028470964363580244	0.04117191625088422	0.32562432592623963	0.6047327934592971
23	0.02467658576653084	0.03561463685740827	0.3451160954835068	0.5945926818925553
24	0.021379942203651615	0.030807464817697538	0.3642630825406872	0.5835495104379649
25	0.018518133204061673	0.026649152456125806	0.3830391070148269	0.5717936073249869
26	0.016035476556672795	0.02305211842395176	0.4014237326897965	0.5594886723295802
