	CYCDcdk4	CYCDcdk4p27	CYCEcdk2p27	E2F	aCYCEcdk2	aCYCEcdk20	aCYCEcdk21	iCYCEcdk2	p27	pRB	pRBE2F
0	0.0	0.0	1.0	0.0	0.0	5.0	0.01	0.01	15.0	0.05	1.95
1	0.0009440452600896724	0.003097544732394905	0.9932427451183141	0.01214915198432834	0.0011390064802151902	3.808061361395743	0.022456710895353022	0.04756851917823485	14.761742906983782	0.13040937510503886	1.9374714421873624
2	0.0010912319004208442	0.0065891339660261285	0.9875719935215296	0.039338091511044136	0.00115113197481396	3.0880834259059564	0.05144378722532331	0.21552186778674542	14.523110656151843	0.2093366022208453	1.9083283975049483
3	0.001205352187917547	0.010311794897814811	0.9819937077139218	0.08083533692509193	0.001164488139950514	2.6540417195014987	0.09735884170746988	0.600974898402182	14.286237189620694	0.2861361512501802	1.86212272853109
4	0.0012877371346963584	0.01412435072589467	0.9766527465193771	0.13481681845332705	0.0011796405894218824	2.392659174663486	0.15941994249983912	1.2740777472945666	14.050937364008558	0.36038482380321735	1.799600652101617
5	0.0013445717576057083	0.017913865811413205	0.9717334262531501	0.1986060529491213	0.0011971884265572484	2.2353703795404787	0.23582587660046617	2.282818095335295	13.816891210470859	0.4318454191541028	1.7225430149853749
6	0.0013824442669941668	0.021599707657625138	0.9674497948390369	0.26904613646827846	0.0012177484548162852	2.140719784921075	0.32407290842120084	3.6506378437838674	13.583653900855257	0.5004133356972185	1.6334468772777608
7	0.0014074993376662316	0.02513108293470227	0.9640358629066813	0.34285767703753395	0.0012419476834580915	2.083734532646055	0.42128602266924425	5.376796434408886	13.350674006317346	0.5660705328505382	1.535191210174783
8	0.0014252134873032523	0.028478336648545786	0.961736846128217	0.41692101618816996	0.0012704232340996363	2.049376998896199	0.5244995271570453	7.438867509950302	13.117317472020147	0.6288524460470191	1.4307526703236726
9	0.0014369555142687191	0.03162665944793893	0.9608021039162734	0.48847222967328013	0.0013038291302193538	2.0286049961121173	0.6308707737186804	9.79661725914803	12.8828870789908	0.6888267128818997	1.322988366257343
10	0.0014457460013404958	0.03457136625022154	0.9614800343909216	0.5552218927058832	0.0013428481541915126	2.016000818225888	0.737829451287585	12.396541743013053	12.646637382226817	0.7460801657582107	1.2144835989011384
11	0.001452400958879597	0.037312130433767805	0.9640148755174408	0.6154006271872642	0.001388208127709761	2.0082983202324005	0.8431614853470676	15.176554147661983	12.407787632709821	0.8007111128056451	1.1074657302594337
12	0.001457730154872793	0.03985200637034167	0.9686451577810185	0.6677611033165549	0.0014407019155168869	2.0035447208772275	0.9450507721686493	18.070322793801218	12.165526666450548	0.8528246835684932	1.0037609768896862
13	0.0014622350055898785	0.04219567075325284	0.9756037088783114	0.7115365025272893	0.0015012115580505525	2.0005612272510707	1.0420785457462223	21.011085738740807	11.919016405023182	0.9025297862865073	0.9047943596897782
14	0.0014661955144108358	0.044348487830135466	0.9851186068246486	0.7463938953251571	0.001570737039515205	1.9986466845601858	1.1332114101585653	23.93476921650045	11.667391184923746	0.9499371075009169	0.8116014367510362
15	0.0014697881565827403	0.046316006621792694	0.9974153785202898	0.772361221209331	0.001650435243649004	1.9973786028622478	1.217761574106008	26.782455750995595	11.409754984591363	0.9951574751490789	0.7248683613359592
16	0.0014731265049483593	0.04810360150303697	1.0127190222436249	0.7897512388489529	0.0017416312751883573	1.9965017135223346	1.2953371197441186	29.50199549653321	11.145178508618253	1.0383005552835909	0.6449822467639984
17	0.0014762795376468824	0.049716399118099115	1.0312604456126238	0.7991007304400624	0.0018459858425282794	1.9958648934686312	1.3658018122227957	32.04919265943651	10.87268533374147	1.0794737568745076	0.5720719757008013
18	0.0014792972299130969	0.05115900170297281	1.05327701434807	0.801093142708063	0.001965397033221303	1.9953745316075155	1.429213941505571	34.38813859900153	10.591251273892565	1.1187812982482797	0.5060702851215823
19	0.0014822102899358014	0.05243559978726044	1.0790218886805654	0.7965129569258814	0.0021022619305287723	1.9949762696807312	1.4857906107112098	36.491371066843804	10.299783019112773	1.1563234470490555	0.44675013854548534
20	0.0014850415742664153	0.053549793814212945	1.1087689457368781	0.7861892946066482	0.00225943263972536	1.9946357230250837	1.5358584191759177	38.33946930621102	9.997106199817184	1.1921959241433597	0.39377482626173455
