	ARGin	ORN
0	1.0	1.0
1	163.2702118651375	6.170337330333829
2	271.61041267291876	16.740868284938816
3	357.4433201298517	29.353796712919223
4	428.899711760004	42.67588289482524
5	490.02580990768035	56.05878275742204
6	543.2667324851938	69.16579007172523
7	590.2526828141629	81.82006093009545
8	632.1402438658714	93.93220079320378
9	669.7854939391343	105.46287654328805
10	703.8431962004919	116.40200231130572
11	734.8269446241778	126.75680420800572
12	763.1480968000371	136.54463514739325
13	789.1385910691347	145.78866062998176
14	813.0748151367115	154.51470738282848
15	835.187448288392	162.74992739111957
16	855.6706256790545	170.5216080495144
17	874.6907072968539	177.85649869742886
18	892.3876962490511	184.7802247841165
19	908.8903477372942	191.31777486535245
20	924.3053414491312	197.49254469840997
21	938.7254666944161	203.32644456314364
22	952.2353570209864	208.84030014045214
23	964.9081365622725	214.0534023208537
24	976.8103528141899	218.98400175031037
25	988.0025095918355	223.64932588785143
26	998.5378650907301	228.06533552558417
27	1008.4637753845411	232.24683307297198
28	1017.8232755643171	236.2076437059985
29	1026.6557930050035	239.96072006659256
30	1034.9973528082462	243.51818774309405
31	1042.8807894393713	246.8913806791105
32	1050.336086902207	250.09088779835642
33	1057.3907382670243	253.12660759171484
34	1064.0700365661783	256.00780146666324
35	1070.3972963059346	258.7431410469225
36	1076.3940390430407	261.3407496916908
37	1082.0801631150666	263.80824035406096
38	1087.4740991538806	266.1527511725258
39	1092.5929480785298	268.38097896428866
40	1097.4526016444158	270.49921030292626
41	1102.0678485643518	272.51335006884324
42	1106.45246921384	274.42894768283134
43	1110.6193226996306	276.2512217751308
44	1114.5804188485445	277.9850816794876
45	1118.3469882633665	279.63514846678254
46	1121.9295456483742	281.2057744766595
47	1125.3379456851972	282.7010611291244
48	1128.5814329406596	284.1248752681859
49	1131.6686872329956	285.4808643087683
50	1134.607865137388	286.7724703262121
51	1137.406637894303	288.00294314747566
52	1140.0722259598613	289.1753524958718
53	1142.6114305215124	290.2925992571911
54	1145.0306623221504	291.3574259413734
55	1147.335968090457	292.37242640799417
56	1149.5330548191191	293.3400549145881
57	1151.6273120948404	294.26263453983256
58	1153.6238326625307	295.1423650292063
59	1155.5274313897705	295.98133010734784
60	1157.3426627811193	296.78150429798444
61	1159.073837175319	297.54475928890184
62	1160.725035743582	298.2728698762094
63	1162.3001243945496	298.96751951926785
64	1163.8027666807438	299.6303055350683
65	1165.2364357918837	300.2627439585212
66	1166.6044257119634	300.86627409297427
67	1167.9098616094257	301.4422627733204
68	1169.1557095230212	301.99200836226004
69	1170.3447853999799	302.5167444986451
70	1171.4797635378002	303.01764361533566
71	1172.5631844762142	303.4958202426332
72	1173.5974623816435	303.9523341121043
73	1174.5848919626396	304.3881930744626
74	1175.5276549513983	304.80435584412857
75	1176.4278261833535	305.2017345821257
76	1177.287379304103	305.5811973280918
77	1178.1081921304171	305.94357029137416
78	1178.8920516898445	306.28964001043903
79	1179.6406589613855	306.62015538914267
80	1180.355633337875	306.9358296177875
81	1181.038516829042	307.23734198631075
82	1181.6907780227075	307.52533959642614
83	1182.3138158202044	307.8004389790498
84	1182.9089629608566	308.0632276228963
85	1183.477489349214	308.3142654197158
86	1184.020605197708	308.55408603126347
87	1184.5394639964359	308.78319818274053
88	1185.0351653209298	309.0020868871233
89	1185.5087574879626	309.21121460449547
90	1185.9612400687245	309.41102234022276
91	1186.3935662680394	309.6019306855543
92	1186.8066451776776	309.7843408039959
93	1187.201343911261	309.95863536658334
94	1187.5784896277444	310.1251794389786
95	1187.9388714499812	310.2843213231258
96	1188.2832422844374	310.4363933560263
97	1188.612320547729	310.58171266803254
98	1188.9267918052713	310.7205819029081
99	1189.2273103269902	310.85328990176237
100	1189.5145005647312	310.9801123528365
