	Amadori	CML	Glucose	Glyoxal	Lysine	Schiff
0	0.0	0.0	0.25	0.0	0.0034	0.0
1	2.1772939707858003e-06	4.7569073905668427e-07	0.2499649557687609	5.561957478906122e-06	0.0033710248938958764	1.6317767178354484e-05
2	5.37290431711662e-06	7.953291789949585e-07	0.24994535980153842	1.1037874114255304e-05	0.003357317384382603	1.9887811384237784e-05
3	8.707342417219174e-06	1.204319970787378e-06	0.24992833542804296	1.645585758907967e-05	0.003346273306114421	1.877272418824136e-05
4	1.1955465583319014e-05	1.7015048781942552e-06	0.24991059274723704	2.181661738660483e-05	0.0033346015546412695	1.6513779594853238e-05
5	1.5067738630236606e-05	2.1032977219786173e-06	0.249891428307568	2.7100449037462068e-05	0.003321394891582575	1.8123854554317753e-05
6	1.832021762825254e-05	2.333492437138236e-06	0.24987484591460637	3.2299869620811807e-05	0.003310572545206598	2.1091899610674384e-05
7	2.134005773998546e-05	3.0477516543290728e-06	0.249855396834651	3.748853518728331e-05	0.0032974143263803262	1.6013937560433438e-05
8	2.425967294113841e-05	3.4343236357248414e-06	0.24983506139981376	4.257676915247199e-05	0.0032829989802149544	1.9621028150015617e-05
9	2.718964292148228e-05	4.05648564003619e-06	0.24981543260041625	4.7626151002737435e-05	0.003269545139597866	1.713316338070373e-05
10	3.0183681243719272e-05	4.409848325590102e-06	0.2497972627178253	5.2585450909235154e-05	0.003257245254790025	1.94490495891457e-05
11	3.3173343672240286e-05	4.915032661067493e-06	0.24977954275599842	5.750027094546194e-05	0.003245557461722747	1.788242431399253e-05
12	3.601320518692395e-05	5.442259090952984e-06	0.24976017012412674	6.235682824534248e-05	0.0032322351584182702	1.769198025096617e-05
13	3.881333648181501e-05	5.972049281188925e-06	0.24974074889145473	6.715374640370317e-05	0.003218860921482945	1.7613736230302216e-05
14	4.158069421898696e-05	6.50467450825622e-06	0.2497213766713883	7.189177014221312e-05	0.003205532773032487	1.753544168739384e-05
15	4.431552961303598e-05	7.040068158345594e-06	0.24970205296149314	7.657163707099124e-05	0.003192250246220219	1.7457496407767267e-05
16	4.701811534176697e-05	7.578171604367937e-06	0.24968277760356183	8.119407614123439e-05	0.003179013225602372	1.7379769248452237e-05
17	4.968871362190912e-05	8.118925746000727e-06	0.24966355031765997	8.575980684458721e-05	0.003165821471840308	1.730229189897402e-05
18	5.2327587088618445e-05	8.66227233250197e-06	0.2496443708606744	9.026953948345076e-05	0.00315267478174522	1.7225058409382225e-05
19	5.493499603930278e-05	9.208153945498055e-06	0.24962523898583633	9.472397528914484e-05	0.0031395729478041648	1.7148068575423415e-05
20	5.751119888030541e-05	9.7565139756158e-06	0.2496061544490231	9.912380653957628e-05	0.0031265157644817746	1.7071321435199363e-05
21	6.005645208250804e-05	1.0307296613218807e-05	0.24958711700788913	0.00010346971667629028	0.003113503027365205	1.6994816119493864e-05
22	6.257101020225177e-05	1.0860446836046567e-05	0.24956812642195247	0.00010776238041972444	0.003100534533260954	1.691855175454302e-05
23	6.505512589462534e-05	1.1415910397491384e-05	0.2495491824525711	0.00011200246388294569	0.003087610080181988	1.6842527472514826e-05
24	6.75090499274687e-05	1.1973633815014169e-05	0.24953028486293136	0.00011619062468386235	0.0030747294673465703	1.6766742410375884e-05
25	6.993303119519463e-05	1.2533564358747955e-05	0.2495114334180352	0.00012032751205593432	0.003061892495175735	1.6691195710030972e-05
26	7.232731673252569e-05	1.309565004028211e-05	0.24949262788468754	0.00012441376695740232	0.003049098965290821	1.6615886518305254e-05
27	7.469215172813556e-05	1.365983960162435e-05	0.2494738680314838	0.00012845002217905642	0.0030363486805108962	1.654081398694852e-05
28	7.702777953819687e-05	1.4226082504337703e-05	0.24945515362879755	0.00013243690245056395	0.0030236414448501065	1.6465977272635055e-05
29	7.93344416998359e-05	1.479432891884946e-05	0.249436484448768	0.00013637502454537704	0.0030109770635149357	1.639137553696352e-05
30	8.161237794449454e-05	1.5364529713929327e-05	0.24941786026528787	0.00014026499738423878	0.0029983553429013916	1.6317007946456152e-05
31	8.386182621120029e-05	1.593663644633394e-05	0.24939928085399116	0.00014410742213730776	0.002985776090592112	1.6242873672557346e-05
32	8.608302265974453e-05	1.6510601350615035e-05	0.24938074599224114	0.00014790289232491981	0.0029732391153533973	1.6168971891631713e-05
33	8.827620168376995e-05	1.7086377329088533e-05	0.24936225545911822	0.00015165199391700576	0.0029607442271321707	1.6095301784961567e-05
34	9.044159592376732e-05	1.7663917941961927e-05	0.24934380903540806	0.00015535530543118347	0.002948291237052865	1.602186253874383e-05
35	9.257943627998235e-05	1.8243177397617342e-05	0.24932540650358975	0.00015901339802954281	0.0029358799574142488	1.5948653344086457e-05
36	9.468995192523314e-05	1.8824110543047668e-05	0.24930704764782394	0.00016262683561414106	0.002923510201686176	1.5875673397004326e-05
37	9.677337031763864e-05	1.940667285444333e-05	0.24928873225394127	0.0001661961749212267	0.002911181784506281	1.5802921898414618e-05
38	9.882991721325885e-05	1.9990820427927123e-05	0.24927046010943063	0.00016972196561420902	0.0028988945216766072	1.5730398054131733e-05
39	0.00010085981667864693	2.057650997043474e-05	0.24925223100342767	0.00017320475037539075	0.0028866482301601742	1.5658101074861715e-05
40	0.00010286329110331427	2.116369879073858e-05	0.24923404472670332	0.0001766450649964805	0.0028744427280774907	1.5586030176196197e-05
