	c1	c2	h1	h2
0	0.3	0.1	0.8	0.1
1	0.7605973948225202	0.0869665842202918	0.7356227104334183	0.3120571708414616
2	1.3376760036670687	0.08538730649336396	0.6328870463605324	0.464596822487948
3	1.5828501388886405	0.08800562146063329	0.5331776982786293	0.5732587881013345
4	1.578050189283898	0.0927495275189226	0.4623596900593742	0.6497328158251764
5	1.458090517249007	0.09926703768201124	0.42173492947810165	0.7027035128158708
6	1.2915434589193573	0.10774376576931322	0.4050605203665876	0.738120374865267
7	1.1097795473870615	0.11877775236403249	0.40621508569078074	0.7604342451840893
8	0.9297456678822378	0.13365084636906735	0.42033913113328786	0.7726550358538626
9	0.7613876888175792	0.1554001228376197	0.44389938341194113	0.7765567663711822
10	0.6109217976614261	0.1920533254911543	0.4741737241253181	0.7724497053325847
11	0.48136514494766186	0.2690261649001905	0.5089627172471304	0.7581577505735086
12	0.3732417900415781	0.4703889730258262	0.5464837232760521	0.7261720293920766
13	0.2864506920516207	0.8422389879851049	0.5852893375897678	0.667437536330801
14	0.22174237218637788	1.1576660455718357	0.6239036323461671	0.592568976385959
15	0.17936486185654332	1.2813125844476319	0.6604104020112103	0.5257434845041558
16	0.15630387299315643	1.262684874515815	0.6925673986971859	0.47912586126257867
17	0.1472198543656723	1.1673988708162508	0.7186507534441299	0.4533013595752413
18	0.14779984291659834	1.0371136106521353	0.7378871896667394	0.44486948034463564
19	0.15621550078501203	0.8951583865779486	0.7502776095446319	0.4499929743992558
20	0.17367127017829112	0.75594439775147	0.7559246766302846	0.46537618142136106
21	0.20659743051367915	0.6267823401942697	0.7543915483608294	0.48797418142778215
22	0.27641345332405376	0.5131349730065762	0.7434903436722666	0.5156988381825509
23	0.4441247549106836	0.41554429185842134	0.7171158541995191	0.5464209316269514
24	0.7540929354933736	0.33478083629838	0.66765838203146	0.5787857908638807
25	1.0495996042196107	0.2704283707183989	0.60206962296307	0.6114621759779362
26	1.1917449570625678	0.2222990438399601	0.5399666758115595	0.6432064676238385
27	1.19820583201647	0.18985781283143005	0.4940546881459515	0.6726245604141747
28	1.1242410996214858	0.17127945522071425	0.46691093793767996	0.6982595937550992
29	1.010229319592269	0.16390404915882487	0.4564545425548684	0.7189540383643581
30	0.8812375424330557	0.16562818348987002	0.45935166719803205	0.7340279156280137
31	0.7516107111637615	0.17630122617956523	0.4723712007136107	0.7431587221508102
32	0.6302106911125133	0.19909339388522396	0.49275806154209556	0.7459091924588718
33	0.5217757103623135	0.24566333969877222	0.5182158573632066	0.7409401708890915
34	0.4282451514605888	0.3510372046883125	0.5468628306774203	0.7244959824589627
35	0.34986073982862764	0.577884124438149	0.5771947625964623	0.6895387815355716
36	0.2864152533039463	0.8832092798882765	0.6079814004714255	0.6339937002542069
37	0.23776406664586786	1.0975221720891328	0.6380751374181357	0.5717876369918842
38	0.2035295554374912	1.168347801298008	0.666250071758434	0.5193786346528282
39	0.18251683996620405	1.1359349180982967	0.6912033600218359	0.483938602811563
40	0.1727543298402515	1.0457844052722385	0.7118014906821621	0.4657569525526177
41	0.17250958051509122	0.9290437777448275	0.7272509088501294	0.46210289163247004
42	0.1814684420591219	0.8044274128672616	0.73707980490293	0.4697907444881238
43	0.20248433302370042	0.6832664450338262	0.7407546787584789	0.48597224170281117
44	0.2458369131960485	0.5722210338412832	0.736994582498586	0.5082085557692002
45	0.34242319981103275	0.47464745115513485	0.7223761589199992	0.5344446972785267
46	0.5494242664868987	0.391645581278385	0.6903732954423514	0.5630118973543744
47	0.8404387172658464	0.3232107861777015	0.6384143238952937	0.5925474201258024
48	1.0616255367916585	0.26890166337569044	0.578240161739436	0.6218989075714761
49	1.1450553363690323	0.22820497056041902	0.5259887108480653	0.6499837792635021
50	1.1235745638807921	0.20043619797146484	0.48971245085884024	0.675680428615817
51	1.041824503979807	0.18432908276289073	0.47016232411374	0.6978747285669263
52	0.9308350942956881	0.17831142014573356	0.4650398559588925	0.7156380062017071
53	0.8098167775402517	0.1814946279822876	0.471400950487862	0.7283233385822098
54	0.6908135375514707	0.19498297154972533	0.4864296091549295	0.7353982381513993
55	0.5809396747479503	0.22435380067745947	0.5076732123904089	0.7359827913041402
56	0.4838031785880396	0.2870886976803529	0.5330699462979084	0.727956574690522
57	0.4006641432851531	0.4272719440403142	0.5609340397064813	0.7064927930620768
58	0.331571940183961	0.6809902185999251	0.5899093506052143	0.6657138712240989
59	0.27627041385809126	0.9474252858666257	0.6188569578018119	0.609362291061904
60	0.23437986267415734	1.0996490024303829	0.6466966708277193	0.5529768060288911
61	0.20528188915744694	1.1302649219585696	0.6723277411211951	0.5086962372089039
62	0.18776130672154126	1.079322987134024	0.6946737407120788	0.48054556144007254
