	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	2.8289346165889806	3759.527869491792	1370986.1409085537	879.2545845779623
2	2.4878726754360567	5959.215076180613	2296718.8766533365	1553.7600083458628
3	2.4665106654778213	7238.930107469753	2839436.3774349587	2037.4203490602783
4	2.579151522358905	8174.99677739907	3224912.7965462366	2442.634842326909
5	2.751603157665221	8997.939169181152	3557212.790301029	2826.316050245113
6	2.95394506075348	9800.000294450756	3877992.2332196897	3216.83008567888
7	3.1737188681885105	10617.587449981404	4203747.338992352	3629.2130091507283
8	3.4053046535788836	11464.180797303048	4540673.622263419	4072.1641256608787
9	3.6456820432043293	12343.508376674474	4890614.128352143	4551.094632517726
10	3.892735023205772	13254.834932115904	5253430.229023218	5069.428710826799
11	4.144585882043334	14195.08764400252	5628016.622751702	5629.136454319097
12	4.39934352445901	15159.733962850978	6012599.339488227	6230.923213048164
13	4.655027367525392	16143.182744302228	6404998.028894559	6874.275703671787
14	4.909571387849648	17139.012882255647	6802683.9671070445	7557.453427720043
15	5.160863071428543	18140.15576555454	7202858.871571932	8277.469845703834
16	5.406801258536618	19139.087700727832	7602535.2495121015	9030.110526039018
17	5.645364197914635	20128.043790609	7998614.287339332	9809.99754659547
18	5.874677333415935	21099.24989956511	8387984.456509529	10610.710041370343
19	6.093075821018294	22045.161440605658	8767611.650827331	11424.979534482525
20	6.2991611577363225	22958.70956952551	9134641.964446692	12244.919393904383
21	6.491839086880245	23833.522812460567	9486487.968183804	13062.323708203552
22	6.670344291169753	24664.11400041381	9820908.79134978	13868.96851132059
23	6.83424441126428	25446.03366751125	10136070.617837513	14656.943977291245
24	6.983429414330717	26175.95572937669	10430586.368290043	15418.93348525588
25	7.118084562311316	26851.717452795005	10703532.870430535	16148.47127138046
26	7.238650518648915	27472.29723327522	10954444.512946844	16840.133425300635
27	7.345780579466641	28037.745977613075	11183291.411172897	17489.662916797704
28	7.440291979579065	28549.080332611087	11390442.434040459	18094.02343129899
29	7.52311054370583	29008.142787114957	11576572.378093274	18651.394882277527
30	7.59522572858958	29417.443274024507	11742649.667776335	19161.099495493872
31	7.65765596601641	29779.979903246258	11889895.647296134	19623.452575120686
32	7.711406846734628	30099.112843497955	12019628.233333847	20039.65641260507
33	7.757463612486608	30378.401794625646	12133225.297515165	20411.6184456151
34	7.7967489413492155	30621.490999650174	12232170.553182729	20741.789698736477
35	7.830120390424816	30831.99598579382	12317907.212595591	21033.00410832056
36	7.8583623395262965	31013.41962855995	12391841.429550463	21288.32976484409
37	7.882181663318595	31169.091943863146	12455317.134314109	21510.951773019056
38	7.9022084877719925	31302.120824873426	12509587.426445305	21704.05702746517
39	7.918999484662163	31415.370344780975	12555810.337429421	21870.75636167072
40	7.93304129282037	31511.443306720485	12595039.667508613	22014.02027409266
41	7.944756754306332	31592.681404125888	12628224.841320476	22136.63581526142
42	7.954510509260063	31661.16991021035	12656212.284418253	22241.178031690142
43	7.962615661420485	31718.752144648224	12679751.010798085	22329.997440197938
44	7.969338734156978	31767.040335293474	12699496.626205156	22405.210574082426
45	7.974906169408457	31807.438852052284	12716020.983558273	22468.70864974421
46	7.979509610987612	31841.16213300265	12729818.674370361	22522.164576836563
47	7.9833113325065606	31869.25940021549	12741317.432362577	22567.05293890024
48	7.98644668867778	31892.624352711187	12750881.58606686	22604.65488018481
49	7.98902967292975	31912.02158638063	12758823.343662338	22636.08427786033
50	7.991155240272063	31928.098939302126	12765407.127541766	22662.29995193663
51	7.9929027285468734	31941.40535503031	12770857.203799583	22684.12558207909
52	7.994338037764297	31952.40324562696	12775362.501352634	22702.264069203546
53	7.995515970605173	31961.481822531867	12779082.143169155	22717.31390534538
54	7.996481890576173	31968.9671232729	12782149.433038916	22729.781917046064
55	7.997273403818508	31975.13219572347	12784676.078244489	22740.096682415144
56	7.997921529341301	31980.204605238006	12786755.165942894	22748.618701485237
57	7.998451936658348	31984.374253732683	12788464.445532179	22755.65124609272
58	7.998885710170459	31987.798573174845	12789868.317258708	22761.447744215562
59	7.999240294536659	31990.608775678367	12791020.57978554	22766.220875779654
60	7.999529946451959	31992.912825124076	12791965.32253661	22770.146794229928
61	7.999766425022467	31994.80042623464	12792739.33912282	22773.372738240792
62	7.999959427610468	31996.346072289263	12793373.434744084	22776.02164887412
63	8.000116907359548	31997.610980267295	12793892.041936984	22778.195098991153
64	8.00024531968587	31998.64555484432	12794316.90373002	22779.977125443645
65	8.000350054769473	31999.49125801216	12794662.840751119	22781.43718846699
66	8.000435463973425	32000.182235122742	12794943.983260732	22782.632713038915
67	8.000504984116928	32000.74653511574	12795175.436122857	22783.611032436285
68	8.000561745004648	32001.207088936975	12795360.023673236	22784.411054515065
69	8.000607836119732	32001.582898762983	12795514.287814451	22785.065016603126
70	8.000644814396288	32001.889480707257	12795655.872923631	22785.59930382587
71	8.00067699358114	32002.139084130285	12795710.14359355	22786.0354434655
72	8.000700138351226	32002.343144469975	12795843.744866297	22786.391861204072
73	8.00072069148989	32002.509071012177	12795901.732323278	22786.682475947473
74	8.000737134205359	32002.644343902222	12795957.236005332	22786.919657740847
75	8.000750523869016	32002.754667984398	12796002.514774395	22787.113338606963
76	8.000761354104846	32002.844041689466	12796039.199566767	22787.270440663444
77	8.000770154129588	32002.916760417203	12796069.044557266	22787.398411914113
78	8.00077731052577	32002.975973503926	12796093.35018437	22787.502725391783
79	8.000783122517705	32003.02412302825	12796113.11775523	22787.587635638964
80	8.000787842310292	32003.063268549606	12796129.1836696	22787.656734687265
81	8.000791674790225	32003.09509086492	12796142.24656045	22787.71295828423
82	8.000794787491303	32003.120965249254	12796152.87333567	22787.758712407245
83	8.000797314147103	32003.141986267718	12796161.496503664	22787.795915151473
84	8.00079936391959	32003.159056701756	12796168.500728654	22787.82615013344
85	8.000801026701566	32003.172923657035	12796174.21401096	22787.850729083646
86	8.000802376900115	32003.184185058206	12796178.824863695	22787.870704002136
87	8.000803472076214	32003.19332359435	12796182.554952964	22787.88692457655
88	8.000804359097284	32003.200747027448	12796185.640261777	22787.90010870467
89	8.0008050798966	32003.206772313508	12796188.10487808	22787.91081649521
90	8.000805665304675	32003.211662119935	12796190.080645269	22787.919511581997
91	8.000806137837666	32003.215630881255	12796191.749845412	22787.92657219293
92	8.00080652216803	32003.21885100311	12796193.070185013	22787.932304178394
93	8.000806835457674	32003.221472792997	12796194.12949869	22787.936973449217
94	8.000807088526392	32003.223597851375	12796195.008591898	22787.94075971761
95	8.00080729383265	32003.22532014028	12796195.711885827	22787.943829828186
96	8.000807459939093	32003.22671594135	12796196.287373973	22787.946318983457
97	8.00080759458242	32003.227846975242	12796196.750404919	22787.948336832
98	8.000807703557033	32003.228763409796	12796197.12756319	22787.949972445575
99	8.000807791844617	32003.229505874297	12796197.43194309	22787.95129806922
100	8.000807863311096	32003.230107353338	12796197.679237185	22787.952372348856
