time	T	Tstar	Tstarstar	Ttot	V
0.0.	1000.0	0.0	0.0	1000.0	0.001
36.0.5.0	999.9945170017563	1.4982073804101231e-05	1.7572564219018208e-07	999.9945321595555	2.420050307510263e-05
73.0.	999.9905049630845	2.6639204445392582e-05	3.124612888229066e-07	999.99053191475	4.303155168034094e-05
109.0.5.0	999.9832024535295	4.73663344070156e-05	5.555782519865105e-07	999.9832503754421	7.65130974010924e-05
146.0.	999.9701625341681	8.421958948219422e-05	9.878460727042795e-07	999.9702477416038	0.000136044273711
182.0.5.0	999.9469612348922	0.000149743075727	1.756402866850496e-06	999.9471127343708	0.00024188857353200002
219.0.	999.9057128136304	0.000266234214113	3.122794762752922e-06	999.905982170639	0.00043006595140800005
255.0.5.0	999.8324050368549	0.000473316533429	5.551816962578702e-06	999.832883905205	0.000764587993402
292.0.	999.7021759348413	0.000841370745966	9.869105249329863e-06	999.7030271746921	0.001359162511544
328.0.5.0	999.4709937978834	0.001495308010526	1.754014980458206e-05	999.4725066460429	0.002415623043563
365.0.	999.0611194136793	0.0026565001030240004	3.1162638883905975e-05	999.0638070764206	0.004291746861076
401.0.5.0	998.3360570363312	0.004716267379604001	5.5330080747453646e-05	998.3408286337905	0.007620233207608001
438.0.	997.0584788760053	0.008363226845156	9.8130643159316e-05	997.0669402334928	0.013515250441473002
474.0.5.0	994.8228340603082	0.014799535327567	0.000173699192792	994.8378072948278	0.023924294128590002
511.0.	990.9570610902641	0.026094792478314	0.00030641480313800003	990.9834622975449	0.042207435122384
547.0.5.0	984.4063032929483	0.045727007642852	0.0005373774772820001	984.4525676780673	0.074032604417941
584.0.	973.6670832009871	0.07930633227254501	0.0009332401772570001	973.7473227734358	0.128600568231275
620.0.5.0	956.942517375454	0.135289581623692	0.001595367720841	957.0794023247975	0.21992578220796702
657.0.	932.7426247280075	0.22511942627837503	0.0026628542880450003	932.9704070085728	0.367286383326456
693.0.5.0	900.878519763726	0.36189393485637406	0.00429845980072	901.2447121583817	0.593324958915435
730.0.	863.140675199976	0.5571070423309531	0.006650427543857001	863.7044326698493	0.9187896101313461
766.0.5.0	822.8193717503201	0.8165585351697621	0.009801358781958001	823.6457316442704	1.355413274567871
803.0.	783.3299320649361	1.137783511212035	0.013732682523866	784.4814482586703	1.9008879015429492
839.0.5.0	747.0979602354286	1.51047854665484	0.018325616078443	748.6267643981604	2.538899565298893
876.0.	715.2962914999721	1.919286558915036	0.023393496232929002	717.238971555119	3.243575479159006
912.0.5.0	688.1480151213397	2.347216898350545	0.028724535791480002	690.5239565554803	3.985438622972273
949.0.	665.3423691042515	2.7783784087959953	0.034117395796692006	668.1548649088428	4.736393036949463
985.0.5.0	646.3453805899082	3.1995731587239122	0.039402745142554006	649.5843564937729	5.472762703071375
1022.0.	630.5781602584495	3.600884828500978	0.044451879319589	634.2234969662683	6.176519912373363
1058.0.5.0	617.5013469568213	3.975598115211711	0.049176476822542003	621.5261215488541	6.835268373219665
1095.0.	606.6462763593545	4.319765847842217	0.053523545516425006	611.0195657527116	7.441547466368642
1131.0.5.0	597.6199024847249	4.631647312854127	0.05746849499023501	602.309018292568	7.991869671614174
1168.0.	590.0985037772567	4.911149363401692	0.06100809892957101	595.0706612395867	8.48573946243636
1204.0.5.0	583.8176923895597	5.159334887889864	0.064154235233503	589.0411815126816	8.924779071552795
1241.0.	578.5621420598452	5.378021679832957	0.066928739168296	584.0070924788449	9.31200886561308
1277.0.5.0	574.1563920946472	5.569472068718133	0.06935939843159901	579.7952235617952	9.651286890378241
1314.0.	570.457117390037	5.736163032390576	0.071476972070155	576.2647573944959	9.946891378944454
1350.0.5.0	567.3468362146776	5.880622798759103	0.073313061087819	573.3007720745228	10.2032223107192
1387.0.	564.7288723070991	6.005319839842482	0.074898653450476	570.8090908003903	10.424597309820792
1423.0.5.0	562.5233519465023	6.112591700462322	0.07626318383746901	568.7122068308004	10.61511959287244
1460.0.	560.6640302980112	6.20460320812786	0.077433974376101	566.9460674805131	10.7785992715907
1496.0.5.0	559.0957719107405	6.283325733681996	0.078435949290499	565.4575335937109	10.918513036167436
1533.0.	557.7725433489089	6.350531069594328	0.079291540505908	564.2023659590071	11.037990611341911
1569.0.5.0	556.6558058164266	6.407795080993927	0.080020721556949	563.1436216189757	11.139819214860303
1606.0.	555.7132205393681	6.456507560387175	0.08064112352925801	562.2503692232829	11.226459538576675
1642.0.5.0	554.9175995670624	6.497885712814007	0.08116819958780301	561.4966534794625	11.300068566456169
1679.0.	554.2460501657342	6.532989458439532	0.081615414458968	560.8606550386309	11.362525917156177
1715.0.5.0	553.6792729015832	6.562737309346825	0.08199444260378701	560.3240046535318	11.415461430644172
