time	T	Tstar	Tstarstar	Ttot	V
1752.0.	553.2009825995464	6.587921997185785	0.08231536426186001	559.8712199609921	11.460282480399185
1788.0.5.0	552.7974282662574	6.609225332657102	0.08258685249771501	559.4892404514102	11.498200046360168
1825.0.	552.4569933034078	6.6272319944842195	0.08281634720150101	559.1670416450914	11.530252978953662
1861.0.5.0	552.1698613193425	6.642442096665201	0.083010213968201	558.8953136299741	11.557330161011151
1898.0.	551.9277358852303	6.655282485588818	0.083173887125397	558.6661922579423	11.58019046314374
1934.0.5.0	551.7236049139984	6.666116786198716	0.083311997068734	558.4730336972636	11.599480512927093
1971.0.	551.5515421424727	6.675254258735469	0.08342848262501901	558.3102248838311	11.61575037703583
2007.0.5.0	551.4065396015748	6.682957552100267	0.083526689491347	558.1730238431642	11.629467301696499
2044.0.	551.2843660637668	6.689449452048538	0.08360945596586501	558.057424971779	11.641027680446117
2080.0.5.0	551.1814473335825	6.694918726241304	0.083679187243602	557.9600452470655	11.650767426463823
2117.0.	551.0947649496604	6.6995251665472875	0.08373791953687	557.8780280357429	11.658970924947115
2153.0.5.0	551.0217704350412	6.703403923959433	0.083787375220795	557.8089617342199	11.665878732886014
2190.0.	550.9603126963001	6.706669224510611	0.08382901011945801	557.7508109309288	11.671694181789563
2226.0.5.0	550.9085765535979	6.70941754663987	0.083864053949877	557.7018581541861	11.676589025261734
2263.0.	550.8650306998043	6.711730332241114	0.08389354483846201	557.6606545768822	11.680708259038605
2299.0.5.0	550.8283836502837	6.713676295555018	0.083918358723279	557.6259783045605	11.684174226987995
2336.0.	550.7975464656163	6.715313386410773	0.08393923435909001	557.5967990863846	11.687090113137844
2372.0.5.0	550.7716012151775	6.716690457239539	0.083956794552713	557.5722484669684	11.689542907328535
2409.0.	550.7497743061854	6.717848676839945	0.08397156417477401	557.5515945471988	11.691605920721598
2445.0.5.0	550.7314139353845	6.718822728097604	0.083983985420768	557.5342206489014	11.693340917187367
2482.0.	550.7159710329179	6.719641821732098	0.083994430729301	557.5196072853778	11.69479991752088
2518.0.5.0	550.7029831633158	6.72033055363089	0.084003213708155	557.5073169306536	11.696026725441039
2555.0.	550.6920609295522	6.720909629383824	0.084010598368636	557.4969811573031	11.697058217333812
2591.0.5.0	550.6828764949798	6.721396476201868	0.084016806925178	557.4882897781055	11.69792543161664
2628.0.	550.6751538964978	6.721805759436078	0.084022026379361	557.480981682312	11.698654488333737
2664.0.5.0	550.6686608720457	6.7221498183549215	0.084026414075031	557.4748371044745	11.699267365050531
2701.0.	550.6632019678125	6.722439033640932	0.08403010238323501	557.4696711038353	11.699782551212204
2737.0.5.0	550.6586127264588	6.722682137185424	0.08403320265172301	557.4653280662943	11.700215599786539
2774.0.	550.6547547881602	6.722886473151491	0.08403580853331201	557.4616770698432	11.700579592152172
2810.0.5.0	550.6515117621568	6.723058217903748	0.084037998789923	557.4586079788485	11.700885529754116
2847.0.	550.6487857484638	6.723202565235389	0.08403983965424	557.4560281533516	11.70114266397156
2883.0.5.0	550.6464944080047	6.723323882330515	0.084041386818302	557.4538596771517	11.70135877387734
2920.0.	550.6445684952157	6.723425841056984	0.084042687107579	557.4520370233782	11.701540400068986
2956.0.5.0	550.6429497805148	6.723511528470581	0.084043779890014	557.4505050888737	11.701693041480333
2993.0.	550.6415893013557	6.7235835398061266	0.084044698261776	557.4492175394221	11.70182132100544
3029.0.5.0	550.6404458901276	6.723644056718969	0.08404547004495401	557.44813541689	11.701929124855164
3066.0.	550.6394849352758	6.7236949131072965	0.084046118626904	557.4472259670083	11.702019719795878
3102.0.5.0	550.6386773388358	6.723737650479645	0.08404666366628401	557.4464616529804	11.702095851768362
3139.0.	550.6379986393528	6.723773564523113	0.084047121686892	557.4458193255614	11.70215982883479
3175.0.5.0	550.6374282740356	6.723803744266732	0.08404750657708801	557.4452795248782	11.70221359093718
3212.0.	550.6369489581112	6.723829105014569	0.08404783000976	557.4448258931344	11.702258768559075
3248.0.5.0	550.6365461628116	6.7238504160374415	0.084048101795461	557.4444446806431	11.70229673205155
3285.0.	550.6362076763597	6.723868323855787	0.084048330179328	557.4441243303932	11.702328633106351
3321.0.5.0	550.635923234789	6.723883371814344	0.084048522090704	557.4438551286925	11.702355439624009
3358.0.	550.635684211509	6.723896016538269	0.084048683352998	557.443628911399	11.702377965027138
3394.0.5.0	550.6354833562897	6.723906641766834	0.08404881886010701	557.4434388169153	11.70239689290256
3431.0.	550.6353145758083	6.723915569982034	0.084048932724711	557.4432790785139	11.702412797715631
3467.0.5.0	550.6351727491547	6.723923072183203	0.08404902840292301	557.4431448497397	11.702426162222071
3504.0.	550.6350535727306	6.7239293761029035	0.08404910879907301	557.4430320576319	11.702437392103281
3540.0.5.0	550.6349534298693	6.723934673112409	0.084049176353769	557.4429372793346	11.702446828267421
3577.0.	550.6348692812367	6.723939124025647	0.08404923311791501	557.4428576383796	11.702454757188292
3613.0.5.0	550.6347985727086	6.723942863977153	0.08404928081492201	557.4427907174997	11.702461419594771
3650.0.	550.6347391579409	6.723946006521481	0.084049320892985	557.4427344853543	11.70246701777334
