	IKK	IKKIkBa	IKKIkBaNFkB	IKKIkBb	IKKIkBbNFkB	IKKIkBe	IKKIkBeNFkB	IkBa	IkBaNFkB	IkBan	IkBanNFkBn	IkBat	IkBb	IkBbNFkB	IkBbn	IkBbnNFkBn	IkBbt	IkBe	IkBeNFkB	IkBen	IkBenNFkBn	IkBet	NFkB	NFkBn
0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.19028	0.082062	0.19326	0.0013739	0.0054868	0.021428	0.0090963	0.021887	0.00030061	0.00063696	0.015307	0.0064977	0.015635	0.00021473	0.000455	0.00025081	0.00020366
1	0.05244447687685189	0.021595665174704765	0.018124974417958257	0.0010285338177108058	0.0024303126771724154	0.000959550382303112	0.0016898123095863363	0.10850566661990332	0.03705647669454282	0.149959770907239	0.0137604500062331	0.005508294507422086	0.015515971324384368	0.01032881061762276	0.017031150857176897	0.0030253032058029355	0.0006368757820163598	0.01063880727429939	0.006083988167055397	0.012157227531852494	0.0021603447394885423	0.0004549034197435317	0.002632932885960731	0.0027063042785766883
2	0.05624119594138719	0.01697177470203059	0.01610286514105569	0.001175640286391119	0.00322058966151695	0.0009760210669859744	0.0019622235624935686	0.0666009582445456	0.031321049871682695	0.09957749837794244	0.014860577328615293	0.005555010442725265	0.011802437135817103	0.012035167330425181	0.011610396580250407	0.003967962481361617	0.0006367972576929994	0.007759500664266212	0.006481775769357631	0.008270904507432989	0.002829976137592902	0.0004548133689139897	0.002875401985672395	0.004342120730226055
3	0.06063167840483838	0.011894976690516725	0.01447035487585022	0.0011479979031192467	0.0037787640350068485	0.000860859461502856	0.0021110869144785193	0.04154029180047135	0.026307468527687134	0.04766344974638544	0.014991637985514089	0.005710529075156256	0.009249286743963633	0.012616301246924762	0.005855261454076758	0.004404308438831498	0.000636724041648284	0.005775109252927083	0.006340518680676731	0.004152591060717644	0.0031323256514067454	0.00045472940555995835	0.003042435456331709	0.008804508187291718
4	0.06507264608714901	0.00836065190667763	0.011663026091562272	0.001094503456270312	0.004002063765689752	0.0007478938528116901	0.0020726269767683144	0.027138563089195322	0.0189661447559938	0.007809647503450722	0.0101513042753237	0.006761974646472045	0.00757424308912055	0.012011815621283858	0.0011120977813028966	0.003828069412374979	0.0006366557749281838	0.004462598161345181	0.005653357545510136	0.0007762787681491907	0.002704249110871295	0.00045465111803690754	0.0028211581569289176	0.02612589428769295
5	0.0720600021885731	0.006727300672373268	0.005049286739932778	0.0011120238662060164	0.0036375576897469857	0.0007011562419369488	0.0016716660034341263	0.02278554753389106	0.006034952147940914	0.0002848449876316647	0.001580940463390553	0.01564772090504555	0.00682599247943417	0.009050318762976366	6.900753103557871e-05	0.001611931495321722	0.0006365921242043091	0.00378799207776896	0.003757663605680749	4.334618106220649e-05	0.0011161477028968096	0.00045457812408750993	0.0015740599161990418	0.06491518547247992
6	0.07393488306230006	0.008046596588814271	0.00146044018733654	0.0011734660462204742	0.002502424329153421	0.0006928145110913685	0.0009365606764324839	0.03462767493917758	0.0018248526021826556	0.00024039699142727806	0.0006721610938676202	0.03825333252740195	0.006806597428332574	0.005357634709962258	3.184796699494996e-05	0.0005977743283780367	0.0006365327768896265	0.0035801891333894402	0.0018314029164911226	1.77696540270337e-05	0.0003917799977877283	0.00045451006524039684	0.000635216357864932	0.08378946280054315
7	0.06861255745889394	0.013175028345184102	0.0011820127623071437	0.0011353427327268721	0.0014177507087934902	0.0006414145487909505	0.0004313350229672389	0.06417424620240224	0.001953344010634233	0.00041479126801233777	0.0011341768297651062	0.06626391301944233	0.0068805844707491935	0.003084677912185381	2.5514057805634655e-05	0.00031060971382572834	0.0006364774418282325	0.00348499253545837	0.0008824263198784655	1.3063675428669522e-05	0.0001835131476789388	0.00045444660760118356	0.00038335849399306334	0.08903650507797116
8	0.05959949626838166	0.020792938601095434	0.0017200599793633067	0.0010095283755232696	0.000777991355897044	0.0005579927620798839	0.0002092487434644709	0.10848390882512855	0.003403817321441978	0.0007225045568014505	0.001963464256357713	0.09387901178518146	0.006887453885360754	0.001967793480568215	2.641419725375498e-05	0.00022882040715209453	0.0006364258477585536	0.0034173649788309755	0.000514303038283174	1.3329798500972578e-05	0.0001222148901716692	0.00045438744009008406	0.00034039424241724036	0.08875160228488306
9	0.049945126633375164	0.028518753339594933	0.002652642955450085	0.0008509424633346074	0.0004651754849338786	0.00046719729018181546	0.00012562736043145737	0.16392988719799867	0.006262910408424666	0.0011430661630454793	0.003057940260763123	0.11810467189897947	0.006837314380074832	0.0014804412854589315	2.6419392599473248e-05	0.0002058703708698351	0.0006363777417669246	0.003369982355058536	0.00039624629496850985	1.3061296690997048e-05	0.00010429460548867371	0.0004543322726684914	0.0003728761580782375	0.08487568481513255
10	0.04152737469060541	0.034726960212821914	0.0039037069671554753	0.0006973332892159516	0.0003223764672656415	0.0003841010658799906	9.575911571411716e-05	0.2260422142167984	0.010995925084248086	0.00171828115201571	0.004317846903717779	0.13704093647704668	0.006745478007716911	0.0013143599251416085	2.817659319214247e-05	0.0001970353431221685	0.0006363328877221466	0.0033352708875287024	0.0003849055139168297	1.393198189988868e-05	9.796231599167423e-05	0.00045428083454374606	0.00043337014555579586	0.07793646221817073
11	0.03494025881567393	0.03896267518413305	0.0053860260628835945	0.0005665739905596721	0.0002583505750535076	0.0003153462761201244	8.584880011470777e-05	0.2894310763313591	0.017913278231583472	0.0025048789195200806	0.005618653958140814	0.1495514548290942	0.006620450958989946	0.0013165543364431719	3.1346341392916555e-05	0.00019140313080426825	0.0006362910661381089	0.0033042157752849223	0.00042425478471886524	1.5619844048103465e-05	9.507614809734727e-05	0.00045423287401159264	0.0005031324462221357	0.06820713152593799
12	0.030073459529594265	0.0414098344306202	0.00702160045696937	0.0004636733116460257	0.00022957990073005634	0.0002621567413711808	8.350499058712703e-05	0.3482124621741743	0.026984833501559117	0.0036260014106868303	0.006810426997177052	0.15529690949836933	0.0064721682570206785	0.0014073117324552374	3.678433866370571e-05	0.00018555979688964663	0.0006362520720997449	0.003272067661947698	0.0004892393625567592	1.854718467370959e-05	9.288097496579022e-05	0.0004541881560776891	0.0005818843690533896	0.05611288791705632
13	0.02660987213097721	0.042486258572398516	0.008689615877591062	0.0003860002401797675	0.00021817377860780074	0.00022247975448665548	8.474850411876332e-05	0.3972606703604566	0.03758648362100129	0.0053239122962963036	0.007734454805712705	0.15491241680295967	0.0063043217872403535	0.0015461704749303912	4.605597769459332e-05	0.00017821524693157674	0.0006362157285313567	0.003233992829952071	0.0005682770132183511	2.3541272230333674e-05	9.025511431569845e-05	0.00045414647767357403	0.0006609766531408184	0.04264233891043142
