time	ADP	ATP	BPG	P3G	pep	phos	pyr
22.0.5.0	0.000568210345245	9.999431789654794	0.09599893408901501	4.9040010659109825	2.487427717391552	2.012141558864663	2.122572282608442
23.0.	0.000576361553798	9.999423638446242	0.095993879496372	4.904006120503626	2.452094273956255	2.047488208101157	2.157905726043739
23.0.5.0	0.000584749422952	9.999415250577089	0.09598868233297901	4.904011317667019	2.416763096959308	2.082832970130652	2.193236903040686
24.0.	0.000593384391024	9.999406615609018	0.09598333648844001	4.904016663511558	2.381434256559571	2.118175791342999	2.228565743440423
24.0.5.0	0.0006022775183370001	9.999397722481708	0.09597783549816101	4.904022164501836	2.346107826206453	2.153516615813709	2.263892173793541
25.0.	0.0006114405341870001	9.999388559465858	0.095972172517454	4.904027827482543	2.310783882847894	2.188855385168825	2.2992161171521
25.0.5.0	0.00062088588812	9.999379114111925	0.09596634029327701	4.90403365970672	2.275462507154978	2.224192038439851	2.334537492845016
26.0.	0.000630626805993	9.99936937319405	0.095960331133388	4.904039668866611	2.240143783764801	2.259526511907792	2.369856216235193
26.0.5.0	0.0006406773513440001	9.999359322648699	0.09595413687264101	4.904045863127357	2.204827801543369	2.294858738935322	2.405172198456624
27.0.	0.0006510524926740001	9.99934894750737	0.09594774883612701	4.904052251163869	2.169514653870553	2.330188649785982	2.440485346129441
27.0.5.0	0.0006617681773050001	9.999338231822735	0.095941157798806	4.9040588422011915	2.134204438949337	2.3655161714291513	2.4757955610506572
28.0.	0.0006728414125850001	9.999327158587455	0.09593435394123301	4.904065646058763	2.098897260141871	2.400841227329469	2.511102739858123
28.0.5.0	0.0006842903552950001	9.999315709644746	0.09592732680094901	4.904072673199047	2.063593226335175	2.4361637372191582	2.546406773664819
29.0.	0.000696134410253	9.999303865589788	0.095920065219024	4.90407993478097	2.02829245233964	2.471483616851576	2.581707547660354
29.0.5.0	0.000708394339221	9.999291605660817	0.09591255728117301	4.904087442718822	1.9929950593239312	2.506800777734105	2.617004940676063
30.0.	0.000721092381405	9.999278907618633	0.095904790252803	4.904095209747191	1.957701175290326	2.542115126838262	2.652298824709667
30.0.5.0	0.000734252387002	9.999265747613036	0.095896750507254	4.9041032494927395	1.922410935595066	2.57742656628467	2.687589064404927
31.0.	0.0007478999654780001	9.999252100034559	0.095888423446364	4.90411157655363	1.887124483518893	2.612734993000208	2.7228755164811
31.0.5.0	0.0007620626504890001	9.999237937349548	0.09587979341241201	4.904120206587582	1.851841970893688	2.648040298344376	2.758158029106305
32.0.	0.000776770083687	9.999223229916351	0.095870843590311	4.904129156409683	1.816563558791902	2.68334236770146	2.793436441208092
32.0.5.0	0.000792054219954	9.999207945780084	0.09586155589877501	4.904138444101218	1.781289418286458	2.718641080034707	2.828710581713536
33.0.	0.000807949557046	9.999192050442993	0.095851910868976	4.9041480891310165	1.746019731289887	2.753936307398168	2.8639802687101072
33.0.5.0	0.000824493393085	9.999175506606955	0.09584188750899501	4.904158112490997	1.710754691482772	2.7892279144013052	2.899245308517224
34.0.	0.000841726115929	9.999158273884108	0.095831463152081	4.90416853684791	1.6754945053430652	2.8245157576207722	2.934505494656933
34.0.5.0	0.000859691529084	9.999140308470954	0.095820613286416	4.904179386713575	1.64023939328967	2.8597996849529883	2.969760606710329
35.0.	0.0008784372196820001	9.999121562780356	0.09580931136371601	4.904190688636274	1.604989590955725	2.895079534900231	3.005010409044277
35.0.5.0	0.000898014974941	9.999101985025098	0.095797528583521	4.904202471416467	1.569745350609531	2.9303551357818822	3.040254649390474
36.0.	0.0009184812547590001	9.999081518745284	0.09578523364950901	4.904214766350479	1.534506942744037	2.965626304861207	3.075493057255967
36.0.5.0	0.0009398977293960001	9.999060102270645	0.09577239249351001	4.904227607506477	1.4992746578592602	3.00089284737662	3.11072534214074
37.0.	0.0009623318929760001	9.999037668107066	0.09575896796212001	4.904241032037869	1.464048808466246	3.036154555464606	3.145951191533753
37.0.5.0	0.0009858577655010002	9.999014142234543	0.09574491945986101	4.904255080540127	1.428829731346189	3.071411206959448	3.181170268653809
38.0.	0.001010556698636	9.99898944330141	0.09573020254172401	4.904269797458263	1.393617790104416	3.106662564052496	3.216382209895583
38.0.5.0	0.0010365183035500002	9.998963481696496	0.09571476844650101	4.9042852315534855	1.358413378066266	3.141908371790783	3.251586621933732
39.0.	0.001063841522864	9.998936158477182	0.09569856356065401	4.904301436439334	1.32321692157084	3.177148356391368	3.286783078429159
39.0.5.0	0.00109263587346	9.998907364126591	0.09568152880035401	4.904318471199633	1.288028883729465	3.212382223343639	3.321971116270535
40.0.	0.001123022892652	9.998876977107404	0.09566359889678001	4.9043364011032065	1.252849768729135	3.247609655266733	3.357150231270863
40.0.5.0	0.001155137827528	9.998844862172533	0.095644701566545	4.904355298433437	1.217680126777677	3.282830309483301	3.392319873222321
41.0.	0.001189131616347	9.998810868383721	0.09562475654517201	4.904375243454807	1.182520559807847	3.318043815263324	3.4274794401921502
41.0.5.0	0.001225173222438	9.998774826777634	0.095603674456534	4.904396325543441	1.147371728083123	3.353249770682778	3.462628271916874
42.0.	0.0012634523956980002	9.99873654760438	0.095581355484916	4.904418644515057	1.112234357879963	3.388447739030816	3.497765642120034
42.0.5.0	0.001304182955584	9.9986958170445	0.09555768780835201	4.904442312191617	1.077109250461778	3.42363724468545	3.5328907495382182
43.0.	0.001347606713725	9.998652393286353	0.095532545741769	4.904467454258202	1.041997292611243	3.45881776836071	3.568002707388754
43.0.5.0	0.0013939981857160001	9.998606001814355	0.09550578752534801	4.904494212474627	1.006899469053376	3.493988741606989	3.60310053094662
44.0.	0.001443670282849	9.99855632971722	0.095477252676657	4.9045227473233215	0.9718168771866391	3.52914954041955	3.638183122813357
44.0.5.0	0.0014969812288100001	9.998503018771261	0.095446758803017	4.904553241196962	0.9367507446495341	3.564299477776255	3.673249255350462
45.0.	0.001554343018605	9.998445656981467	0.09541409774161701	4.9045859022583596	0.9017024503945571	3.599437794882427	3.708297549605439
45.0.5.0	0.001616231833969	9.998383768166104	0.09537903085650801	4.904620969143471	0.8666735501322811	3.634563650845177	3.743326449867716
46.0.	0.00168320096088	9.998316799039197	0.09534128327023901	4.904658716729738	0.831665807262949	3.6696761104276883	3.778334192737047
46.0.5.0	0.001755896934787	9.998244103065286	0.09530053673866501	4.904699463261312	0.796681230756151	3.704774129439966	3.813318769243844
47.0.	0.0018350798882040002	9.998164920111867	0.095256420782969	4.904743579217008	0.761722121906451	3.7398565371987793	3.848277878093545
47.0.5.0	0.0019216494241280002	9.998078350575943	0.09520850156276901	4.904791498437207	0.7267911325366041	3.774922015324751	3.883208867463394
48.0.	0.002016677833314	9.997983322166759	0.09515626779278201	4.904843732207196	0.6918913381175591	3.8099690719229713	3.9181086618824392
48.0.5.0	0.002121453184124	9.997878546815949	0.095099112749394	4.904900887250584	0.6570263305424521	3.844996009892276	3.952973669457546
49.0.	0.002237535849558	9.997762464150517	0.095036311047432	4.904963688952546	0.6222003371082201	3.880000887693903	3.987799662891779
49.0.5.0	0.0023668335696360003	9.997633166430436	0.094966988336438	4.90503301166354	0.5874183749005231	3.9149814703326733	4.022581625099475
50.0.	0.0025117024553400003	9.997488297544729	0.094890081283965	4.905109918716012	0.5526864536835641	3.949935167487808	4.057313546316434
