	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	4.526586746527842	6118.247439877715	2216613.27025416	1561.5538929307056
2	4.0128343337918615	9624.513062775573	3710147.975845138	2870.325504880603
3	4.024200195340599	11715.926727455588	4593191.124596287	3887.205734674406
4	4.258118881464939	13309.130200626907	5245667.638980643	4796.185095197264
5	4.594637892023271	14765.557298581904	5831088.0526378155	5702.098023668896
6	4.986312908674469	16227.458695140758	6413827.864065273	6663.194543366148
7	5.413619050226909	17750.38058067015	7019103.538538841	7715.214654158547
8	5.867536473632334	19354.112029725235	7656072.920032253	8882.700383536396
9	6.342457985928518	21043.024993637988	8327069.195352463	10183.81214552773
10	6.833513363317684	22813.28622354544	9030890.341128685	11631.900632510316
11	7.335446961756011	24655.75803770301	9764127.200398073	13235.61781826958
12	7.842310418262302	26556.83153890084	10521544.890135799	14998.337944961726
13	8.347364239904683	28499.128841613543	11296390.336934032	16917.231125849623
14	8.84339022340283	30461.61823836119	12080415.128254421	18982.418538307633
15	9.322948445100343	32420.409142643744	12864190.349298442	21176.3296242535
16	9.778780698464603	34349.93433721633	13637571.606797986	23473.663323164234
17	10.204351414799056	36223.833954969814	14390024.58255685	25841.94006748611
18	10.594243040924656	38016.59514997377	15111281.978362665	28242.932887642746
19	10.944551600813858	39705.016542191835	15791925.08651311	30634.748115644616
20	11.253015455246523	41269.44094454371	16423890.170662224	32974.602020684426
21	11.519174617620427	42695.07964282038	17001010.41342373	35221.55046562504
22	11.744172866613988	43972.56001518064	17519261.352622665	37339.359590091175
23	11.930482395258782	45098.07821900198	17976847.027011853	39298.69117945027
24	12.081575109207519	46073.03935759636	18374075.802924518	41078.23864754666
25	12.201531233389863	46903.40394572345	18713117.630128827	42665.38249350405
26	12.294706112988683	47598.926059874866	18997712.484126013	44056.31940877961
27	12.365411028473396	48171.74164133742	19232603.50925966	45254.285025642355
28	12.417706437326334	48635.578435428884	19423222.860028084	46268.78794850621
29	12.455260533886257	49004.71171771713	19575264.886423565	47113.72589735612
30	12.481270941332932	49293.227006382695	19694383.12715821	47805.91577225714
31	12.498452665897132	49514.4586739652	19785955.55249248	48363.633648570656
32	12.509019730131177	49680.51765050231	19854887.739201184	48805.45422219994
33	12.514788249543106	49802.22446986001	19905576.133468494	49149.294930077485
34	12.517171381427056	49888.918543817126	19941828.385567423	49411.90752681242
35	12.517256329884553	49948.43233225853	19966846.03447591	49608.232748468974
36	12.515870206034647	49987.324481413874	19983316.880980566	49751.51362515015
37	12.513622402588577	50010.925422857596	19993430.878850427	49853.122792008275
38	12.510945443098128	50023.44043400076	19998919.627517045	49922.5145761433
39	12.508136297031594	50028.16512964658	20001143.816156525	49967.500333099924
40	12.505398932550285	50027.66893231056	20001166.6029482	49994.45841678431
41	12.502852247131303	50023.838144201996	19999771.110118862	50008.38732247586
42	12.500571645247103	50018.112979695	19997556.544429865	50013.27163484474
43	12.498580516014233	50011.4642008791	19994929.17612925	50012.071905375065
44	12.49688853838142	50004.60857667674	19992189.671371713	50007.07615738863
45	12.495477609887462	49997.992967523525	19989527.116765663	49999.931051784195
46	12.494316993498852	49991.870851027306	19987050.771291833	49991.778461470414
47	12.493377910665133	49986.384380114934	19984823.11337996	49983.40440406182
