time	IkBa_cytoplasm	IkBa_mRNA_cytoplasm	IkBa_mRNA_nucleus	IkBa_pre_mRNA_1	IkBa_pre_mRNA_2	JNK	JNK_P	LPS	MSK1	MSK1_P	TNFR1_EL	TNFR1_cytoplasm	TNFa_TNFR1_EL	TNFa_TNFR1_cytoplasm	TNFa_mRNA_LSEC	TNFa_mRNA_MC	TNFa_pre_mRNA_LSEC	TNFa_pre_mRNA_MC	p38	p38_P	p65_2P	p65_IkBa_nucleus	p65_cytoplasm	p65_nucleus	s11	s14	s15	s16	s19	s3	s5	s8
0.0.	0.246153542358	6.25168191521	0.00017087005715300002	8.43968783259	8.43968783259	0.982009456704	0.017990543296	5.0	14.9998313157	0.000168684277807	0.00122834645669	5.5275590551200005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.829034372154	0.170965627846	3.97559152544e-07	0.0005708868772190001	0.00069659845689	0.0347787246988	0.4923065353	0.299986251898	1.3748102311300002e-05	0.0	0.107747249216	0.00457258662046	0.0143429657252	0.228543326011
900.0.	0.21951800062558202	6.268936365179849	0.000184434771486	10.3041325032302	9.109706256765412	0.9797477376036591	0.020252262396339	3.251221231495883	14.999814478814821	0.000185521162986	0.0011166802305620002	5.0251045019652926e-05	1.0870527441327322e-09	2.72716770857136e-05	2.851460270349008e-08	1.462028581105328e-07	0.017393835368408002	0.008277805792382001	0.8081339553086311	0.191866044691368	4.25215691245465e-07	0.0005029756310760001	0.001068383235966	0.053365683594524004	0.439035304873152	0.29997236977080804	2.7630229503060865e-05	1.7193075121534782e-05	0.09486682853729	0.0073635785688700005	0.024995630849563	0.368016685873413
1800.0.	0.10125338110338301	6.767631877170144	0.00036067701998900004	25.7417218798315	17.814875993243486	0.9744341833085941	0.025565816691404	2.114087897545659	14.999773874390225	0.00022612558757800002	0.0007840280044440001	3.5282187875599374e-05	2.064763544293418e-09	0.00010851489833500001	5.43432607563226e-08	2.837542408696478e-07	0.033118390085218004	0.015900550445613	0.7659719929287371	0.234028007071261	5.200867230584086e-07	0.00035307555642800003	0.0032446766691680002	0.162179736094686	0.202505803378373	0.299949522147456	5.0477852855097896e-05	4.651245897602909e-05	0.06647006662786001	0.012170140946829002	0.035253069285019	0.608263939233612
2700.0.	0.023180715338247	10.091672801406931	0.001246821253933	95.92736384976396	61.58423043009551	0.9688644102079641	0.031135589792035002	1.374673490461155	14.999736197097413	0.00026380288038500003	0.000311363104129	1.401260955405947e-05	2.443604212552431e-09	0.00022395379285800003	7.685787042220933e-08	4.065064531238282e-07	0.046824344964464006	0.022698295778904	0.7296360480346691	0.27036395196533	6.198513009583849e-07	0.00017990276223600003	0.011780055098089002	0.588964024659948	0.04636057083093	0.29993306525685304	6.693474345813741e-05	0.000138609599785	0.033788625695067	0.011727292186808002	0.025756236643121003	0.586160709692596
3600.0.	0.026145352583281004	21.66985579739498	0.0027859235887010003	154.74465324273254	137.60389096279008	0.969160067766421	0.030839932233577002	0.893873526998987	14.999744091791676	0.000255908186139	1.74331828475728e-05	7.852452412437154e-07	6.191734064597509e-10	0.000295741404971	9.566446870485221e-08	5.118533510238725e-07	0.058272079321353004	0.028527238207146	0.745955473905192	0.25404452609480704	6.368778584869631e-07	0.00022400892000800003	0.012176549862349001	0.608781800044866	0.052289672953949005	0.29995221646554604	4.7783534765778764e-05	0.0006272886841410001	0.042088868776505	0.009443616731221	0.020716942205451002	0.47201011134270604
4500.0.	0.06952049579619	35.226710341916146	0.002335047083009	85.66579746753398	115.33305572576533	0.973750148703825	0.026249851296173	0.581236117385036	14.999786015161805	0.00021398481600500002	3.997798428057337e-06	1.8056520531857968e-07	3.55179229084618e-10	0.00029902287957500004	1.106679271035675e-07	5.983404455723995e-07	0.067404036791225	0.033308231080059	0.786210935366765	0.21378906463323402	5.36358776369451e-07	0.00043600286347000004	0.00403562387029	0.20172702942495202	0.139040043090178	0.299973935883519	2.6064116792715134e-05	0.0015691212337910002	0.082176546365511	0.007830838782109	0.018370623406032002	0.391400128162014
5400.0.	0.15089609442465102	39.43910684201688	0.001051449397918	31.518030800166517	51.9332305049704	0.9763236425738181	0.023676357426179	0.377945440766977	14.999803369647575	0.000196630330235	2.379036895781441e-06	1.077189911214864e-07	3.476884494218078e-10	0.000299418234387	1.2210415625485168e-07	6.66127555719982e-07	0.07436421502015901	0.037052020717936	0.8018440477659301	0.198155952234069	4.792269966768014e-07	0.000504917732527	0.001586804109796	0.079286123504167	0.301791363827805	0.299977567493177	2.243250713468381e-05	0.002581184063747	0.095230060752998	0.007093900365475	0.019633707476511	0.35456303602736705
6300.0.	0.22559315060348	37.03253688090935	0.00046321793103400004	15.928329293239932	22.879319845540085	0.9776859436665251	0.022314056333472002	0.245756848075451	14.999809705822404	0.00019029415542100002	1.691442827623669e-06	7.677684422080202e-08	3.456693866739913e-10	0.00029958616683100004	1.304649908522541e-07	7.169400274200848e-07	0.079452321928083	0.039855918040002006	0.807544918015723	0.19245508198427602	4.5623607822761594e-07	0.0005200099915820001	0.00103193820334	0.051542627339092005	0.45118550861738205	0.299978141216566	2.18587837452578e-05	0.0036093873799840004	0.098087025756838	0.0069503841662520004	0.021481184183298002	0.347388653880356
7200.0.	0.282872395422747	32.83778049195865	0.00027206096623	11.166508954665362	13.437707036216112	0.9784042955283021	0.021595704471695003	0.15980197632787002	14.99981201313503	0.00018798684279000002	1.317879814458315e-06	5.996638512187615e-08	3.448581163521888e-10	0.000299677402699	1.3636207289460728e-07	7.535392533881323e-07	0.083040862153664	0.041874008401324006	0.8096212558183341	0.190378744181665	4.4681341109825423e-07	0.0005247820232490001	0.000819732126537	0.040932151539346005	0.565744013425013	0.29997824406127005	2.175593904121881e-05	0.004621623341738	0.098989506188078	0.006939647656035001	0.022848272432081002	0.346851841818392
8100.0.	0.32374076240571004	28.642836470454792	0.00020523249306600002	9.245474352390605	10.136914094498485	0.9787827025835821	0.021217297416415003	0.10391031557023901	14.99981285668498	0.00018714329283200002	1.08723914820698e-06	4.9587515787946696e-08	3.4446126874744743e-10	0.000299733732364	1.403993563837588e-07	7.790233845970858e-07	0.085497541202548	0.043278335586804	0.810380977407251	0.18961902259274802	4.426594807837211e-07	0.000526835021683	0.000715992106371	0.035745049581178	0.647480758418413	0.299978268674685	2.1731325626725232e-05	0.005595581411104	0.09937754481855	0.006944909466205001	0.023740388992244003	0.347114823644665
