time	a	b	c
0.0.	0.01	0.01	0.01
61.0.5.0	0.004169563600899	6.744056235201374	5.917630179593481e-05
123.0.	8.503495927902884	16.056616845851995	0.49717704015685504
184.0.5.0	10.127692696380139	15.396515699007521	1.335356189801548
246.0.	6.790964199873002	8.716701272281385	4.862021710173854
307.0.5.0	0.115680963314606	0.559585045125069	0.0016563925853330002
369.0.	0.004001495297296	7.011932834872784	5.679069080303041e-05
430.0.5.0	8.552092756262839	16.095793478668643	0.509089722541566
492.0.	10.090580837118276	15.33596204014379	1.297285294645379
553.0.5.0	7.538905983402644	8.654287770604016	7.126730056545702
615.0.	0.106382346215004	0.5805447943026131	0.001522043696897
676.0.5.0	0.003841706071027	7.2883337021412	5.45226478380877e-05
738.0.	8.599534949027056	16.13314510823122	0.521147275338751
799.0.5.0	10.047697215898832	15.27633144199287	1.265126484494096
861.0.	8.564614013045789	8.541061582097383	8.906214226681163
922.0.5.0	0.09797620980272201	0.6029868358361561	0.001400776961585
984.0.	0.003689778460794	7.573394301883167	5.2366272170981356e-05
1045.0.5.0	8.64587232171627	16.168695217583533	0.533355019895499
1107.0.	10.00140501889025	15.217894752029625	1.245601335912212
1168.0.5.0	9.741852934160221	8.363656786977424	10.048461175311617
1230.0.	0.09036705338768701	0.6269332049328871	0.0012911600226030002
1291.0.5.0	0.00354571994173	7.867244948289538	5.032207151901239e-05
1353.0.	8.691151277085972	16.20246532655905	0.5457182891362481
1414.0.5.0	9.955282233794824	15.160768953191301	1.248641746583303
1476.0.	10.931167949524042	8.115627039030562	10.493415707235654
1537.0.5.0	0.08346995495082	0.652411626563375	0.0011919255333470002
1599.0.	0.0034149164874780003	8.17001039291433	4.8472169718643754e-05
1660.0.5.0	8.735415067835332	16.23447510882648	0.5582424287191481
1722.0.	9.914630794144973	15.1048343542094	1.288199274239322
1783.0.5.0	11.999462733424025	7.797810140710668	10.26659736103487
1845.0.	0.07720945427032	0.679455201985097	0.001101952345534
1906.0.5.0	0.003382698280402	8.481808041374002	4.8115378612339996e-05
1968.0.	8.778704063403367	16.264742514173978	0.570932802037046
2029.0.5.0	9.886888363561384	15.049622864033038	1.3806363020798451
2091.0.	12.837437863402123	7.417678348344576	9.466995480228483
2152.0.5.0	0.071518537357642	0.7081021384345131	0.00102024874835
2214.0.	0.0048494515893500005	8.802723793682716	7.06084363803019e-05
2275.0.5.0	8.821055986081559	16.293283875476003	0.58379479430696
2337.0.	9.881278444715736	14.994198225386896	1.538214816580216
2398.0.5.0	13.371691529649011	6.9878670167010455	8.247465776222818
2460.0.	0.066337709656348	0.738395513741074	0.0009459374253620001
2521.0.5.0	0.029816945784902002	9.132420125152604	0.00044973752876600003
2583.0.	8.86250611749177	16.320113999970438	0.5968338177261251
2644.0.5.0	9.906990861460077	14.93709079814553	1.7596581108443532
2706.0.	13.570236685413802	6.524196068591047	6.790032650565877
2767.0.5.0	0.061614159967206004	0.770383075886454	0.0008782420821450001
2829.0.	0.206851849218628	9.466732021235774	0.0031016345630140003
2890.0.5.0	8.903087492134983	16.345246254588123	0.610055318037354
2952.0.	9.970236179300162	14.876365665451715	2.025857070720785
3013.0.5.0	13.441543370586093	6.043529523375168	5.279349971678521
3075.0.	0.057301007115433004	0.8041170727770961	0.0008164755545880001
3136.0.5.0	0.5667027323549391	9.795143080256702	0.008645543520628001
3198.0.	8.942831085848393	16.368692650669157	0.6234647805636371
3259.0.5.0	10.071743648827708	14.809848464453957	2.304996692181616
3321.0.	13.02799865456736	5.561793177797027	3.877298356762679
3382.0.5.0	0.05335662447166	0.8396541091096311	0.0007600292622580001
3444.0.	0.987269029396562	10.110806909653995	0.015579482486931001
3505.0.5.0	8.981765979523928	16.390463915215282	0.6370677365843731
3567.0.	10.20595706695775	14.73544893186864	2.562081635066659
3628.0.5.0	12.395132313313761	5.092414282769968	2.701163471576233
3690.0.	0.04974403577158001	0.8770550272596581	0.0007083638427780001
3751.0.5.0	1.413728071389063	10.411686051687523	0.023205221163747
3813.0.	9.019919503619187	16.41056955098328	0.650869771903549
3874.0.5.0	10.361915373991534	14.651486934315544	2.766774052631207
3936.0.	11.618296902027803	4.6453724715937454	1.808183350441798
3997.0.5.0	0.046430377273423	0.9163848091980551	0.000661000941778
4059.0.	1.8276250009337072	10.697528424545146	0.031262417596916
4120.0.5.0	9.057317379807296	16.429017896492024	0.664876535743509
4182.0.	10.525126099588467	14.55694708979445	2.8977822039315573
4243.0.5.0	10.769046409495049	4.226955369890748	1.191861301811775
4305.0.	0.043386419847979	0.95771249665218	0.0006175158922160001
4366.0.5.0	2.222231652730414	10.968729513187844	0.039630265153480004
4428.0.	9.093983856511544	16.44581618436636	0.6790937494631141
4489.0.5.0	10.679772908404031	14.4516252990902	2.944462952901514
4551.0.	9.904414862064364	3.840173203065981	0.7974343541219171
4612.0.5.0	0.040586145301314006	1.001111126945992	0.000577531330103
4674.0.	2.595236431565633	11.22594308588581	0.048240670854453
4735.0.5.0	9.129941818470863	16.46097058209164	0.693527217972096
4797.0.	10.810816841780095	14.336159714792524	2.906535234085895
4858.0.5.0	9.06241406899312	3.48560250303645	0.553937878735687
4920.0.	0.038006371728532	1.046657682009614	0.0005407115480710001
4981.0.5.0	2.946243207646916	11.469923215427967	0.057049251286046
5043.0.	9.165212898217256	16.47448623557478	0.7081828421459571
5104.0.5.0	10.905716907412803	14.211957631857631	2.792522750688252
5166.0.	8.264184216875769	3.162306335164207	0.402352729130564
5227.0.5.0	0.035626422105253006	1.094433047928408	0.000506757534592
5289.0.	3.275757865150565	11.701451330018397	0.06602387240212701
5350.0.5.0	9.19981758292631	16.48636731109838	0.72306663241848
5412.0.	10.955606954562754	14.081041738367988	2.61737729398617
5473.0.5.0	7.5193433386492625	2.868556525529022	0.30438001434544404
5535.0.	0.033427834138266	1.1445219853925641	0.00047540264942600005
5596.0.5.0	3.584722552115613	11.921299807446855	0.075139504179158
5658.0.	9.2337753023558	16.49661702244159	0.7381847260101311
5719.0.5.0	10.955857654011627	13.94584594333263	2.399689036126661
5781.0.	6.830856424140998	2.6022879337067693	0.23800726884683102
5842.0.5.0	0.031394101813527	1.197013104338678	0.000446408785296
5904.0.	3.874281751152011	12.130213185934489	0.08437568181867701
5965.0.5.0	9.267104522814725	16.505237664094903	0.7535434057072371
6027.0.	10.906038539523024	13.808993043760752	2.158881966050007
6088.0.5.0	6.19818071424935	2.361348335004696	0.19097956385390302
6150.0.	0.029510448345920003	1.251998841954888	0.00041956300937600005
