	T	Tm	Tmw	Tw
63	74885085.9525857	4362613.669994371	270224.32538544707	1591276.8555282783
64	75347543.21279012	4745620.750373065	314853.4318049541	1735788.2761231172
65	75752807.47223535	5162611.648330546	367750.1156038695	1893706.5600662522
66	76094420.9224041	5615818.839686	430462.26726882055	2066103.8847286333
67	76365578.53456123	6107378.046549294	504810.6691571177	2254082.5515281972
68	76559179.30121885	6639250.563028265	592928.2259753874	2458760.747136747
69	76667898.36812063	7213129.293646752	697301.3057337628	2681254.383363611
70	76684282.96888109	7830327.903957062	820811.8818586922	2922654.7026025713
71	76600874.60366225	8491653.432703653	966778.5670439027	3184001.49693761
72	76410359.06298922	9197264.028757611	1138993.9249034044	3466252.0279033957
73	76105744.60460413	9946515.178391097	1341754.6732967088	3770246.0547036347
74	75680566.80780804	10737799.848550782	1579880.6088927723	4096667.7803052776
75	75129116.35723251	11568390.294868935	1858717.3784846263	4446005.994164937
76	74446683.32023391	12434291.689220527	2184117.72435387	4818514.197186342
77	73629808.44551733	13330119.935698383	2562395.8026869204	5214172.967544836
78	72676529.46687116	14249017.745062975	3000249.071120197	5632657.350761329
79	71586607.85160455	15182623.559281662	3504643.5736756683	6073312.274965382
80	70361717.30200182	16121107.076949278	4082663.2295831637	6535138.372528674
81	69005581.2780743	17053283.759373333	4741317.442420764	7016792.202366557
82	67524039.16945384	17966814.053961065	5487318.131484027	7516601.539324284
83	65925032.06679327	18848489.12621968	6326828.57562345	8032597.62743396
84	64218498.1075053	19684595.959331818	7265198.667328847	8562563.869386425
85	62416177.795281954	20461346.98373208	8306699.784972713	9104099.253201963
86	60531334.25216756	21165352.025523283	9454277.132132579	9654693.472678147
87	58578402.582398936	21784103.799624115	10709336.88985528	10211809.234644422
88	56572587.45934583	22306445.765533645	12071584.49037085	10772966.701102756
89	54529433.44727423	22722990.218525793	13538927.47796516	11335824.412668081
90	52464393.79561405	23026459.07131181	15107451.055699335	11898251.655638095
91	50392423.23860227	23211925.278261695	16771469.50940198	12458387.761604618
92	48327616.619122535	23276942.683107127	18523649.74042387	13014685.417280594
93	46282910.34625748	23221560.566887025	20355198.71286238	13565936.240670234
94	44269857.010903694	23048229.62907881	22256101.169729263	14111278.733887954
95	42298477.28326914	22761612.67193078	24215392.470218424	14650189.743323624
96	40377186.81865986	22368320.16307237	26221449.123584554	15182461.973629508
97	38512790.77327312	21876593.198159628	28262281.22589202	15708170.677185325
98	36710537.12372276	21295955.280290384	30325813.276072726	16227632.263599223
99	34974219.36634846	20636850.769900817	32400144.117913015	16741356.907458335
100	33306299.930828087	19910309.51680263	34473765.6332825	17250005.154316716
