	APC_PS_VIIIa_l	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_XIa_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	IX_f	IX_l	IXa_AT_f	IXa_VIIIa_X_l	IXa_VIIIa_l	IXa_f	IXa_l	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VIII_IIa_l	VIII_Xa_l	VIII_f	VIII_l	VIII_mIIa_l	VIIIa_f	VIIIa_l	VIIIai_f	VIIIai_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	XI_IIa_l	XI_f	XIa_IX_l	XIa_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	alpha2M_IIa_l	alpha2M_Xa_l	alpha2M_l	mIIa_AT_l	mIIa_f	mIIa_l
0	0.0	0.0	0.0	0.0	0.0	0.0	3400.0	1400.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	170000.0	60.0	0.0	300.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.1	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2600.0	0.0	0.0	0.0
1	2.600131469866947e-19	2.2227875072049797e-17	8.394165726899622e-11	1.2452695777516084e-12	6.5230240963379104e-12	2.6481187630887305e-13	3399.9999993094457	583.6706575622578	816.3293424331144	5.508778292743647e-12	4.5614928949237755e-11	1.4931317659647435e-10	3.7992400994494223e-10	0.6316610848455324	89.36803344325007	2.6958883147996435e-09	5.522856403850876e-13	1.0397118107354455e-12	9.842889289933197e-07	0.00014253304749028956	32525.58333333336	24.852422789561377	35.14757721030132	3.642670440652092	296.3573295592639	1.6984661993859776e-11	3.5170087373920464e-06	2.499996482974279	1.2533256501889133e-10	0.0009393323018199478	0.00016195185402072834	0.0	0.000147467819485651	0.0001859801781948467	0.0004690514922104945	0.0030962162119510966	0.9999999998050724	1.6421745187283835e-12	4.407461846543528e-06	0.004276106630583458	0.695719330765923	1.1609486410565746e-11	3.0089337363513204e-09	1.5211786874431375e-07	6.286158891719944e-22	3.8508974553076137e-20	1.2844529940412637e-06	0.38974516400606374	9.60928178059851	0.001363154048124738	0.09770483310625198	8.767213394197975e-11	0.00021281379027628632	0.17665655942366526	19.823117402493214	5.657433544475819e-10	1.157122956237732e-07	1.3106738476606073e-05	2.419114233817327e-20	3.2858502976177235e-18	8.880629835685068e-11	29.999999999833268	1.649022434465651e-11	6.117068886714944e-11	62.686320928543886	107.31290733940627	6.87853101997725e-07	4.519928173040267e-10	6.645527457129218e-10	7.209774965900742e-11	5.391176934375642e-05	0.0001613402072192634	1.5419455216982692e-12	3.201771472343754e-07	2599.999999679825	9.85325803835815e-13	7.109182626054968e-11	2.6946731699560556e-09
2	1.5421154380545337e-15	1.4806688470613696e-13	4.2538143397595104e-08	3.5363240496742067e-10	1.8212406297821865e-09	1.4302647235028879e-10	3399.999994614676	583.6702874788707	816.3297119548222	1.3146012554497822e-09	9.52000105396555e-09	2.840919368274537e-08	3.9534797763720727e-08	0.6320638744710482	89.36716135515555	2.0804176683973548e-08	3.499445432749557e-11	6.346187770403395e-11	3.555653759447303e-06	0.0005080058226444506	32526.05827337971	24.854190851242237	35.145809094524616	3.6453576340357023	296.35464232342594	4.471688256866197e-10	2.7407221474444924e-05	2.4999725923313583	7.139058824109189e-10	0.0015027069513701117	0.0002631824759338064	0.0	0.0002310181311675	0.0003250300809328997	0.0007331601623362998	0.0019449010371846666	0.9999999620708055	1.7970742652419352e-10	1.726401536273584e-05	0.004278629234044972	0.6957027602250448	1.569694540929561e-09	2.6601643567010834e-08	1.3180760426942136e-06	9.22789710911042e-18	5.577415415264433e-16	4.568808941132133e-06	0.39003369683282135	9.608213151885668	0.0013589439290026502	0.09733453958074319	1.0073525458123497e-08	0.0009176523430922946	0.17677103828590507	19.822183081436457	7.96410052328598e-08	1.1416813508765615e-06	0.0001269293410100556	3.9638938031093883e-16	5.3621442141218404e-14	9.851843749680816e-09	29.999999970133327	5.5184314084844134e-09	1.4353369078453323e-08	62.686004822009494	107.31169636764331	5.362765854504315e-06	2.61739259007768e-08	3.6848902515830965e-08	4.174606507590162e-09	0.00019564428607756314	0.0005722980773212837	3.6796607372908875e-10	2.4962234931759905e-06	2599.9999975034134	2.983829327599469e-10	9.297464103425704e-09	3.4590065263898083e-07
3	1.5493358834962044e-13	1.5488518550079224e-11	1.0665134866967027e-06	7.178217557055426e-09	3.5217033094710914e-08	4.038300449182233e-09	3399.9999832374942	583.6704579549323	816.3295347436886	2.401170587064094e-08	1.4708857869241866e-07	4.33248641482592e-07	4.566537251053676e-07	0.6319794632054204	89.36667932064489	6.467524817911109e-08	3.2310628466201413e-10	5.81724329593496e-10	7.085353305086538e-06	0.0010084650940240909	32525.91411593346	24.853046529877346	35.14695221410972	3.644846394443174	296.3551525390276	2.677051923125196e-09	8.511940660639544e-05	2.4999148779163436	1.7218137768844535e-09	0.0018379587961082275	0.0003254880446721516	0.0	0.0002825276354826436	0.0004105199381431324	0.000895904803729348	0.0012475963829987893	0.99999941966278	2.1065788317840904e-09	3.5083943300545324e-05	0.004277990352321359	0.6956825354985041	2.0834940900366646e-08	8.704723301484622e-08	4.2793120485228695e-06	1.550493925314015e-15	8.473470004515523e-14	9.005022510076818e-06	0.3899723159857731	9.607423594711191	0.0013607202506801424	0.097481960412835	1.1985446726788802e-07	0.0019275461161898523	0.17673543177450993	19.82090298905187	1.0703286472893714e-06	3.8838946245390486e-06	0.00042840787268196733	6.954903289193899e-14	8.506179677570514e-12	1.1598177752852341e-07	29.999999510436837	1.1207759479661658e-07	2.5746548732832053e-07	62.685954432698274	107.30975617711516	1.6663454556355212e-05	2.1622529115739197e-07	3.0030264913700274e-07	3.4554990047891664e-08	0.00038781747048905753	0.0011267950037749561	6.7210441982759375e-09	7.75639061960185e-06	2599.9999922368925	6.327979148498767e-09	1.2627225406941583e-07	4.521168691248173e-06
4	3.1554855107893757e-12	3.194588344969594e-10	9.057310329184033e-06	5.31082969674847e-08	2.588153638326381e-07	3.85953617187719e-08	3399.9999635142995	583.6711303921063	816.3288290114845	1.7011605404610149e-07	9.026689458777151e-07	2.6196878367431228e-06	2.3510795526249263e-06	0.6319196508524211	89.36611075415915	1.4062633285971736e-07	1.4520764346992402e-09	2.5993577140597445e-09	1.1213772192958508e-05	0.0015929782572735084	32525.84716518841	24.85196288329472	35.14802684447975	3.644485362495778	296.3555055798712	8.965916455636944e-09	0.00018424177809468447	2.4998157492559905	2.982485564107597e-09	0.0020348216411766626	0.0003644233524901726	0.0	0.00031476434106880643	0.0004638115991135174	0.0009977571009770793	0.0008244100167717351	0.9999964776432176	1.0925248270929354e-08	5.570539067672068e-05	0.004277476932277825	0.6956568144491408	1.1749429519876182e-07	1.972686077554461e-07	9.673482539503631e-06	4.775793994237184e-14	2.5755556277176384e-12	1.4087401553467629e-05	0.38990494042232987	9.606413527929046	0.0013694392500387491	0.0981224150137921	6.261789807942175e-07	0.0031102786638829093	0.17670343617966272	19.819190143056648	6.07255415239061e-06	8.894041099542465e-06	0.0009783328462612997	2.1796033010118176e-12	2.627912227277519e-10	6.027421599644782e-07	29.999996723147554	8.349286964283603e-07	1.8005862230340017e-06	62.68584380843512	107.30758764995721	3.6086725389605655e-05	8.698018919212523e-07	1.2069630491902018e-06	1.3912992617939917e-07	0.000608534911881979	0.0017620040990353936	4.761667189252964e-08	1.6797401624215935e-05	2599.999983154986	4.96399841785596e-08	7.12658409936654e-07	2.5304115452815657e-05
5	3.260473978494814e-11	3.270447370437058e-09	4.258837684218208e-05	2.3701034092829868e-07	1.1132612776956112e-06	2.0064883625630285e-07	3399.999934149707	583.6713525736299	816.3285038266852	7.170294698096502e-07	3.341543768828751e-06	9.726901860353343e-06	7.894255942682364e-06	0.6319332720682334	89.3654258784549	2.5265576943970845e-07	4.469846700390611e-09	7.997559304804419e-09	1.5720618193253066e-05	0.002232113283667615	32525.79726510322	24.853150662443955	35.1468020540608	3.644551321568026	296.355406086752	2.1983544104024888e-08	0.0003289145034117135	2.499671063513046	4.361962205713493e-09	0.0021470361483422063	0.00038913694280361	0.0	0.0003352575211687078	0.000497517691411904	0.0010625501180265414	0.0005684752327407132	0.9999869315543712	3.6822971362677166e-08	7.784987205225841e-05	0.00427738569519596	0.6956255659358673	4.1842381546603497e-07	3.756236082581637e-07	1.8355096111745335e-05	5.995184683732595e-13	2.97667393004026e-11	1.9517849989929173e-05	0.3897593369325176	9.605165567570756	0.0013849511322541763	0.09923910174720936	2.1186131616998255e-06	0.004387318600601367	0.17668982593163432	19.817037761011655	2.1693808795001984e-05	1.6762166945662653e-05	0.0018383160221658306	2.727852695793623e-11	3.030737176954107e-09	2.033993429179937e-06	29.999986631414412	3.6135090246224167e-06	7.520434293086489e-06	62.68354357883854	107.30742454446643	6.445729780826329e-05	2.433049171937059e-06	3.3750166592789227e-06	3.8945073525946996e-07	0.0008441122435484444	0.002440699641851359	2.0070155797865906e-07	3.000314129485723e-05	2599.9999697961616	2.2266432274294148e-07	2.5929933409248143e-06	8.977943319005872e-05
6	2.020367356363428e-10	1.972624038775063e-08	0.00014876180963354128	7.658482973048293e-07	3.6393792205329208e-06	7.71473720222474e-07	3399.9998935638255	583.671674312189	816.3279296235686	2.3012236548082724e-06	9.547567131403551e-06	2.7687051242058666e-05	2.0853836382395777e-05	0.6319111869514004	89.36474088588625	4.034360290941751e-07	1.1226823688036959e-08	2.0059912755548463e-08	2.0539948719176747e-05	0.0029097934474156158	32526.039360505103	24.854873205739302	35.144964059728174	3.644602840217766	296.3552483780442	4.471554426130936e-08	0.0005212375911259052	2.499478717693332	5.779052011213254e-09	0.0022085418244872763	0.0004053569416018163	0.0	0.0003487061371395078	0.0005195407809256454	0.0011052306138434932	0.00041257320740598107	0.9999627653816271	9.7503569826459e-08	0.00010068421547822042	0.004277122801085069	0.6955882906018703	1.1596990380022836e-06	6.526478318535646e-07	3.196081557611502e-05	4.467745683298711e-12	2.2230908598090142e-10	2.509843511210115e-05	0.390036888086495	9.603125419435578	0.001407003430550872	0.10081816381965876	5.624380830398522e-06	0.0057081525511905595	0.17666065011891754	19.81441477590079	6.0258919315304625e-05	2.8290405279327166e-05	0.003108145280546363	1.9915856912703194e-10	2.222420614772608e-08	5.390106668697087e-06	29.999958090496115	1.1802101828977016e-05	2.394582166339145e-05	62.68306129210869	107.30532508169875	0.00010220331253182336	5.586697373156964e-06	7.582829270770093e-06	8.907668697533318e-07	0.0010873946524820066	0.0031389136039593015	6.44128580266372e-07	4.757289768905319e-05	2599.9999517829783	7.567315031636689e-07	7.095219302033043e-06	0.00024817041153145993
7	9.78726303936983e-10	9.123812030064644e-08	0.0004207478324221141	2.085309132776662e-06	9.801189172292163e-06	2.386528249009551e-06	3399.9998393157957	583.6715609659065	816.3275120658598	6.110801164561102e-06	2.285011672734537e-05	6.606463772524239e-05	4.7281080533146426e-05	0.6319196553631895	89.36398363395989	5.951332196739916e-07	2.4948776811039882e-08	4.452655182957619e-08	2.555112267938012e-05	0.0036223924335498465	32525.77743812427	24.853234238406397	35.14631018492934	3.644560438632618	296.355018721318	8.016429200406311e-08	0.0007620135221356104	2.499237906313575	7.166977908657395e-09	0.002239207613476823	0.0004164168688651784	0.0	0.0003579668292968675	0.0005344709094918016	0.0011343938344040407	0.00031745661319536794	0.999911085245548	2.214251819833168e-07	0.00012374180751827858	0.004276867118902789	0.6955418211501935	2.72246772919693e-06	1.0943143422452965e-06	5.3460007950171994e-05	2.4843001638187522e-11	1.2292834647003627e-09	3.073052185883443e-05	0.3896810033361076	9.60132279910765	0.0014351860205099713	0.10284773762705997	1.2792562658824889e-05	0.007043810711707727	0.176636138238724	19.811132557293178	0.0001416629310088463	4.525029254710661e-05	0.004959334792666588	1.07113563381546e-09	1.1874585201823975e-07	1.2246797534027208e-05	29.999890519089313	3.168564326977606e-05	6.316194162758655e-05	62.6818937946176	107.30383061659323	0.0001494999356425617	1.1092945264667223e-05	1.537153993631962e-05	1.7776371873332546e-06	0.001332171677803019	0.0038432402652996533	1.7104559520108575e-06	6.958820599132996e-05	2599.999928701342	2.091808947762117e-06	1.6793141979654684e-05	0.0005815494248158923
8	3.967342848119809e-09	3.484656329722818e-07	0.0010229451642367656	4.905367979535521e-06	2.3001633483552018e-05	6.285594047052695e-06	3399.9997673310518	583.6714347094031	816.3266238627509	1.4186670841903255e-05	4.8519638196350334e-05	0.00013997713284485966	9.668723806353067e-05	0.6319245965893133	89.36316727310849	8.299319941873963e-07	5.1529906680090934e-08	9.19158515291279e-08	3.0873096263374036e-05	0.004377870423947795	32525.61507775358	24.852267838418214	35.14663243734495	3.6445358322579624	296.3544408701447	1.3131641126799844e-07	0.0010512233810517897	2.498948645302539	8.518730899207297e-09	0.002251099781462389	0.0004243517474567129	0.0	0.0003646288805190864	0.0005451001871600457	0.0011554359697803214	0.0002592435984792694	0.9998115032289593	4.532680811788807e-07	0.00014670941850809026	0.004276522074284557	0.6954806612631735	5.712344586937926e-06	1.802261583614026e-06	8.798636797572484e-05	1.109107538440116e-10	5.47779405393205e-09	3.633608103927016e-05	0.38940369737058406	9.599033501301333	0.0014695277095836154	0.105316181135928	2.6213390872240107e-05	0.008375382449058544	0.17660197326770571	19.806891051600243	0.0002975024616024068	7.016680644528833e-05	0.007684250138131952	4.564058137940251e-09	5.050246090735067e-07	2.5079601191916743e-05	29.999748765453084	7.40616567624523e-05	0.00014580769490883555	62.68080240208269	107.3022028553749	0.00020636225305752082	2.0656222440987965e-05	2.8636271082084072e-05	3.309338105731372e-06	0.0015759508805568078	0.004544199726392573	3.970948339656841e-06	9.60560884098697e-05	2599.9998999729673	5.004501113240759e-06	3.52799142114288e-05	0.0012188751760787162
9	1.4412110992353709e-08	1.183415511195867e-06	0.0022442289743953843	1.0480224055595052e-05	4.914367373359356e-05	1.4811097593335109e-05	3399.9996704552914	583.6715670758681	816.3246505694489	3.0061516881839605e-05	9.523336298028122e-05	0.00027463081271841524	0.00018504259735222184	0.6319055627010568	89.36226806848177	1.110986313437787e-06	1.0247958151604877e-07	1.8275916073313857e-07	3.670262989500914e-05	0.005200257948914933	32525.756224967296	24.853088439435332	35.14451127650191	3.644568231127574	296.3531863420702	2.0117958208787488e-07	0.001388330751233454	2.4986114680691855	9.820772191391115e-09	0.002251624506289093	0.00043042871917962856	0.0	0.0003697263797138531	0.0005531724928427873	0.0011716800261804398	0.0002231568754399108	0.9996301358243018	8.679727668786123e-07	0.00016936715173941768	0.004275976537192676	0.6953948893099561	1.1141597855909885e-05	2.957233381877667e-06	0.0001444786390909567	4.3521118280031773e-10	2.1471951479457166e-08	4.1839423707784974e-05	0.38956400642074485	9.595894941462642	0.001509941945504268	0.10821242762282866	5.022644620102146e-05	0.009689364072230219	0.1765465438033533	19.801138573146524	0.0005805449299934479	0.00010758060641481964	0.011790191764623856	1.6911547066776713e-08	1.869504260755263e-06	4.8040984213974054e-05	29.9994721011524	0.00015758329412160108	0.0003074634716613324	62.6800006571833	107.30024180319185	0.0002727049552618291	3.6890453695704e-05	5.1101070486977736e-05	5.91387514575506e-06	0.0018166976234059295	0.005235181059622679	8.414428795766219e-06	0.00012693683584951131	2599.999864648739	1.085615533423757e-05	6.872000157417245e-05	0.0023757695483148573
