	E	E_M	E_P2	E_P_1	E_P_2	M	P	P2	T
0	0.00015	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1	7.991172035513905e-05	2.4897332263443275e-06	1.8876879998634916e-08	6.032099989724141e-05	7.2586696412763e-06	0.04327383935454034	0.9520955028044712	0.0021486260679229453	0.002411943493420835
2	8.050582745400831e-05	4.658326124062725e-06	3.7296656704527664e-08	5.783870594377381e-05	6.959843821448862e-06	0.08026431171732464	0.9062327625862319	0.004203594378678127	0.009229837145219412
3	8.121384307348386e-05	6.540764492895983e-06	5.5225558113189905e-08	5.551158982967346e-05	6.6785770458309795e-06	0.11165785897037696	0.8622353916332098	0.006167569052182119	0.019870394187304602
4	8.202174958466113e-05	8.160113550302851e-06	7.272552037673758e-08	5.332847306375763e-05	6.4169382808987505e-06	0.13806812985225791	0.8199906858028968	0.008045796428438818	0.033827409665990994
5	8.293243374637391e-05	9.57529651819675e-06	9.003136375085352e-08	5.123771571218143e-05	6.164522659493352e-06	0.16006219827477658	0.7793939534214365	0.009843163569312443	0.05063361716822066
6	8.392683253365956e-05	1.0775965574524461e-05	1.070307859791748e-07	4.9262566775396835e-05	5.927604330435389e-06	0.1780699931207819	0.7403792941337762	0.011562675631225238	0.06992196394675
7	8.500706113451994e-05	1.1803113324169957e-05	1.2381521961765555e-07	4.7367125452856954e-05	5.698884868830707e-06	0.19254560185242098	0.7028652737031582	0.01320812712877488	0.0913160043767801
8	8.616443557959447e-05	1.2667014298684475e-05	1.4050067562510437e-07	4.554749317875299e-05	5.480556267337961e-06	0.20385822843429854	0.6667939747036946	0.014782174797291494	0.11450178650029455
9	8.739484309005478e-05	1.3383077494511288e-05	1.569863776259932e-07	4.379585845210199e-05	5.269234585700317e-06	0.2123588606600117	0.6321080032439482	0.016287470633009556	0.13918306030612013
10	8.869375248146718e-05	1.3966263078260788e-05	1.7343211089227932e-07	4.210074409332283e-05	5.065808236050696e-06	0.21835435779603302	0.5987607305543969	0.01772615216791233	0.16509745323413869
11	9.005616644152138e-05	1.4424777510628904e-05	1.8971371300790096e-07	4.046128796756525e-05	4.868054367270646e-06	0.22213193372476142	0.5667076328654546	0.0191002703785718	0.1920002191976531
12	9.147898878949593e-05	1.4774284201094395e-05	2.0598269624564914e-07	3.886435828848608e-05	4.676386024672141e-06	0.22394808888535428	0.535910898736584	0.020411559451987152	0.21967093191486345
13	9.295638553818381e-05	1.5017421262310238e-05	2.2210105295082846e-07	3.7314614152514e-05	4.489477994035545e-06	0.22403997608654105	0.5063352073301663	0.021661645967696545	0.24790612700113362
14	9.448456080304074e-05	1.5169458368775698e-05	2.3818685085157212e-07	3.5800117191685355e-05	4.307676785640482e-06	0.222622900329082	0.4779497178684853	0.022851947364377626	0.2765199189988574
15	9.605909774443225e-05	1.5231799690245049e-05	2.5412952680160555e-07	3.432515531858967e-05	4.129817719925445e-06	0.21989690360091546	0.45072424029727387	0.023983864303984005	0.30534105089557034
16	9.767503956275691e-05	1.5218251439848128e-05	2.700101430589865e-07	3.288034469797013e-05	3.956354156358636e-06	0.21604274905315352	0.42463278042163916	0.025058600695908387	0.3342135448688609
17	9.932733212070605e-05	1.512926668775308e-05	2.8572162837667483e-07	3.1471219979389804e-05	3.78645958376692e-06	0.21122878570829767	0.3996489534766539	0.026077394506922084	0.36299419364024627
18	0.0001010113285660294	1.4977934850547145e-05	3.013299472424863e-07	3.0088927567367435e-05	3.6204790688050178e-06	0.20560732786018696	0.37574927579032963	0.027041350897343306	0.39155305678070546
19	0.0001027209996641379	1.476409919102666e-05	3.1672853598569016e-07	2.8740275908981012e-05	3.457896699859667e-06	0.199319502624938	0.3529095740678334	0.027951622982799997	0.4197720213240921
20	0.00010445165100310232	1.4500223209132724e-05	3.3196732023228083e-07	2.7417156471342958e-05	3.2990019961829254e-06	0.19249273672061398	0.3311075694738954	0.028809280866781337	0.4475448645897117
21	0.0001061966425521444	1.4185843433442524e-05	3.469438252744147e-07	2.6127072587476315e-05	3.143497601655529e-06	0.18524435254243676	0.3103198997749199	0.029615461491454848	0.4747764828337399
22	0.00010795116977119822	1.3832852921369382e-05	3.6169405783222417e-07	2.4862647919460654e-05	2.9916353301345875e-06	0.1776796152253052	0.2905243963047575	0.030371253287185998	0.5013826863525219
23	0.00010970817777684336	1.3440608336879067e-05	3.7612064351539897e-07	2.363180718013297e-05	2.8432860626236102e-06	0.16989456544227122	0.27169748956583634	0.03107782658371217	0.5272898265859565
24	0.0001114628808710138	1.3020433020645668e-05	3.902491760689904e-07	2.2427773180187044e-05	2.6986637520791255e-06	0.16197449584877954	0.2538162891111697	0.03173632825730034	0.5524343496636207
25	0.00011320804270667993	1.2571535890762267e-05	4.039885022849266e-07	2.1258666979939986e-05	2.5577659203285327e-06	0.15399624487892571	0.23685630168406574	0.03234799620984488	0.5767626652698696
26	0.00011493910584195422	1.2104619406667187e-05	4.173575125692546e-07	2.011815405428363e-05	2.4207631845205657e-06	0.14602704546884332	0.22079336424189916	0.03291406143907482	0.6002304679560239
27	0.00011664892611574438	1.1618714777844517e-05	4.302726639229462e-07	1.9014344035911577e-05	2.287742406571584e-06	0.13812642711093362	0.20560163469819576	0.03343584856111476	0.6228027385558709
28	0.00011833328170779403	1.1123850906434255e-05	4.4274807115685473e-07	1.7941281839970744e-05	2.1588374746396837e-06	0.13034547886750003	0.1912552491369855	0.03391469181302284	0.6444529134641986
29	0.00011998539691464287	1.0618766417078973e-05	4.54710558571124e-07	1.6906937645947007e-05	2.0341884637556492e-06	0.12272809736203971	0.17772711423654336	0.034351994868612096	0.6651627789297188
30	0.00012160211693572217	1.0112786089238395e-05	4.6617600103493504e-07	1.590508515730525e-05	1.91383581669478e-06	0.1153111692614984	0.16498986597587223	0.03474918210395522	0.6849213847756092
31	0.00012317754593311534	9.604096732923719e-06	4.770833879583487e-07	1.4943336312943722e-05	1.7979376330543194e-06	0.10812494406835353	0.15301473333315616	0.035107754802604224	0.7037257453418183
32	0.00012470843955322995	9.101463060968135e-06	4.874439693735975e-07	1.4016107698092475e-05	1.6865457183296137e-06	0.10119395629992965	0.1417733690597407	0.035429198069415926	0.721578185010466
33	0.00012619041842193467	8.60255779156061e-06	4.972120788010641e-07	1.3130042023645234e-05	1.5797696840526497e-06	0.09453692420998588	0.13123580791617387	0.03571508300566889	0.7384883752865924
34	0.00012762139478143767	8.115148724321085e-06	5.064047838841602e-07	1.2279466545822141e-05	1.4775851645291152e-06	0.08816790120771162	0.12137275371042267	0.035966950521630146	0.7544700159550162
35	0.00012899761413794853	7.636665808883053e-06	5.149848777993165e-07	1.1470621574565227e-05	1.3801136007983424e-06	0.08209614853498458	0.11215379297411743	0.03618640037331029	0.7695426557317249
36	0.000130318388960885	7.17381352520413e-06	5.229765904026273e-07	1.0697576683023332e-05	1.287244240479644e-06	0.07632722355529023	0.10354919004774303	0.03637500026451487	0.7837289045214121
37	0.00013158084137416685	6.723720167991898e-06	5.303528937686287e-07	9.966003705215706e-06	1.1990818588510559e-06	0.07086288953767217	0.09552858976658674	0.03653434983197841	0.7970557517051363
38	0.00013278545172940175	6.292124296933977e-06	5.371434950431235e-07	9.269830727392936e-06	1.1154497512229299e-06	0.06570212495673758	0.08806242857751834	0.036666009664663345	0.8095522222528098
39	0.00013393027681580104	5.87585850639092e-06	5.43331325012229e-07	8.614108752540142e-06	1.036424600250475e-06	0.06084105216780865	0.08112100462757739	0.03677154631658084	0.8212503271648486
40	0.00013501679982075987	5.4797831512517365e-06	5.489504953793564e-07	7.992690758698995e-06	9.617757739043901e-07	0.05627380250825105	0.07467543984784025	0.03685248484770407	0.8321832895960249
41	0.00013604399690800607	5.1004778562829605e-06	5.539930740207982e-07	7.409985482799357e-06	8.915466788850577e-07	0.0519925589607304	0.06869732150243683	0.03691032404370573	0.8423858394900348
42	0.00013701398898485233	4.735446866885485e-06	5.584868180989747e-07	6.8664789810225e-06	8.25598349134412e-07	0.04798804898480264	0.06315876968906019	0.03694653575635424	0.8518936595587675
43	0.00013792620713210015	4.400441144500312e-06	5.624545587149608e-07	6.347291538534697e-06	7.636056261431986e-07	0.04424991643006551	0.058032994906139924	0.0369625331013398	0.8607424817695866
44	0.00013877603907564969	4.083208921937642e-06	5.658479938131093e-07	5.8687622216120555e-06	7.061417869808236e-07	0.040799886263498515	0.053343120697325254	0.03695730655418364	0.868888462524068
45	0.00013962007432114168	3.76552875922826e-06	5.689831182867709e-07	5.395542786672427e-06	6.498710146643561e-07	0.03755840696878886	0.04896257045433247	0.03693710929735409	0.8765315333538455
46	0.0001403333098640053	3.4963673053397686e-06	5.713180872495862e-07	4.997650363489246e-06	6.013543799099404e-07	0.03454705203506722	0.044918335558398775	0.03690072180432248	0.8836242239120752
47	0.0001410361396052779	3.2301119277435657e-06	5.733793327753437e-07	4.606126161515069e-06	5.542429726823886e-07	0.031755439046867624	0.0411907167944608	0.03684919302466382	0.8901956872736126
48	0.00014169316708431543	2.980514463243957e-06	5.750305384878443e-07	4.240996651750323e-06	5.102912621971173e-07	0.02916995462588367	0.03775588268548251	0.036783771252176696	0.8962820846035411
49	0.00014229563179631892	2.7509681401678583e-06	5.762549560296947e-07	3.907022815613269e-06	4.7012229186523137e-07	0.026777797897652538	0.0345924680997076	0.036705571708543105	0.9019164579258927
50	0.00014287855463097446	2.5285012973936725e-06	5.771803086012536e-07	3.5844656505122134e-06	4.3129811251310766e-07	0.0245691414304859	0.03168396410203633	0.03661547869873717	0.9071242943233713
51	0.0001433901643894163	2.33274370997493e-06	5.776693966947399e-07	3.302092790887259e-06	3.9732971302107994e-07	0.02253118408643423	0.029010303518783132	0.036514534575585234	0.9119373679835865
52	0.00014389112653994667	2.1408895178955405e-06	5.779105703761399e-07	3.0259718161097015e-06	3.641015556659677e-07	0.020652252031515734	0.02655349247673713	0.03640368368962773	0.916384462928659
53	0.0001443332647159869	1.971242087252071e-06	5.777925374502741e-07	2.7828519122251495e-06	3.3484874707966193e-07	0.018922219609770766	0.02429826058447896	0.03628372794839441	0.9204901251220715
54	0.00014475812726955832	1.8081295046282333e-06	5.774345508467836e-07	2.549532329266826e-06	3.0677634569415385e-07	0.01732982536198807	0.022228013692483405	0.03615553148078915	0.9242813875920086
55	0.0001451399857940827	1.6613624909931868e-06	5.767929807533069e-07	2.3402658617464554e-06	2.815928724188067e-07	0.01586600063376522	0.02032959150734376	0.036019786170404224	0.9277797616742806
56	0.00014549884729716077	1.523381632690908e-06	5.759265856270195e-07	2.1438777312255557e-06	2.579667532901819e-07	0.014520708996871733	0.018588666085722585	0.03587723568752105	0.9310088880771814
57	0.00014582649395828988	1.3973468461732397e-06	5.748331993878636e-07	1.964899699057549e-06	2.3642629708558963e-07	0.013285595618096096	0.016993471903189866	0.03572849615999205	0.9339882628126799
58	0.00014612980197072144	1.280657944746324e-06	5.735411206691668e-07	1.799472764040817e-06	2.1652619981605438e-07	0.012152032191051324	0.015531991275480626	0.03557419074034049	0.9367379155950979
59	0.0001464088063142738	1.1733276042628255e-06	5.720626018736941e-07	1.647561158858852e-06	1.9824232072444404e-07	0.011112387649686414	0.014193714687893143	0.03541486658970838	0.939275439879026
60	0.00014666544101607254	1.0746210212628339e-06	5.704157260969257e-07	1.5080604953963623e-06	1.8146174116491078e-07	0.010159290991426985	0.012968576474342715	0.035251045126507806	0.9416177528487382
61	0.00014690173306983165	9.837833579469783e-07	5.686140195945667e-07	1.379840826063085e-06	1.6602872655728947e-07	0.009285949782704837	0.011847378577546072	0.035083202665448676	0.9437803707073699
62	0.00014711877426758522	9.003926725412016e-07	5.666726816020927e-07	1.262273272495205e-06	1.5188710576980694e-07	0.008486030611538046	0.010821605312746271	0.034911779212396014	0.9457777036375868
63	0.00014731831968900087	8.237910599542069e-07	5.646033185795963e-07	1.1543853056153062e-06	1.3890062684347665e-07	0.007753626469385474	0.009883363189493361	0.03473718166945955	0.9476231469913502
64	0.00014750158219120982	7.535058580439274e-07	5.624194306677604e-07	1.0554872030453476e-06	1.2700531702663265e-07	0.007083281676903618	0.009025403827752859	0.03455978302125827	0.949329033056276
65	0.00014766985807881198	6.890499865337625e-07	5.601307455689936e-07	9.64864787655581e-07	1.1609640142319891e-07	0.006469926527931175	0.008241024006155265	0.03437992727593547	0.9509067920480564
66	0.0001478243499012483	6.299520241613144e-07	5.577490709362053e-07	8.818382311412402e-07	1.0611077250644919e-07	0.005908879756061375	0.007524061726240161	0.03419792990951673	0.9523669529580825
67	0.00014796612341507094	5.758105737072381e-07	5.552825455807602e-07	8.058238223912104e-07	9.695964324333351e-08	0.005395815925144921	0.0068688455173991116	0.03401408050008501	0.9537192241807855
68	0.00014809622134140426	5.262137765183012e-07	5.527414220146266e-07	7.362328673688411e-07	8.859059268743675e-08	0.004926743042499604	0.006270159130049125	0.03382864457341308	0.9549725494753791
69	0.00014821557870716	4.808089929566864e-07	5.501324228521246e-07	6.725558375941423e-07	8.0924039430542e-08	0.00449798394217584	0.0057232126700535344	0.03364186521812963	0.9561351537483478
70	0.0001483250721557518	4.392472056983401e-07	5.47464434494646e-07	6.142976606505844e-07	7.391854339813288e-08	0.004106151698672638	0.005223606287163219	0.03345396493797877	0.9572146021483408
71	0.00014842551301914273	4.0122254350939725e-07	5.447429424653094e-07	5.610183210817725e-07	6.750317379422573e-08	0.0037481311877470168	0.004767303169252125	0.03326514715190148	0.9582178440041181
72	0.00014851764592340924	3.6643639817297366e-07	5.419756269643976e-07	5.122969224979507e-07	6.164512894878677e-08	0.0034210590128456314	0.004350600750572497	0.033075597675261005	0.9591512602072438
73	0.00014860216130763564	3.346290193795291e-07	5.391669166169001e-07	4.677608799397058e-07	5.6281876421534715e-08	0.0031223049132190917	0.003970104526493123	0.0328854861485974	0.9600207065729975
74	0.00014867969402734195	3.055440438074835e-07	5.363234384845118e-07	4.2705076223657626e-07	5.138772812274875e-08	0.0028494546882803363	0.003622704196819648	0.0326949672680231	0.9608315535409038
75	0.00014875082813452622	2.7896254971563917e-07	5.334487180676475e-07	3.898530586720839e-07	4.6907539011667496e-08	0.0026002935036550942	0.003305550720841405	0.032504182037410456	0.9615887245662271
76	0.0001488161020521341	2.5466549974194964e-07	5.305484785426118e-07	3.5586215040345855e-07	4.282181917110486e-08	0.002372790626115114	0.0030160354357324374	0.03231325883727166	0.9622967312029325
