	ASL_b	ASL_c	ASL_m	ASLoOH_b	ASLoOH_c	ASLoOH_m	ASLpOH_b	ASLpOH_c	ASLpOH_m	AS_b	AS_c	AS_m	ASoOH_b	ASoOH_c	ASoOH_m	ASpOH_b	ASpOH_c	ASpOH_m
0	0.0	0.0	30.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8797.15	0.0	0.0	0.0	0.0	0.0	0.0
1	1127.7557174602262	318.12323486555124	23.101821203666493	288.91478572595156	81.51079894967239	0.29168806425521154	378.86447131379623	106.88969775777831	0.15857887952735816	48151.20087237245	13584.246583834138	8322.842868411537	1968.284759882243	555.3870216482303	1.0369879542775557	821.954075622812	231.93340805931513	0.2110909515758266
2	1479.9043649320365	417.4302538477179	26.750898733987725	496.87031102884396	140.15439622369553	1.140172978063744	684.9404112089628	193.2065376670117	0.6367959236581717	82503.17328729112	23272.423301038547	7948.70350269728	5191.904299882556	1464.6476516004016	5.838818996800688	2296.221029855509	647.7781779712219	1.2403671101425549
3	1716.8271823646223	484.24967912589926	31.760632132728407	604.9300494883339	170.62742284810986	2.239688487659514	866.2384381560332	244.33459106509127	1.2768331499933854	107840.59296244122	30418.280778141678	7649.29024045097	8556.879345988924	2413.738147981504	15.158191835841357	3966.3957005641514	1118.8607993873802	3.330532750199087
4	1905.6666266382838	537.5090973779758	36.51233964027395	665.5759576916512	187.7302525862211	3.4154720212625054	978.1348528665332	275.8911985629796	1.9753736531536021	126637.06347186155	35719.40937624652	7406.548912143843	11757.575599820895	3316.480218819277	28.939837309388697	5680.6389389754695	1602.3654841314326	6.543373595486056
5	2061.294668037801	581.4018909595242	40.673959068068484	705.0700405020948	198.86854317849873	4.5908930020194205	1052.7842131776	296.94403926480464	2.6795653819711043	140549.91657753492	39643.2163382308	7207.064272222167	14689.71078339211	4143.469939301127	46.87370706184877	7372.138814742104	2079.451876445281	10.870302418097753
6	2190.470082369554	617.834107461304	44.21797919911705	735.3515435467989	207.40902018808947	5.735184754649907	1107.3081605087261	312.32144095011654	3.3638182446952487	150772.6346117858	42526.29595495192	7040.711237450766	17324.614115418106	4886.624385284029	68.5670311305149	9009.41414812261	2541.2425118455853	16.270956635000676
7	2297.8235079155306	648.1117227965697	47.19964106646676	761.6684235320049	214.83153118871272	6.837798016646687	1150.7637060256536	324.57749288006835	4.016729710367894	158190.07470762453	44618.20316018193	6899.792573272247	19665.747976762545	5546.921748039004	93.61315224515397	10577.88465733943	2983.625928518735	22.690440293221137
8	2387.0119745005704	673.2661460589951	49.69313359172971	786.2295107106213	221.75892444197146	7.89667395091465	1187.9305628852537	335.0600790183262	4.634162643221517	163467.5405924902	46106.573065459415	6778.433210206371	21730.620532566074	6129.300923713957	121.62130646688016	12071.681601023969	3404.947330419215	30.067872313549795
9	2461.04124400571	694.1451830008879	51.77128528323836	809.8927344647781	228.43311099015708	8.913020077738826	1221.3144737704415	344.4758179999063	5.215599568645822	167109.07732077382	47133.56278140836	6672.137608109888	23542.456826079713	6640.312813657365	152.22933674817423	13489.61298679408	3804.8707794203665	38.34085809853576
