	ADP	ATP	BPG	Glc	NAD	NADH	P3G	gap	pep	pyr
0	0.0	10.0	0.0	10.0	0.0	0.2	3.0	0.365	10.0	0.15
1	0.00029754186267778475	9.99970245813732	0.001098812227597078	9.965081016412338	0.0002970324517185479	0.1997029675482814	2.963685171733028	0.40021601603937645	9.9639827135957	0.18601728640429563
2	0.0002970588988436706	9.999702941101154	0.0011574943285385538	9.929064967502764	0.0002965429723371415	0.1997034570276628	2.9276109302018956	0.4362315754695674	9.927907989100735	0.22209201089926217
3	0.0002965637818196131	9.999703436218178	0.0012150460382690253	9.893237504886953	0.00029605466521385104	0.1997039453347861	2.891726404183477	0.4720585497782552	9.892022967965293	0.2579770320347044
4	0.0002960554107857491	9.999703944589212	0.0012716480995511872	9.857599205246173	0.0002955520734462509	0.1997044479265537	2.8560320050731827	0.5076963468272676	9.856328060483964	0.293671939516033
5	0.00029553477829099396	9.99970446522171	0.0013271624439965995	9.822150167072277	0.00029503585913643243	0.19970496414086353	2.820527968769152	0.543144868786853	9.82082350354744	0.32917649645255836
6	0.0002950010533266269	9.999704998946672	0.0013816486569367212	9.786890967699366	0.00029450743232625564	0.19970549256767373	2.78521481161011	0.5784035397329549	9.785509812663433	0.3644901873365647
7	0.0002944543223947082	9.999705545677605	0.0014350868330216884	9.751822014614635	0.0002939666091371895	0.1997060333908628	2.7500929611724834	0.6134719519944963	9.750387415494874	0.39961258450512294
8	0.00029389416503829873	9.999706105834962	0.001487493589003373	9.716943724165588	0.0002934116716500068	0.19970658832834995	2.7151628189049415	0.6483496875060567	9.715456713069974	0.4345432869300215
9	0.0002933202705720721	9.999706679729428	0.0015388765185728884	9.682256531504823	0.00029284295188792306	0.19970715704811204	2.680424812034367	0.6830363114470615	9.680718132304934	0.46928186769506197
10	0.0002927326135865815	9.999707267386412	0.0015892264651145014	9.647760823215021	0.00029226091999841314	0.19970773908000156	2.645879335829914	0.7175314377049733	9.646172068443494	0.5038279315565009
11	0.0002921310567557948	9.999707868943242	0.0016385382232826178	9.613457021361793	0.00029166531172521425	0.19970833468827476	2.611526817826791	0.7518346439499278	9.611818948883542	0.5381810511164542
12	0.0002915152796202224	9.999708484720378	0.0016868218532499568	9.579345627324441	0.00029105522369378764	0.19970894477630619	2.577367750247504	0.7859454278992477	9.577659265527119	0.572340734472877
13	0.00029088489003790843	9.99970911510996	0.0017340911234627362	9.545427153039316	0.0002904303355808986	0.19970956966441908	2.5434026315802787	0.8198632772962602	9.543693516470311	0.6063064835296846
14	0.00029023969434976933	9.999709760305649	0.001780344207719333	9.511702105322982	0.000289791029052144	0.19971020897094785	2.5096319700862164	0.8535876857060657	9.50992220978056	0.6400777902194349
15	0.0002895797302539607	9.999710420269745	0.0018255668216868668	9.478170968384804	0.0002891373864086893	0.1997108626135913	2.476056264176715	0.8871181690015998	9.476345843906962	0.6736541560930324
16	0.0002889048722400947	9.999711095127758	0.0018697570057969468	9.444834236485427	0.00028846873124860047	0.1997115312687514	2.442676010748387	0.9204542322458176	9.442964915620621	0.707035084379374
17	0.00028821455890594774	9.999711785441091	0.0019129363814047455	9.41169244886263	0.00028778422116204904	0.19971221577883796	2.4094917282600687	0.953595335358528	9.409779942818968	0.7402200571810265
