time	W_star	Wt	Y	Z
2.0.45.0	0.38008425682010405	1	1.561966481879483	0.24831182505996002
2.0.5.0	0.348166111401697	1	1.616743376873801	0.253172635024289
2.0.5500000000000003.0	0.31822927582881905	1	1.668811337910989	0.258257154051142
2.0.6.0	0.290372021154362	1	1.718015322233753	0.26360048719774304
2.0.6500000000000004.0	0.264708292845152	1	1.764162107066683	0.269254266239971
2.0.7.0	0.24137095456465502	1	1.8070075071277012	0.275290461564978
2.0.75.0	0.22051564055114703	1	1.846234377798957	0.281811058315732
2.0.8000000000000003.0	0.20232672732947302	1	1.8814152708696201	0.288966305935541
2.0.85.0	0.187028561649163	1	1.9119451878977791	0.29699001866942404
2.0.9000000000000004.0	0.17490959752034502	1	1.936909228135313	0.306273983865378
2.0.95.0	0.166379196514637	1	1.954788516181015	0.317545502952062
3.0.	0.162114200864025	1	1.962684070431207	0.33237298944654203
3.0.0500000000000003.0	0.16350296571389503	1	1.9536383844304621	0.35506273111923004
3.0.1.0	0.17455578826308002	1	1.901269218301954	0.404667997683881
3.0.1500000000000004.0	0.22888274571674003	1	1.238416285035995	0.9836776492357491
3.0.2.0	0.433316845538386	1	0.6675642950820141	1.121415964197292
3.0.25.0	0.5781070075765391	1	0.7347760961945881	0.7686447982298921
3.0.3000000000000003.0	0.6435021772061631	1	0.9426376718352081	0.44479112829108103
3.0.35.0	0.6383187759308291	1	1.1200954173068831	0.27949244351587
3.0.4000000000000004.0	0.6051892101164611	1	1.218335048108934	0.23915015251390803
3.0.45.0	0.566065327956177	1	1.292594149537327	0.23257235886090002
3.0.5.0	0.526743993662803	1	1.359507404682891	0.234134177776798
3.0.5500000000000003.0	0.48865867227145604	1	1.422921619612141	0.23778289980152703
3.0.6.0	0.45219564152941705	1	1.483689198333162	0.24206821925281702
3.0.6500000000000004.0	0.417492573199637	1	1.541948637375525	0.24664098284743202
3.0.7.0	0.38463258491198504	1	1.597653666816881	0.25142749004070103
3.0.75.0	0.35369349371158404	1	1.650696653289108	0.256429662836732
3.0.8000000000000003.0	0.324761704390075	1	1.700934489931246	0.261676340579505
3.0.85.0	0.29793747859235403	1	1.748188536492766	0.267213177543758
3.0.9000000000000004.0	0.273338500345427	1	1.7922346141474832	0.27310415471286703
3.0.95.0	0.25110394367431	1	1.832784688379218	0.279439094113191
4.0.	0.23140054183437203	1	1.869456053254226	0.286348276321685
4.0.05.0	0.21443314372683903	1	1.9017172022822662	0.29403017051254604
4.0.1000000000000005.0	0.20046533259954702	1	1.9287849242683062	0.30280789025181903
4.0.15.0	0.18986385285349403	1	1.949406255841907	0.313257497893251
4.0.2.0	0.18320467018313202	1	1.96132121188416	0.32654847404693604
4.0.25.0	0.181566671185136	1	1.9596034988622262	0.345583245726146
4.0.3.0	0.18760293968712602	1	1.9290829657737951	0.38070028756621305
4.0.3500000000000005.0	0.21337539862568103	1	1.74824640408196	0.5316367933174371
4.0.4.0	0.381837428282818	1	0.6775896471304751	1.256431470598728
4.0.45.0	0.552743371801733	1	0.695942577115364	0.8886347412944161
4.0.5.0	0.6470276586200641	1	0.8581520830783861	0.5516926979547121
4.0.55.0	0.662196205747117	1	1.070423603172651	0.31611250095422505
4.0.6000000000000005.0	0.6348127318760061	1	1.188023620912095	0.24691846958621302
4.0.65.0	0.596556921390753	1	1.267548335872689	0.23334346048829702
4.0.7.0	0.556900200016148	1	1.3363104605201	0.23319362197927102
4.0.75.0	0.518176718117579	1	1.4007928562987462	0.23638225286938802
4.0.800000000000001.0	0.48098486143763003	1	1.462463557596581	0.240509751939728
4.0.8500000000000005.0	0.44550938219093306	1	1.521611112457871	0.24499637055282802
4.0.9.0	0.41183988514891	1	1.5782306107593391	0.249709163831023
4.0.95.0	0.380049991901084	1	1.632230700491184	0.254632673806032
5.0.	0.35021850852985903	1	1.683480091851672	0.259788399708959
