	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_7	species_8	species_9
0	6.69999967736e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	6.305391721055078e-05	7.581940220690068e-08	5.424195389738391e-07	1.5054531248669134e-07	8.457922340559731e-08	7.165937857115601e-08	1.9912426368788705e-06	7.573581836101828e-07	1.3832483911776605e-07	1.3742340936137102e-07
2	5.9325132696367375e-05	1.4746372876104518e-07	1.0549701717728572e-06	2.9280068795851977e-07	1.6450100233008268e-07	1.393727575952878e-07	4.589569679320211e-06	8.013258965608775e-07	2.239841254892653e-07	2.6727945319567395e-07
3	5.5881094084249623e-05	2.1363698872098217e-07	1.5283802503951622e-06	4.2419283573286715e-07	2.3831961306450995e-07	2.0191525395811273e-07	7.167775326869621e-06	7.058939312035343e-07	2.608462699799293e-07	3.872191352237021e-07
4	5.2647420984116016e-05	2.75768316147947e-07	1.972873941954492e-06	5.475594124988079e-07	3.076293051746027e-07	2.6063758865903305e-07	9.562516297300252e-06	6.59770105815166e-07	2.7796293704113726e-07	4.998327749337769e-07
5	4.9598171728230216e-05	3.3435615049522257e-07	2.392017131838842e-06	6.638901085079931e-07	3.729861054905163e-07	3.160108530076339e-07	1.1828125650754776e-05	6.192245252687235e-07	2.837097138705425e-07	6.060237987185708e-07
6	4.669355043300343e-05	3.9016512411646253e-07	2.791280075902003e-06	7.747031606927596e-07	4.352429884327868e-07	3.6875772586583357e-07	1.3990676110499957e-05	5.820324237649758e-07	2.833530477265145e-07	7.07178110210776e-07
7	4.39396368227344e-05	4.430784220679871e-07	3.169827068426815e-06	8.797666239086257e-07	4.942696428022881e-07	4.1876780163785763e-07	1.6045248255719306e-05	5.476420739106659e-07	2.7791620080916986e-07	8.030839811804464e-07
8	4.134149394861709e-05	4.929987636161627e-07	3.526962153376265e-06	9.788873397025107e-07	5.499575485017421e-07	4.659491371440421e-07	1.7987398965253703e-05	5.15337297078777e-07	2.688543782014757e-07	8.935650893447365e-07
9	3.889406459791421e-05	5.400233173153606e-07	3.8633804842457735e-06	1.0722582437868563e-06	6.024151004884941e-07	5.103935695397881e-07	1.981968005746287e-05	4.848493423737345e-07	2.5758433576624486e-07	9.787975536604798e-07
10	3.659038030897619e-05	5.842859741802268e-07	4.180039930661361e-06	1.1601451871714613e-06	6.517916589224788e-07	5.522276435699306e-07	2.154617099159184e-05	4.561252872880185e-07	2.4517761713221847e-07	1.059024052903556e-06
11	3.442266759730702e-05	6.259360928179909e-07	4.478009018943694e-06	1.2428447329726713e-06	6.982538386099422e-07	5.91592522903224e-07	2.317189368167373e-05	4.2909965530604467e-07	2.323648145281269e-07	1.1345153010129505e-06
12	3.238318071338167e-05	6.651224989401591e-07	4.75835246302447e-06	1.3206523862009801e-06	7.419676598931133e-07	6.286288675513745e-07	2.4702146504544138e-05	4.0367746837478344e-07	2.196092681966507e-07	1.2055410460489292e-06
13	3.0465245438159438e-05	7.019734300264321e-07	5.021987686578812e-06	1.3938227723334044e-06	7.830761762138404e-07	6.634578789197927e-07	2.6141652973507986e-05	3.7977161760997125e-07	2.0715738814054755e-07	1.2723337196998916e-06
14	2.866227183373588e-05	7.366155041909437e-07	5.269820528179636e-06	1.4626073014708405e-06	8.21720634554437e-07	6.961992278989181e-07	2.7495144404073318e-05	3.572973582329495e-07	1.95183758533059e-07	1.3351228185382807e-06
15	2.6966583652907924e-05	7.69196211737635e-07	5.5029061481201916e-06	1.5272988270683313e-06	8.580655655627856e-07	7.269923123634114e-07	2.8768224223341662e-05	3.3615979672888854e-07	1.8379573737456296e-07	1.3941756701850665e-06
16	2.537162517526764e-05	7.998415133306091e-07	5.722145681510529e-06	1.5881474538086682e-06	8.922514828124491e-07	7.559561818263429e-07	2.9965737795547443e-05	3.1627833093270165e-07	1.7302468420464268e-07	1.4497205795780694e-06
17	2.3871036306295253e-05	8.286736109064369e-07	5.928413373150359e-06	1.645395823129163e-06	9.24414706883556e-07	7.832063333053625e-07	3.109242629805946e-05	2.9757339055889325e-07	1.6286199494545447e-07	1.501979038924632e-06
18	2.245922214875674e-05	8.558000040116724e-07	6.1224782854799595e-06	1.6992573837297137e-06	9.546751573204357e-07	8.088443681119881e-07	3.215247933715424e-05	2.79974671027316e-07	1.5328155764240606e-07	1.5511458922061387e-06
19	2.1130851275254748e-05	8.813231299215193e-07	6.305073264947239e-06	1.7499355327772325e-06	9.831471065247735e-07	8.329671030407336e-07	3.3149894345317765e-05	2.634158261893435e-07	1.4425272291331427e-07	1.5974068079875544e-06
20	1.9881032458731054e-05	9.053369679655091e-07	6.4768706490161406e-06	1.7976168735305129e-06	1.0099353917608656e-06	8.55663361007063e-07	3.408833982824468e-05	2.4783620341001415e-07	1.3574602700254229e-07	1.6409321247244426e-06
21	1.8705110736432375e-05	9.279309579249769e-07	6.63851029877163e-06	1.8424789956227872e-06	1.0351397862665204e-06	8.770176744520592e-07	3.497130729796004e-05	2.3317778285884173e-07	1.2773351761969234e-07	1.681883952896784e-06
22	1.7598739446209545e-05	9.491886159380233e-07	6.790589696966235e-06	1.884687726833517e-06	1.0588534552461156e-06	8.971089771892684e-07	3.5802057419509706e-05	2.193862431974815e-07	1.201888402823859e-07	1.7204136663231586e-06
23	1.6557769709955408e-05	9.691896579487616e-07	6.933679139386999e-06	1.9244013493618146e-06	1.0811653246532976e-06	9.16012611345522e-07	3.658370287835616e-05	2.0640987478323853e-07	1.1308631090147686e-07	1.7566657509333104e-06
24	1.5578348584917498e-05	9.880081138421856e-07	7.068308243188896e-06	1.961766855294737e-06	1.1021579774417606e-06	9.337985449685748e-07	3.731913500796875e-05	1.942007082821209e-07	1.0640135272774526e-07	1.7907743866191185e-06
25	1.4656852117472998e-05	1.0057136137392593e-06	7.194975149177743e-06	1.996922500646099e-06	1.1219090884728904e-06	9.505325877463547e-07	3.801107391610094e-05	1.8271358508751582e-07	1.0011027707066703e-07	1.8228657786570501e-06
