time	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0.0.	0.0718881703463	0.17200000000000001	9.99995987352	0.0	1.00002047766	0.0	0.0	0.0	0.16	4.55143591758	0.0	0.246	8.19196275198	2.34	50.0	0.0	0.0	1.0	2.65492801346	0.0	3.10622230584	8.92966391891	0.0	4.13791713892	4.828
15.0.	1.090691664207887	1.703080162284004	9.307952638048285	0.6920072354716901	0.9995093409423631	0.00032298370310000004	3.580809019722997	0.08084378794666401	0.079156212053335	4.532056280917002	0.019379636663005	3.33565390992283	7.71165682952137	2.617614109137029	49.018882235692686	0.615663989875854	0.049777311701696005	1.56586889061639	0.43136223287615705	0.043721651122672005	0.7539174597328361	0.017834819631377	0.0005111367176350001	28.009348403649216	3.296919837716009
30.0.	1.133748543588612	1.895258049139505	9.31377767723842	0.6861821962815501	0.9994683857229151	0.000417310360605	6.6281315711857935	0.09377628023619601	0.06622371976380301	4.52914678928672	0.02228912829329	4.549749119638316	7.249432555602205	2.959957908066694	48.69763964084913	0.875825246223047	0.12790108820589202	1.74790494521775	0.5038752252912241	0.06363586625805201	1.302136838886101	0.01939441139866	0.0005520919370830001	33.90353897108071	3.104741950860507
45.0.	1.117962463088878	2.017522596191478	9.340587090550343	0.6593727829696161	0.9994261458332521	0.000492867273608	9.127230771400518	0.101054508753479	0.05894549124652	4.527231248479939	0.024204669100071	5.479807782477831	6.789241393957704	3.349132282498866	48.49020764908293	1.1469450853733991	0.205259098857438	1.9416653037683962	0.5530486354529051	0.083942974960778	1.878785058906252	0.020242806423337003	0.000594331826746	37.22391852131154	2.982477403808534
60.0.	1.0999195177941181	2.091679357252206	9.364510437535467	0.6354494359844961	0.9993912357078091	0.0005580957366400001	11.182832002616149	0.10503723783813501	0.05496276216186401	4.5260295710484915	0.025406346531519002	6.121810376141471	6.340476415200269	3.764337498798665	48.341953864159066	1.4236196481449501	0.279467168566161	2.144130581958859	0.5845900369212871	0.101845028449888	2.3791319958628963	0.020753313183501	0.00062924195219	39.57229057717259	2.908320642747806
75.0.	1.087364005454672	2.138674924034188	9.382699663636494	0.6172602098834621	0.9993625695887621	0.000618284260333	12.897689969418812	0.10739760043575801	0.052602399564241	4.525244600684832	0.026191316895176002	6.567550156221775	5.902647743809011	4.19504217590161	48.231922148377166	1.703645494462239	0.350700300333102	2.352922298928264	0.6055255497862471	0.11666998896760701	2.786167300309738	0.021089296198208003	0.0006579080712360001	41.34822077489733	2.861325075965824
90.0.	1.079108446932519	2.17009812110739	9.39622271522268	0.603737158297279	0.9993382834385791	0.0006757945522350001	14.345827666946848	0.10890906119715801	0.051090938802841004	4.52470638583397	0.026729531746038003	6.8859591347662565	5.473857224944347	4.6357296482688835	48.14856073371006	1.985902611552632	0.41957854354922103	2.566300327644511	0.620048720664074	0.128680838588769	3.111623447696894	0.021322839000472	0.000682194221419	42.71816565119251	2.8299018788926222
105.0.	1.073564260237501	2.192069061231531	9.406402366623356	0.593557506896602	0.9993169616906681	0.0007317183821670001	15.57917613183569	0.109936463804521	0.050063536195478	4.524322258693426	0.027113658886582	7.119879542380383	5.052453201300417	5.083228733705317	48.08451426981129	2.269722201775277	0.48665540386775	2.7830423155518	0.630505496013827	0.13835842211934601	3.371533312539501	0.021490895370643002	0.0007035159693310001	43.78356450194925	2.8079309387684823
120.0.	1.069665168657692	2.207966670121584	9.414221476245464	0.5857383972744941	0.9992976734829111	0.000786597365694	16.63528955195975	0.110665926860862	0.04933407313913701	4.524039723843729	0.027396193736281	7.295624576847413	4.637181609617359	5.5355612227496955	48.03478584931984	2.554665807187755	0.5523517406128321	3.002288912989565	0.6382492393333691	0.146162783760927	3.579976806812218	0.021614452890238	0.0007228041770870001	44.61652809210168	2.792033329878428
135.0.	1.066751550424425	2.219764595195722	9.420349274453793	0.5796105990661661	0.9992798260132121	0.0008407123635290001	17.54233099954415	0.11119985377344802	0.048800146226551	4.52382753221184	0.027608385368171003	7.429756078936839	4.227104990687581	5.991408776142399	47.99585433454928	2.840427361499515	0.6169776418220351	3.223423945000177	0.6440969304509641	0.152476963870899	3.7481656197363122	0.021706225200763003	0.0007406516467870001	45.270903678716614	2.78023540480429
150.0.	1.064407155751776	2.22867454465698	9.425237398625868	0.574722474894092	0.999263045292558	0.0008942057792700001	18.322101719527442	0.11159820432723001	0.048401795672769005	4.523666239383115	0.027769678196896002	7.533010289798868	3.821516961643859	6.4498421390289264	47.96517734551073	3.126781600599925	0.6807616811989611	3.445993560754583	0.64856272392333	0.157605855313063	3.884802661592261	0.021774188430441002	0.0007574323674410001	45.78759340695855	2.771325455343032
165.0.	1.062349948561243	2.235469418853422	9.42919444463859	0.57076542888137	0.9992471013970001	0.0009471344709540001	18.99191361523058	0.11189774645059201	0.048102253549407004	4.523543340522105	0.027892577057906	7.612509939356002	3.419882452398508	6.910170748547606	47.940886814327776	3.413553152883885	0.743873530999496	3.669652708390443	0.6519804603420071	0.161788712228171	3.9966389126538413	0.021823345182247003	0.0007733762629990001	46.197940967029126	2.76453058114659
180.0.	1.060362789257828	2.240653010653678	9.432434606593281	0.567525266926681	0.9992318669288801	0.0009994890603390002	19.56578239695086	0.112121593185718	0.047878406814281	4.523450679850729	0.027985237729283	7.673012312325833	3.02180132944511	7.371851132974415	47.921592887024936	3.70059550716342	0.806439524447586	3.894128539062396	0.654569758976501	0.165212966124477	4.088975982373346	0.021856607466750003	0.000788610731118	46.52616426406829	2.759346989346334
195.0.	1.058242574440609	2.24455072337257	9.435107692761179	0.5648521807587891	0.9992173002055251	0.001051190962509	20.05520494002179	0.11228405692906901	0.04771594307093	4.523383070126767	0.028052847453244004	7.7175963062963735	2.626991023728407	7.83442397309269	47.90625357481254	3.987774007315997	0.86855276843034	4.119193288310246	0.656471577090467	0.16802620583093	4.166086760693522	0.021875136542766002	0.0008031774544740001	46.791202072325284	2.7554492766274423
210.0.	1.055747955519303	2.247353933307249	9.437316224353836	0.5626436491661341	0.9992034529756941	0.001102064323239	20.46966102743743	0.112392924016028	0.047607075983971	4.523337647944958	0.028098269635054	7.747978213126346	2.235287846976672	8.29746175246312	47.89408688792955	4.274948164413884	0.930279029736053	4.344640702218822	0.6577648976333971	0.170346086457166	4.231595444707496	0.02187818583152	0.0008170246843060001	47.008196473921565	2.752646066692763
225.0.	1.052517269315101	2.249127275035426	9.439121340185451	0.560838533334518	0.9991905172608461	0.0011517613339060001	20.81689970851701	0.11244982827453101	0.047550171725468	4.523313834850763	0.028122082729248002	7.7644919572515665	1.84667445120847	8.760510534085014	47.88451270455602	4.561946745656843	0.9916586995100791	4.57025916352488	0.658467630905458	0.17226902006570102	4.28891068581725	0.021862168103381003	0.0008299603991530001	47.189825796172876	2.7508727249645872
240.0.	1.047888913266785	2.249762457224588	9.440531290620534	0.5594285828994351	0.9991789663441001	0.0011995698368	21.10298934593695	0.11244817111296301	0.047551828887036005	4.52331414126888	0.028121776311131	7.765567591382425	1.461359082208097	9.222998829944988	47.87711896741929	4.848521318661817	1.052703600883009	4.795788433185021	0.658515329680569	0.173879577624414	4.341941444400149	0.021817868155657002	0.0008415113158990001	47.34783349728203	2.750237542775424
255.0.	1.040397075912552	2.248790663915911	9.441437042817451	0.5585228307025141	0.9991700001127741	0.0012438465169050002	21.331939504883707	0.11236526364471801	0.047634736355281	4.523346935204758	0.028088982375255003	7.746010925020649	1.079989537520057	9.68404273210968	47.871655655282495	5.134235993910988	1.11338368287133	5.020822714421023	0.657688100372204	0.17526553262251401	4.396841402432431	0.021721711148705	0.0008504775472250001	47.495640457485685	2.7512093360841012
270.0.	1.02590947671785	2.244607785246179	9.44128567777258	0.5586741957473841	0.9991673306903771	0.0012798671080330002	21.50406439153894	0.112133306848936	0.047866693151063004	4.523435910931735	0.028000006648281003	7.691201272092939	0.7043248076710711	10.141886587035431	47.868082381727874	5.418128658013213	1.173585861913567	5.24451310658511	0.6553612830642891	0.17655362610695702	4.46806860856321	0.021501153839570002	0.000853146969622	47.655365896767655	2.755392214753834
285.0.	0.9869075972144471	2.229537868557314	9.436462604733324	0.5634972687866391	0.999188628147447	0.0012868247466200002	21.608407057526318	0.111483790910276	0.048516209089723004	4.523664268507097	0.027771649072922	7.550407527855192	0.340212477602415	10.591515185657403	47.866798139647926	5.697172416391967	1.232963740194997	5.464179727833944	0.649347044199821	0.17798174422593402	4.611374199508086	0.020815789112057	0.000831849512552	47.888430617100134	2.770462131442698
300.0.	0.7049959006541201	2.075590201720918	9.334200674774808	0.665759198745142	0.9995012867235401	0.0009527227815710001	21.5464790451158	0.10731062583067101	0.05268937416932801	4.524647051885545	0.026788865694471004	6.961751238577881	0.029759477755484	10.998833074753378	47.87019057877644	5.94856149858225	1.289725639899753	5.658817790837914	0.6236400396024081	0.17362460445848102	5.426995929978654	0.014349485595093001	0.0005191909364590001	48.62709139478852	2.924409798279095
315.0.	0.16457655848510402	1.2515503788156361	8.927396545038551	1.0725633284814	0.9999334532970791	0.000253248333836	20.564475766991123	0.075750252489146	0.08424974751085301	4.529675698036859	0.021760219543161003	4.409251818451483	0.00037373791035800005	11.125214044715342	47.89255173098248	6.02196336872912	1.320659429043622	5.701300911237676	0.49658468390132704	0.125970855586409	9.71075628608451	0.0037912026102400005	8.702436292041023e-05	50.42415042579713	3.7484496211843723
330.0.	0.14897674269223501	1.28572189857951	9.320869295829727	0.6790905776902221	0.9998784932555631	0.00021555501876300003	19.452616492820265	0.058024619152169006	0.10197538084783	4.534718324493265	0.016717593086753	2.490931364646853	0.000254609226536	11.203022421156568	47.92648358630368	6.078470440756008	1.340073662689748	5.7383918370089955	0.373195848134377	0.158064339768133	12.040420675689978	0.004226097728029001	0.00014198440443600002	51.01442942674393	3.714278101420501
345.0.	0.137797160504182	1.3115793982726212	9.536213142174699	0.463746731345251	0.9998307675904311	0.00016420346114000002	18.358951989472775	0.038687267703933	0.12131273229606601	4.539090785371578	0.012345132208441	1.305120080535177	0.000201281979575	11.26538905430908	47.96514982544346	6.144010116690543	1.351473948627432	5.7925295661527	0.270078434039761	0.17331893167671603	13.036713764084324	0.004754054754351001	0.000189710069568	51.35592774493856	3.68842060172739
360.0.	0.130415519670068	1.325404043456493	9.648913299595298	0.35104657392465005	0.9997948519915851	0.00011549907132100001	17.28706441859878	0.024325851281443003	0.13567414871855601	4.542161222751495	0.009274694828523	0.71567776374128	0.00017739574171700003	11.310620945960824	48.00594861580792	6.219474912142938	1.358536611177522	5.860930449192163	0.199942640291067	0.17352391288451002	12.976722186615506	0.005225372008818	0.00022562566841300002	51.50006916594013	3.674595956543519
375.0.	0.124821538192838	1.320145043090496	9.690618586656491	0.309341286863454	0.999782210502244	8.513659980361001e-05	16.247694426580324	0.017109312147595	0.14289068785240402	4.543781296274192	0.007654621305832001	0.479702369971985	0.000166568410053	11.342701625492952	48.04712392536435	6.301059013190247	1.363682923748099	5.937367797745071	0.16365594852303703	0.163238343599642	12.319468874090935	0.005352976033648001	0.000238267157754	51.521002066846634	3.679854956909518
390.0.	0.11965782828671401	1.301209301984668	9.694607239720028	0.305352633799921	0.9997865303140551	6.921725575103222e-05	15.2550216368159	0.013874250449885	0.146125749550114	4.544542177832988	0.006893739747037	0.38552700562742104	0.00016022864641000002	11.367483304707058	48.087660126120994	6.383008430799761	1.368244209389706	6.014756080042429	0.14669320088714502	0.14885034408136702	11.46837836140657	0.005212696571292	0.00023394734594300002	51.46868321252691	3.698790698015345
405.0.	0.11469124957613801	1.27681738986416	9.684236800650718	0.315723072869227	0.9997970210489701	5.913343382630246e-05	14.315696419317634	0.012027834341884001	0.14797216565811402	4.54498687373807	0.006449043841955	0.33512912621074603	0.00015523747279	11.388176710872118	48.12692964726015	6.462258297449548	1.37278081422892	6.089469706930576	0.13675582790548602	0.134233993637632	10.61090981843775	0.004978120234425	0.00022345661102800003	51.368887979644974	3.723182610135853
420.0.	0.10994542136310001	1.250954889930168	9.669419591034982	0.33054028248496203	0.999808933492148	5.1169295771232915e-05	13.429852996263413	0.010626440261555	0.14937355973844402	4.545337401817081	0.006098515762944	0.29793486177814005	0.00015071327853900002	11.40597409989909	48.164512215722866	6.537900900801393	1.3774707727461561	6.160422766318208	0.128932497925105	0.12068646560990301	9.803311798762111	0.00472475235566	0.000211544167849	51.23784377257812	3.749045110069847
435.0.	0.10542946955992501	1.224910134689222	9.653436199618548	0.34652367390140604	0.999820881680145	4.4254392959845605e-05	12.595225454427856	0.009410990485273	0.150589009514726	4.545658818807118	0.005777098772907	0.265911198549285	0.00014640236522100002	11.421360944601552	48.20013377773569	6.609791152305992	1.382350899932716	6.227433306433187	0.121795259385647	0.108461170953283	9.05755170671351	0.004473825192496001	0.00019959597985200002	51.087407071941634	3.775089865310793
450.0.	0.101134733488249	1.199035311660136	9.63731480678707	0.36264506673288605	0.9998325166733291	3.810664412851569e-05	11.809016992247242	0.008315968053798	0.151684031946201	4.545967471764006	0.005468445816019	0.237047733993439	0.00014220718616500002	11.434628573135994	48.23363169905253	6.677984346154615	1.387411372892903	6.290566432219385	0.11498373375522201	0.09752000551334	8.373700278013038	0.004230291175261	0.000187960986669	50.92635992190977	3.800964688339879
465.0.	0.09704638839066901	1.173419092533464	9.621422196337353	0.378537677182603	0.999843752708059	3.2638150328851236e-05	11.068456982760472	0.007323648720005	0.15267635127999402	4.546266747041258	0.005169170538765	0.210802653949162	0.00013806959609500002	11.446013893032589	48.264927405370926	6.7425813984247185	1.392626075388398	6.349949173007998	0.10841968776412901	0.087759494093866	7.748888643138566	0.003995114701812	0.00017672495193900002	50.76114176356012	3.826580907466552
480.0.	0.09314818305971101	1.148084988972522	9.605941579775513	0.394018293744444	0.9998545631627521	2.7802547002288035e-05	10.370936575538419	0.006427104890044001	0.153572895109956	4.54655679429354	0.004879123286485001	0.18697187834983903	0.00013394411339200002	11.455732351176081	48.29400501564474	6.803692657568673	1.397961945022761	6.4057249387214075	0.10209501543139801	0.079067701690702	7.179535798631121	0.0037684288986200003	0.00016591449724600002	50.596429755511984	3.851915011027494
495.0.	0.08942408417845801	1.123044193058102	9.591001955427517	0.40895791809243304	0.999864932729676	2.355905062347755e-05	9.714029862241084	0.005621398896629001	0.15437860110337	4.546837003491736	0.004598914088289	0.16542145679165401	0.00012979287255400002	11.463984507548776	48.32089504555317	6.8614309871189025	1.403382335832265	6.458043238323063	0.09601805017400601	0.07133730115950501	6.661888290303285	0.003550259926655	0.00015554493032200002	50.43558446520237	3.876955806941914
510.0.	0.08585894981677801	1.098308610060701	9.576709004304258	0.42325086921569405	0.9998748482854911	1.9864851693198265e-05	9.095485548881756	0.004901570042871	0.15509842995712803	4.547106640750214	0.004329276829812	0.146025578017693	0.000125585483989	11.47095656526024	48.34566200371268	6.915911312425216	1.408848855503156	6.50705738901983	0.090199883901975	0.06446830264072301	6.192168125101329	0.003340665825769	0.000145629374508	50.280978897488886	3.9016913899393133
525.0.	0.082438898666243	1.073893529392286	9.563150628984117	0.436809244535838	0.9998842983387661	1.6674224729243383e-05	8.513211065322528	0.004262227838984001	0.155737772161016	4.547365034060572	0.0040708835194530005	0.128652662275192	0.000121299750637	11.476819725632703	48.36839484986085	6.967251240517472	1.4143228365427851	6.552923664934314	0.08465043169838901	0.058368488256128004	5.766635803317878	0.003139742337969	0.00013617932123300002	50.13423790034616	3.926106470607729
540.0.	0.07915154110910101	1.049817567652347	9.550397146449457	0.44956272707050104	0.9998932740700661	1.3939383341961473e-05	7.965254978641906	0.0036975499474880004	0.156302450052511	4.547611644365678	0.0038242732143490004	0.11316337055228301	0.000116922234847	11.481729554593858	48.389199541982826	7.015571534489373	1.419766658372084	6.595800449432365	0.079376972038601	0.052953345478087006	5.381635102096866	0.0029476004186500004	0.000127203589932	49.9964129469011	3.950182432347667
555.0.	0.07598610295322801	1.026101776265328	9.538501196999988	0.46145867651997	0.9999017703675651	1.161181237623673e-05	7.449789717943698	0.003201402910675	0.156798597089324	4.547846098505306	0.0035898190747210004	0.099412210670485	0.00011244839869	11.485825678985462	48.40819313012522	7.060996187523845	1.425144899210606	6.6358471572994695	0.07438350413848101	0.048145863759479005	5.033631628774351	0.0027643398467320003	0.000118707292433	49.86811178519179	3.973898223734685
570.0.	0.07293344822748	1.002768429557233	9.527498391273511	0.472461482246444	0.9999097864903351	9.643669699265762e-06	6.965095641609285	0.00276750518863	0.15723249481137	4.548068201473772	0.003367716106254	0.08725049748141701	0.00010788224717000001	11.489231896687425	48.4254990281128	7.103652079338382	1.430425261293903	6.673222965991783	0.069670539288498	0.043876260956722	4.719245952976305	0.002590025759109	0.00011069116966400001	49.749597037796015	3.9972315704427803
585.0.	0.069986011601861	0.9798397131949451	9.517408684092134	0.48255118942782305	0.9999173263289691	7.989051920248594e-06	6.509547087101307	0.002389596944942	0.15761040305505702	4.548277933503778	0.003157984076248	0.07652974767673701	0.00010323549680500001	11.492056691800771	48.441243216025946	7.143668276189478	1.435579233024107	6.708085453499059	0.065235202275541	0.040081652636973004	4.435280456855708	0.0024246708417880003	0.000103151331029	49.640863455503464	4.020160286805069
600.0.	0.06713765916245401	0.9573364734440981	9.508238231172127	0.49172164234783206	0.9999243982992051	6.6050064921080066e-06	6.081600743127556	0.002061594933196	0.157938405066803	4.54847543563546	0.002960481944566	0.06710495830531	9.852635379116269e-05	11.494394095239304	48.45555120680419	7.18117507130043	1.440582482331532	6.740589245407148	0.061071559903043006	0.036705673046547004	4.178739287163679	0.002268224334197	9.607936079380792e-05	49.54170023939955	4.042663526555917
615.0.	0.064383501292973	0.935277155923365	9.499981478319201	0.49997839520075404	0.9999310149413071	5.452235797169192e-06	5.679786408124006	0.001777719342529	0.15822228065747002	4.548660987768577	0.0027749298114500003	0.058837419092289005	9.377802567072844e-05	11.496324803654593	48.468545660080764	7.21630287632738	1.445415002526849	6.770884760497925	0.05717109655995901	0.033698055418258	3.946841322394207	0.0021205678803380003	8.946271869229135e-05	49.45174250238907	4.06472284407665
630.0.	0.06171968196937801	0.9136770174689961	9.492623280599494	0.5073365929204651	0.9999371923112571	4.495494203646265e-06	5.3026999760224705	0.0015325865571930001	0.15846741344280701	4.548834982312883	0.0026009352671430004	0.051596870017674004	8.901710758507424e-05	11.49791746061372	48.48034455573671	7.249181071295136	1.450061050043346	6.79911712292166	0.053523263094509006	0.031014186508294003	3.737026526941895	0.0019815173944750003	8.328534874228483e-05	49.37051433209428	4.086322982531022
645.0.	0.059143165628506	0.892547647330706	9.486140915876833	0.513818957643127	0.9999429492556451	3.70371234959698e-06	4.9489983355198754	0.0013212674761950002	0.15867873252380402	4.5489978969277605	0.0024380206522670003	0.045262951431700005	8.427197928167862e-05	11.499230009688675	48.49105985434392	7.279936903957736	1.454508922281223	6.8254252836880465	0.05011603723538301	0.028614643609662004	3.546956412374218	0.001850829540548	7.752840435481694e-05	49.29746492153295	4.107452352669312
660.0.	0.056651537566188	0.8718967871216071	9.480505909001769	0.519453964518191	0.999948306650362	3.04990610791748e-06	4.617395794907819	0.0011393149186460002	0.158860685081353	4.549150268417142	0.002285649162886	0.039725988405100006	7.957132733149245e-05	11.500311043378922	48.50079657927445	7.308694506300151	1.458750624676536	6.849941370072483	0.04693644959939	0.026464727624278	3.374509534024485	0.0017282112270780002	7.21710096369272e-05	49.23199864009221	4.128103212878412
