	E	E_M	E_M1	E_P1	E_P2	E_P21	E_P_1	E_P_2	M	M1	P	P2	P21	T
0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1	7.881648853793843e-05	2.4406622875980437e-06	4.802023018466413e-13	0.0	1.848646195544747e-08	1.129599368762961e-22	5.951389822290378e-05	7.158493506865479e-06	0.04300141622226511	6.1404038839017794e-09	0.9524160693471182	0.00213305366677398	6.997245538498283e-12	0.0023803230754820977
2	7.836242344629633e-05	4.4727126237912144e-06	1.804183842348168e-12	0.0	3.577010611840487e-08	8.686204601787348e-22	5.639990781038095e-05	6.732966047846875e-06	0.07934765235118134	2.3071287870632044e-08	0.9074457543544016	0.004147065195115582	2.748509819002177e-11	0.008991863642136307
3	7.800963966760075e-05	6.186820345342003e-06	3.801115958497005e-12	0.0	5.2043833374881836e-08	2.826992093913337e-21	5.3481197911698414e-05	6.430851716977096e-06	0.10994380325905724	4.881249633824917e-08	0.8648107041094365	0.006049474818062882	6.071074607342924e-11	0.019129818022627882
4	7.780457080223386e-05	7.602368147675911e-06	6.3438298030276175e-12	0.0	6.735702452912194e-08	6.497072830199361e-21	5.085594321950654e-05	6.0796987759415e-06	0.13555552720369246	8.163032290015584e-08	0.8243186580099333	0.007849410986967464	1.0597021038559592e-10	0.03221171668960224
5	7.767192310694965e-05	8.783702945786117e-06	9.313415400903191e-12	0.0	8.183410420502647e-08	1.2323317103115839e-20	4.838836136367824e-05	5.8189215259597065e-06	0.15683695150645385	1.2004911776080202e-07	0.7858014094614404	0.00955469275937798	1.62619351793273e-10	0.04774375323173775
6	7.764427695939368e-05	9.761584964994309e-06	1.263004975819742e-11	0.0	9.566904650545971e-08	2.0704064240270425e-20	4.611190645781081e-05	5.545142472143661e-06	0.1743497076417729	1.6279809351123578e-07	0.7491125634967674	0.011172262583761899	2.300626351674426e-10	0.0653037889339703
7	7.769766176084264e-05	1.0565050124243526e-05	1.6217182962799015e-11	0.0	1.0892059122154734e-07	3.198797366008561e-20	4.398587641124761e-05	5.2894435786279725e-06	0.18850331655474167	2.088438178386904e-07	0.7141476965852313	0.012706980467496983	3.07783913468755e-10	0.084581847934006
8	7.781869105972478e-05	1.1212842208485107e-05	1.9998569726922655e-11	0.0	1.2157764789570245e-07	4.6479000437527727e-20	4.1999565657969685e-05	5.050638521004128e-06	0.19983064349675128	2.5718029150773693e-07	0.6807554032870504	0.014166023162275642	3.952267560944181e-10	0.10518928783437073
9	7.800855223618572e-05	1.1748983853797033e-05	2.3957869831363925e-11	0.0	1.339389685612155e-07	6.452395297684282e-20	4.011032910188091e-05	4.8232205438878205e-06	0.20858780618297965	3.0698195098039844e-07	0.6488746272631175	0.01555219358397401	4.919149742573042e-10	0.12692824899963714
10	7.821584785641966e-05	1.210969123715105e-05	2.7845509517800253e-11	0.0	1.4511945267160516e-07	8.63038844425398e-20	3.841648943145341e-05	4.619735864128229e-06	0.21516941873508727	3.575918883297944e-07	0.6183849284244274	0.016871220512555123	5.974045519945162e-10	0.1495187830748067
11	7.855664709772955e-05	1.2470873768207576e-05	3.2099900728213924e-11	0.0	1.5732013941525852e-07	1.1214031542874763e-19	3.6654248144657266e-05	4.407661165944622e-06	0.21978765330199365	4.0837796626591095e-07	0.5892372809595979	0.018125362686525034	7.112659354015379e-10	0.1727956038273333
12	7.888017829707012e-05	1.2678206852148777e-05	3.6169127064450866e-11	0.0	1.6815028191617852e-07	1.422935078923651e-19	3.509548732196218e-05	4.220344969352835e-06	0.222637621663466	4.5878568082967284e-07	0.561378940055305	0.019317039746559923	8.330847916805683e-10	0.19661377669030922
13	7.924906594220348e-05	1.2797628525910625e-05	4.0224394280543456e-11	0.0	1.7862230543960456e-07	1.7685648555225505e-19	3.3620717996317207e-05	4.042871199037875e-06	0.22405420815193133	5.083994892339392e-07	0.5346984114386091	0.02045161131022858	9.62472097850664e-10	0.22074461985701882
14	7.969023095003942e-05	1.2892331986222893e-05	4.4375628154448737e-11	0.0	1.8939516465556967e-07	2.1609684720452737e-19	3.2147154842351854e-05	3.8658192265629444e-06	0.22417532556388728	5.568220906872868e-07	0.5091627026821481	0.02153057960512414	1.0990611559439316e-09	0.24508173948209344
15	8.013672130841714e-05	1.2903988562509452e-05	4.836925300379997e-11	0.0	1.9945436422171114e-07	2.6020586380751166e-19	3.078635083818551e-05	3.7020223527101207e-06	0.2231450804355641	6.037207721901786e-07	0.4847274412123854	0.02255601272135041	1.2424968840211685e-09	0.26952326880294436
16	8.061008545991814e-05	1.2854954575433815e-05	5.225964004942155e-11	0.0	2.0916744412466256e-07	3.092725448261689e-19	2.9495497080793964e-05	3.546949123220452e-06	0.22116696655555307	6.48845469486711e-07	0.46132172804713606	0.023531308061691916	1.3924419821243797e-09	0.2939332404772246
17	8.113201927039915e-05	1.2779449227627295e-05	5.6132648470054774e-11	0.0	2.189456535055273e-07	3.6348736975449486e-19	2.8223523773592427e-05	3.3938496837219414e-06	0.21835621717247097	6.919667936070407e-07	0.4389111262182856	0.02445807395312245	1.548575436437229e-09	0.31822927331628115
18	8.166766111143643e-05	1.2657615862759203e-05	5.985195606529563e-11	0.0	2.2834268250084784e-07	4.2301411847316e-19	2.701788330780121e-05	3.249008137630486e-06	0.21481321210350415	7.328945017222066e-07	0.41746249629739574	0.02533785860440354	1.7105865029324129e-09	0.342342545479766
19	8.221471207757115e-05	1.249107706369333e-05	6.340163718328776e-11	0.0	2.3734144663936237e-07	4.879232465888122e-19	2.5877719994548654e-05	3.111760809637207e-06	0.2106728107048962	7.714973610809184e-07	0.3969246583408799	0.026173115556977627	1.878177457277003e-09	0.36618692405899184
20	8.279305709441996e-05	1.2302367763517415e-05	6.685313138253584e-11	0.0	2.4628832976829715e-07	5.583340726481902e-19	2.47629891929409e-05	2.977858961104807e-06	0.2060318675640388	8.076670663450672e-07	0.37726235572653277	0.026965520842747948	2.0510640107048973e-09	0.38969915657745
21	8.338908717742748e-05	1.208891704313436e-05	7.015883926004169e-11	0.0	2.550267006889998e-07	6.343876184027071e-19	2.3687814537759546e-05	2.848424891240956e-06	0.2009587938324911	8.413145471305926e-07	0.3584503386662899	0.027716260193069647	2.2289711851967265e-09	0.41283488351129977
22	8.398801209113172e-05	1.1845554930830113e-05	7.325905352934916e-11	0.0	2.633962429690913e-07	7.161459654132357e-19	2.2668222682031987e-05	2.7259565349407143e-06	0.19554049462419387	8.723909492969008e-07	0.3404516476603396	0.028427106302861174	2.4116336279730755e-09	0.43554237340637303
23	8.460090794094856e-05	1.158318702384647e-05	7.619746408790229e-11	0.0	2.7156552289992e-07	8.036625476378005e-19	2.1683580258537616e-05	2.607416285204802e-06	0.18985673319940352	9.008734617272975e-07	0.3232311520907294	0.029099751515308674	2.5987972597560077e-09	0.45777531389701187
24	8.523066307072904e-05	1.1308702381866338e-05	7.89850350700644e-11	0.0	2.796179235280352e-07	8.970374178860716e-19	2.0723699891858602e-05	2.492128401754568e-06	0.18395904054191176	9.267483693089626e-07	0.30676567711638897	0.02973530022505751	2.790217100454072e-09	0.47950424835047173
25	8.586258620001679e-05	1.101783247304317e-05	8.15729400123349e-11	0.0	2.873775858259278e-07	9.96335765363329e-19	1.9805165579143147e-05	2.381535273202364e-06	0.17789885542641468	9.500229651700961e-07	0.2910295356000572	0.030334986245968372	2.98565577733722e-09	0.5007021777264551
26	8.649378779523013e-05	1.0712670464242832e-05	8.395145983235951e-11	0.0	2.948437695811604e-07	1.1015669763727876e-18	1.8926972552041025e-05	2.2760679393243187e-06	0.17173544176939776	9.707300836231952e-07	0.275991009662222	0.030900349373664666	3.1848849416139158e-09	0.5213400146410707
27	8.713314863971014e-05	1.040042495646621e-05	8.615881093567281e-11	0.0	3.021407047736883e-07	1.2127635796057176e-18	1.807414752725317e-05	2.1733822380715755e-06	0.16551334771094706	9.889122003919532e-07	0.2616246011680145	0.0314326275334798	3.387685281807731e-09	0.5413974811060879
28	8.777726907851325e-05	1.0082936775708412e-05	8.818545386669289e-11	0.0	3.0925932737847084e-07	1.3299797341266587e-18	1.7246849979854157e-05	2.0740326271497404e-06	0.15926308615202636	1.004617460863018e-06	0.2479105472946265	0.0319327765731942	3.5938446238830385e-09	0.5608628686019522
29	8.841330707765536e-05	9.756538220313023e-06	8.999228634434175e-11	0.0	3.160476445791679e-07	1.4532138786251077e-18	1.645945036990061e-05	1.9792124673760806e-06	0.15302228876791213	1.017911947110118e-06	0.23482342838001588	0.03240203740352873	3.803157940958051e-09	0.579722712394744
30	8.90493002276856e-05	9.428853768705307e-06	9.161537234457583e-11	0.0	3.226419721240573e-07	1.582447004313343e-18	1.569640281593896e-05	1.8875905194252401e-06	0.1468244027119703	1.0288721664256784e-06	0.22233831310922406	0.032841633611540466	4.015428224394519e-09	0.5979672820989793
31	8.96818532269629e-05	9.098934885105069e-06	9.304858379130303e-11	0.0	3.290008010657524e-07	1.7176788316631705e-18	1.4961318810703316e-05	1.7990623480250885e-06	0.14069215266973192	1.0375774223103263e-06	0.21043488393015902	0.03325256211233748	4.2304656899579695e-09	0.6155931710699905
32	9.030724017712042e-05	8.769189547833904e-06	9.42870652571275e-11	0.0	3.351135367657526e-07	1.8588800202096083e-18	1.4254070659908513e-05	1.7141478742347571e-06	0.13464817323985778	1.0441152685572134e-06	0.19909147416423775	0.033635890169223366	4.448087269218421e-09	0.6325983412474198
33	9.092739791780791e-05	8.439693339354673e-06	9.534221033863681e-11	0.0	3.4099632655500257e-07	2.0060182271698846e-18	1.3572518542481054e-05	1.632059421764913e-06	0.12871191470546198	1.048578030458761e-06	0.1882873002028953	0.0339926450360791	4.6681167082575554e-09	0.6489831014464444
34	9.153718756577829e-05	8.11305736554023e-06	9.620834140934332e-11	0.0	3.4662725688954307e-07	2.1590462823897667e-18	1.2917684603321844e-05	1.5534451064806458e-06	0.12289987266329609	1.0510621171770728e-06	0.17800200857872173	0.03432383482511527	4.890384375220654e-09	0.6647502970698251
35	9.213887919894175e-05	7.789047431918735e-06	9.689790619922724e-11	0.0	3.5202361618857154e-07	2.317904321388115e-18	1.228743134006883e-05	1.4775278174203401e-06	0.11722588686494248	1.0516670180975581e-06	0.16821568275117188	0.03463044974653314	5.114727139794977e-09	0.6799050177285041
36	9.272882188833511e-05	7.469697014289114e-06	9.740930455411552e-11	0.0	3.571743940640099e-07	2.482528230129862e-18	1.1682012385282178e-05	1.4048532595610707e-06	0.11170139674066402	1.0504939260337696e-06	0.15890913467183354	0.03491344520046803	5.340988201711026e-09	0.6944540537176581
37	9.330736287805988e-05	7.155147921075109e-06	9.77523077464291e-11	0.0	3.620815209253231e-07	2.6528351689538542e-18	1.1100711610002817e-05	1.3348245814481868e-06	0.10633561745111385	1.0476455213941746e-06	0.15006335733955756	0.035173770880599656	5.569016958922048e-09	0.7084062482508052
38	9.387327625082641e-05	6.846586059974834e-06	9.793009791765104e-11	0.0	3.6675148915607786e-07	2.8287399367696784e-18	1.0542401025849845e-05	1.2678128188903082e-06	0.10113582521755785	1.0432245857035783e-06	0.14166005984970187	0.0354123420390861	5.798668876982585e-09	0.7217717002210761
39	9.442551161854705e-05	6.5444231587264365e-06	9.795088946082967e-11	0.0	3.711754278761765e-07	3.0101434180644615e-18	1.0007413408440064e-05	1.203355075756957e-06	0.09610749312220761	1.0373337315208976e-06	0.1336812589004062	0.03563006104750282	6.029805335086011e-09	0.7345620171013252
40	9.496375381407593e-05	6.249449229625471e-06	9.781975332950577e-11	0.0	3.7536584700905995e-07	3.196938442913818e-18	9.49419261876578e-06	1.1417635262521529e-06	0.0912545051409823	1.0300746105067778e-06	0.12610944785527067	0.03582780765100203	6.26229351054249e-09	0.7467899421468
41	9.548721912390719e-05	5.961878776302994e-06	9.75456300596909e-11	0.0	3.793155561462684e-07	3.3890107734418735e-18	9.003038649820674e-06	1.0825785467662045e-06	0.08657933122995713	1.0215473602744498e-06	0.11892760622485712	0.036006439162908514	6.496006232181951e-09	0.7584691684298364
42	9.599539910940382e-05	5.68245455720726e-06	9.713372813711116e-11	0.0	3.830350470855463e-07	3.586236520386584e-18	8.532652126809918e-06	1.0261359549900902e-06	0.08208316606376911	1.0118502108335698e-06	0.11211910290689767	0.0361667942507927	6.730821846708184e-09	0.7696142938226883
43	9.648802246793405e-05	5.4111372017820066e-06	9.659375856675679e-11	0.0	3.865206147165329e-07	3.7884853509544714e-18	8.083125686355936e-06	9.719584872897954e-07	0.07776609325545712	1.0010790092161813e-06	0.10566777425762115	0.036309689736240755	6.966624086958963e-09	0.7802405818664641
44	9.696470983845837e-05	5.1485409437576954e-06	9.593124398712097e-11	0.0	3.8978311034443964e-07	3.995620614134867e-18	7.653201196204204e-06	9.203796214614575e-07	0.07362722061177766	9.893268813098582e-07	0.09955791025840648	0.03643592015708009	7.203301928329926e-09	0.7903638404417498
45	9.742524511506901e-05	4.894529597708049e-06	9.515594063138928e-11	0.0	3.9281906205661047e-07	4.207498955974006e-18	7.2430357448814945e-06	8.709370773066518e-07	0.06966479688273756	9.766839580666002e-07	0.09377422727759294	0.036546259929397515	7.440749450808288e-09	0.8000003303689268
46	9.786954938838583e-05	4.649550815802541e-06	9.427364885871254e-11	0.0	3.95640919520212e-07	4.4239721066415316e-18	6.851290835237094e-06	8.239475327790102e-07	0.06587633797287068	9.632371125740223e-07	0.0883019016500756	0.036641460569031475	7.678865699000791e-09	0.8091666083676672
47	9.82975410265401e-05	4.413361056068412e-06	9.329405291212987e-11	0.0	3.9824600167789e-07	4.64488735478089e-18	6.478127689405556e-06	7.78956260562211e-07	0.0622587311528285	9.490697734066061e-07	0.08312656560075694	0.03672225166882895	7.917554536301305e-09	0.8178794258059562
48	9.870923194542316e-05	4.186321136663549e-06	9.222287227550276e-11	0.0	4.00646907282692e-07	4.8700876825261824e-18	6.1222450872347e-06	7.36277414192902e-07	0.058808329605365806	9.342617830942736e-07	0.07823429521138699	0.036789340472731295	8.156724500852194e-09	0.8261556467092404
49	9.910473465807167e-05	3.9680740778153845e-06	9.106960046448773e-11	0.0	4.0284215487769676e-07	5.0994129832959225e-18	5.783759744334282e-06	6.954578855697732e-07	0.05552104439229025	9.188892860240841e-07	0.07361162534376883	0.0368434119105239	8.396288660233063e-09	0.8340121408429104
50	9.948418589570611e-05	3.7588948057798677e-06	8.983974554639517e-11	0.0	4.048447229936153e-07	5.332700699629791e-18	5.461376935057428e-06	6.568056818811242e-07	0.052392426642229505	9.03024659838683e-07	0.06924554942682527	0.036885127603121036	8.636164463026221e-09	0.8414657026550147
51	9.984777801352434e-05	3.558360963719335e-06	8.85424073928469e-11	0.0	4.066535416600253e-07	5.569786160681263e-18	5.1552290350520576e-06	6.198764463186614e-07	0.049417736438560796	8.867364839519464e-07	0.06512351105157192	0.03691512708419298	8.876273591120435e-09	0.8485329896043878
52	0.00010019577386634145	3.3666715796278515e-06	8.718276316083456e-11	0.0	4.082819783357418e-07	5.810503421576629e-18	4.8640171051090335e-06	5.849708725316478e-07	0.04659201162812941	8.70089531733313e-07	0.06123340795855106	0.03693402663409979	9.116541812195428e-09	0.855230450544428
53	0.00010052846567547703	3.1833420866468685e-06	8.576942141770611e-11	0.0	4.09729490182533e-07	6.054685979517694e-18	4.5878684472271015e-06	5.516507450692139e-07	0.043910126005448726	8.531447931528198e-07	0.057563591652041196	0.036942420099834256	9.356898831080272e-09	0.8615742670644455
54	0.00010084617589055221	3.00852622361267e-06	8.430711281881163e-11	0.0	4.1100938847473955e-07	6.3021671207129234e-18	4.32551207657023e-06	5.202134140909282e-07	0.04136684113419398	8.359595198529735e-07	0.05410285887107125	0.03694087839205198	9.597278142143065e-09	0.8675803107004753
55	0.00010114927216760295	2.8416935224925114e-06	8.280387372834167e-11	0.0	4.121214845928143e-07	6.552780553766186e-18	4.0770769250261525e-06	4.90227517082263e-07	0.038956851630056924	8.185872909126554e-07	0.050840448654102095	0.03692995044059609	9.837616883152965e-09	0.8732640996480844
56	0.00010143814654050971	2.6829565792480355e-06	8.126392584284791e-11	0.0	4.130790932315553e-07	6.8063610149177295e-18	3.841306516712024e-06	4.619855429544951e-07	0.03667482807490982	8.010780944546378e-07	0.04776603899912759	0.03691016246025605	1.0077855689862211e-08	0.8786407599007607
57	0.00010171320535731302	2.531758047962827e-06	7.969467935276399e-11	0.0	4.1388212849275473e-07	7.06274465783553e-18	3.61834683553758e-06	4.3506473083087784e-07	0.034515450040208194	7.834784258877028e-07	0.044869737940570274	0.03688201920822808	1.03179385522904e-08	0.883724999883192
58	0.00010197487850618195	2.3881860610195055e-06	7.809980842805068e-11	0.0	4.145437057230027e-07	7.321769447126933e-18	3.406968305462722e-06	4.097543039981547e-07	0.032473437853098926	7.658313956888272e-07	0.04214207540071925	0.036846003521069974	1.0557812673593411e-08	0.888531087305428
59	0.00010222361182891984	2.251661741009464e-06	7.648607187591149e-11	0.0	4.1506383615169826e-07	7.58327568057444e-18	3.207327350053758e-06	3.8563920827562086e-07	0.030543578117488944	7.481768492895355e-07	0.03957399685216417	0.0368025774425555	1.0797428331095294e-08	0.8930728288448927
60	0.00010245985549208101	2.122259553412216e-06	7.485658107707711e-11	0.0	4.154553251141994e-07	7.847106294800379e-18	3.0182261660127097e-06	3.6300608328060343e-07	0.028720747084076733	7.305514921898444e-07	0.037156853246614066	0.03675218188166915	1.1036738739876903e-08	0.8973635571774251
61	0.00010268406656643357	1.9993930379845614e-06	7.321744404248644e-11	0.0	4.157180994515139e-07	8.113107163232126e-18	2.8398432063435923e-06	3.414488781662983e-07	0.02699992729547537	7.129890224030189e-07	0.034882390200392174	0.03669523796309069	1.127569991964562e-08	0.9014161237998803
62	0.00010289670898668207	1.8831290559864265e-06	7.157121335201786e-11	0.0	4.1586461937995113e-07	8.381127411488813e-18	2.6710111889628662e-06	3.212515979422162e-07	0.025376224771764957	6.955202650736621e-07	0.03274273839972212	0.0366321466850025	1.151427056488557e-08	0.9052428917809415
63	0.00010309824435325637	1.7728792974752625e-06	6.992335917880806e-11	0.0	4.1589468253587994e-07	8.651019713907714e-18	2.5119300208470576e-06	3.0201702698285903e-07	0.02384488002121564	6.781733115803597e-07	0.030730403018515106	0.036563290253253576	1.1752411918235192e-08	0.9088557339903413
64	0.00010328913065442781	1.6687126259619897e-06	6.827589959271362e-11	0.0	4.158202928937859e-07	8.922640434007172e-18	2.3614703100570276e-06	2.8402751779864347e-07	0.02240127888634302	6.609736568341898e-07	0.028838251244824437	0.03648903190376161	1.1990087647627723e-08	0.9122660349023041
65	0.0001034698236586701	1.570045016148563e-06	6.663369634924583e-11	0.0	4.1564105871640406e-07	9.195849849012374e-18	2.2198555187287024e-06	2.6689484878180917e-07	0.021040958541120928	6.439443389480002e-07	0.02705950090604627	0.0364097172706985	1.2227263727305234e-08	0.9154846946074557
66	0.00010364077310920817	1.4769502905405469e-06	6.49982615341449e-11	0.0	4.153685247656383e-07	9.470512305876232e-18	2.0859916717470983e-06	2.508995168299661e-07	0.01975961462874129	6.271060756767566e-07	0.025387708937331714	0.03632567418047602	1.2463908322613816e-08	0.918522133408465
67	0.00010380241847639256	1.3888541750644616e-06	6.337388803761062e-11	0.0	4.1500205263840447e-07	9.746496349709213e-18	1.9601285762118395e-06	2.356625349157241e-07	0.018553103125707158	6.104774005789002e-07	0.023816758936322513	0.03623721406539767	1.2699991678727789e-08	0.9213883009844678
68	0.00010395519093021546	1.3058404988930349e-06	6.176162453394279e-11	0.0	4.145526826041881e-07	1.0023674771170805e-17	1.8412104516242575e-06	2.2146297246791887e-07	0.01741744374635362	5.940747939928484e-07	0.02234084854009803	0.03614463182902558	1.293548601353521e-08	0.9240926857458757
69	0.00010409951187031741	1.2273466736326276e-06	6.016523636538269e-11	0.0	4.140195270366222e-07	1.0301924732468306e-17	1.729511485318056e-06	2.0793074867408838e-07	0.01634881924980465	5.779128134044882e-07	0.020954477760874713	0.036048207212081594	1.3170365414529325e-08	0.9266443258254604
70	0.00010423579038429261	1.1534687482052727e-06	5.858535179398977e-11	0.0	4.1341311768907964e-07	1.058112777917879e-17	1.6240133072563225e-06	1.953435022559349e-07	0.01534357646450731	5.620042173074246e-07	0.019652436648014773	0.03594820465862938	1.3404605739708577e-08	0.9290518205227649
71	0.00010436442247100117	1.083659184547089e-06	5.7025258828686216e-11	0.0	4.127322867748581e-07	1.0861169872763328e-17	1.5250162553889099e-06	1.833401805196232e-07	0.014398223071269924	5.463600868639553e-07	0.018429792953026537	0.0358448747051372	1.3638184522560572e-08	0.9313233444673626
72	0.00010448579266485369	1.0180277011574194e-06	5.5485211055889966e-11	0.0	4.1198706246656873e-07	1.1141941366522085e-17	1.4315383070778533e-06	1.7219695462603396e-07	0.013509426868389745	5.309899409015458e-07	0.01728188019061655	0.03573845384080899	1.3871080881110942e-08	0.9334666604336526
73	0.00010460027169698806	9.560422598077428e-07	5.396806456053997e-11	0.0	4.111760092766204e-07	1.1423337036348374e-17	1.3439036612811266e-06	1.6156143477443517e-07	0.012674011277914244	5.159018486593453e-07	0.01620428620787013	0.035629165840713815	1.4103275430855133e-08	0.9354891339310446
74	0.0001047082162847042	8.978276546412017e-07	5.247374578323177e-11	0.0	4.103086535561273e-07	1.1705255998693542e-17	1.2611664196024326e-06	1.5170838636498374e-07	0.011888953202178072	5.011025348076879e-07	0.015192841314508402	0.03551722163523234	1.4334750201602774e-08	0.9373977473472084
75	0.00010480996936782565	8.428684260057379e-07	5.100472766859815e-11	0.0	4.093832923272912e-07	1.1987601691257062e-17	1.1836742186875475e-06	1.422939437309653e-07	0.011151377352247156	4.865974819623276e-07	0.014243607034175272	0.0354028206225088	1.4565488558167348e-08	0.9391991155572129
76	0.00010490586091955879	7.913041237262432e-07	4.95606520201487e-11	0.0	4.084089763165594e-07	1.2270281788389737e-17	1.1105147633231105e-06	1.3359125105280515e-07	0.010458553475195356	4.723910259785133e-07	0.013352865198073268	0.03528615050200104	1.479547512478439e-08	0.9408994997695543
77	0.00010499620618410563	7.426358386487545e-07	4.814365321390376e-11	0.0	4.0738374966681634e-07	1.25532081640856e-17	1.042057447980846e-06	1.2526467761097844e-07	0.009807890082561962	4.584864485204504e-07	0.012517107363226301	0.03516738854166737	1.502469571311092e-08	0.9425048231115427
78	0.0001050813069513894	6.970182448412256e-07	4.675313247142707e-11	0.0	4.063162010167646e-07	1.2836296760947571e-17	9.774227999592804e-07	1.1758573873614238e-07	0.009196931043254622	4.4488606202150756e-07	0.011733024193508355	0.03504670140824449	1.5253137253795498e-08	0.9440206848260557
79	0.00010516145155233229	6.539685675341578e-07	4.539092750490941e-11	0.0	4.052041406658302e-07	1.3119467541134076e-17	9.170000961110678e-07	1.102267278913001e-07	0.008623349007198328	4.3159129246261476e-07	0.010997495623122253	0.03492424638517811	1.548078773145859e-08	0.945452375467498
80	0.0001052369154273779	6.136557252789565e-07	4.405623626753316e-11	0.0	4.040557251817545e-07	1.340264435665445e-17	8.599401901281203e-07	1.0345731612571605e-07	0.008084941906557402	4.1860275496935815e-07	0.010307581190469504	0.034800171166260094	1.5707636122964114e-08	0.946804890273309
