	T	V
0	1000.0	3.0
1	976.1687591600876	3.3894285557259978
2	953.059573841462	3.495851272447741
3	930.6609462294668	3.6040454305211016
4	908.945654970371	3.714028923688259
5	887.8875371128263	3.8258217088082684
6	867.4614588791487	3.939443801411018
7	847.642857745315	4.054922027171666
8	828.4083535285404	4.1722771904917435
9	809.735426511378	4.291539904241446
10	791.6025821198181	4.4127376094482065
11	773.9889870691435	4.535900691756793
12	756.8745166340029	4.661063456861765
13	740.2400793339972	4.7882614038381135
14	724.0672547485889	4.917532118155966
15	708.3382604042017	5.04891651879125
16	693.0361229613736	5.182457820505327
17	678.1441630333808	5.318203558634756
18	663.6469949221056	5.456203814547233
19	649.5291962891579	5.596511401075805
20	635.7760675390314	5.739184771921649
21	622.3735211680896	5.884285674925984
22	609.3079126400118	6.031882228758193
23	596.5662223214957	6.182045473443878
24	584.135866970592	6.334850740997397
25	572.0048788085137	6.490377850034619
26	560.1613899973271	6.648715682573173
27	548.5942200057314	6.809956245890074
28	537.2925894490176	6.97419858336084
29	526.245857504988	7.141550551075792
30	515.4440805034528	7.312127448034184
31	504.87759350966525	7.4860479293619155
32	494.53683847106413	7.6634451028105435
33	484.4127367299365	7.844459787669778
34	474.496525857555	8.029242252148968
35	464.7796837346975	8.21795489142948
36	455.2540589710086	8.410770131560062
37	445.9116217986993	8.607875708431417
38	436.74460613967426	8.809468528450427
39	427.74557214908384	9.015770653700352
40	418.90727278214246	9.227009226445634
41	410.22259620970476	9.443432974144375
42	401.68480908008087	9.665319374732452
43	393.2872594444527	9.892948642239231
44	385.02332638147124	10.126642195442386
45	376.88680451738526	10.366737034852047
46	368.8714137567218	10.613603784136847
47	360.97125284032455	10.86764332940782
48	353.18027992107704	11.129288833079874
49	345.4928124889928	11.399015544777656
50	337.9030847468448	11.677338208056087
51	330.40545385540906	11.964820300312336
52	322.99448276502795	12.26208456313414
53	315.6647450473388	12.569795946749869
54	308.41081935018053	12.888718253739826
55	301.227335694153	13.21965232803056
56	294.10904532622396	13.563505662630021
57	287.0506238164463	13.921276705206683
58	280.0468161887256	14.294071812798023
59	273.0923511314793	14.683135091573266
60	266.18190444638253	15.08982903430481
61	259.3101319580804	15.515700125457737
62	252.47163249294462	15.962446408411447
63	245.66093602609808	16.432091179418062
64	238.87244384237022	16.92674114082309
65	232.10049373589328	17.448946395674845
66	225.33926787725957	18.00154614812384
67	218.5828359277191	18.58781281135734
68	211.82498659988377	19.211483206187904
69	205.05932762969994	19.876886057567905
70	198.27921633234445	20.58910792792482
71	191.47771957799	21.35401597334131
72	184.64755490642978	22.178595247719553
73	177.78112702011467	23.071097341237685
74	170.87035287804525	24.041386385121953
75	163.90669700453006	25.101348481745
76	156.88108200578554	26.265482799330815
77	149.78383056273975	27.551564317476572
78	142.6045874825216	28.981635383699977
79	135.33225169164953	30.583528815879102
80	127.9549266879284	32.392659128480766
81	120.45981994155076	34.454948056301355
82	112.8332238480628	36.830852775208406
83	105.06051463764496	39.60167217079673
84	97.12627342653573	42.87922520597089
85	89.0145268354279	46.82116625623012
86	80.70940731899479	51.65683276773087
87	72.19647095962918	57.73190485682271
88	63.465371468266305	65.58874434093347
89	54.51548312150274	76.12202632737588
90	45.367814461628264	90.89375553222347
91	36.09128165998392	112.81304377756416
92	26.861948812732763	147.65859397150328
93	18.091048798641864	207.3740069195296
94	10.617995551340512	315.0065305829322
95	5.563242779754366	500.23413165575573
96	3.091941953898079	765.0969307743316
97	2.0381637677698947	1074.377162660265
98	1.512031563849666	1401.3037719577062
99	1.2002621683261925	1736.0333159931668
100	0.9944609427645752	2074.9361618332705
