time	species_0	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0.0.	999.999903689	0.0	499.999975922	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	3999.99961476	0.0	0.0	999.999903689	0.0	0.0	99.9999903689	499.999951844
40.0.	918.9254141285201	81.07448956047924	499.999975922	1.423324008105571e-05	3.585357292970535e-27	1.1535358404395439e-28	8.172214694266389e-32	0	783.2003890162265	0.13285464018786702	1.1446920111388843e-31	3966.7520120137256	33.003171387104864	0.24443135917067502	216.62891756527847	0.037724082701427006	4.151363764133082e-06	99.9999903689	499.999951844
80.0.	857.043059345262	142.9568443437376	499.999975922	0.0008314413123690001	7.930311333001455e-20	5.609804318482058e-21	8.710877082592563e-24	0	782.3778560651344	0.9545703809637571	1.250314109828591e-23	3928.35875929987	70.46096788649805	1.179887573631375	216.3992700751469	0.26714014346907	0.00023558297171500002	99.9999903689	499.999951844
120.0.	805.1937164039529	194.80618728504655	499.999975922	0.007769618986445	8.353876771729723e-16	8.973179790463212e-17	2.140449413597056e-19	0	780.5142744288817	2.8112138313537383	3.094279612535488e-19	3885.670908985472	111.31169120785188	3.01701456667614	215.88086733414227	0.783595044628367	0.002183431005873	99.9999903689	499.999951844
160.0.	759.8463563791883	240.15354730981113	499.999975922	0.038367722882028006	5.990597742280893e-13	8.350532700436453e-14	2.622868901587558e-16	0	777.1925522643893	6.10233792654413	3.8038139390479993e-16	3836.627697894858	157.24498882873687	6.126928036405039	214.95788877920862	1.6980136573599172	0.010743338614344	99.9999903689	499.999951844
200.0.	719.2897430894828	280.7101605995164	499.999975922	0.139439341947196	1.171302939539892e-10	1.943970545911222e-11	7.374464781193298e-14	0	771.7544804598049	11.439338087963847	1.07133825695615e-13	3779.167716681859	209.75115875294583	11.080739325196388	213.44757280485445	3.180103666705858	0.038969327722163	99.9999903689	499.999951844
240.0.	682.7670477471273	317.2328559418716	499.999975922	0.42627652089315404	1.0982676932457991e-08	2.059331943018916e-09	8.937860691252918e-12	0	763.1936539096386	19.71332745918238	1.299829319248785e-11	3711.0945551482314	270.1933928123425	18.711666799427704	211.07055972824003	5.477091864536678	0.11899420650595001	99.9999903689	499.999951844
280.0.	650.3806105583128	349.6192931306859	499.999975922	1.16826882348639	6.485922993755394e-07	1.330089620558182e-07	6.378308085469446e-10	0	750.0248777463228	32.14011131990388	9.282372323419539e-10	3630.247530888029	339.58467274771647	30.167411124256162	207.41472978753637	8.92604976902436	0.32586624272160003	99.9999903689	499.999951844
320.0.	623.4108741955631	376.58902949343553	499.999975922	2.961613535729616	2.7691806672486265e-05	6.099050029882549e-06	3.164884489090878e-08	0	730.1641428569523	50.20750149702956	4.608174194054178e-08	3535.016797910419	418.0996394874594	46.88317736212222	201.9021199562115	13.938935435109878	0.8255904079605311	99.9999903689	499.999951844
360.0.	604.7751734636105	395.2247302253879	499.999975922	7.036613373389517	0.0009098656854470001	0.00021374895972400002	1.189105708368346e-06	0	700.9044262103041	75.39221830601869	1.7320863663887528e-06	3425.0859834523812	504.52496264714324	70.38866866047697	193.78256239661428	20.92358693245749	1.9604964702103622	99.9999903689	499.999951844
400.0.	598.7400909218345	401.259812767164	499.999975922	15.734199488849166	0.023498571054022	0.005888186019768001	3.507824990387735e-05	0	658.9871418105104	108.61191659035359	5.1115252522146485e-05	3301.3638610362636	596.5505714912626	102.08518223247493	182.15334304826033	30.131779187908677	4.381523563113299	99.9999903689	499.999951844
440.0.	608.811595364048	391.18830832495047	499.999975922	33.358332064417766	0.48718872024598003	0.129713173694913	0.0008263281532840001	0	600.1438684498125	149.83105737548303	0.0012045219467000001	3162.470872127773	693.5577253199839	143.97101731224467	165.82937067541164	41.551491785090846	9.285783338779959	99.9999903689	499.999951844
480.0.	635.1798212331184	364.82008245588025	499.999975922	69.02417805848269	8.718520604889191	2.410972602822834	0.016150083139171	0	516.0694158074965	198.2396640237349	0.023547382695570003	2994.480887228796	802.7703953099566	202.74833222124946	142.49545842243379	54.956849758298915	19.214337618549894	99.9999903689	499.999951844
520.0.	674.7522076164106	325.2476960725881	499.999975922	149.82530567626503	134.98947280112108	39.998795457777156	0.280521348015613	0	385.08575191512654	248.42220029832308	0.40909647018361806	2747.1803455482777	948.7183831402893	304.10088607143354	106.09705763908137	68.82482476049384	41.744763399707544	99.9999903689	499.999951844
560.0.	722.8722228175072	277.12768087149163	499.999975922	386.84732982047984	666.4937112988927	329.20943644879486	3.2246193646905112	0	161.0250156871691	235.46091238206574	4.708627186473461	2275.9857485273833	1174.2343880414637	549.7794781911576	43.760113521295686	64.90396722485958	108.0025650531275	99.9999903689	499.999951844
600.0.	773.5323146512285	226.4675890377705	499.999975922	759.744268179584	1048.588151972812	915.7984587458801	15.033364074130846	0	2.095989547654791	21.49300016247575	21.980511390262272	1461.2450663175089	1352.0891773957171	1186.665371046773	0.45293155136872704	5.9435003490953395	210.2702138988187	99.9999903689	499.999951844
640.0.	819.8512885735082	180.14861511549057	499.999975922	767.3460057989405	1210.8123454874492	1536.3454146485744	38.74805403350666	0	2.1278431247567102	13.859408966016334	56.6922534670619	950.1006859505529	1282.4906516119586	1767.4082771974881	0.37079239052303903	3.821164658914166	212.47468874984528	99.9999903689	499.999951844
680.0.	860.1871180521307	139.8127856368678	499.999975922	766.9800787662112	1278.122112290549	2070.3136031312024	73.4976380421256	0	3.330686572091895	13.022492551410659	107.57340647278376	756.7908137316376	1222.120522606561	2021.0882784218018	0.531205194692538	3.56747270836781	212.56796789622243	99.9999903689	499.999951844
720.0.	894.0992077976543	105.90069589134374	499.999975922	762.4842449184225	1306.0140840737977	2494.23839065809	117.17742777730645	0	6.055988443883233	14.793024527407969	171.54182703334223	792.2032507938086	1251.9522686677076	1955.8440952984847	0.9818414360350671	4.13053389044104	211.5542704728064	99.9999903689	499.999951844
760.0.	921.4646795975067	78.53522409149109	499.999975922	750.8842523288964	1317.5004873157677	2818.220328388543	167.6375420452589	0	12.878223228271818	19.57078233254443	245.44761157251554	1029.4195839747197	1324.5937383701785	1645.986292415103	2.3138652039468193	5.799440669391289	208.55333992594532	99.9999903689	499.999951844
800.0.	942.5296568184898	57.470246870507935	499.999975922	711.6769534482763	1321.990091769763	3060.9226448316263	223.05171863410627	0	39.12101250767349	32.53529193376323	326.61454032774327	1473.4397267640584	1333.2355250528915	1193.3243629430522	8.41943281456268	10.561656886863878	197.6855560978558	99.9999903689	499.999951844
840.0.	957.5006588443853	42.499244844612996	499.999975922	497.42172745083326	1321.0959943676428	3240.132402793288	281.9749375308812	0	226.4117907275908	59.49973971128861	412.9249289758669	2147.616525960368	1160.246878886585	692.1362099130484	58.68452184235644	20.59690783054868	137.3852161263771	99.9999903689	499.999951844
