time	T	Tstar	Tstarstar	Ttot	V
0.0.	1000.0	0.0	0.0	1000.0	0.001
36.0.5.0	999.9999862223809	1.0852851183959701e-05	1.323897402252822e-07	999.9999972076213	1.307590011674004e-05
73.0.	999.9999819243942	1.3469331407988211e-05	1.6431516246660091e-07	999.9999955580399	1.622920818603435e-05
109.0.5.0	999.9999772398398	1.6716704177784314e-05	2.039305389289387e-07	999.9999941604738	2.0141971802408963e-05
146.0.	999.9999716432378	2.074700518515433e-05	2.530970160535756e-07	999.9999926433392	2.49980836293719e-05
182.0.5.0	999.9999647700339	2.5748979678029972e-05	3.141171397665118e-07	999.99999083313	3.102496685198362e-05
219.0.	999.9999562640759	3.195689903883814e-05	3.8984883502242967e-07	999.9999886108227	3.850489404675842e-05
255.0.5.0	999.9999457155244	3.9661508674930464e-05	4.838389654085802e-07	999.999985860871	4.7788184622096945e-05
292.0.	999.9999326265065	4.922365125085961e-05	6.0048952553753e-07	999.999982450646	5.930961821792773e-05
328.0.5.0	999.9999163827199	6.109116598364535e-05	7.452637990880564e-07	999.9999782191483	7.360879670694799e-05
365.0.	999.9998962229639	7.581986308651221e-05	9.249422304412707e-07	999.9999729677678	9.135541631975673e-05
401.0.5.0	999.9998712029216	9.409955475358173e-05	1.147939982136364e-06	999.9999664504145	0.00011338063241000001
438.0.	999.9998401507421	0.00011678636197500001	1.424701052535901e-06	999.9999583618032	0.00014071598598
474.0.5.0	999.9998016120958	0.000144942810204	1.768187411313266e-06	999.9999483230913	0.000174641714997
511.0.	999.9997537820395	0.00017988759163300002	2.194486060153674e-06	999.9999358641151	0.000216746713046
547.0.5.0	999.9996944204782	0.00022325732456100002	2.723562448447671e-06	999.9999204013629	0.000269002943284
584.0.	999.9996207472502	0.00027708320209100004	3.3801955273179357e-06	999.9999012106451	0.000333857792608
620.0.5.0	999.9995293119214	0.00034388611963500005	4.195138230864705e-06	999.9998773931761	0.000414348690982
657.0.	999.9994158321911	0.00042679473597400004	5.2065577291260424e-06	999.9998478334817	0.0005142453635070001
693.0.5.0	999.9992749933406	0.0005296919964130001	6.461822896877681e-06	999.9998111471571	0.000638226376578
730.0.	999.9991001993319	0.000657396979136	8.019722698917548e-06	999.9997656160316	0.000792098245171
766.0.5.0	999.9988832639054	0.000815890579568	9.953219366271263e-06	999.9997091077029	0.000983067360817
803.0.	999.9986140272092	0.0010125955996170002	1.2352865272125192e-05	999.9996389756728	0.001220077472449
839.0.5.0	999.9982798800129	0.001256724355135	1.533104348137083e-05	999.9995519354101	0.001514228520588
876.0.	999.9978651732304	0.001559710074636	1.9027230494734003e-05	999.9994439105344	0.0018792964325890001
912.0.5.0	999.9973504851149	0.0019357422828570003	2.3614527537332795e-05	999.9993098419243	0.0023323782107060004
949.0.	999.996711711819	0.0024024312269920003	2.9307766083627544e-05	999.999143450811	0.002894692505918
985.0.5.0	999.9959189387652	0.0029816324380720002	3.637356693214477e-05	999.9989369447687	0.0035925731420330003
1022.0.	999.9949350400177	0.003700470005965	4.5142823471752656e-05	999.9986806528457	0.0044587020750790005
1058.0.5.0	999.9937139401336	0.004592606431744001	5.602619306262032e-05	999.998362572757	0.005533639461814
1095.0.	999.99219845721	0.005699818436605	6.953332094651412e-05	999.9979678089662	0.0068677223876
1131.0.5.0	999.9903176262885	0.007073952385145001	8.629669530828336e-05	999.9974778753678	0.008523421010519
1168.0.	999.9879833780475	0.00877935068173	0.00010710124807700001	999.9968698299765	0.010578262210001
1204.0.5.0	999.9850864176659	0.010895862436210001	0.00013292108372600002	999.9961152011849	0.013128457266153
1241.0.	999.981491111522	0.013522578873895002	0.00016496504994400002	999.9951786554446	0.016293402851967002
1277.0.5.0	999.9770291432876	0.016782467622381	0.000204733274785	999.9940163441836	0.020221265187575003
1314.0.	999.9714916439023	0.020828121666837	0.00025408730324200004	999.9925738528711	0.025095907420497002
1350.0.5.0	999.9646194293036	0.025848890293624003	0.00031533709508000003	999.9907836566911	0.031145482412758003
1387.0.	999.9560908924959	0.032079723025022	0.00039134892303300004	999.9885619644429	0.038653089894216
1423.0.5.0	999.9455069887312	0.03981213617106601	0.00048567917020100003	999.9858048040711	0.047969991746789
1460.0.	999.9323726195842	0.049407808567479006	0.00060274020909	999.9823831683591	0.059531996101981004
1496.0.5.0	999.9160735579001	0.061315432406168005	0.0007480060019530001	999.9781369963068	0.073879764894624
1533.0.	999.8958478542203	0.07609159167000501	0.000928266852812	999.9728677127417	0.09168397642307001
1569.0.5.0	999.8707504183108	0.09442662032346401	0.0011519449364070001	999.966328983569	0.113776491317571
1606.0.	999.8396091674427	0.11717661181043301	0.001429484911026	999.9582152641622	0.141188935293
1642.0.5.0	999.8009707652456	0.14540301825617302	0.001773837185548	999.9481476206854	0.17520043453525103
1679.0.	999.7530335291376	0.18042160059125	0.0022010553614650002	999.9356561850883	0.21739662999552603
1715.0.5.0	999.6935645474022	0.22386287865662602	0.002731034120897	999.9201584601777	0.26974256640973404
1752.0.	999.6197974056765	0.27774669209296904	0.003388419493353	999.900932517261	0.33467261163079104
1788.0.5.0	999.5283061650052	0.34457402593144204	0.004203730103606001	999.8770839210384	0.41520122147475
1825.0.	999.4148503518143	0.42743988318215004	0.005214735735901001	999.8475049707304	0.515059130360616
1861.0.5.0	999.2741847147493	0.530171697112511	0.006468148317957	999.8108245601776	0.6388604160526771
