time	Active_R2	Active_Rec	Active_Rec_endo	Inactive_Rec	S2_c	S2_n	S4_c	S4_n	S7	Smad7mRNA	Smad7mRNA1	TGFb	TGFb_In	TGFb_R1_endo	TGFb_R1_surface	TGFb_R2_endo	TGFb_R2_surface	pS2_c	pS2_n	pS2_pS2_S4_c	pS2_pS2_S4_n	pS2_pS2_pS2_c	pS2_pS2_pS2_n
0.0.	0.0	0.0	0.0	0.0	1146.018038384658	189.76147011534192	143.91643145015448	203.5893353738455	12.42432310772068	0.103311072468887	0.6721641187789861	100.0	0.0	30.57468258089889	39.145316324701106	33.85063901428154	15.34190486771847	0.0	0.0	0.0	0.0	-7.31511930420656e-99	1.362547148802608e-107
14.0.5.0	0.126155962476996	0.9629930865346181	0.5099731271668371	3.7777518813442743	744.3453750471798	131.30885344615228	46.15108199939954	175.3029565651656	8.71851247131198	0.14133219860947502	1.624866384144831	99.47656143944079	0.048307833244679	34.82038475065197	24.717499725692175	43.587003323437735	0.026868678184002	0.6396489421321271	0.48868485115915905	52.43837172392803	118.9403342623332	30.130806715006017	77.94328903813941
29.0.	0.13290451736605802	0.923394150805367	0.49118199293611803	3.773912593934273	598.0273356525998	108.06497469051486	46.68801444144088	172.60909627850668	9.084646740878403	0.46041043000372306	5.01101559457139	98.9558695513924	0.046882116903098	33.30715310874855	22.942446244205872	43.43965892353443	0.027549608283355002	0.572178503624811	0.540266700702933	42.129802667287585	141.17746777819016	26.6522406344588	190.6700885181179
43.0.5.0	0.132804663649972	0.8274724551712	0.442965858837349	3.789081681130872	535.2468185524475	97.95166740043219	50.42177210585441	167.15106060386583	10.180077436534125	0.952384322191091	8.486344128616631	98.43790297753849	0.043074091768699	32.326888934863106	21.776214544291268	43.36846269675452	0.027659678108229002	0.5158082086888021	0.566792094563879	36.92813766369694	149.57131813118534	19.770215027627817	252.91268162826748
58.0.	0.127738163520308	0.699604140396166	0.37601618552327004	3.814276707816558	523.393459747635	95.90391415095728	54.931677876422135	164.8667011318588	12.1210828122559	1.417129233931518	11.054762784838388	97.92264736688756	0.037544550377532	31.700314870970065	21.019221266913217	43.34448728380656	0.027346300661816002	0.467983223667054	0.5733242429395381	33.09364158204457	150.5048582253619	14.666988398286819	278.2345975669818
72.0.5.0	0.12122761337763802	0.578553848434867	0.311161053657655	3.836872824880777	541.6569553086591	98.62867306988113	59.70407917933685	164.73316811093522	14.743078751993977	1.738802488928978	12.372579804396594	97.41008850359717	0.032042403097612006	31.29036876576857	20.52962232206428	43.31672053273445	0.026898485539942	0.42874064209592805	0.5671598199932041	30.16906135466852	146.94274909520786	11.127234525228776	280.52891852437597
87.0.	0.11533348184703601	0.48234687143359006	0.25903424580336903	3.851371214196397	575.8715496652816	103.89122362666761	64.30075204096168	165.8374256250684	17.74908679106138	1.885835992309171	12.56313109785518	96.90021229804135	0.027556459613743003	31.013051421465686	20.215904688476602	43.26000710477678	0.026489770134035	0.39798938573145304	0.553948459611398	27.979275426342333	141.02471771447736	8.744645975280104	269.52308415094564
101.0.5.0	0.110591908219393	0.41148185217034905	0.22046695044001402	3.8578207472606882	616.8821556841189	110.24434222701001	68.46869488275037	167.61057732393138	20.83928434467351	1.881818879181726	11.950028967025405	96.39300475009412	0.024213623678864003	30.821482723178658	20.020965090913922	43.172756187116605	0.026168608214054003	0.37459022214525706	0.537366556561191	26.37654603959788	134.12113910552597	7.160192123757904	251.76499844005608
116.0.	0.10689523755820601	0.360562752950761	0.192724653429679	3.8580369097271303	659.1462946199073	116.81030375309165	72.11566873550481	169.68745749635585	23.78242414926249	1.772757210003693	10.87483425697277	95.88845192830205	0.021799430286879	30.688137134777172	19.907892468891962	43.06171968115701	0.025929191535948002	0.357017353361323	0.519712717552258	25.22315826425908	127.05708677827035	6.099885310688794	231.4104038812338
130.0.5.0	0.10399860625836001	0.32401893258012104	0.17282227952523901	3.85383412588273	699.5203163581864	123.09064191142828	75.2398099354579	171.83314610881314	26.43496611004322	1.605168202572695	9.611672326660333	95.38653996457167	0.020061963823570002	30.595310995439124	19.85173829602896	42.93413516038182	0.025753243375462	0.34386506932672	0.5023728460554591	24.40275729744129	120.30391769954221	5.378325907534761	210.93469963496526
