	A20	A20_mRNA	BAR	BAR_Casp8	Casp3	Casp6	Casp8	FADD	FLIP	FLIP_mRNA	IKK	IKKa	IkBa	IkBa_N	IkBa_NFkB	IkBa_NFkB_N	IkBa_mRNA	NFkB	NFkB_N	PARP	PIkBa	RIP	TNFR	TNFRC1	TNFRC2	TNFRC2_FLIP	TNFRC2_FLIP_FLIP	TNFRC2_FLIP_pCasp8	TNFRC2_FLIP_pCasp8_RIP_TRAF2	TNFRC2_pCasp8	TNFRC2_pCasp8_pCasp8	TNFRCint1	TNFRCint2	TNFRCint3	TNFR_E	TNF_E	TNF_TNFR_E	TNF_TNFR_TRADD	TRADD	TRAF2	XIAP	XIAP_Casp3	XIAP_mRNA	cPARP	pCasp3	pCasp6	pCasp8
0	0.104434	5.56657e-05	0.28789	0.0	0.0	0.0	0.0	0.30944	0.0320472	0.000139056	0.64	0.0	0.00101518	0.0013839	0.0151032	9.00189e-05	5.31517e-05	0.000115365	0.000691431	1.66667	0.0	0.20256	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.2688	0.0	0.0	0.29344	0.33056	7.83371	0.0	0.000219646	0.0	0.8	0.064	3.2
1	0.10147601788689949	0.0007311919758265782	0.1172971857275312	0.16886593167970948	1.4719832385953124e-05	3.2054991960326833e-06	0.005170329576455197	0.27934903064095656	0.010711532788846366	0.0007764176538173485	0.004786495617033627	0.6120850377588679	0.0011867457656936226	0.0002534269928210218	2.9190835254816605e-05	0.0008942812419365922	0.0006029877414965799	0.0003197870309814798	0.04327776277507638	1.661388874421647	0.0004168479449984848	0.038937814758060324	0.0001530772795927491	0.042022629827864165	0.003488215520210513	1.2957940720713222e-05	7.345573516988929e-05	0.00023723038718441106	6.0757349096292876e-05	0.003316244740769747	0.0020431994019942104	0.0340114205078084	0.0035842400316576707	0.00029717976827055433	8.144707549533e-08	0.2637999417607237	0.004163791847162413	0.0030897063138351456	0.00038099964217559013	0.2454366093575619	7.453409862167965	0.02315920877658867	0.0008660738850552286	0.00170598528059508	0.7586840354646619	0.0625543596145655	2.7924548214711757
2	0.10045373269848432	0.0013064422625224236	-0.003318368204575593	0.28131524672089125	8.021038973266069e-05	0.0001761397207249955	0.6480090044190194	0.2334359746727171	0.00017152023069391185	0.001415636083291244	0.01641984762850029	0.5785375897475025	0.002187886341340086	0.0005295813076287107	8.569754725244016e-05	0.0019745224107437743	0.0010908465137746612	0.0007713138188053019	0.03907688436250345	1.5661850235134314	0.0013092119616666417	0.047516188047545704	0.00012571143375948542	0.01174191515916434	0.012044785179534829	1.6959250640994514e-06	8.477961772684173e-05	1.36006703325804e-05	0.00010013415332056462	0.011885909356962654	0.003216666811653471	0.028489005667435438	0.004802013141826505	0.00028116254765147707	7.878303860917813e-08	0.2637997638623656	0.004028402616140078	0.0009439472859008373	0.000393154470189346	0.27197234960506755	3.5920913339543152	0.7513280013440701	0.0015357924255016196	0.09334583759625617	0.0022738998370197914	0.060986393601681364	1.2152795600056279
3	0.10072814059649277	0.0016913337880123367	0.00014385171755718323	0.26957446177610744	0.00013182573206496298	0.00012036367772510345	1.1260230334904164	0.19805100896428118	0.0001285431775017725	0.001941384492353916	0.04102663421600645	0.5331686871973512	0.0027096821888275436	0.0007081086821715749	0.00013066154406416743	0.002499013990914063	0.0014350810823124253	0.0009982772523047054	0.03623034592644582	1.5751439083156964	0.0019280900158881176	0.057467147425280536	0.00010976555894478701	0.0043298329743228095	0.02018105522104672	1.141849976625759e-05	8.261495592468424e-05	1.6740981771728675e-05	0.0001091376890361891	0.019536560516290564	0.0009557747395974907	0.018576926276801648	0.0046317000350021955	0.00019559084442842932	7.620537228475452e-08	0.26379961316154693	0.003897023484309175	0.00045956088761075895	0.00040631120275310935	0.27969647815943516	2.3656340294602103	0.7187331035706821	0.0021088476401882406	0.08083407431867333	0.0002754446928490677	0.05969292327591739	0.21864640670700136
4	0.10181493007499776	0.00194402396713717	0.00014149822656475529	0.26155909638889413	3.6354883968000196e-05	0.00030344554012333246	1.198432794267918	0.17381453585067552	0.00012415530127064976	0.0023783050242222343	0.06857790058758086	0.48594674966624773	0.003042251748702545	0.0008478823329182216	0.00017221693904975705	0.00282690039006779	0.0016758781343498112	0.0011380381768983413	0.03393374151781814	1.4694398179550083	0.0023577426576329	0.05986345159168622	0.00010047507858175893	0.0023673672836758363	0.025670223371583718	8.481233492089069e-05	8.259766288528706e-05	1.894985831975458e-05	0.00012179301262412924	0.023174763444554044	0.0001627441647845606	0.011461656454867184	0.003944246017144226	0.00012833284075506975	7.370858751074509e-08	0.26379947831107214	0.0037695450635216892	0.0003484362283060248	0.00041994716456735247	0.27912799554417017	1.2672962397238137	0.6862590618075638	0.00260577735475645	0.18299637163830973	0.00025851727525088225	0.058205024352434034	0.030091039783225103
5	0.10337655368020532	0.002102144996998229	0.0004632470439560408	0.2534658842065817	-0.005419374862472428	-0.00042441837641505237	1.1860437943792468	0.157391015853696	0.00013427151229419333	0.002741634131081945	0.09398697723668899	0.4419010595039905	0.00325938460284084	0.0009618593710815671	0.00021268019080398327	0.0030359620140950165	0.0018395817363802418	0.0012258904838658834	0.031991179386047	1.8922458944101688	0.002649299639473629	0.07885248472654945	9.506133159463974e-05	0.0018071021026632424	0.029039737521403253	0.00040527434173814387	9.670002138238975e-05	2.4966624282550464e-05	0.00013555714311118126	0.02415651800305889	0.00029501179216676206	0.007117544595583205	0.0031553835834412496	8.42579175038706e-05	7.128858798246587e-08	0.26379935269336696	0.0036458577568659178	0.0002962625192109828	0.00043408169826997445	0.2745690266440705	0.25698431093069485	0.6609464116588302	0.0030385391002380746	-0.2433404470173667	0.0002581436228343586	0.057671269352960415	0.014256527511788223
6																																															
7																																															
8																																															
9																																															
10																																															
11																																															
12																																															
13																																															
14																																															
15																																															
16																																															
17																																															
18																																															
19																																															
20																																															
21																																															
22																																															
23																																															
24																																															
25																																															
26																																															
27																																															
28																																															
29																																															
30																																															
31																																															
32																																															
33																																															
34																																															
35																																															
36																																															
37																																															
38																																															
39																																															
40																																															
41																																															
42																																															
43																																															
44																																															
45																																															
46																																															
47																																															
48																																															
49																																															
50																																															
51																																															
52																																															
53																																															
54																																															
55																																															
56																																															
57																																															
58																																															
59																																															
60																																															
61																																															
62																																															
63																																															
64																																															
65																																															
66																																															
67																																															
68																																															
69																																															
70																																															
71																																															
72																																															
73																																															
74																																															
75																																															
76																																															
77																																															
78																																															
79																																															
80																																															
81																																															
82																																															
83																																															
84																																															
85																																															
86																																															
87																																															
88																																															
89																																															
90																																															
91																																															
92																																															
93																																															
94																																															
95																																															
96																																															
97																																															
98																																															
99																																															
100																																															
