	A	I1	I2	S
0	200.0	5000.0	1000.0	3800.0
1	651.1039532904225	5943.741431893631	1011.2773481884134	3205.3226741619965
2	967.4477735882057	6614.337316823612	1033.8600559409008	2771.2735381164925
3	1189.030543332056	7064.642054088094	1063.9094629095098	2479.1722651788405
4	1342.8215895317467	7356.801374863394	1098.5618332129216	2292.7478754802173
5	1448.4826366216703	7542.697902854975	1135.839720421466	2178.0768380113836
6	1520.5434242511626	7659.74424187603	1174.4385464846102	2109.6173096373186
7	1569.557819088479	7732.970796200869	1213.5201387454777	2069.9902893360886
8	1602.9987563187415	7778.461726848778	1252.5540310974009	2047.9964726995527
9	1626.0296184636588	7806.334591926443	1291.2073134968457	2036.6424817348063
10	1642.1452507621325	7822.892937270313	1329.2721237402966	2031.6449792720775
11	1653.6731867490714	7832.059032934592	1366.619309474293	2030.4131425173857
12	1662.1452897420631	7836.287384525869	1403.1693150752822	2031.3930300527695
13	1668.5620878302454	7837.133119358553	1438.8740627620048	2033.6578802498043
14	1673.5748748154626	7835.600523237368	1473.705721812944	2036.656907165633
15	1677.6081059150345	7832.354926059279	1507.6497424690263	2040.063235751615
16	1680.9401021653493	7827.85093701354	1540.700510247003	2043.6827034286925
17	1683.7554763654161	7822.409984075668	1572.8586033070783	2047.3995583764997
18	1686.178801009176	7816.267333828901	1604.1290292250085	2051.144314344282
19	1688.2960486260297	7809.600813188841	1634.520061499663	2054.874810934916
20	1690.1681708756173	7802.548579197965	1664.0424458087487	2058.5650948641937
21	1691.8396783671108	7795.220326873872	1692.7088371375348	2062.198908002783
22	1693.3440678915133	7787.704547839445	1720.5333839837335	2065.7658759152287
23	1694.7072735631355	7780.073390900438	1747.5314089597962	2069.259272816624
24	1695.9498836079144	7772.386044505236	1773.719154951976	2072.67470399386
25	1697.088586853053	7764.691188614013	1799.1135778100345	2076.009320662535
26	1698.1371370054103	7757.028842925285	1823.7321736046972	2079.2613438777544
27	1699.1070131946656	7749.431809033259	1847.5928327044555	2082.4297681594007
28	1700.007886829501	7741.926827960226	1870.7137154434204	2085.514170191438
29	1700.8479627766856	7734.5355294075125	1893.1131456934338	2088.5145796940337
30	1701.6342370603008	7727.275222385793	1914.8095196043012	2091.431387772
31	1702.3726973339478	7720.1595606729325	1935.8212273836978	2094.265278622342
32	1703.068483038749	7713.1991070286595	1956.1665863977282	2097.0171761837455
33	1703.7260158328838	7706.401813498218	1975.863784141714	2099.6882010891054
34	1704.3491074859858	7699.7734313035635	1994.930829865734	2102.2796349849586
35	1704.9410502184783	7693.317861188544	2013.3855137737262	2104.7928903725683
36	1705.504692887986	7687.037452913842	2031.2453728665694	2107.229484878553
37	1706.04250559487	7680.933261240876	2048.5276626051595	2109.5910191563003
38	1706.5566346613741	7675.005264598425	2065.249333665008	2111.8791578497335
39	1707.048949519828	7669.252551701124	2081.42701313922	2114.0956131846765
40	1707.52108274969	7663.673480631868	2097.076989621393	2116.2421308378975
41	1707.9744642864814	7658.265814271294	2112.215201665233	2118.3204777920378
42	1708.4103506561569	7653.02683541292	2126.8572291772434	2120.3324319271255
43	1708.8298499564914	7647.953444445043	2141.018287350485	2122.2797731319906
44	1709.2339431974335	7643.042242076907	2154.713222794804	2124.1642757464656
45	1709.6235025241597	7638.289599248974	2167.956511559867	2125.9877021670636
46	1709.9993067705902	7633.691716067668	2180.7622587837254	2127.751797469849
47	1710.362054727724	7629.244671353418	2193.144199734303	2129.4582849176454
48	1710.7123764563544	7624.944464160514	2205.1157020344963	2131.108862244557
49	1711.0508429263741	7620.787048450435	2216.689768897598	2132.7051986034016
50	1711.3779742283039	7616.768361914544	2227.8790432086344	2134.248932106189
51	1711.6942465578418	7612.884349833483	2238.6958123197824	2135.741667852033
52	1712.0000981710448	7609.1309846720105	2249.1520134370885	2137.184976417657
53	1712.2959344198457	7605.504282129118	2259.25923949379	2138.580392680744
54	1712.582132094235	7602.000314051883	2269.028745423319	2139.9294150271826
55	1712.8590430067486	7598.615218877826	2278.4714547445333	2141.233504755685
56	1713.1269971972229	7595.345209768827	2287.597966401564	2142.4940858044897
57	1713.3863054178184	7592.186581008048	2296.4185617893054	2143.7125445984607
58	1713.6372615479058	7589.135712770777	2304.943211917192	2144.8902301321596
59	1713.8801443752263	7586.189074631274	2313.181584667614	2146.0284541574374
60	1714.1152192623952	7583.343227961726	2321.1430521086777	2147.128491505649
61	1714.342739507732	7580.594827428702	2328.836697828759	2148.1915805096532
62	1714.5629475201156	7577.940621729569	2336.2713242650407	2149.218923508638
63	1714.776075816295	7575.377453703871	2343.455460001401	2150.2116874218136
64	1714.9823478714004	7572.902259928536	2350.397367015215	2151.1710043778476
65	1715.181978846515	7570.512069894382	2357.105047855397	2152.0979723885794
66	1715.3751762115521	7568.204004839336	2363.586252737038	2152.9936560577926
67	1715.5621402805152	7565.975276308162	2369.8484865400874	2153.8590873165567
68	1715.7430646727955	7563.823184494831	2375.899015701765	2154.6952661781543
69	1715.9181367123322	7561.745116415318	2381.744874994163	2155.5031615065272
70	1716.0875377745883	7559.738543951128	2387.392874180022	2156.2837117930653
71	1716.2514435896765	7557.801021797071	2392.8496045411066	2157.0378259373747
72	1716.410024508783	7555.930185341761	2398.1214452746995	2157.7663840282635
73	1716.5634457397543	7554.123748503932	2403.214569754876	2158.4702381218626
74	1716.711867556913	7552.379501544388	2408.134951656033	2159.1502130141575
75	1716.855445489267	7550.6953088694645	2412.888370936961	2159.8071070058227
76	1716.9943304906926	7549.069106839681	2417.480419684398	2160.4416926573494
77	1717.128669094981	7547.498901593842	2421.9165078156548	2161.0547175332035
78	1717.2586035581594	7545.982766897952	2426.201868640301	2161.646904933454
79	1717.3842719904299	7544.518842025688	2430.3415642814866	2162.2189546122418
80	1717.5058084787272	7543.105329676077	2434.3404909576243	2162.7715434818583
81	1717.6233432025213	7541.740493932645	2438.2033841257467	2163.305326302404
82	1717.737002542019	7540.422658267998	2441.934823487896	2163.8209363557776
83	1717.8469091833101	7539.150203595494	2445.5392378622782	2164.318986104582
84	1717.9531822148554	7537.92156637086	2449.020909921011	2164.800067834757
85	1718.0559372272235	7536.735236743768	2452.383980796622	2165.2647542825584
86	1718.1552863965462	7535.589756760673	2455.6324545593147	2165.713599246023
87	1718.251338587709	7534.483718620896	2458.7702025674967	2166.1471381783126
88	1718.344199419578	7533.4157629796755	2461.800967693789	2166.5658887700297
89	1718.43397137948	7532.384577311958	2464.728368429006	2166.9703515066285
90	1718.5207538554591	7531.388894307421	2467.555902866994	2167.3610102276766
91	1718.6046432875082	7530.427490349999	2470.2869525717956	2167.7383326408467
92	1718.6857331497201	7529.499183992153	2472.924786331999	2168.1027708665015
93	1718.764114163523	7528.6028345631885	2475.472563800529	2168.454761896988
94	1718.8398742205686	7527.737340709023	2477.9333390295915	2168.794728134493
95	1718.9130985450495	7526.901639078737	2480.310063895374	2169.1230778340555
96	1718.9838697574091	7526.094703014496	2482.6055914204035	2169.440205565183
97	1719.0522679295416	7525.315541281134	2484.822678995028	2169.7464926631906
98	1719.1183706587562	7524.563196848071	2486.963991499477	2170.0423076590896
99	1719.182253135743	7523.836745710063	2489.0321043302724	2170.3280066982197
100	1719.2439882104763	7523.135295747485	2491.0295063328385	2170.6039339464073
