	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
0	3.4e-06	1.4e-06	0.0	0.0	9e-08	0.0	0.0	0.0	0.0	5e-12	2.5e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-08	1e-08	7e-10	0.0	0.0	0.0	1e-10	0.0	1.6e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	3.3999999857931306e-06	1.3999999766784224e-06	2.069308892061036e-14	2.4107204905640073e-15	8.999994187466774e-08	5.247086907388121e-14	4.4081626790545115e-16	8.447733235367013e-23	1.6053605881982838e-22	4.003990635313429e-12	2.499976053250647e-09	9.284573080370176e-13	2.5044496597953977e-14	1.1180367009166346e-16	5.213646676058364e-15	1.3970095667861685e-14	4.207493958162517e-15	1.900452007942473e-14	1.9999960054344397e-08	9.99878485944539e-09	6.99998601902054e-10	1.3596524227121228e-15	3.844527827319047e-17	3.844527827319047e-17	1.0021913118992396e-10	3.994402685007761e-14	1.599995112089586e-07	4.354432232133485e-13	1.1221850304173812e-14	4.942229273018351e-15	8.853134477271347e-19	7.434364376559721e-19	1.9534589653533743e-16	2.1678684040241246e-17
2	3.3999999225438968e-06	1.3999998601852474e-06	9.085375219622529e-14	1.776318745346591e-14	8.999984687395567e-08	1.436413526396725e-13	2.1159617086680536e-15	9.300155929877866e-21	1.7834386242985602e-20	3.2572900183828933e-12	2.499924651759321e-09	1.6226541149437776e-12	3.472941729398037e-14	3.019124978637732e-16	7.368702848895459e-15	1.9590568316655937e-14	5.924493431628394e-15	5.2140772284304996e-14	1.999970566451251e-08	9.99703093332521e-09	6.999896982579379e-10	9.849586813195256e-15	4.521281143677801e-16	4.521281143677801e-16	1.012263566931733e-10	2.9418317082785677e-13	1.599986827835753e-07	1.1634439874901579e-12	5.275680031002223e-14	2.3207468394355193e-14	8.277504847330031e-17	6.954161239027747e-17	2.6610029773590272e-14	4.518241514348041e-15
3	3.3999998267349964e-06	1.3999996068447432e-06	1.8177828924944472e-13	4.0797868030611084e-14	8.999974479822274e-08	2.42202672662735e-13	4.365818156683398e-15	6.536966210996296e-20	1.241242294600922e-19	2.596484519666931e-12	2.4998643861484477e-09	2.236148573083705e-12	4.034723083700285e-14	5.073972775199183e-16	8.633096965458089e-15	2.2872588036327325e-14	6.929570482769492e-15	8.807702365028584e-14	1.9999323986176306e-08	9.995005656578116e-09	6.999763395161707e-10	2.2528231282881143e-14	1.1320630525264777e-15	1.1320630525264777e-15	1.0259082794155119e-10	6.747969518785954e-13	1.5999778777109165e-07	1.937487476966267e-12	1.0810842537957834e-13	4.753682790168267e-14	6.61462162018282e-16	5.554096536490166e-16	1.5053819487742678e-13	1.9485494829293344e-14
4	3.3999996229218964e-06	1.3999987703797998e-06	3.116978766587396e-13	8.249166611561094e-14	8.999963636407562e-08	3.472460308031956e-13	7.802893286152932e-15	2.998271400589156e-19	5.726479611906922e-19	2.0876003696685818e-12	2.499789177980841e-09	2.7068069651008733e-12	3.9994519312112636e-14	7.272926324697051e-16	8.58612783631015e-15	2.2716919781978958e-14	6.887481644926112e-15	1.2668032402274733e-13	1.999863315459358e-08	9.992409998376863e-09	6.999521604107753e-10	4.5282622060489114e-14	2.55609468914776e-15	2.55609468914776e-15	1.0467760199280674e-10	1.3615277412637296e-12	1.5999683052664985e-07	2.7322651876550694e-12	1.9146350412686754e-13	8.414169513558385e-14	2.8900403971280385e-15	2.427624760231641e-15	7.384102848758445e-13	9.459274779924271e-14
5	3.399999169048404e-06	1.399996518399896e-06	4.725151927841079e-13	1.4874981704948876e-13	8.99995327824189e-08	4.4682630897569857e-13	1.2433128330282195e-14	9.042270652457037e-19	1.7355938062314107e-18	1.6954988070573928e-12	2.499703763849522e-09	3.067477673394266e-12	3.69999080605951e-14	9.380263489012529e-16	7.955503998991842e-15	2.1035064020582558e-14	6.379940895167409e-15	1.6371507622410287e-13	1.9997535366195007e-08	9.989238778623151e-09	6.999137378168251e-10	8.105044202820644e-14	5.2091013257471285e-15	5.2091013257471285e-15	1.0745672018390641e-10	2.45003810016155e-12	1.5999591334943627e-07	3.4466449363635318e-12	3.017570315657194e-13	1.3252107425309654e-13	7.931457056276774e-15	6.66424777717494e-15	2.4865972530611103e-12	3.670735933355493e-13
6	3.3999981832565455e-06	1.3999915674031243e-06	6.526608049562324e-13	2.4381590165883183e-13	8.999943860274515e-08	5.361009898182141e-13	1.8164575338478002e-14	2.1464836484771444e-18	4.131925997212206e-18	1.3932214444715063e-12	2.499611488383888e-09	3.3434251841003e-12	3.3114565924098115e-14	1.1299296002986729e-15	7.125411308863024e-15	1.883429577790802e-14	5.7136541550974276e-15	1.974355146619282e-13	1.9995960385839568e-08	9.985557898943789e-09	6.998586135043848e-10	1.3170325699514205e-13	9.676960210416119e-15	9.676960210416119e-15	1.1083532250068312e-10	4.008210570963426e-12	1.599950781228546e-07	4.0419809032882e-12	4.354289546962198e-13	1.9107610144931303e-13	1.7063943168902894e-14	1.4339646302068074e-14	6.403576428703794e-12	1.1182040938304758e-12
7	3.3999961914134634e-06	1.399982148820014e-06	8.408271716953333e-13	3.700006001075947e-13	8.999935496346043e-08	6.138694854537628e-13	2.48700479712428e-14	4.374781471514186e-18	8.438948499398673e-18	1.160100440199509e-12	2.499514770916045e-09	3.554093012922812e-12	2.919694189188542e-14	1.300476072507167e-15	6.284192435365342e-15	1.660879382486812e-14	5.039135328504614e-15	2.273770073245482e-13	1.9993870050090503e-08	9.98145988200242e-09	6.997854517531674e-10	1.9793598207630988e-13	1.659945102626446e-14	1.659945102626446e-14	1.1470021843777908e-10	6.071766554967964e-12	1.5999433567838378e-07	4.5111505760766775e-12	5.881022335853313e-13	2.57852076629688e-13	3.161398569251706e-14	2.656936884081395e-14	1.3789469665611755e-11	2.8243131795441025e-12
8	3.3999924872529092e-06	1.3999660927796654e-06	1.0275356061621734e-12	5.278583152793459e-13	8.999928138107336e-08	6.806598239846483e-13	3.241843639259643e-14	7.974816501136144e-18	1.540828942711411e-17	9.80249402346973e-13	2.4994154039433964e-09	3.714456071123321e-12	2.563355861695568e-14	1.4505469246910758e-15	5.517283172284916e-15	1.4581709001248995e-14	4.424438364296076e-15	2.5368699045022996e-13	1.9991255336304127e-08	9.977041062539561e-09	6.996939367706443e-10	2.7941587951482476e-13	2.6623966734939994e-14	2.6623966734939994e-14	1.1893918686278444e-10	8.648214313974046e-12	1.5999368201352419e-07	4.862497887245927e-12	7.554215944387883e-13	3.3090906615288953e-13	5.2404176620523625e-14	4.404520528237623e-14	2.611218300966712e-11	6.19559819803511e-12
9	3.399986121348154e-06	1.399941031055791e-06	1.2056270273948764e-12	7.165376434371484e-13	8.999921669090805e-08	7.377249667769756e-13	4.0689012962009155e-14	1.333895622848133e-17	2.5805531601284172e-17	8.414425520022733e-13	2.4993147306155612e-09	3.8360509567086e-12	2.2565403849122545e-14	1.5824670970359453e-15	4.855967739404236e-15	1.2834891272312679e-14	3.894565649310231e-15	2.767731956819419e-13	1.998813054552661e-08	9.972390463618062e-09	6.995845690934311e-10	3.7502433222971847e-13	4.03674298512422e-14	4.03674298512422e-14	1.2345097893393931e-10	1.1722816872954619e-11	1.5999310681850227e-07	5.1110700074976704e-12	9.334492429386075e-13	4.0849618875641343e-13	7.967139440910446e-14	6.696620603029202e-14	4.479341985198681e-11	1.2186393479790959e-11
