	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	4.5265664563620085	6118.2507429670595	2216978.112103148	1561.571222079223
2	4.012813897844663	9624.512824411373	3710478.9334510327	2870.369650875819
3	4.024189217041855	11715.941456637327	4593387.02482574	3887.15377341173
4	4.258557809026502	13309.140876281259	5241147.3771899985	4793.207819696292
5	4.595349493639589	14765.67977325865	5821422.461154075	5699.548780400893
6	4.986091401256396	16227.972555945009	6421967.754094044	6661.646452518199
7	5.4137673570722535	17750.91217368431	7020766.939750227	7714.34785784058
8	5.867749962905768	19354.763247045157	7656796.806425199	8882.313722173332
9	6.342713283475845	21043.75969335274	8327181.072451504	10183.808279854808
10	6.833613647151595	22813.792569062356	9031087.038958922	11632.351378004985
11	7.335052754530789	24654.972647163162	9763834.677130375	13236.298244329295
12	7.841298975725215	26554.216251612776	10520525.897100382	14998.598748819797
13	8.345640143608817	28494.103580631203	11294420.829367256	16916.277376055717
14	8.841487048733944	30455.615624281556	12078041.294088991	18980.43037210924
15	9.320929148044646	32413.64842538928	12861519.40000854	21172.642503335093
16	9.776851556647117	34342.860481047486	13634761.767547963	23467.753914235313
17	10.202553299721593	36216.74289311224	14387183.989809455	25834.593932916596
18	10.592631883025433	38009.78116222989	15108554.363448255	28234.578014352002
19	10.943188024759236	39698.671379280604	15789378.257256372	30625.810010711888
20	11.25196278620012	41263.83243050139	16421611.82246193	32965.5301355006
21	11.518452670634044	42690.41111923677	16999110.76905232	35212.813529243715
22	11.74376940702326	43968.91429614447	17517772.901432313	37331.38416168659
23	11.930362176833714	45095.43828153318	17975739.27714702	39291.74062874377
24	12.081678898815657	46071.35335671173	18373359.07487793	41072.55483013039
25	12.20179690778371	46902.61038352438	18712774.23909768	42661.21266379426
26	12.295058921899704	47598.67755160597	18997564.105486088	44053.19154278457
27	12.365751346085434	48171.93716966285	19232661.635231435	45252.35826353692
28	12.417924146438295	48636.10935020952	19423469.790952086	46268.161292170946
29	12.45544113367219	49005.335774898536	19575461.333985947	47113.73604659787
30	12.481421250472076	49293.78367382914	19694563.057162393	47806.362842632734
31	12.498518418188494	49514.948053762666	19786183.920655888	48364.40867004357
32	12.50903794310084	49680.8647614968	19854999.165877204	48806.37531588243
33	12.514733069733897	49802.393563081234	19905688.209026996	49150.171432137286
34	12.517079827788947	49888.86931897555	19941773.577725627	49412.511529554045
35	12.517114847709506	49948.21250700126	19966812.01277906	49608.631872584396
36	12.515715856857572	49986.9490693058	19983118.733844664	49751.60077725143
37	12.513443296191035	50010.41159954725	19993289.718098015	49852.943198110486
38	12.51077040454884	50022.82098288585	19998605.678324137	49922.03498698081
39	12.507956297679396	50027.49939821208	20000955.991230585	49966.860199328774
40	12.505240608730965	50026.97542359189	20000800.88312305	49993.634128371974
41	12.502761112604315	50023.31898617204	19999427.75862923	50007.78542117496
42	12.500533468528788	50017.780901767685	19997553.32735799	50012.846631548535
43	12.49859648910582	50011.29554871059	19994656.196634855	50011.846187352756
