	EC	X	Y	Z
0	0.0	0.5	0.0	0.0
1	-0.012213979318472729	0.32708858472102037	0.18207886941075224	0.0030465251866999706
2	-0.024210697750451152	0.19869149812131667	0.322527751249427	0.002991448379707362
3	-0.03636899280909442	0.11047688496280711	0.423310766825741	0.002581341020546257
4	-0.048418853771648895	0.06311342662142151	0.48229980716876303	0.003005619981464248
5	-0.0606067660366561	0.04121780769473812	0.5157634863261448	0.003625472015773077
6	-0.07163471967808753	0.04385006731679235	0.5230281494068253	0.004756502954469752
7	-0.08261174410703093	0.04561162678826597	0.5322283019214976	0.004771815397267164
8	-0.09387073052248988	0.041900907406161716	0.549305300096781	0.002664523019547004
9	-0.10603554763029503	0.030915603070467618	0.5724696689944094	0.0026502755654180038
10	-0.11820969777904794	0.025657204466561008	0.5898948502455759	0.002657643066911201
11	-0.13037269220197184	0.02272045222639214	0.604966977155824	0.002685262819755786
12	-0.14252207492395969	0.021072086859059688	0.6187308758538879	0.0027191122110122776
13	-0.1546517273026151	0.020319799688976608	0.631571545244458	0.002760382369180645
14	-0.16676040033518943	0.0201154976738286	0.6438412693804286	0.0028036332809323957
15	-0.17884699802349957	0.020212464245812904	0.655785653810043	0.002848879967643909
16	-0.19091019428172046	0.02048257855392858	0.6675306068141447	0.0028970089136474476
17	-0.20294868097524962	0.02086451293774876	0.6791364318598677	0.00294773617763335
18	-0.2149613647570136	0.021322615059270175	0.6906383143495064	0.00300043534823719
19	-0.22694719352344217	0.02183416285972977	0.7020578331812343	0.003055197482478229
20	-0.23890486725237317	0.022388728779986274	0.7134033308927514	0.0031128075796355847
21	-0.25083269595098184	0.022985769643337654	0.7246727386745394	0.0031741876331049146
22	-0.26272859019460554	0.02362977081682096	0.7358586734100472	0.0032401459677375353
23	-0.27459001044887443	0.024327475597924367	0.7469509013701332	0.003311633480817036
24	-0.28641372974291673	0.025089158249721733	0.7579343091210533	0.0033902623721418974
25	-0.29819532493496975	0.025932910023628023	0.7687834811934586	0.003478933717883245
26	-0.3099282367414141	0.02689144121568905	0.7794539357530051	0.0035828597727200315
27	-0.3216018496209143	0.02802522056797687	0.7898645558849938	0.003712073167943713
28	-0.3331967496205688	0.02945678922152231	0.7998510475185097	0.003888912880536857
29	-0.3446700869248483	0.03148188573638666	0.809013313101646	0.004174888086815771
30	-0.3562220505124219	0.031713830368309416	0.820690773602554	0.003817446541558714
31	-0.36773148256656774	0.03217081706029723	0.8315369980811348	0.004023667425136084
32	-0.3791919392150766	0.032913939925306945	0.8421499371811508	0.004128062108619237
33	-0.3923404276494174	0.0321720684506596	0.8592606989559826	0.0009076602427756691
34	-0.291251899857769	0.28960127913536166	0.02440351787352261	0.47724710284888483
35	-0.21937212417677943	0.6200295480736533	0.09626848863700407	0.003074087466122018
36	-0.23093991177080644	0.4248988099138946	0.3014532237499791	0.004587878106932588
37	-0.24226734302893896	0.27791851970326903	0.46248564132184666	0.0018631820038230854
38	-0.2567798890035374	0.16890818998596316	0.591820397302403	-0.003948698284828572
