	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	4.526586857852883	6118.247419084789	2216611.170163301	1561.553877884858
2	4.012834123765572	9624.5127998791	3710153.7870378727	2870.325570478079
3	4.024199306300603	11715.929525412666	4593192.431993612	3887.2048712220726
4	4.258117263383647	13309.13657808663	5245668.571112073	4796.182653309553
5	4.594647866726845	14765.52898804427	5831075.07482507	5702.091481323063
6	4.98631165063368	16227.465184877594	6413829.979582355	6663.1974659472235
7	5.413629607088631	17750.340299694006	7019085.700445399	7715.209142045021
8	5.867541158995561	19354.089272821384	7656062.80168426	8882.694834532858
9	6.3424600224307905	21043.000658026114	8327058.802553737	10183.80183678124
10	6.833505111832436	22813.28067802227	9030888.619628122	11631.881588439546
11	7.335435761846085	24655.7574126047	9764128.024815165	13235.596306191836
12	7.842286278916751	26556.87029629314	10521563.242202282	14998.306365863595
13	8.347353438686088	28499.13494865475	11296393.063745784	16917.197192863634
14	8.843391148228363	30461.580534260032	12080396.671550434	18982.389891273415
15	9.322943079083016	32420.4037035123	12864187.408919446	21176.33014166662
16	9.778774009151576	34349.920827137124	13637567.611609602	23473.68660907249
17	10.204337319598027	36223.80741698584	14390017.685391374	25841.97188762956
18	10.594221154565435	38016.53489351768	15111257.688457765	28242.933235086104
19	10.944505585993612	39704.878387183235	15791870.223246032	30634.70294277653
20	11.252969522655519	41269.27384640041	16423823.863729505	32974.476029162106
21	11.51913528840769	42694.91604781895	17000944.93211356	35221.38342301196
22	11.74413494019334	43972.39365922601	17519194.5831748	37339.16492720218
23	11.930445530887683	45097.87692812971	17976765.550722934	39298.39016339417
24	12.08153878696352	46072.81363166144	18373983.95073621	41077.85318344204
25	12.20150310156698	46903.225211330995	18713044.93961384	42665.064994510976
26	12.294683393582362	47598.75087930558	18997640.86912533	44055.96948921547
27	12.365394970902566	48171.59308925872	19232542.921330106	45253.95887108357
28	12.417698060551082	48635.45889074221	19423173.888191916	46268.48415981525
29	12.455259799543734	49004.628710605386	19575232.402874853	47113.46703412762
30	12.481277355545501	49293.18318646304	19694363.77066182	47805.715238745026
31	12.498457245612794	49514.43323461196	19785943.720340528	48363.503211358475
32	12.509031886170915	49680.53234600536	19854893.356573187	48805.384383990764
33	12.514800511240095	49802.26240597878	19905591.164665185	49149.29382696834
34	12.517180417243424	49888.9485439676	19941840.33906327	49411.9142123711
35	12.51726487685713	49948.475692190535	19966862.882206786	49608.28166443289
36	12.515877520222972	49987.37350966793	19983336.598945722	49751.59228198182
37	12.513626353790555	50010.95454724088	19993442.443875402	49853.17503601365
38	12.510947726747277	50023.46364069497	19998929.191671424	49922.56600607558
39	12.508138676025052	50028.18760940624	20001153.06624488	49967.54820582947
40	12.505400072016982	50027.68187984074	20001171.955568735	49994.48860337835
41	12.502855606417624	50023.86182485782	19999780.799770076	50008.43315634277
42	12.500572679265838	50018.125200039096	19997561.60094351	50013.30069299929
43	12.498580690097572	50011.473260092156	19994932.91361219	50012.096678406764
44	12.496882493505892	50004.59528386077	19992184.36173427	50007.07235981815
45	12.495463997533516	49997.94401501862	19989507.514651615	49999.87390314507
46	12.494300907447908	49991.79601976815	19987020.69485835	49991.670294534175
47	12.493364267419414	49986.30332927008	19984790.166984938	49983.26888454782
48	12.492623106410006	49981.52713073685	19982844.656506993	49975.19531625992
49	12.492047200209601	49977.46758613274	19981185.83329128	49967.76807007406
50	12.491607970499839	49974.08614103093	19979802.50935133	49961.15584402289
51	12.49128088641331	49971.32106089679	19978654.133623097	49955.422305326814
52	12.49103991992891	49969.100717766654	19977777.996273156	49950.56167241412
53	12.490871824616253	49967.34783521917	19977037.470873315	49946.521322723696
54	12.490757320195634	49965.989326036506	19976462.390360165	49943.224655869955
55	12.490682432778057	49964.95678230343	19976040.32108993	49940.58219691084
56	12.490637892518365	49964.18840924535	19975721.57238831	49938.50092498568
57	12.490614561235823	49963.62724199969	19975487.581303947	49936.88488734222
58	12.490606557819463	49963.23224070331	19975322.161785357	49935.65925393474
59	12.490609166406788	49962.96796141219	19975210.816503	49934.75588084117
60	12.490618039566895	49962.79903090869	19975139.028939802	49934.10301144204
61	12.490630351546045	49962.69973432004	19975096.23520295	49933.64497693525
62	12.49064428003883	49962.650729124965	19975074.45510873	49933.33674628811
63	12.490658491025343	49962.63654934941	19975067.287406456	49933.141012279375
64	12.490672109862112	49962.64542142319	19975069.866204403	49933.02788736706
65	12.490684616152741	49962.66857455459	19975078.549189042	49932.97374526013
66	12.490695736265677	49962.69961914967	19975090.659321565	49932.96027706882
67	12.490705362573214	49962.73397359301	19975104.288906183	49932.97341367172
68	12.49071352137896	49962.768674743726	19975118.199674185	49933.00305162037
69	12.49072030593177	49962.80176099178	19975131.533022	49933.041728658834
70	12.490725836904392	49962.83197701934	19975143.75630567	49933.08401547745
71	12.490730264806885	49962.85873115325	19975154.66102528	49933.126343775366
72	12.490733751303747	49962.881841501345	19975164.08671398	49933.16646248978
73	12.490736446174202	49962.901334653296	19975172.01649273	49933.20290052165
74	12.490738485751207	49962.91748246482	19975178.661113728	49933.23506723139
75	12.490739998786582	49962.93061695611	19975184.070647243	49933.26276342312
76	12.490741101884472	49962.94114387389	19975188.382718373	49933.28612744795
77	12.490741873501797	49962.949412840106	19975191.79644579	49933.305461737466
78	12.49074239194198	49962.95578552259	19975194.431117564	49933.321161558146
79	12.49074271993902	49962.96059826906	19975196.42779922	49933.333682336444
80	12.490742908325348	49962.964151022294	19975197.905360434	49933.34348813662
81	12.490742997026093	49962.966704249164	19975198.97171977	49933.35102346919
82	12.490743017132449	49962.96847893847	19975199.716113046	49933.35669613814
83	12.490742990507137	49962.969645027966	19975200.20894137	49933.36084018525
84	12.490742937268502	49962.970371133524	19975200.51840574	49933.363804630935
85	12.490742870261997	49962.97077895968	19975200.695611	49933.36585786527
86	12.490742797673391	49962.97095923879	19975200.77792551	49933.36721497497
87	12.490742725769817	49962.970988599955	19975200.79612624	49933.368064959104
88	12.490742657724045	49962.97091472921	19975200.77076283	49933.368532259185
89	12.49074259586699	49962.97077888016	19975200.718901433	49933.36872929782
90	12.490742541335013	49962.97061072144	19975200.65278298	49933.36874260393
91	12.490742494449004	49962.97043100363	19975200.58118865	49933.36863755214
92	12.490742458272592	49962.97026017127	19975200.512409676	49933.368449881964
93	12.49074242825321	49962.970103840285	19975200.449211307	49933.36824583796
94	12.490742403637391	49962.96996404293	19975200.39250874	49933.368040046546
95	12.49074238368686	49962.96984138708	19975200.342619658	49933.36784225071
96	12.490742367706291	49962.96973551225	19975200.29945123	49933.36765853325
97	12.490742355059684	49962.9696454341	19975200.262643307	49933.36749228775
98	12.490742345178512	49962.9695697998	19975200.23167511	49933.36734497985
99	12.490742337564129	49962.969507073154	19975200.205942824	49933.36721673602
100	12.490742331786228	49962.96945566508	19975200.18481465	49933.36710679217
