time	T	TStar	V
0.0.	100.0	0.0	100.0
10.0.	16.959200679400865	37.452819898856575	182.32918256547183
20.0.	111.64338901996581	6.115450294202846	23.398702159301973
30.0.	14.60977599505993	29.71905921585364	146.51885827814846
40.0.	125.95673639286504	6.351208634586296	23.646370426393368
50.0.	13.321835692033076	25.305955553593574	125.61354706962926
60.0.	134.7915917430316	6.284309643148394	23.02890489128149
70.0.	12.351481515221526	23.34393322492915	116.41700586036512
80.0.	136.9347451864498	5.770859830813431	21.073551219679793
90.0.	11.448470460713907	23.439799585109036	117.34979552554971
100.0.	131.84983107041535	4.9003800598806215	18.06490364787189
110.0.	10.630083210710815	25.682206784848024	128.97566581835727
120.0.	119.91844378969739	3.926329401148565	14.802990478168745
130.0.	10.106408002447308	30.711215510770494	154.42225889246217
140.0.	102.70465568362262	3.092290060202511	12.066165894222754
150.0.	10.336024323977849	39.942804995230574	200.15609049250997
160.0.	82.75305336036381	2.524900549616741	10.29061063379701
170.0.	12.467985704446736	55.889589520471546	275.79963159155017
180.0.	62.85708460146459	2.254472056716486	9.644155005628967
190.0.	20.532562863559143	81.51417901520784	383.5666315833549
200.0.	45.244673075834775	2.294035659333952	10.297376262776414
210.0.	51.96352190371523	110.97416561066328	461.6757896386658
220.0.	31.13200604918955	2.717757360532824	12.736813071563708
230.0.	150.2694788252483	99.62407832466197	340.45685545597314
240.0.	20.75733106274992	3.750447584533837	18.20056523026296
250.0.	247.01731208679212	41.42044570318548	127.3006688484708
260.0.	13.718686228387135	5.934921023154195	29.54690746624789
270.0.	230.81039164341954	11.946924612817435	37.892803670950585
280.0.	9.38174639386861	10.510645101247194	53.20691084690144
290.0.	168.151341331566	4.117487576963175	14.295910834106454
300.0.	7.269115350936767	20.277993393896026	103.49105480243675
310.0.	109.32102726722104	2.109829988372346	8.127678760443228
320.0.	7.794699420628758	41.37630251812004	209.9053404472872
330.0.	66.5282360698003	1.656665874840909	7.023259173376713
340.0.	17.05777338607676	84.02787734752275	401.14826030778863
350.0.	38.90370193739376	1.887172993168608	8.634066202788455
360.0.	89.70479206960108	122.29924529453106	461.57323018912
370.0.	22.373551543824437	2.857476613342385	13.791930597820054
380.0.	251.72715720281616	49.92969183137417	152.1235372738987
390.0.	13.064670929909681	5.268339622564622	26.297911389777422
400.0.	233.2273596273743	9.995425287770859	31.634198505678437
410.0.	8.248932089943228	11.015496304994054	56.02595881701893
420.0.	153.29714384448602	2.974108853449874	10.579236948955698
430.0.	6.528958698261969	24.790720866249963	126.90222197324816
440.0.	90.05638735177459	1.6468581285593742	6.60638867708284
450.0.	9.184620592646457	57.22995459518901	287.0444576721404
460.0.	50.21770080596434	1.5697925926117402	6.949716552656443
470.0.	39.413519937123425	115.49829897275339	498.1839297689645
480.0.	27.436942850098063	2.227642981698312	10.569730266461027
