time	T	TStar	V
490.0.	210.1532871042759	82.03135562556443	259.55196462568784
500.0.	15.1632211211945	4.097419111735427	20.29430602161294
510.0.	255.20184241277718	15.33439986520647	47.16523623278475
520.0.	8.964415944376045	8.794769557447731	44.605968757406316
530.0.	172.2952082068869	3.599925614201794	12.422870182274773
540.0.	6.467648632336422	20.53071987973458	105.16735775681718
550.0.	100.1589061154094	1.695922420067884	6.657668295229222
560.0.	7.891746507385391	49.45309112760781	250.2863750097073
570.0.	54.85134010050349	1.4901733271539621	6.513740514982069
580.0.	29.644473604096312	108.20640159591129	484.70773023641135
590.0.	29.385037281388428	2.054912758839069	9.688068661969977
600.0.	189.6199780397246	93.72060231813488	303.2303956293149
610.0.	15.915263010448216	3.7771988322046823	18.65686617014762
620.0.	261.1349397553562	17.657082633460544	53.89031229475376
630.0.	9.203564286206934	8.20006761953537	41.55100657778727
640.0.	178.222360795565	3.8225374285944342	13.072368449807659
650.0.	6.460796257408583	19.433959201313368	99.56089576248067
660.0.	103.07106654663691	1.708075948643637	6.665096220891105
670.0.	7.60256302962738	47.56880635776178	241.23098204307877
680.0.	56.01510044641244	1.467057159791886	6.392631527928231
690.0.	27.76189608007412	106.43021972652201	480.59505673221287
700.0.	29.77731082487399	2.013942372049094	9.48285440533242
710.0.	185.72828713666004	95.94538464835992	311.8008511407827
720.0.	16.013423218989285	3.71690530108217	18.352578554493224
730.0.	262.1372829538865	17.94688450197725	54.70613108078622
740.0.	9.203909432176678	8.125082937612994	41.17128456665492
750.0.	178.63776907721245	3.816613576716875	13.04407422269017
760.0.	6.436115834856523	19.39359604681738	99.36575143157421
770.0.	102.90447046258424	1.6966908504587082	6.622976874014681
780.0.	7.596986804556575	47.766012661399735	242.22725649768648
790.0.	55.71265750806092	1.461977228193742	6.375709350774526
800.0.	28.25771288832465	107.14648562937668	482.7404311935025
810.0.	29.524150782301792	2.019705629223441	9.517865210236584
820.0.	188.97385824960557	94.52391644562402	305.99985798809894
830.0.	15.844903761482804	3.751449774942051	18.534656602886436
840.0.	261.3653575956131	17.35792059387709	52.96961379622903
850.0.	9.107746096426252	8.244179258839896	41.79083566893555
860.0.	176.878425705156	3.718072602410774	12.741323960507447
870.0.	6.402824728832509	19.756693169360073	101.23902628357983
880.0.	101.53249513734755	1.6762019923748142	6.5615975446506685
890.0.	7.700507833193515	48.775570008549586	247.15104993406297
900.0.	54.84445678455289	1.4640268140434292	6.399659793508148
910.0.	29.723929413044182	108.82559298261577	487.19161081913273
920.0.	29.025991899375175	2.043998640394977	9.648046739458492
930.0.	194.9188526960187	91.64056590630709	294.6444933570672
940.0.	15.57707528594144	3.824216874291625	18.91281558730449
950.0.	259.80985319094145	16.470931945760668	50.36988383373284
960.0.	8.976890717755216	8.443044036648123	42.82123520582345
970.0.	174.28852166472595	3.589711328179336	12.350264150184683
980.0.	6.368769718665429	20.288929756515927	103.97867396747644
990.0.	99.71646342041416	1.65333160863112	6.496614363457166
1000.0.	7.8563669243333205	50.12942697652266	253.7155313942387
