	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	4.5265869374649155	6118.247402863397	2216609.6801375314	1561.5538626584755
2	4.012834354842446	9624.512753182546	3710149.4072895385	2870.3255698810035
3	4.024199309819201	11715.929528719395	4593192.448597524	3887.2048261139785
4	4.258117216256959	13309.135485707482	5245669.357815967	4796.1848197485815
5	4.594648768762243	14765.525094604407	5831073.434498611	5702.091998583394
6	4.9863131157901615	16227.45941714409	6413828.148672189	6663.196862476191
7	5.413629642059089	17750.339314269313	7019085.148384165	7715.209555628363
8	5.86754163034213	19354.087114244485	7656061.923912249	8882.694623498952
9	6.342460536710133	21043.006937359503	8327061.334536177	10183.807093380181
10	6.8335073964270165	22813.29281179978	9030893.670606934	11631.893482772837
11	7.335439144312631	24655.77035634478	9764133.129644116	13235.609131297779
12	7.842289525053551	26556.88306835514	10521568.55739452	14998.320737049275
13	8.347356082420552	28499.14658010614	11296398.577048125	16917.213999949854
14	8.843392608756837	30461.58979649265	12080402.891436443	18982.40836142881
15	9.322943639533525	32420.409613785145	12864190.974566674	21176.346269186746
16	9.77877351429354	34349.92276107357	13637567.339359758	23473.69927228861
17	10.204335746702448	36223.80457046331	14390013.548634006	25841.978373357673
18	10.594218507437144	38016.52889644556	15111256.185159983	28242.93548329383
19	10.9445003023277	39704.864493420726	15791865.466965448	30634.70307690319
20	11.25296190237462	41269.2507650701	16423814.705099905	32974.46782241052
21	11.519125618664301	42694.87946754421	17000930.359228957	35221.351335869855
22	11.744124967373313	43972.35019294673	17519177.154515617	37339.11496878393
23	11.930437594097892	45097.836763391024	17976749.321004193	39298.33453021943
24	12.08153393697648	46072.780970306834	18373970.609825656	41077.796376584716
25	12.201499564511842	46903.19930137137	18713034.25436399	42665.015774603264
26	12.294681587293024	47598.73236844979	18997633.103379358	44055.929213737836
27	12.365393855633007	48171.57997650055	19232536.976764075	45253.92807736386
28	12.417697735354155	48635.45076525771	19423169.905244015	46268.46262005347
