time	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
516.0.	1.955581287805358e-06	5.555251900523619e-85	1.14180828161417e-09	9.491930166641804e-07	9e-08	1.038778202691202e-10	6.930626621953258e-11	2.383936709305218e-11	1.2976546418309149e-11	0	2.013413383644158e-11	0	0	0	0	0	0	0	-2.0699294026015355e-49	-4.5029074148161196e-72	-9.102707086967875e-49	4.135937077066977e-11	6.218247157179843e-10	6.218247157179843e-10	1.009999999999999e-08	2.0327677437424973e-10	4.462104909684949e-08	4.8692171054906226e-08	4.449121421003679e-08	2.479865866163554e-09	1.979672322562568e-08	6.6417262579075875e-87	-1.680114735833793e-64	4.5066517505420616e-07
528.0.	1.953699726990941e-06	2.426989398684608e-87	9.666470727576011e-10	9.493681778730371e-07	9e-08	1.040239725831467e-10	7.05010318191947e-11	2.319862211723894e-11	1.227637348043399e-11	0	2.0272912492825988e-11	0	0	0	0	0	0	0	-1.608152242387469e-49	-6.283255166084026e-75	-7.071999071710194e-49	3.946041324549116e-11	6.250645911568514e-10	6.250645911568514e-10	1.009999999999999e-08	2.0519741304583552e-10	4.337929215251558e-08	4.8231482749545846e-08	4.61964190499969e-08	2.47972708750717e-09	1.97948025869541e-08	2.898654202021052e-89	-3.917858649342573e-66	4.5066517505420616e-07
540.0.	1.951863842626477e-06	-9.016420727114877e-90	8.184863835979106e-10	9.495163385621969e-07	9e-08	1.041376437123498e-10	7.169615386530325e-11	2.255408652359966e-11	1.161211589876165e-11	0	2.0438085007229877e-11	0	0	0	0	0	0	0	-1.298701710249841e-49	2.29273896725044e-76	-5.7111615724143725e-49	3.7678718349808835e-11	6.281550792278456e-10	6.281550792278456e-10	1.009999999999999e-08	2.073617286584789e-10	4.220462767312503e-08	4.772261242138723e-08	4.788294760325475e-08	2.479561914992766e-09	1.9792638271341454e-08	-1.076584297244527e-91	-9.141037018164153e-68	4.5066517505420616e-07
552.0.	1.950070983747651e-06	-3.651296123614221e-91	6.931418248426956e-10	9.496416831209521e-07	9e-08	1.042182134118735e-10	7.28912802583307e-11	2.1907970744533627e-11	1.09825355852767e-11	0	2.062812732522442e-11	0	0	0	0	0	0	0	-1.083707811950123e-49	4.0656879174888474e-78	-4.765705906511921e-49	3.60047838824426e-11	6.311047097877632e-10	6.311047097877632e-10	1.009999999999999e-08	2.097620876441147e-10	4.109358273113358e-08	4.7170558151317067e-08	4.954926679693349e-08	2.4793718726747722e-09	1.979023791235583e-08	-4.359335053274112e-93	-2.1340305121683319e-69	4.5066517505420616e-07
564.0.	1.948318980449784e-06	-5.244691962452733e-93	5.870814107676207e-10	9.497477435350269e-07	9e-08	1.042652966884791e-10	7.408605281531428e-11	2.126232394329147e-11	1.038632655292988e-11	0	2.0841826876098917e-11	0	0	0	0	0	0	0	-9.297081415093397e-50	3.4828307820959756e-80	-4.088478031131147e-49	3.442998081636589e-11	6.339213686874291e-10	6.339213686874291e-10	1.009999999999999e-08	2.1239217595234312e-10	4.004280985027758e-08	4.658002291782928e-08	5.1194014908168734e-08	2.479158173123897e-09	1.97876078240476e-08	-6.269464010138428e-95	-4.985142977735485e-71	4.5066517505420616e-07
576.0.	1.946606052070158e-06	-5.459197605394225e-95	4.973231233813865e-10	9.498375018224134e-07	9e-08	1.04278719763261e-10	7.528011005793304e-11	2.061903272332576e-11	9.822137455495076e-12	0	2.10782049117218e-11	0	0	0	0	0	0	0	-8.165118265325891e-50	1.847961088994063e-82	-3.590686706817141e-49	3.294647455134487e-11	6.366123552698509e-10	6.366123552698509e-10	1.009999999999999e-08	2.1524683901741903e-10	3.904909252813235e-08	4.59554194351762e-08	5.281599094316519e-08	2.4789217950882753e-09	1.978475316098253e-08	-6.516259901816481e-97	-1.165326872646051e-72	4.5066517505420616e-07
588.0.	1.944930731386101e-06	-4.3905757868383317e-97	4.2134869928273954e-10	9.499134762465122e-07	9e-08	1.042584975151691e-10	7.647308967521288e-11	1.9979821794064332e-11	9.288591015568738e-12	0	2.133646447226018e-11	0	0	0	0	0	0	0	-7.314682562914955e-50	-4.31386274736358e-86	-3.2166996961675436e-49	3.1547152520791855e-11	6.391844346695919e-10	6.391844346695919e-10	1.009999999999999e-08	2.1832194719563242e-10	3.810934869890587e-08	4.530087689824029e-08	5.4414144223506246e-08	2.478663535527736e-09	1.9781678052804323e-08	-5.249469711727998e-99	-2.725982925818782e-74	4.5066517505420616e-07
600.0.	1.943291802163785e-06	-2.4356514069598233e-99	3.57031040823443e-10	9.499777939049712e-07	9e-08	1.042048123767434e-10	7.766463068761074e-11	1.9346256356259972e-11	8.784300579401053e-12	0	2.161595433562462e-11	0	0	0	0	0	0	0	-6.663814681384136e-50	-1.663340330715522e-86	-2.930474491073877e-49	3.022555772267363e-11	6.416438853416824e-10	6.416438853416824e-10	1.009999999999999e-08	2.2161428213552271e-10	3.722063243079779e-08	4.462024925874272e-08	5.598756424635136e-08	2.478384045664372e-09	1.977838571786442e-08	-2.90652778998899e-101	-6.381533415490626e-76	4.5066517505420616e-07
612.0.	1.941688247829257e-06	-1.4417527027798818e-102	3.025730761012723e-10	9.500322518696933e-07	9e-08	1.041179946532484e-10	7.885437533743303e-11	1.8719745961902168e-11	8.30788404743158e-12	0	2.191614315583377e-11	0	0	0	0	0	0	0	-6.1578066720175995e-50	-1.8579894172791487e-88	-2.707952762210357e-49	2.89758277721572e-11	6.439965422185262e-10	6.439965422185262e-10	1.009999999999999e-08	2.251214404381278e-10	3.6380134128197155e-08	4.391712469984159e-08	5.753547087150793e-08	2.478083856844162e-09	1.977487855956181e-08	-1.738736197336647e-104	-1.495080534817438e-77	4.5066517505420616e-07
624.0.	1.94011920939776e-06	1.92500482568671e-103	2.564562447091841e-10	9.500783687010855e-07	9e-08	1.0399850423363051e-10	8.004197072894781e-11	1.810154960493816e-11	7.857975432498825e-12	0	2.223660026945052e-11	0	0	0	0	0	0	0	-5.759152456272285e-50	-1.365194872794186e-90	-2.532640862666648e-49	2.779263909731016e-11	6.4624783586527e-10	6.4624783586527e-10	1.009999999999999e-08	2.288417516635776e-10	3.558517948429482e-08	4.319483601598482e-08	5.905720487622097e-08	2.4777633997305453e-09	1.9771158248336352e-08	2.295883812829015e-105	-3.505607579820455e-79	4.5066517505420616e-07
636.0.	1.938583951102177e-06	3.309328695654475e-105	2.1739708024835988e-10	9.501174278655465e-07	9e-08	1.038469136574624e-10	8.122707024009326e-11	1.74927818075964e-11	7.433234294863415e-12	0	2.257698099785112e-11	0	0	0	0	0	0	0	-5.441515189100837e-50	-3.6789177893508546e-93	-2.392956919855232e-49	2.667115591981143e-11	6.484028279777459e-10	6.484028279777459e-10	1.009999999999999e-08	2.3277420829662173e-10	3.483322740499285e-08	4.245647164217513e-08	6.055221890783174e-08	2.4774230190021453e-09	1.9767225791703312e-08	3.9541736890261785e-107	-8.226810726760148e-81	4.5066517505420616e-07
648.0.	1.937081832416483e-06	3.780697699600041e-107	1.84310606356676e-10	9.501505143394381e-07	9e-08	1.0366389249708471e-10	8.240933472632731e-11	1.689441948121411e-11	7.032353295389418e-12	0	2.293701507865074e-11	0	0	0	0	0	0	0	-5.185998188832176e-50	5.965663953622342e-95	-2.280590942239614e-49	2.560698368120562e-11	6.504662435422083e-10	6.504662435422083e-10	1.009999999999999e-08	2.369184057211546e-10	3.412186710083269e-08	4.1704887111524516e-08	6.202006885514733e-08	2.477062984921346e-09	1.976308159427877e-08	4.507658007182892e-109	-1.932373953198581e-82	4.5066517505420616e-07
660.0.	1.935612285383689e-06	3.3213330630163923e-109	1.5627946857932593e-10	9.50178545477215e-07	9e-08	1.034501930091027e-10	8.358843353587653e-11	1.630730935831225e-11	6.654064096724134e-12	0	2.3316497345714777e-11	0	0	0	0	0	0	0	-4.978777593207506e-50	8.194668093482065e-97	-2.189463757805802e-49	2.459612659243151e-11	6.524424999525493e-10	6.524424999525493e-10	1.009999999999999e-08	2.412744906067482e-10	3.344881452046966e-08	4.094271675203193e-08	6.346040565135427e-08	2.4766835026542824e-09	1.975872550939319e-08	3.9691621075250135e-111	-4.5430977134537e-84	4.5066517505420616e-07
672.0.	1.934174796336701e-06	2.1507995261804805e-111	1.3252789655606662e-10	9.502022970492381e-07	9e-08	1.032066370046743e-10	8.476404535440666e-11	1.573217581295062e-11	6.297141827984203e-12	0	2.3715280074774458e-11	0	0	0	0	0	0	0	-4.809562571445354e-50	6.4910803703522214e-99	-2.115049877995223e-49	2.363494900066408e-11	6.543357333584185e-10	6.543357333584185e-10	1.009999999999999e-08	2.4584311638897353e-10	3.2811908277304015e-08	4.0172385462830096e-08	6.487296751450176e-08	2.4762847199252233e-09	1.975415688361096e-08	2.563393675104195e-113	-1.069145389403661e-85	4.5066517505420616e-07
684.0.	1.9327688912505022e-06	6.175795346987946e-114	1.123997352726318e-10	9.502224252105216e-07	9e-08	1.029341038839138e-10	8.593585889594485e-11	1.516962890778428e-11	5.9604083123728604e-12	0	2.4133266597035692e-11	0	0	0	0	0	0	0	-4.670571299251261e-50	1.764937332619554e-101	-2.053927173190039e-49	2.272014028325555e-11	6.561498224966047e-10	6.561498224966047e-10	1.009999999999999e-08	2.5062540475367543e-10	3.220910520047119e-08	3.9396120436690744e-08	6.62575726258765e-08	2.4758667334029633e-09	1.974937459524627e-08	7.391949933525777e-116	-2.518573522726954e-87	4.5066517505420616e-07
696.0.	1.9313941240897958e-06	-8.868105070837059e-116	9.533990513047444e-11	9.502394850406638e-07	9e-08	1.0263351977640812e-10	8.710357345572944e-11	1.4620172527903448e-11	5.642734239974899e-12	0	2.457040590122516e-11	0	0	0	0	0	0	0	-4.555835881760548e-50	-2.648209753094906e-103	-2.0034712061118227e-49	2.1848682993951856e-11	6.578884102381872e-10	6.578884102381872e-10	1.009999999999999e-08	2.556229122159554e-10	3.163847562262605e-08	3.861596271937043e-08	6.761411224188083e-08	2.475429594098773e-09	1.9744377087783992e-08	-1.056082294151931e-117	-5.9392138287581736e-89	4.5066517505420616e-07
708.0.	1.930050067621602e-06	-2.008316418518775e-117	8.087875214387497e-11	9.502539461936503e-07	9e-08	1.023058477273704e-10	8.82668993395435e-11	1.408421248260478e-11	5.343040450497185e-12	0	2.5026688021503617e-11	0	0	0	0	0	0	0	-4.460721564666704e-50	-3.3323209697388208e-105	-1.961643800443104e-49	2.1017824001706338e-11	6.595549230652092e-10	6.595549230652092e-10	1.009999999999999e-08	2.60837601035185e-10	3.109819849990098e-08	3.7833778517500995e-08	6.894254423120432e-08	2.474973311978495e-09	1.973916239896476e-08	-2.397445717689569e-119	-1.402067438133749e-90	4.5066517505420616e-07
720.0.	1.928736306250632e-06	-2.542601379691077e-119	6.861883485584643e-11	9.502662061109381e-07	9e-08	1.019520788673749e-10	8.942555818300835e-11	1.3562064476280259e-11	5.060298473352429e-12	0	2.550214006032629e-11	0	0	0	0	0	0	0	-4.381588294386086e-50	-2.079559309287502e-107	-1.926844208761716e-49	2.0225048377354737e-11	6.611525886730302e-10	6.611525886730302e-10	1.009999999999999e-08	2.662718138260405e-10	3.058655644407903e-08	3.7051270185291196e-08	7.02428870260429e-08	2.4744978599396713e-09	1.9733728186173904e-08	-3.026876686348474e-121	-3.313588784318556e-92	4.5066517505420616e-07
732.0.	1.927452430509278e-06	-2.4205227987111612e-121	5.822376621581559e-11	9.502766011795783e-07	9e-08	1.0157322450286901e-10	9.057928317327023e-11	1.3053961868143579e-11	4.79353045573327e-12	0	2.59968227309054e-11	0	0	0	0	0	0	0	-4.315548563576104e-50	-9.264919407367055e-111	-1.897802622854974e-49	1.946805579815082e-11	6.6268445187799e-10	6.6268445187799e-10	1.009999999999999e-08	2.719282513265616e-10	3.010193073336677e-08	3.62699868364681e-08	7.151521397376696e-08	2.474003177269092e-09	1.972807174867338e-08	-2.8900815480224454e-123	-7.840199667306969e-94	4.5066517505420616e-07
744.0.	1.926198032896028e-06	-1.7539418239261423e-123	4.940878889129392e-11	9.502854161569029e-07	9e-08	1.0117030906470622e-10	9.172781918451404e-11	1.2560063157400519e-11	4.541808593395328e-12	0	2.6510827329199838e-11	0	0	0	0	0	0	0	-4.2602914900425033e-50	1.3055821595143392e-111	-1.873502810782772e-49	1.8744739254652638e-11	6.641533889945693e-10	6.641533889945693e-10	1.009999999999999e-08	2.778099528631333e-10	2.964279635610331e-08	3.549133454181427e-08	7.275964807368143e-08	2.473489172670797e-09	1.9722190047136802e-08	-2.086960258771259e-125	-1.857289403298051e-95	4.5066517505420616e-07
756.0.	1.9249727048080308e-06	-7.557955368318935e-126	4.193281313287318e-11	9.502928921326613e-07	9e-08	1.0074436385268051e-10	9.287092283778246e-11	1.2080459145513088e-11	4.304254164040118e-12	0	2.7044273063729428e-11	0	0	0	0	0	0	0	-4.213953178866149e-50	1.0916110471909781e-113	-1.853125107416996e-49	1.805316585864276e-11	6.655621208318219e-10	6.655621208318219e-10	1.009999999999999e-08	2.839202791211418e-10	2.9207717131207424e-08	3.471658608454686e-08	7.397635708226663e-08	2.4729557269362673e-09	1.9716079720878793e-08	-9.032185932955848e-128	-4.405193731779237e-97	4.5066517505420616e-07
768.0.	1.923776034356963e-06	3.055484861255263e-128	3.55916889189505e-11	9.502992332568751e-07	9e-08	1.0029642151538301e-10	9.400836249467012e-11	1.161517974044595e-11	4.0800362495171215e-12	0	2.7597304685267628e-11	0	0	0	0	0	0	0	-4.1750199086906977e-50	2.627751243127136e-116	-1.836003839710982e-49	1.739155956459944e-11	6.669132244454554e-10	6.669132244454554e-10	1.009999999999999e-08	2.902628968829588e-10	2.8795340940031593e-08	3.394689025582232e-08	7.516554896946485e-08	2.47240269531473e-09	1.9709737103116982e-08	3.630909715345706e-130	-1.046187839707003e-98	4.5066517505420616e-07
780.0.	1.922607604893661e-06	1.1687359074336408e-129	3.021251996122077e-11	9.503046124258329e-07	9e-08	9.982751120654846e-11	9.513991819360379e-11	1.116420037920329e-11	3.868370220660749e-12	0	2.817009036893037e-11	0	0	0	0	0	0	0	-4.1422549238994497e-50	-3.061054578133757e-118	-1.821595132878331e-49	1.675828563064669e-11	6.682091437695073e-10	6.682091437695073e-10	1.009999999999999e-08	2.9684176544252233e-10	2.8404395096440995e-08	3.318328068103924e-08	7.63274677081106e-08	2.471829909631067e-09	1.970315823455742e-08	1.39325071614515e-131	-2.48784120421709e-100	4.5066517505420616e-07
792.0.	1.921466994097371e-06	1.6648277991440591e-131	2.564885733502495e-11	9.503091760884593e-07	9e-08	9.933865436130337e-11	9.626538153660934e-11	1.072744805469662e-11	3.6685160474069285e-12	0	2.8762819809353272e-11	0	0	0	0	0	0	0	-4.114642429164142e-50	-4.2889527489567665e-120	-1.809452281474798e-49	1.615183665784219e-11	6.694521992400725e-10	6.694521992400725e-10	1.009999999999999e-08	3.036611244413981e-10	2.803368187524255e-08	3.242668417452977e-08	7.746238937843104e-08	2.471237180190644e-09	1.969633887555854e-08	1.978068527829031e-133	-5.924223630512392e-102	4.5066517505420616e-07
804.0.	1.92035377351077e-06	1.7092438419768952e-133	2.177663591409126e-11	9.5031304830988e-07	9e-08	9.883086103828926e-11	9.73845555337089e-11	1.030480694111684e-11	3.4797764869013373e-12	0	2.937570249607903e-11	0	0	0	0	0	0	0	-4.091344278112742e-50	-1.6875552640299542e-122	-1.799206702837079e-49	1.5570820059060398e-11	6.706445965129394e-10	6.706445965129394e-10	1.009999999999999e-08	3.1072548290455983e-10	2.768207421343374e-08	3.167792862586615e-08	7.85706185696139e-08	2.470624297503918e-09	1.968927451709538e-08	2.038233382908941e-135	-1.4126849028504189e-103	4.5066517505420616e-07
816.0.	1.919267508423087e-06	1.3519467200039561e-135	1.849073819685304e-11	9.503163342075973e-07	9e-08	9.830512677641778e-11	9.849725441138211e-11	9.896123618681796e-12	3.301495193534643e-12	0	3.000896614146214e-11	0	0	0	0	0	0	0	-4.071666141746731e-50	9.378527010274155e-125	-1.79055305932962e-49	1.5013946820554943e-11	6.717884343672466e-10	6.717884343672466e-10	1.009999999999999e-08	3.180396092780617e-10	2.73485115940034e-08	3.093775042552016e-08	7.965248506070243e-08	2.4699910338585352e-09	1.968196039072187e-08	1.605303407683622e-137	-3.3735955988976635e-105	4.5066517505420616e-07
828.0.	1.918207758021267e-06	7.180082479685841e-138	1.570208814765288e-11	9.503191228576465e-07	9e-08	9.776242991795189e-11	9.960330339087025e-11	9.501211904028405e-12	3.133054787165821e-12	0	3.066285523757246e-11	0	0	0	0	0	0	0	-4.055030836780346e-50	1.28199579822978e-126	-1.7832375292337098e-49	1.448002143050514e-11	6.728857118783184e-10	6.728857118783184e-10	1.009999999999999e-08	3.256085222943995e-10	2.7031996118087873e-08	3.020680144116338e-08	8.070834076349361e-08	2.469337144762425e-09	1.9674391477705542e-08	8.567474134727508e-140	-8.068338373430329e-107	4.5066517505420616e-07
840.0.	1.917174075743793e-06	-1.195187871590093e-141	1.333519287607022e-11	9.503214897529181e-07	9e-08	9.720372935262492e-11	1.0070253844149151e-10	9.119857296775692e-12	2.973874909124238e-12	0	3.133762972202818e-11	0	0	0	0	0	0	0	-4.0409571201700994e-50	4.221272338573798e-129	-1.777048481444589e-49	1.396793285944839e-11	6.739383349346694e-10	6.739383349346694e-10	1.009999999999999e-08	3.3343748250729107e-10	2.6731588768059882e-08	2.9485655558615373e-08	8.1738556910645e-08	2.468662370277969e-09	1.966656251749265e-08	-1.399770550261874e-143	-1.9326301737252824e-108	4.5066517505420616e-07
852.0.	1.916166009783961e-06	-6.505313304552358e-142	1.132606279010013e-11	9.50323498883004e-07	9e-08	9.662996264055729e-11	1.0179480601357732e-10	8.751821056048358e-12	2.8234102898334613e-12	0	3.203356373550988e-11	0	0	0	0	0	0	0	-4.0290426993103915e-50	-2.458185588652375e-131	-1.771809004046931e-49	1.347664648745873e-11	6.74948122166677e-10	6.74948122166677e-10	1.009999999999999e-08	3.4153198435447705e-10	2.6446405861512013e-08	2.877481480346988e-08	8.27435214728183e-08	2.4679664362644883e-09	1.9658468015645473e-08	-7.739970645969926e-144	-4.6365695790253716e-110	4.5066517505420616e-07
864.0.	1.915183103699546e-06	-1.065524129377884e-143	9.620451661815576e-12	9.503252044941323e-07	9e-08	9.604204447475664e-11	1.028799627551231e-10	8.396843923157345e-12	2.6811488469793467e-12	0	3.275094445608421e-11	0	0	0	0	0	0	0	-4.0189505246442715e-50	-3.2128771020535563e-133	-1.7673708763629273e-49	1.300519688225243e-11	6.759168103476285e-10	6.759168103476285e-10	1.009999999999999e-08	3.498977486175438e-10	2.617561569400361e-08	2.807471506085903e-08	8.372363678936404e-08	2.4672490555439144e-09	1.965010225138241e-08	-1.262957467973508e-145	-1.1141916565593053e-111	4.5066517505420616e-07
876.0.	1.914224897094167e-06	-1.175805989212346e-145	8.172367154487559e-12	9.503266525786397e-07	9e-08	9.544086544695515e-11	1.0395787521577891e-10	8.054649508320125e-12	2.546609828962377e-12	0	3.349007099743348e-11	0	0	0	0	0	0	0	-4.010397660948778e-50	-5.714853777340875e-136	-1.763609674996494e-49	1.2552681341087138e-11	6.768460593216479e-10	6.768460593216479e-10	1.009999999999999e-08	3.585407151598998e-10	2.5918435366793613e-08	2.7385731411758424e-08	8.467931739777639e-08	2.4665099290025652e-09	1.9641459284840052e-08	-1.3997922971319109e-147	-2.68193514963817e-113	4.5066517505420616e-07
888.0.	1.913290926342618e-06	-9.983655978363344e-148	6.942810045019193e-12	9.50327882135749e-07	9e-08	9.482729108341663e-11	1.0502841954137322e-10	7.724947360379435e-12	2.4193420148472547e-12	0	3.425125335977494e-11	0	0	0	0	0	0	0	-4.0031462013203073e-50	1.275083580598988e-137	-1.76042077817383e-49	1.211825411738564e-11	6.777374565074053e-10	6.777374565074053e-10	1.009999999999999e-08	3.6746703583057443e-10	2.5674127794513552e-08	2.6708183104771043e-08	8.561098804789096e-08	2.465748746640224e-09	1.963253296416938e-08	-1.18243797299933e-149	-6.466886250459803e-115	4.5066517505420616e-07
900.0.	1.91238072533815e-06	-6.036646543403214e-150	5.898706859236964e-12	9.503289262389348e-07	9e-08	9.420216112011303e-11	1.0609148116177749e-10	7.407435739060741e-12	2.29892197906525e-12	0	3.503481142366341e-11	0	0	0	0	0	0	0	-3.9969958117323544e-50	1.1320908001334552e-139	-1.7577160871433288e-49	1.170112126047543e-11	6.785925210214159e-10	6.785925210214159e-10	1.009999999999999e-08	3.766830674302987e-10	2.544199888678452e-08	2.60423381825368e-08	8.651908188755359e-08	2.4649651885763364e-09	1.962331693256965e-08	-7.190203474277875e-152	-1.5621088977651612e-116	4.5066517505420616e-07
912.0.	1.911493826244398e-06	-1.1169859816112711e-152	5.012006109131086e-12	9.503298129396846e-07	9e-08	9.356628898930533e-11	1.071469544745622e-10	7.10180410947824e-12	2.18495242667071e-12	0	3.584107397810253e-11	0	0	0	0	0	0	0	-3.9917775863718064e-50	6.092806353663716e-142	-1.755421324002559e-49	1.1300536003713839e-11	6.794127074601548e-10	6.794127074601548e-10	1.009999999999999e-08	3.861953646401698e-10	2.522139489709618e-08	2.538841778185339e-08	8.740403880724205e-08	2.464158926021896e-09	1.961380463535978e-08	-1.323064762125757e-154	-3.7803460059052823e-118	4.5066517505420616e-07
924.0.	1.910629760238554e-06	3.4616977193664666e-154	4.258912939385003e-12	9.503305660328541e-07	9e-08	9.292046149206115e-11	1.081947425265793e-10	6.8077353784503925e-12	2.077060602925685e-12	0	3.667037777542864e-11	0	0	0	0	0	0	0	-3.9873489634479303e-50	1.0186110560931501e-143	-1.753473795877976e-49	1.091579464259009e-11	6.801994093760513e-10	6.801994093760513e-10	1.009999999999999e-08	3.9601067281965755e-10	2.5011699931800593e-08	2.4746600126326773e-08	8.826630393186484e-08	2.4633296222245703e-09	1.96039893271803e-08	4.107798789925047e-156	-9.165727801715603e-120	4.5066517505420616e-07
936.0.	1.909788058235512e-06	6.705928222918634e-156	3.619240889446774e-12	9.503312057049044e-07	9e-08	9.226543863358502e-11	1.092347566953188e-10	6.524907891776908e-12	1.974896779335776e-12	0	3.752306660635643e-11	0	0	0	0	0	0	0	-3.983589503956529e-50	2.698104457900262e-145	-1.751820538597195e-49	1.054623285018956e-11	6.809539624787154e-10	6.809539624787154e-10	1.009999999999999e-08	4.061359205827058e-10	2.481233361178762e-08	2.41170242299336e-08	8.910632624868851e-08	2.462476933393642e-09	1.9593864079417253e-08	7.925148956238068e-158	-2.226662150621822e-121	4.5066517505420616e-07
948.0.	1.908968251585357e-06	7.923055075789066e-158	3.075862769591956e-12	9.503317490830245e-07	9e-08	9.16019536004348e-11	1.102669163716292e-10	6.2529972110319924e-12	1.87813281692053e-12	0	3.839949038936352e-11	0	0	0	0	0	0	0	-3.980397376341807e-50	6.653848783092531e-147	-1.750416770786345e-49	1.0191222382700279e-11	6.81677647589365e-10	6.81677647589365e-10	1.009999999999999e-08	4.165782120655627e-10	2.462274887926951e-08	2.349979332932095e-08	8.992455736104757e-08	2.4616005096106364e-09	1.9583421787934402e-08	9.412638407589625e-160	-5.4200730732056936e-123	4.5066517505420616e-07
960.0.	1.908169872738624e-06	7.126659954812627e-160	2.614245429933276e-12	9.503322107003642e-07	9e-08	9.093071286073584e-11	1.1129114864516121e-10	5.991677687682312e-12	1.7864608064373181e-12	0	3.9300004269309766e-11	0	0	0	0	0	0	0	-3.977686421284141e-50	1.730402435570373e-148	-1.749224603083193e-49	9.85016813246828e-12	6.823716933734299e-10	6.823716933734299e-10	1.009999999999999e-08	4.2734481880076524e-10	2.4442429942080687e-08	2.2894978062015872e-08	9.07214503581671e-08	2.4606999957306913e-09	1.95726551811992e-08	8.414511383499933e-162	-1.3220810191771319e-124	4.5066517505420616e-07
972.0.	1.907392455875484e-06	4.697769896540913e-162	2.222055550075507e-12	9.50332602890244e-07	9e-08	9.025239637039694e-11	1.123073879936894e-10	5.7406238514961064e-12	1.699591784434228e-12	0	4.0224967720806384e-11	0	0	0	0	0	0	0	-3.975383695234504e-50	4.970181359793856e-150	-1.7482119578835543e-49	9.522505490497908e-12	6.830372788735896e-10	6.830372788735896e-10	1.009999999999999e-08	4.3844317111561673e-10	2.427089034797037e-08	2.230261940700265e-08	9.149745879207901e-08	2.459775032279196e-09	1.956155682888434e-08	5.5834562346054575e-164	-3.231655798832782e-126	4.5066517505420616e-07
984.0.	1.9066355374963638e-06	1.428971906938953e-164	1.888825561562293e-12	9.503329361202324e-07	9e-08	8.956765787007554e-11	1.133155759772841e-10	5.499511629295961e-12	1.61725452336108e-12	0	4.117474365242902e-11	0	0	0	0	0	0	0	-3.973427410488997e-50	1.574536804228076e-151	-1.747351663469905e-49	9.207697984276027e-12	6.836755358630847e-10	6.836755358630847e-10	1.009999999999999e-08	4.498808489736189e-10	2.4107671181510374e-08	2.172273140336584e-08	9.22530357532265e-08	2.458825256347574e-09	1.955011915102634e-08	1.686333810125439e-166	-7.916748206453737e-128	4.5066517505420616e-07
996.0.	1.9058986569726198e-06	-1.7737946884777673e-166	1.6056704921947611e-12	9.503332192753017e-07	9e-08	8.887712525924033e-11	1.143156609381407e-10	5.2680194091613545e-12	1.5391943934742249e-12	0	4.214969750837686e-11	0	0	0	0	0	0	0	-3.9717652047802063e-50	5.46667864859956e-153	-1.746620693048091e-49	8.90523516040487e-12	6.842875510369775e-10	6.842875510369775e-10	1.009999999999999e-08	4.616655721807666e-10	2.395233937644046e-08	2.1155303661915247e-08	9.298863303693997e-08	2.4578503024916262e-09	1.9538334427819212e-08	-2.097223325530142e-168	-1.943729348051923e-129	4.5066517505420616e-07
1008.0.	1.9051813570567199e-06	-4.1870399200315237e-168	1.365047938665379e-12	9.503334598978551e-07	9e-08	8.818140103514764e-11	1.153075977067342e-10	5.045828964219737e-12	1.465172293915047e-12	0	4.315019636466638e-11	0	0	0	0	0	0	0	-3.9703526854728583e-50	2.0769661296717352e-154	-1.7459995245438266e-49	8.614630684787387e-12	6.848743680570957e-10	6.848743680570957e-10	1.009999999999999e-08	4.738051898785601e-10	2.380448613651542e-08	2.060030368391545e-08	9.370470039351846e-08	2.456849803635336e-09	1.952619481012141e-08	-4.9307615620362634e-170	-4.783376757911447e-131	4.5066517505420616e-07
1020.0.	1.90448318435209e-06	-5.260638011247094e-170	1.1605545721151379e-12	9.503336643912216e-07	9e-08	8.748106278588526e-11	1.162913473148363e-10	4.832626249205995e-12	1.394963650089118e-12	0	4.417660801738427e-11	0	0	0	0	0	0	0	-3.969152203175155e-50	8.609161206804044e-156	-1.745471601286864e-49	8.335420636047946e-12	6.854369894646747e-10	6.854369894646747e-10	1.009999999999999e-08	4.863076692490239e-10	2.366372545818928e-08	2.005767900025369e-08	9.440168485517336e-08	2.4558233919826182e-09	1.951369233075094e-08	-6.233571093054595e-172	-1.179930136769325e-132	4.5066517505420616e-07
1032.0.	1.903803689743304e-06	-4.949285574779137e-172	9.867535942898966e-13	9.503338381921996e-07	9e-08	8.677666372785618e-11	1.172668767158241e-10	4.6281020820225364e-12	1.3283574743140209e-12	0	4.522930006095265e-11	0	0	0	0	0	0	0	-3.968131817432972e-50	3.887660888616785e-157	-1.745022877165397e-49	8.067161970517912e-12	6.85976378473163e-10	6.85976378473163e-10	1.009999999999999e-08	4.991810833572405e-10	2.352969274876358e-08	1.952735914359971e-08	9.508003013358062e-08	2.4547706999390513e-09	1.9500818916642732e-08	-5.821922801917255e-174	-2.9177332447323984e-134	4.5066517505420616e-07
