	E	E_M	E_P2	E_P_1	E_P_2	M	P	P2	T
0	0.00015	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1	7.991258154004766e-05	2.493127639631433e-06	1.8895994680845236e-08	6.0317930352593256e-05	7.257464473048601e-06	0.043283785120157736	0.9520931278635357	0.0021487401238206682	0.002404259474025913
2	8.050551830051839e-05	4.660009636709256e-06	3.729177480146987e-08	5.78380972727276e-05	6.9590830152439945e-06	0.08028328978978473	0.9062272775119452	0.004203859945439065	0.009216078271131457
3	8.121259669571395e-05	6.539706741063084e-06	5.521954982311073e-08	5.551313911738997e-05	6.6793378960084856e-06	0.11168103479045564	0.8622264091209185	0.006168009744719506	0.019855758940601806
4	8.202385276688902e-05	8.167352100495798e-06	7.277046218869895e-08	5.33205083705396e-05	6.4155162998847155e-06	0.13809543743766575	0.8199785830732023	0.008046395441552447	0.03381160790034623
5	8.29310467094616e-05	9.572119261645221e-06	9.001975811030977e-08	5.1241452299418e-05	6.16536197135973e-06	0.1600679991167629	0.7793879997044029	0.009843463816763964	0.05063346840877944
6	8.392705120252235e-05	1.0776289727704435e-05	1.070151950718904e-07	4.926240348352448e-05	5.927240391159404e-06	0.17807895795038492	0.7403713707054568	0.011563075009985668	0.06992052338537462
7	8.500646733012347e-05	1.1801016301186652e-05	1.2381654520582045e-07	4.736924830947703e-05	5.699451513989885e-06	0.1925461614693194	0.7028596263722745	0.013208416083560154	0.09132080254217542
8	8.616476519659933e-05	1.26665215935916e-05	1.4048484612443676e-07	4.554791256365368e-05	5.480315800012765e-06	0.203856538393212	0.6667885275039662	0.014782455720050798	0.11450864314796715
9	8.739671695031777e-05	1.3383749532347483e-05	1.570227034705171e-07	4.379329255289525e-05	5.269218260957563e-06	0.21235249312427912	0.6321041813335853	0.016287671641317697	0.13919305061776774
10	8.870210509486321e-05	1.3979280367442681e-05	1.735681311520136e-07	4.2081687040668354e-05	5.063359365870556e-06	0.21834282667263175	0.5987594917313153	0.01772622628342538	0.16511015741772198
11	9.00566856452686e-05	1.4424755485601764e-05	1.897272532404879e-07	4.0460584389321015e-05	4.868247226567637e-06	0.2221196408476875	0.5667064088644805	0.019100342094472283	0.19201366487900443
