	I1	I2	S
0	50.0	0.0	4950.0
1	113.8009496009778	5.358285383913189	4892.602263788468
2	262.5746415420436	13.844168827474022	4746.515433523743
3	582.6699710721847	31.702141590621007	4418.562256050547
4	1187.3229876348494	67.4811827462951	3785.6672117721205
5	2094.1483022073076	128.0300785722924	2821.268364359371
6	3070.390558155142	206.89623348281134	1762.3567417849883
7	3803.2674135537277	282.44702482868297	942.5520742318253
8	4211.773219342101	337.0276200452665	461.7689791756301
9	4396.090839822672	368.6802542548143	223.976060558223
10	4464.3891731277445	384.1570475405818	116.13740806780784
11	4479.982251423357	390.4824025449224	69.10306397302476
12	4472.914029892568	392.229848612722	48.888597441544476
13	4456.330582708128	391.8460684024829	40.207355962222124
14	4435.815927300909	390.5135424521724	36.43256861864705
15	4413.719942365431	388.7723139569344	34.735794382292454
16	4391.029539974098	386.86109213960617	33.917708167405166
17	4368.159239654367	384.883377590876	33.47117395763198
18	4345.283116713804	382.8835260604829	33.1819978748409
19	4322.474124395413	380.8804012899367	32.959760428356326
20	4299.762641961599	378.88197487563866	32.76630276936924
21	4277.161122878103	376.89159155033235	32.58551014323772
22	4254.674453903264	374.91063253471873	32.41058461617007
23	4232.304337991073	372.9396499928257	32.23865316548255
24	4210.051135314982	370.97884547545203	32.068501041292755
25	4187.914640753678	369.02827244661745	31.899614099171984
26	4165.894415392153	367.08792275796003	31.73177033734756
27	4143.9899076769925	365.15776062849284	31.564873748588028
28	4122.200550192411	363.2377412005536	31.398883196381394
29	4100.525769826194	361.3278162878679	31.233777741377498
30	4078.964952255245	359.42793281671345	31.069545123575338
31	4057.517499604579	357.5380385172713	30.90617782944138
32	4036.1828193219594	355.6580812634119	30.743670715127216
33	4014.960317385965	353.7880088561429	30.582018220376654
34	3993.849404628049	351.9277693699011	30.421215925806223
35	3972.8494944827917	350.07731113346307	30.261259253162166
36	3951.960003017839	348.23658270902274	30.102143634234665
37	3931.1803500839483	346.4055329722614	29.943864671890612
38	3910.509958210694	344.5841110392535	29.786417958309737
39	3889.948252649042	342.77226626509525	29.62979911198618
40	3869.494661819737	340.9699482839021	29.474003777660233
41	3849.1486172302925	339.17710700161797	29.31902762479866
42	3828.909553402316	337.3936925897296	29.16486634619365
43	3808.7769078317947	335.6196554818199	29.011515657285877
44	3788.750120968525	333.8549463717622	28.85897129595289
45	3768.8286362017766	332.09951621245153	28.707229022442437
46	3749.0118998465045	330.35331621458533	28.556284619298953
47	3729.299361128816	328.6162978453819	28.406133891257493
48	3709.690472170904	326.8884128272538	28.256772665121872
49	3690.1846879758164	325.1696131364669	28.108196789642047
50	3670.781466412269	323.4598510018025	27.960402135395594
51	3651.480268199544	321.75907890322645	27.813384594672385
52	3632.2805568924955	320.067249570568	27.667140081360714
53	3613.1817988666367	318.38431598220546	27.521664530833974
54	3594.18346330331	316.7102313637599	27.376953899837734
55	3575.285022174936	315.0449491867948	27.233004166377317
56	3556.4859502303357	313.388423167523	27.08981132960596
57	3537.785724980135	311.74060726552057	26.947371409713604
58	3519.1838266822415	310.1014556824468	26.805680447816275
59	3500.6797383273984	308.4709228607717	26.664734505846056
60	3482.272945624816	306.8489634825096	26.524529666441637
61	3463.962936987879	305.23553246795944	26.38506203283944
62	3445.7492035199243	303.63058497445223	26.246327728765312
63	3427.6312390001012	302.0340763951045	26.108322898326797
64	3409.608539869299	300.4459623575785	25.971043705905956
65	3391.6806052161523	298.866198722849	25.834486336052777
66	3373.8469367631187	297.2947415839767	25.69864699337911
67	3356.107038852631	295.7315472648875	25.563521902453203
68	3338.46041843332	294.17657231915894	25.429107307694757
69	3320.9065850463103	292.62977352881256	25.29539947327055
70	3303.4450508115924	291.0911079031127	25.1623946829906
71	3286.075330414458	289.5605326773716	25.03008924020489
72	3268.7969410920155	288.0380053117611	24.89847946770062
73	3251.609402619769	286.52348349012993	24.767561707599995
74	3234.5122372982746	285.0169251188279	24.63733232125858
75	3217.504969939861	283.5182883255358	24.507787689164154
76	3200.587127855424	282.0275314581017	24.378924210836118
77	3183.758240841288	280.54461308338324	24.25073830472543
78	3167.0178411661373	279.06949198609624	24.123226408115052
79	3150.3654635580165	277.6021271676689	23.996384977020934
80	3133.8006451914002	276.14247784510263	23.870210486093516
81	3117.322925674328	274.6905034498382	23.74469942851975
82	3100.9318470356093	273.24616362662863	23.619848315925626
83	3084.626953712094	271.8094182324172	23.495653678279222
84	3068.407792536012	270.3802273352219	23.37211206379426
85	3052.2739127223776	268.9585512130256	23.249220038834174
86	3036.2248658564613	267.544350352672	23.12697418781668
87	3020.2602058813254	266.1375854487675	23.00537111311882
88	3004.3794890854274	264.7382174025886	22.884407434982563
89	2988.582274090288	263.3462073209954	22.76407979142086
90	2972.8681218382244	261.9615165153507	22.644384838124182
91	2957.236595580145	260.58410650044425	22.52531924836761
92	2941.6872608634135	259.21393899342377	22.406879712918332
93	2926.2196855197717	257.85097591273035	22.289062939943708
94	2910.833439653329	256.4951793770404	22.17186565491975
95	2895.528095628616	255.1465117042128	22.055284600540123
96	2880.303228058696	253.80493541024128	21.939316536625608
97	2865.1584137933423	252.47041320821296	21.823958240034056
98	2850.093231907281	251.14290800727187	21.709206504570805
99	2835.107263688487	249.822382911588	21.595058140899553
100	2820.200092626551	248.5088012193319	21.481509976453733
