time	IR	IRS	IRSiP	IRi	IRiP	IRins	IRp	X	Xp
17.0.400000000000002.0	0.29947569174105504	7.110490213231595	2.889509786773403	6.510508247064707e-05	1.176327565944616	8.00953339189239	0.51459824580141	9.982084886947472	0.017915113050968
17.0.6.0	0.299506492996296	7.111714658175842	2.888285341829156	6.510847200121795e-05	1.174969829922574	8.01077854117316	0.514680027897915	9.982062862734836	0.017937137263605
17.0.8.0	0.29953616393250104	7.112895088378083	2.887104911626915	6.511174923159267e-05	1.173663614880888	8.01197640995449	0.514758699944838	9.982041620680661	0.01795837931778
18.0.	0.299564747352617	7.114033106825754	2.885966893179245	6.511491751081258e-05	1.1724068428335581	8.013128907491188	0.514834387867077	9.982021132920154	0.017978867078287
18.0.2.0	0.29959228435058505	7.115130256858507	2.884869743146492	6.511798012320076e-05	1.171197528482253	8.014237857711427	0.5149072119375641	9.982001372586996	0.017998627411444
18.0.400000000000002.0	0.29961881438515403	7.116188024455211	2.8838119755497873	6.512094028573588e-05	1.170033774447053	8.015305003618883	0.514977287070577	9.981982313777205	0.018017686221236
18.0.6.0	0.299644375350192	7.117207840430995	2.882792159574004	6.512380114599955e-05	1.168913766787088	8.016332011426481	0.5150447230970471	9.98196393151431	0.018036068484130002
18.0.8.0	0.29966900364167404	7.118191082547719	2.881808917457278	6.51265657806242e-05	1.167835770790364	8.017320474440977	0.515109625023159	9.981946201715827	0.018053798282613002
19.0.	0.29969273422151205	7.119139077541216	2.8808609224637842	6.512923719418181e-05	1.166798127013813	8.01827191671599	0.515172093273444	9.981929101160947	0.018070898837492
19.0.200000000000003.0	0.29971560067839603	7.120053103068546	2.8799468969364512	6.513181831845687e-05	1.165799247556093	8.019187796489707	0.515232223919441	9.981912607459423	0.018087392539017002
19.0.400000000000002.0	0.299737635285796	7.120934389578413	2.879065610426585	6.513431201205588e-05	1.164837612547091	8.020069509422115	0.5152901088949461	9.981896699021592	0.018103300976849
19.0.6.0	0.299758869057267	7.121784122107759	2.878215877897236	6.513672106030904e-05	1.163911766839337	8.020918391645532	0.5153458361987651	9.981881355029493	0.018118644968945
19.0.8.0	0.299779331799203	7.122603442007495	2.8773965579975	6.513904817542681e-05	1.163020316887717	8.021735722641045	0.5153994900858261	9.981866555409061	0.018133444589378
20.0.	0.29979905216115604	7.123393448600199	2.876606551404795	6.51412959968771e-05	1.1621619278049091	8.022522727952477	0.515451151247428	9.9818522808033	0.018147719195138003
