time	Active_R2	Active_Rec	Active_Rec_endo	Inactive_Rec	S2_c	S2_n	S4_c	S4_n	S7	Smad7mRNA	Smad7mRNA1	TGFb	TGFb_In	TGFb_R1_endo	TGFb_R1_surface	TGFb_R2_endo	TGFb_R2_surface	pS2_c	pS2_n	pS2_pS2_S4_c	pS2_pS2_S4_n	pS2_pS2_pS2_c	pS2_pS2_pS2_n
0.0.	0.0	0.0	0.0	0.0	983.8767796829568	331.2552270770431	321.7549460488095	67.78337093619042	5.602470383357649	0.029984454646869003	0.195085328737157	100.0	0.0	17.131731480990446	7.374847209809555	21.63289027357583	2.848579034924173	0.0	0.0	-1.85460307534371e-68	0.0	0.0	0.0
14.0.5.0	1.839501814983774	0.678888739540857	0.32271677276194805	1.317427253928422	784.1963616594337	269.46671525966855	218.7396696969145	86.68319896567438	4.308980267240382	0.040861518646723	0.5574754061135251	99.47660194594165	0.029148707984235002	19.03039011212359	0.903758944077629	20.146732866007806	0.166780969926196	0.305386550096445	0.545395016846355	55.68896948328523	75.75278570773739	2.4689300301139703	23.959703638356984
29.0.	2.185530235143229	0.622570740259477	0.29844293926161003	1.300031761355367	693.5029888579056	240.12560474945658	202.12226486351946	99.705018805874	4.642516348222394	0.30539665455938403	4.105672002313481	98.95594578016511	0.027262172023424004	17.95466655123541	0.713948931926015	19.868062500681084	0.197942601176987	0.304045481744442	0.60070112970815	51.507962780719886	104.32778893945823	3.626230862215019	79.18426965697053
43.0.5.0	2.307414318327425	0.48426926005136606	0.235870295498587	1.3296018842904291	658.0463805156662	227.81183013992614	213.23695443551867	97.42315779935875	6.109062121513393	0.83478302942753	7.709992599992293	98.43801488226546	0.022318468857008	17.53881912401321	0.579977612751003	19.90832272229311	0.20974898944945403	0.267005583929292	0.6071365032345291	42.06481977817378	103.26655680706729	2.851914078977518	122.82139025558335
58.0.	2.33617697273121	0.34319867742908	0.167499655964422	1.3652011547628	658.5337767351065	227.0988332271995	232.15861977906303	91.40001817364315	8.848017356345766	1.190214423292117	8.578889404295108	97.92279463430926	0.016490337657205003	17.37563613125009	0.47714460655549	20.05119167872261	0.213445517239629	0.22284511227035303	0.592800964892587	31.94373272575871	91.68853985052415	1.775848538878149	147.24220656335288
72.0.5.0	2.353926303661278	0.25512710818453505	0.12363793540341202	1.385942920797838	675.4027549091392	231.9489801484005	248.9764706334637	85.38158121353119	12.078901272040921	1.217650582586753	7.456631882340561	97.41027081406446	0.012621148163969	17.268272436049447	0.414106000183296	20.14205316597452	0.21617658709220303	0.18885452723586701	0.570561308132812	24.555608267850896	78.8475240176501	1.058037601780704	155.3499517416502
87.0.	2.369479848277652	0.20653094071386102	0.09934501826656701	1.396374188045638	696.3395403394258	238.40365797496943	260.40868665181256	81.1122251732667	15.030594321981793	1.044386377818657	5.809433491167252	96.90042936734581	0.010464332504669	17.191129265520562	0.37864695623938005	20.185888417092798	0.21871895779046202	0.167555999296572	0.5490220871256221	20.159014808135964	69.04563494064637	0.693664990582954	153.42287177669488
101.0.5.0	2.379538039754579	0.179387198228029	0.08581743525471701	1.401804573621865	716.9500341121047	244.95049637832275	267.47936826472795	78.59339005962852	17.3707572238244	0.8206489875485361	4.351195606858466	96.39325628860783	0.009266280917229001	17.140653948812055	0.35876880950931905	20.208181969387365	0.22078021221038802	0.15509867733822602	0.530645593036544	17.7004816640159	62.34017311669371	0.5194612418939021	146.5765482889925
116.0.	2.384055331703457	0.163601021532662	0.07798019390569101	1.404849155704657	735.9511277496908	251.08492388648656	271.84327452347713	77.23283203499169	19.08746677797439	0.621675101180554	3.242309447011568	95.88873762355601	0.008574929814686001	17.109821390774076	0.34745848796550705	20.221684126292452	0.22235246986785	0.14789566496817	0.515300739623978	16.33130191235286	57.71127812715843	0.43327429761666203	137.85235662476683
130.0.5.0	2.384568700708237	0.154073817396319	0.07326478471711101	1.406658743184344	752.973211947423	256.6311305253042	274.635476692546	76.53252259577133	20.293391347481645	0.467756541380525	2.447302956801409	95.3868594826437	0.008160362332483	17.091647752815557	0.340963539832066	20.231290103436738	0.22356936589551502	0.14371472032422902	0.5024129196604601	15.563792739606495	54.36220157373404	0.38822747632431903	128.836504528683
145.0.	2.382576941813282	0.14816967413498602	0.070348429674327	1.407761599015217	767.948511386403	261.53699227138935	276.49968355112827	76.19249888402835	21.11828168599431	0.355907810822008	1.890508721409935	94.88760804680162	0.007904531150866001	17.08108027590025	0.337262918266237	20.238819672683558	0.22456295649622302	0.141291764340958	0.491524864474543	15.136129651248572	51.82913774502832	0.36368541557996503	120.29840784027627
159.0.5.0	2.379127522067817	0.144457509580687	0.068516371055484	1.408424597409329	780.9459970074654	265.8095266947803	277.78892796785306	76.04851426787273	21.670974751704588	0.276880055082215	1.503360202680378	94.39096956894957	0.0077439487137990004	17.074923285252968	0.335237082385732	20.245022991720543	0.225426267210933	0.13991518901090802	0.48232040649390806	14.906116487847784	49.85465985453598	0.35010845585718203	112.57751365126407
174.0.	2.374863234691454	0.142121512682155	0.06736291076129901	1.408797327267946	792.1071194197704	269.4869968353015	278.70234760747667	76.01161821318497	22.032870829733906	0.22162558461984602	1.233869810065203	93.89693037391643	0.007642747447270001	17.07128154489768	0.334246293561116	20.250280621432594	0.22621676884284503	0.13917527301153002	0.47456734415529206	14.793867637953946	48.28921432976408	0.34274891086897	105.78965037558535
188.0.5.0	2.370153789557884	0.140676455028242	0.066647630099977	1.4089711477225562	801.6090461495078	272.6232408610555	279.3580399402056	76.03277094404044	22.261851590963044	0.18302638429478102	1.045196283817873	93.40547685808751	0.007579761746979	17.069066500735133	0.33391392258822605	20.2548312960489	0.226967726340761	0.13882942775075402	0.46807780825902906	14.752912035532749	47.038588138293335	0.33907126690050304	99.93521802501598
203.0.	2.365204158341995	0.13982325954156902	0.066222796391864	1.4090053006792551	809.6410798700482	275.27810813363914	279.8298889106872	76.0843582152543	22.39816984930023	0.15593789824315502	0.911999291505427	92.91659548915298	0.007542034146943001	17.067662164901538	0.334011949742735	20.258845239307384	0.227697696634777	0.138730364799018	0.46268911149989106	14.755428961922757	46.03826907333625	0.337640895940716	94.95698441686156
217.0.5.0	2.360125340447942	0.13937195343589	0.065994813809817	1.408939716304359	816.3899023202719	277.5116815230378	280.16645383110097	76.15062019664832	22.469605097622267	0.13678259040218302	0.8170731204513231	92.43027280552498	0.007521382449023	17.06672162869207	0.334398638152827	20.26245003138203	0.22841679033671503	0.13878681986785002	0.45825588308500204	14.78440452912136	45.24092611671745	0.337609513511047	90.77165104928282
232.0.	2.354976363514539	0.13919867303007402	0.06590279645151301	1.408801999638529	822.030978074811	279.3809624130909	280.4010504101129	76.2225523228676	22.495342763648626	0.123115798977141	0.74878077272425	91.94649541600924	0.007512499694458	17.066049233456138	0.33498364113766704	20.265742433981654	0.22913041547068602	0.138941334515804	0.454647196643357	14.829280047825513	44.61004979506603	0.33845892747955403	87.28726227037346
246.0.5.0	2.349788030171032	0.13922073495494802	0.065906185500524	1.408611590255787	826.7241161840582	280.93814505782916	280.55738724679367	76.29508426795671	22.488712803710033	0.11327746425731501	0.6992382367101001	91.46524999943746	0.007511860284791	17.06553404196512	0.33570795543729304	20.268795824400048	0.22984140820998103	0.13915727527218502	0.45174555525035304	14.883441527275728	44.1165212177154	0.339864883008588	84.41269311985502
261.0.	2.344575991105817	0.13938171678187902	0.065977358537451	1.4083823926550711	830.611722324349	282.22989280130366	280.6528634594083	76.36546480453936	22.459065399669658	0.1061397900676	0.6630740522660971	90.98652330430777	0.007517069263446001	17.06511269733076	0.336532125587764	20.27166577984045	0.23055121340634802	0.13941104274437802	0.44944636704669005	14.942724775209866	43.736621760035156	0.341620752036136	82.06258886938242
275.0.5.0	2.339347836758572	0.13964229335522702	0.06609710004555601	1.408124500411289	833.8187127765096	283.29722476548335	280.70057963781886	76.43231238457975	22.413037475460925	0.100932741938263	0.6365968961150841	90.51030214842864	0.007526464654485001	17.064748741184548	0.33742914891164205	20.274394450152954	0.23126052912267803	0.139687295860894	0.447657392241861	15.004503636515325	43.450784100562544	0.34359293734830604	80.15966259304331
290.0.	2.334106914196793	0.139974485441119	0.066251763861337	1.407845350313392	836.453393983819	284.17575606226	280.7106107621149	76.49504717249033	22.355403240907854	0.09712615023944601	0.6172418523513471	90.03657341856443	0.007538868961154001	17.064421058867655	0.33838011997830303	20.277013942180194	0.231969655882157	0.139975977087503	0.44629801784680606	15.067124203178865	43.24274593073248	0.345693975441683	78.63546520036628
304.0.5.0	2.328854373310983	0.14035798289825002	0.066431462040627	1.407550504695605	838.6088501932935	284.8961257848298	280.6908396601302	76.55354811490379	22.289645394881028	0.09435096854114401	0.6032032931308821	89.5653240700816	0.007553430900805001	17.064117376083175	0.33937150553266504	20.27954888260095	0.23267868528483002	0.14027043695271801	0.44529836798659406	15.129549499044948	43.09893660055607	0.34786593229818	77.4302937431425
319.0.	2.323590261142792	0.14077775524261302	0.066628889575994	1.407244186529691	840.3645474830059	285.4845082328566	280.64751995804994	76.60794556172237	22.21834018887167	0.09234693373369801	0.59319140919164	89.09654112659555	0.007569522906801001	17.06383056163937	0.340393408767379	20.282018323168376	0.23338760173953402	0.14056624071304402	0.444598307574177	15.191134583483509	43.008008389020766	0.350069977493004	76.4926396112221
333.0.5.0	2.318314105317132	0.141222474981571	0.06683854995197501	1.406929648379635	841.787974907208	285.96314344560295	280.585667460605	76.65849663127489	22.14341874623795	0.090927791965365	0.586270262544449	88.6302116796181	0.007586673713176	17.06355650096742	0.341438444690057	20.284437139955177	0.23409633726132603	0.140860403545594	0.444146403319062	15.251483526076619	42.96046442917172	0.35227975540976103	75.77841832490694
348.0.	2.313025223003091	0.14168346173856	0.067056237208742	1.406609428993832	842.9362181872563	286.35084973672167	280.50933964295814	76.70551143398407	22.066346010885212	0.089958135626822	0.581749510563452	88.1663228882057	0.007604523348965	17.063292858147605	0.342500999211922	20.28681705485673	0.23480480087822703	0.14115089746022402	0.44389889553188405	15.310358237482426	42.948355838944664	0.35447713094369104	75.25012423060224
362.0.5.0	2.307722882137964	0.142153964557892	0.067278684374659	1.4062855335057152	843.857409975193	286.6634980931024	280.42184021348703	76.74931059478178	21.988244646695808	0.08933789809794701	0.579111506603275	87.7048619786089	0.0076227926432070004	17.063038346696306	0.343576732915983	20.289167380827788	0.23551289426403302	0.141436331740797	0.443818719246701	15.36762033986324	42.965031332327314	0.356649439116525	74.87599243024262
377.0.	2.302406383026992	0.142628666571802	0.06750332116738901	1.405959561413996	844.5920315665626	286.91443914295354	280.32587219220284	76.79020195569412	21.9099819191027	0.08899190255879601	0.577961792595704	87.24581624392306	0.007641262245605001	17.062792295510327	0.34466224313305904	20.291495567582263	0.23622051987910203	0.141715744839887	0.44387459903872906	15.423194163915092	43.00492836587971	0.358787696268617	74.62921254942044
391.0.5.0	2.2970750970809872	0.14310333766795102	0.067728104341344	1.405632798635772	845.1740598989918	287.11488004881005	280.22365472335883	76.82846891138409	21.832231482879827	0.088862756244828	0.577995134539478	86.78917304374009	0.007659757964190001	17.06255438832112	0.345754829891532	20.293807604066288	0.23692758503218503	0.14198846819250802	0.44404023043482704	15.477043278277566	43.06339811915248	0.360885430484911	74.48721584147334
