	MAPK	MAPKMEKpp	MAPKPH	MAPKp	MAPKpMAPKPH	MAPKpMEKpp	MAPKpp	MAPKppMAPKPH	MEK	MEKPH	MEKRAFp	MEKp	MEKpMEKPH	MEKpRAFp	MEKpp	MEKppMEKPH	RAF	RAFK	RAFPH	RAFRAFK	RAFp	RAFpRAFPH
0	0.4	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.3	0.0	0.0	0.0
1	0.3999984817737536	1.4133875571668142e-06	0.29999995382043704	5.865900064170805e-08	4.6179561497646405e-08	1.2228633847086907e-13	3.2636654935523306e-15	1.5820920663148847e-15	0.18872185445910236	0.19904792337541602	0.009606040786099692	0.0006964905457159658	0.000951757762928724	2.1810418467478256e-05	3.1377835117130055e-07	3.1886165522028453e-07	0.21532534711934376	0.13947407191576083	0.29791612502416265	0.060525928084239164	0.01243699861601247	0.0020838749758373657
2	0.39994864232996874	4.4255835800426965e-05	0.2999958933555437	2.9949548210370713e-06	4.1066353259307316e-06	2.248211503158416e-10	1.0132116828453052e-11	9.130520740884068e-12	0.16961303113452086	0.1949020817086305	0.022071228738337195	0.002887747525818	0.005088637208403474	0.0002794124107742557	6.405838558701864e-06	9.281082966000492e-06	0.19154076356941782	0.14331136769566213	0.2949621935213471	0.05668863230433782	0.024382156498479957	0.0050378064786529096
3	0.39967745112488356	0.00025896872865366913	0.29995953722802976	2.310556023393187e-05	4.046193561193201e-05	1.1142513319408171e-08	6.717449847532946e-10	8.363585165915109e-10	0.15087631339785196	0.18917274866116834	0.031277100353889135	0.0057480825873118145	0.010775942047420158	0.0009806671106625624	3.1605340285938174e-05	5.1309291411482245e-05	0.1718204792554987	0.14762252415497282	0.2921903903456996	0.05237747584502712	0.035734667780622044	0.007809609654300363
4	0.3989245400299932	0.0008100768618880273	0.299822857741494	8.808845283227648e-05	0.0001771262266935158	1.418579984652146e-07	1.0538781660579317e-08	1.603181271170535e-08	0.1341177850159802	0.1833703347449836	0.03755133244652365	0.008675618503210499	0.01647648426302015	0.002125067168451742	9.03128909310272e-05	0.00015318099199625626	0.15508550031421348	0.15152639858740705	0.28962284198730887	0.04847360141259288	0.04638734064552713	0.01037715801269102
5	0.3974328400316971	0.0018253969406959924	0.2994909148278075	0.00023171885370910323	0.0005089512492962163	8.818985819844252e-07	7.710312302660729e-08	1.339228964788608e-07	0.11979139064958368	0.17824229202124983	0.0415362949917147	0.011317862048373192	0.021425072501670177	0.003577669817382606	0.00019279567491771967	0.00033263547707996935	0.1409853040976048	0.1549951361434152	0.2872871115579828	0.0450048638565847	0.05618297879469602	0.012712888442017047
6	0.3950174898736393	0.003362152918228602	0.298868253357919	0.0004847277301162513	0.0011310744898612233	3.530087116475948e-06	3.527488181258184e-07	6.721522199436147e-07	0.10780807120199375	0.1740402361393266	0.043852890572699074	0.013509295320491613	0.02536354616158793	0.005160881052321552	0.000343414986475591	0.0005962176990854359	0.1291891042617423	0.15803492512911013	0.2851988840179741	0.04196507487088976	0.06503093326032147	0.014801115982025687
7	0.39159881569163846	0.0054041412710904135	0.2978827936185118	0.0008681437361260023	0.002114784818810564	1.0508985030817157e-05	1.1839346259161957e-06	2.4215626777929735e-06	0.09785380764430637	0.17074979919809924	0.045009326543089215	0.015212515318309382	0.02830884544853717	0.006718394241941481	0.0005411051943316143	0.0009413553533635376	0.1193798453319491	0.16066550112102276	0.28335680271367214	0.03933449887897713	0.0729147377177153	0.016643197286327637
8	0.3872017124224932	0.007881254859045839	0.29650147965502094	0.0013900540300649039	0.0034917034369618878	2.5294491145871188e-05	3.1638522708724166e-06	6.816908017379411e-06	0.08957380418366241	0.16824420041402927	0.04537511495964189	0.016463631180582854	0.030395893671256453	0.008143960771766892	0.0007811399681835482	0.0013599059147142358	0.11127419459001138	0.16291515202494358	0.2817474339545116	0.03708484797505634	0.07986931565803516	0.018252566045488184
9	0.3819323472010677	0.01069035317171928	0.29472887841844025	0.002046967218903424	0.005255030651510584	5.2040027934907754e-05	7.170798814746485e-06	1.609093004933708e-05	0.08263793714030078	0.16636694461838006	0.04521786875129702	0.017332059800008136	0.03179268534714993	0.00938010963630601	0.0010565760908139799	0.001840370034469951	0.10460914588497411	0.16481931855454213	0.28035001132092574	0.03518068144545777	0.08596220560289097	0.01964998867907396
