time	APC_PS_VIIIa_l	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_XIa_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	IX_f	IX_l	IXa_AT_f	IXa_VIIIa_X_l	IXa_VIIIa_l	IXa_f	IXa_l	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VIII_IIa_l	VIII_Xa_l	VIII_f	VIII_l	VIII_mIIa_l	VIIIa_f	VIIIa_l	VIIIai_f	VIIIai_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	XI_IIa_l	XI_f	XIa_IX_l	XIa_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	alpha2M_IIa_l	alpha2M_Xa_l	alpha2M_l	mIIa_AT_l	mIIa_f	mIIa_l
50.0.	4.812459083808478e-08	3.6920481726365836e-06	0.004541764710799001	2.0833317505904823e-05	9.759606922603658e-05	3.1822068191510694e-05	3399.9995372100975	583.6711173240053	816.32188643224	5.9353599109988615e-05	0.000176991502517	0.000509706918623	0.000337996695062	0.631905149775295	89.36116838479155	1.442919950586028e-06	1.995881033495034e-07	3.559101800623714e-07	4.328254715260811e-05	0.006133934112621001	32525.563831212974	24.851421320485915	35.143737753741256	3.644529587864072	296.3509249072522	2.925258579564094e-07	0.0017723527402200001	2.498227354733922	1.105529113957306e-08	0.002245060627165	0.000435397345853	0	0.00037394675892000003	0.0005597093409840001	0.0011850106415590002	0.000200571704367	0.9993133015788581	1.5858844505882179e-06	0.00019153237591800002	0.004275223366997	0.695268372827332	2.0620883609585453e-05	4.8547049846309554e-06	0.000237128927545	1.5392460647905862e-09	7.586704049509257e-08	4.7236820366180505e-05	0.38930925435261104	9.592763374727147	0.0015560861379520002	0.11152461966629001	9.179221757234479e-05	0.0109748900893	0.176476383685013	19.792961994292483	0.0010747021193	0.000165030065786	0.018081877859716003	5.620444522841909e-08	6.207447437239829e-06	8.780207309457484e-05	29.998963890387298	0.000311853009124	0.0006046324623180001	62.67904635677838	107.29839626776013	0.00034835429191500003	6.417167885228529e-05	8.891661996358562e-05	1.0285671934497921e-05	0.0020520553106000003	0.005911271021006001	1.6613487672752314e-05	0.00016214957250100003	2599.9998212369433	2.1817027082293562e-05	0.00012726053379800002	0.00439554346372
55.0.	1.5459222868358719e-07	1.1114476250997202e-05	0.008777390687476001	3.970785010737492e-05	0.000185921436415	6.498490140866548e-05	3399.9993455225735	583.6704236371022	816.3169802735863	0.000112607424894	0.00031923296680700004	0.0009189293911410001	0.000603208639537	0.63189808216718	89.35974533089035	1.835565836333838e-06	3.9008651044350657e-07	6.956629704962812e-07	5.129504015615456e-05	0.007270303933816001	32525.410599152146	24.84963655120232	35.14102992678838	3.6444952639604953	296.34671607628337	4.0874363308008394e-07	0.0022019637467120003	2.497797627509657	1.222097819517671e-08	0.0022343518276790003	0.00043976066826400005	0	0.00037765972361900003	0.0005654079487180001	0.001196790985819	0.00018560788128700001	0.9987618376420501	2.83025768086235e-06	0.000212977345226	0.004274035454946	0.695070822893827	3.713380345161657e-05	8.038428254727572e-06	0.000392660979062	5.1835501783480545e-09	2.55312289191465e-07	5.244764352680925e-05	0.38916357996266704	9.589124323138755	0.0016078501353620001	0.11523740700097701	0.00016381145954100001	0.012218253088242	0.176368183213191	19.7806701782607	0.001935207204147	0.000256204677981	0.028075060815803	1.77526404604908e-07	1.9595178409974353e-05	0.000156748554155	29.998042891845145	0.00059230598476	0.001143068714559	62.67818450165232	107.29642366763846	0.000433073108425	0.000110850772378	0.000153594851708	1.7768475216959842e-05	0.002279920763001	0.006565518281721001	3.1519606748400614e-05	0.000201583909843	2599.999766896487	4.197642950955949e-05	0.00022922739754700002	0.007915036930179
60.0.	4.795319002177929e-07	3.256751990050762e-05	0.016317284822987003	7.310263256350497e-05	0.000342161021897	0.00012651863867600002	3399.999060025735	583.6691396304618	816.3086089875897	0.00020676603828700003	0.000564022421685	0.0016232928104020002	0.001059868831368	0.6318890206810891	89.35775621727818	2.304256730594969e-06	7.713189641068811e-07	1.3758200947534331e-06	6.176724001312945e-05	0.008756884348888001	32525.15465203007	24.846451964061643	35.13621841798741	3.644432181871222	296.33921748625386	5.52518162695492e-07	0.002675254071081	2.497324193410757	1.330126275997974e-08	0.00222087291443	0.00044378085158400005	0	0.00038109479871300004	0.0005706279198040001	0.0012076962815050002	0.00017536141453600003	0.9978126847679111	4.9714100877514286e-06	0.000233395819392	0.004272129565216	0.694753553568043	6.559082965139023e-05	1.3377899240052381e-05	0.000653518333549	1.6641452054733808e-08	8.192624068886818e-07	5.740605109098908e-05	0.38900408981121504	9.585115017995605	0.0016649787697840001	0.119333868786842	0.00028764008356300003	0.013401268582158002	0.17619992571408602	19.761537106415716	0.0034170656062630003	0.000403072303153	0.044175349098371	5.366065963872887e-07	5.9208034674237175e-05	0.000275454430734	29.99641732858527	0.001087878204296	0.0020928201410450003	62.67743105021877	107.29430468090327	0.0005265061025800001	0.00019099610189400002	0.000264646815395	3.0617118200907356e-05	0.002497141722457	0.007188902171853	5.787526378427124e-05	0.000245074465185	2599.9996970502752	7.787923227955233e-05	0.000405072165328	0.013984269606680002
65.0.	1.453438052843197e-06	9.415689116030855e-05	0.029523531242147003	0.000131408597119	0.0006149104804150001	0.000237782779626	3399.9986188567323	583.6668504475504	816.2942569732761	0.00037141591517800005	0.000984938877494	0.002834924897094	0.00184765492824	0.6318765031928221	89.35478620335093	2.87636253814155e-06	1.562397295594635e-06	2.78783239590139e-06	7.651515387819078e-05	0.010852179902329001	32524.720747991796	24.84086076027159	35.127788840202	3.6443197841220583	296.3260610743064	7.266832078551658e-07	0.003189539381994	2.4968097339348	1.4272354700601411e-08	0.002205562781628	0.000447633208318	0	0.000384398005976	0.000575612648341	0.0012181889763170002	0.00016786342385400002	0.99618013622541	8.66073014885756e-06	0.000252295202565	0.004268997396057001	0.6942317488025	0.00011459657566500002	2.237196672467602e-05	0.0010929305585860001	5.168155937377951e-08	2.543418446652612e-06	6.199635664184848e-05	0.38883251157811904	9.580756162171987	0.0017271436810810002	0.12379004963602801	0.000500741843966	0.014494578926871001	0.175930036465961	19.730823569328255	0.0059658965946270005	0.00064347872476	0.07053320313192	1.57976711103267e-06	0.00017426968121700003	0.000480194016801	29.99357747527589	0.0019537385993450003	0.0037508093283570004	62.6768718202302	107.29194277661585	0.0006281470056480001	0.00032934074457500003	0.000456348100688	5.2799798860623716e-05	0.0026987304528920003	0.007766927590561001	0.00010396192391600001	0.000292385585705	2599.9996036524944	0.000140921209436	0.000708249725357	0.024448281393812003
70.0.	4.339245037876911e-06	0.000270804778999	0.05243091115977801	0.00023242218536700002	0.001087389493682	0.00043561392175200004	3399.997914898079	583.6628297171154	816.2695671584002	0.0006578558991580001	0.0017091867381070001	0.0049211055131290005	0.0032103333063070003	0.631858001571553	89.35011843179102	3.599363510526247e-06	3.2822372251062547e-06	5.859324663061397e-06	9.86705767871964e-05	0.014001958233111001	32523.978943191305	24.83113028669428	35.11313465970473	3.6441227378673773	296.3031712069485	9.339418073693488e-07	0.0037408854906540003	2.496258180567542	1.509631612805005e-08	0.0021889756752580002	0.000451420525437	0	0.00038765631315600005	0.000580507978187	0.001228545810211	0.00016194465962500001	0.9933697077487631	1.502979828294476e-05	0.000268902969111	0.004263761704962001	0.6933590392672131	0.000199034999835	3.756740525365479e-05	0.001835305866071	1.56912470801856e-07	7.720269870634243e-06	6.604001821946677e-05	0.388651642161772	9.576078899674656	0.001793874391521	0.12857148841346502	0.000867902548075	0.015451716665034	0.175486959063357	19.680373147554683	0.010348961544262	0.001041744770363	0.11420148897349301	4.585307974300333e-06	0.00050575785689	0.000834238900847	29.98863947733947	0.003458776376523	0.006631893461435	62.676652262764094	107.28916632720559	0.000737243751942	0.0005683080205100001	0.000787494376626	9.112853970430605e-05	0.002876961716319	0.008277165707789	0.00018413850280800002	0.000343167207962	2599.9994726942928	0.00025078898904900003	0.001231669753383	0.042513441432429
75.0.	1.2814215069851811e-05	0.000777435894914	0.091891660855515	0.00040641817185500004	0.001901125717106	0.0007837057522700001	3399.996762436646	583.6558347045063	816.2270657054205	0.0011551082439540002	0.002953667704143	0.008509671637080002	0.005569293103625	0.6318291104886761	89.34251209051092	4.555446296121427e-06	7.225109016825116e-06	1.2905206283080121e-05	0.00013364147366600002	0.018975855764332	32522.7058289974	24.814281559710775	35.087775317730596	3.6437802495461833	296.263537839488	1.1767692791822418e-06	0.004323515402831	2.4956753078278933	1.572058137602069e-08	0.002171441657421	0.00045519793434900004	0	0.00039091890761000004	0.000585397604947	0.001238925747735	0.00015692565807500002	0.9885366606587741	2.601916758298124e-05	0.000282114973189	0.004254911432653	0.691883366487767	0.000344302117492	6.324251088485348e-05	0.0030895555362160003	4.6906968462552655e-07	2.307417415787041e-05	6.929029845738216e-05	0.38846598508099905	9.57112922263839	0.0018644875539810001	0.133627940086256	0.001499353329454	0.01620473391998	0.17474799007031502	19.59620254725077	0.017864975078996002	0.001706017711297	0.18703453853253002	1.3220209672143272e-05	0.0014580586918600002	0.001446868236103	29.98007078392616	0.006069418066271001	0.011629224019229	62.677016331378745	107.28566889436509	0.0008526814655350001	0.00097839121196	0.0013557985727100002	0.00015693952551700002	0.00302110602999	0.008688568352551001	0.000323322982923	0.000396900392251	2599.9992797766286	0.000441512450637	0.002135198697545	0.07369496658760001
80.0.	3.741833296498799e-05	0.002224173527971	0.15933637250837102	0.0007039279766740001	0.003292199324772	0.0013922103697680001	3399.994840641004	583.6438209670947	816.1541963283568	0.002016811290611	0.005077818406259	0.014645753516717002	0.009640053131383	0.63178207960606	89.32982369535911	5.886726834972485e-06	1.675168485599281e-05	2.9938751716858455e-05	0.000190760995016	0.027101732423584	32520.5226776346	24.785241854499507	35.04408623542344	3.643188438192756	296.1952135974375	1.457276101378293e-06	0.004929420778477	2.495069121945425	1.609468575260527e-08	0.002153164572907	0.000458987228102	0	0.00039421028373400004	0.000590324783721	0.001249412677017	0.000152427083729	0.9802764280770231	4.4877156551777466e-05	0.00029071507975400005	0.004239870208765001	0.689375205907481	0.0005925562609330001	0.00010638775396800001	0.005196765962737	1.3852441570401098e-06	6.812765611073224e-05	7.150272510370705e-05	0.38828257986519904	9.565970294288629	0.0019380437985220002	0.13889000640628602	0.002577018020623	0.016673533664244	0.173505511260052	19.45466307484925	0.030638889022419003	0.0028133279361600002	0.308423605422027	3.7971214537194744e-05	0.0041873942655700006	0.0025033353284230004	29.965231802005757	0.010590167224563001	0.02028248507152	62.67836075830759	107.28089931301054	0.0009729050932590001	0.0016712218982330002	0.002316045285642	0.00026823363324400003	0.003120399966149	0.008970329123118001	0.0005645199018330001	0.00045286131179600003	2599.9989826187903	0.000771545519786	0.0036882489686810003	0.127281822494134
85.0.	0.00010741995940700001	0.006295597162524	0.273178765797083	0.0012063629809980002	0.005640564710633	0.002450855681294	3399.991600168847	583.6235862851165	816.0304848213945	0.0035051395275970004	0.008651141426104	0.024999740459983003	0.016615300533811002	0.631703162246629	89.30837608598492	7.838510397101887e-06	4.078522013307213e-05	7.293012227295022e-05	0.000286056129981	0.040658583727263005	32516.802893887023	24.73555216398158	34.96936798398163	3.642173019622541	296.0782451974581	1.777073576149694e-06	0.005549367960675001	2.494448854965751	1.623516839828219e-08	0.002134279033403	0.00046278484753800006	0	0.00039753897074700005	0.0005953064153970001	0.0012600455801930002	0.00014825184397400002	0.9663491181139111	7.687984833798331e-05	0.000294410200458	0.004214332595702	0.6851174418660201	0.001010996238618	0.000177829904928	0.008684465486193001	4.036758506929927e-06	0.000198471799418	7.272468533744848e-05	0.38811169713993604	9.560672274799597	0.00201347639187	0.144278078827244	0.004388746582266	0.016818026221814	0.171417193924731	19.216794373465127	0.051966986911428	0.004638622468716	0.5084463866009911	0.00010841751251	0.011953609846642002	0.004311400280603	29.939632773409244	0.018391773210696002	0.035213197418195	62.68129294581865	107.2738539039803	0.0010961151831760001	0.002816235692139	0.003903338316631	0.00045246529445500003	0.003176456555541	0.009128373791323	0.000981114000886	0.000510212384728	2599.9985086736187	0.001339882255224	0.006332223694762	0.218480640744064
90.0.	0.00029974512034100005	0.017405446775774002	0.461542302441365	0.002038490074768	0.009527609857311001	0.004284012858698	3399.9861089243163	583.590166988913	815.823172862393	0.006063648992706	0.014534757677973001	0.042140979698360004	0.028512212755044	0.631567907834333	89.27191745646633	1.0832432620297161e-05	0.00010301307415800001	0.00018427590725900002	0.00044679026206400003	0.06351983392418101	32510.536156172973	24.651536297107917	34.843115350944515	3.6404506837508688	295.88030182191113	2.13731187061826e-06	0.006178113623761	2.493819749064372	1.6384046933859692e-08	0.0021148748039870003	0.00046656728343700003	0	0.000400905445387	0.000600344827035	0.001270848858418	0.000144305085815	0.9433242626236651	0.000130559747023	0.000296496723007	0.004171283241623001	0.6779430696607811	0.0017032196957410001	0.00029288356156600005	0.014297009062161001	1.1536056927550921e-05	0.000566908149406	7.402299629171913e-05	0.387966573747047	9.555265413034979	0.002090231921928	0.149748063385579	0.007378626802278	0.016776367807090003	0.16793860836635902	18.82070696706809	0.086676060342289	0.007571622665665001	0.829636917332579	0.00030544008897200004	0.033663210722597	0.0073879990426700005	29.895702261873016	0.031783322815407	0.060842403410243	62.686651424486264	107.26265482267986	0.001221289914434	0.004687644552866001	0.006498716198027001	0.0007543712773820001	0.0032347261325360002	0.009297108559976001	0.0016972605012570002	0.0005684780062660001	2599.997734261496	0.002311291489373	0.010781885523423	0.371899630596425
95.0.	0.0008012906423210001	0.046245213859937004	0.7650319263043811	0.0033838591414680004	0.015807008133697002	0.0074448527629040005	3399.976769149091	583.5345098686325	815.4771301217576	0.010459461682282001	0.024046695319566002	0.070123859916514	0.049170626511881005	0.6313329369653651	89.20978611628095	1.5588710379531123e-05	0.000264859228509	0.00047391706770200006	0.0007190233699760001	0.102221316036831	32500.083990980518	24.511653947753146	34.633030058845456	3.637578195896665	295.55034337329624	2.5393098476456265e-06	0.006828270735463	2.493169189954692	1.727561810340894e-08	0.0020949868616330003	0.00047029758019300004	0	0.000404312933138	0.0006054427946720001	0.001281878615302	0.000140524629594	0.905829444763919	0.00022116146569900003	0.00030830839494700005	0.004099384330799	0.6659681322837261	0.002835953986039	0.00047054185511200003	0.022953678335035	3.198822928030665e-05	0.001570784180824	7.87454169893124e-05	0.38786141205657504	9.549618317235247	0.002169961346324	0.155412088574466	0.012286457635613	0.017089333413766002	0.162227504341715	18.17076490636727	0.141885809609252	0.01209172182439	1.324093753012795	0.000838843246984	0.09238935021972601	0.012705786513202	29.820337855263215	0.054715944759901006	0.104795560700808	62.695424476737905	107.24358864081611	0.0013509075542170001	0.007882323001564	0.010932919899131002	0.001271863567823	0.0034395890755460003	0.009898638051772001	0.002927684517836	0.000628811793256	2599.9964435036923	0.0039600402036910004	0.018278763133181	0.630303522546361
100.0.	0.002030776410906	0.11653839184537301	1.242002744002179	0.005521148083583001	0.025772570774616	0.012900804443987002	3399.9606487747433	583.4333567139239	814.8819451968905	0.018159792488004003	0.039535084676262	0.11645989612769901	0.08785432781192201	0.6309202008628111	89.1029272659382	2.3335025538020753e-05	0.000679880358641	0.001216800105292	0.001181931032474	0.167980159126943	32482.539475597143	24.281416959532564	34.287182324674475	3.632874663199379	295.0065534245418	2.986511562443363e-06	0.007556732632848001	2.492440280855591	2.045491216045208e-08	0.002074545256943	0.00047393321971600006	0	0.00040778371143900005	0.000610626242491	0.0012933046898370001	0.00013679991309600002	0.8440050191960381	0.000383072789207	0.000353435986173	0.0039792939147990005	0.6459793161510601	0.0047326473206570005	0.000731601168513	0.035654249252281	8.509089568240962e-05	0.004173835646781	9.409263051481793e-05	0.38780959265297205	9.543206320191313	0.0022597507103650004	0.161767043727939	0.020662541320728003	0.018859613104036003	0.152949107907692	17.115484954661067	0.22998166110364102	0.018690282163546002	2.044758656659504	0.002216047104364	0.243827057659134	0.02257903572319	29.688260496038595	0.094596494330225	0.18166316946402303	62.70857643015124	107.20868846867278	0.0014961426198220002	0.014128060240226002	0.019613535014422003	0.002290091216236	0.004103885411374001	0.011841799732894	0.005083076877816	0.000696415308639	2599.994220507817	0.006771150684004	0.031458466660065	1.084619184146451
105.0.	0.004895682147258	0.27791302685540203	1.985342773186369	0.008931068256056001	0.041649668556307	0.022498664691658003	3399.9314768995855	583.2140258022628	813.7686106736987	0.032565621374977004	0.06586854012904801	0.19740935452538502	0.172441099382753	0.630174319300243	88.9127883729994	3.6203517447102275e-05	0.001724121961724	0.003087313979098	0.0019826499264920003	0.281599964296193	32451.88426440355	23.900880021366206	33.714519219503295	3.6252585494897263	294.10658996832075	3.4887704746266716e-06	0.008506845932814	2.4914896652967142	2.871864480865919e-08	0.002053276790321	0.00047742099561400004	0	0.00041138146606300004	0.000615975882488	0.0013055599075680001	0.000132867468823	0.736722105345567	0.000711116740467	0.00046873172725000003	0.0037734576203030004	0.6117388690198741	0.008146069220798	0.0011004688217880001	0.053560792634917004	0.000215961402943	0.010577414723574001	0.000133355590787	0.387830246160526	9.534734752874144	0.002377343612538	0.17005716923083902	0.036408796275871	0.023546472636624002	0.13779197385445202	15.39275315908931	0.37602795353108404	0.027787127176771002	3.035782923614255	0.005583355032129001	0.613430316898197	0.043853972253922006	29.440189109898576	0.168129633023607	0.32532862013225905	62.72698232254047	107.13954624385234	0.001685174409503	0.028572097613076	0.039729455019649	0.004673342403147001	0.005808607868807001	0.016807947959135	0.009115420942665	0.0007844056472520001	2599.9901001734115	0.011737436426778	0.057211893015030005	1.9726208102042642
110.0.	0.011409300976306	0.6291330915908561	3.154505868173271	0.014454485254271001	0.067288256034971	0.040393740918775005	3399.8728301609904	582.6475055235527	811.4295324990279	0.063476281509494	0.11092874407278101	0.34213225709869605	0.400883323422683	0.628691781289033	88.54519730795008	5.8151769100095255e-05	0.004351027495367	0.007802382382687	0.0034417299685640004	0.48826918788640405	32394.661440402087	23.2623329287175	32.74994732517998	3.613028808421384	292.5919229308377	4.070646530461202e-06	0.009985333681783	2.490010595671691	4.75408084861844e-08	0.002030518941167	0.00048061793525400003	0	0.00041524701055300003	0.000621674768899	0.0013196504370960001	0.000128172719689	0.546938998828523	0.001483563148187	0.000700413325375	0.00340131341493	0.549920637266763	0.014737921146296	0.001613185002227	0.07835501208187401	0.000525858156348	0.025699385603634002	0.000222919353585	0.38797161270114006	9.52143998270642	0.002560800011943	0.182932857946618	0.068877552632117	0.031961667165736	0.112716423167436	12.547244689467945	0.6175924927510951	0.039472766050554005	4.302345380832105	0.013404242206589001	1.4693618867866731	0.09977352683256001	28.905428676819696	0.32170781332334303	0.632696242105654	62.75100446699316	106.99208053170568	0.001978370953393	0.065537625021031	0.09141013061197101	0.010942051715858	0.009713650296052001	0.028149887808200002	0.017767733028675	0.0009208839062380001	2599.9813113830696	0.021263293863394	0.11524174225233301	3.9723238689249323
115.0.	0.025467598215927003	1.302189951570922	4.9525763188855	0.022883160236659	0.106096215067167	0.078042018034155	3399.7324584932494	581.0172197026668	806.0371680056322	0.145053058205523	0.17020526429089403	0.549198291042572	1.16159669227714	0.625031091153875	87.72213367625325	9.760618957575741e-05	0.011182018665867	0.020120083123418002	0.006416466480976	0.9082991361276831	32283.952889272517	22.23370229631696	31.18687919541589	3.594914753085269	290.1248513782416	4.789310180065809e-06	0.012683173971227	2.487312036718599	9.185353062883579e-08	0.002004734636768	0.000482904987298	0	0.00041971128090400006	0.000628141073765	0.001337993646793	0.00012163321075900001	0.280596444666534	0.0034005557181110003	0.001086222588144	0.002706998799248	0.43512536866198903	0.026552518292896003	0.0022867132554190003	0.110612187610388	0.001237040288281	0.060222694780303	0.00043512769786900005	0.388306244851897	9.497143539641787	0.0028959242100890003	0.20634079680913903	0.12953450775570802	0.041477838540311	0.07346853231467	8.115648791643208	0.9136725340522911	0.051593611560674005	5.596488291806795	0.03045555523398	3.324712291073905	0.27441986326107304	27.512942127327683	0.7062370170179	1.428358974359216	62.77245086591823	106.6610596371271	0.002511936274913	0.16308737766467202	0.22901327715417802	0.028657439628655003	0.019013259280723	0.055119836378959	0.040602710606129	0.001169255591043	2599.958228033806	0.04183688805199701	0.262632084526492	9.03516250632771
120.0.	0.04829497886095	2.103869388588268	7.493790191875667	0.033825056061012	0.155724503649517	0.171455916630915	3399.3276498067894	576.1363677403192	793.1474388692446	0.40562349477921605	0.20350094532004	0.700521952437252	3.880984409012207	0.6138447922879621	85.58514614454508	0.000176179580686	0.029104694259984003	0.05272618941564	0.013561559067526001	1.9110723087614252	32079.85758072067	20.872906178315162	29.088088757329317	3.575992642184643	286.7780527984899	5.789515356861509e-06	0.018661976754216002	2.481332233730432	2.2433280415521008e-07	0.0019715493136730003	0.00048188282813400006	0	0.00042580514662900003	0.0006366169721010001	0.001367197244819	0.00011093464648	0.095977102242708	0.0065629468883270006	0.0015713656788150002	0.0015742435574220002	0.24996941684297203	0.037881018573103005	0.002818283297585	0.13501696150084902	0.0027269468845600004	0.131752954239785	0.001074527422301	0.38859138101649304	9.443854386711864	0.0036362355580410004	0.257954403937796	0.16734676802602302	0.042044511974549004	0.028327163368899	3.080412786486062	0.871334304086936	0.053704422400080006	5.7658446123020095	0.06224311992074601	6.741037288840011	0.784571979695979	23.493957102006178	1.793886249253454	3.7561287524135043	62.730744736633405	105.90221075605938	0.0036931455606690005	0.412696070529369	0.5889072262559061	0.082232337221099	0.047245457867828	0.13702562229995902	0.11354613924708101	0.0017191355159010002	2599.884734725241	0.091401456667298	0.6521495294675681	22.30584003848603
125.0.	0.058045278751902005	2.001751714965543	11.210736640666282	0.048990570414752	0.223349521901079	0.417577468038545	3398.0775970066547	562.5843048972292	764.334631266998	1.2838380912338851	0.205211859387496	0.7647701692596041	12.965469271119675	0.5823818021935481	80.3520003150182	0.00035460979837100004	0.064279370112095	0.11784669689238801	0.032110857394909	4.483933540186169	31765.095807110654	19.43511993346631	26.816794480446568	3.56581742366141	283.16364894195436	7.562890839090364e-06	0.037031598488566006	2.462960838620599	7.818743779838484e-07	0.0019131822738740001	0.000472833493805	0	0.000437473376949	0.000651735427919	0.0014266199837530001	8.981067848055576e-05	0.030017971352901	0.006559720884970001	0.001739981889811	0.00047499869162600004	0.073887336958306	0.026735833401059002	0.0021646287424180004	0.10182154679381401	0.005060450498768	0.24138415638283503	0.0037941731065450003	0.385913307925399	9.284488564020863	0.0058805091670240004	0.41501325645866505	0.08675264247134401	0.025888227183022004	0.004363620522959	0.46368880183374106	0.31832003442617	0.032443068710219	3.421842460599023	0.10331753997767301	11.04925397410329	1.590506242362565	14.10435311244358	4.366619974910361	9.520943202244982	62.414108911116735	104.28602884875852	0.007332278318220001	0.9109628137606121	1.348257035388216	0.23315806605814002	0.170217595603004	0.492689993564955	0.35943640674042104	0.0034135530817450003	2599.6371500401824	0.213300545962779	1.554303403791439	52.561738734913455
130.0.	0.035378680310438004	0.947017046779661	15.80153677944365	0.067906861704252	0.30700449309732203	0.9418091852673791	3394.5840703080435	534.4511987405535	718.005918562507	3.978348156728178	0.195756829504481	0.793194904387271	36.05860373904904	0.52524018162937	71.92127448107888	0.000769636705561	0.090886883395302	0.169700555414407	0.07116389467928301	9.844639465110118	31541.488616732124	17.994195614801363	24.651203694358767	3.547149948831464	279.6689175446344	1.24229702207196e-05	0.11027067769177601	2.389716899338006	2.846964103111741e-06	0.0017554466771930002	0.000462385967581	0	0.00046774216045300006	0.000689921304317	0.0015617148513830002	4.7519104747194835e-05	0.011048266108249001	0.0023330347739420002	0.000957388970989	6.087565477925098e-05	0.009308653560957001	0.0064378733106220005	0.00089579693509	0.04164642368908	0.007103222824174001	0.335290611160212	0.014077811835827	0.36383956333917705	8.68111191958062	0.014512984185687002	1.021505240163448	0.016534002169928	0.008175427307255	0.00029597517998200003	0.031022825647807003	0.040956893953525	0.010423880048366	1.087766238692187	0.131899187972152	13.970571492807926	1.14953937946643	3.5742560505911998	7.375862516019429	16.9585328686556	61.461187715350206	101.8895961610213	0.022092571970529003	1.2831848555265841	2.019717960842791	0.45243421307178505	0.683167202712586	1.952788460949376	1.114253522682291	0.010289735954888002	2598.875456741369	0.47291014129233405	2.959735765574414	99.01865938545009
135.0.	0.019342666216240003	0.44063330671062906	19.65687594258179	0.083493577042518	0.37901759170445404	1.674746831825992	3387.401366586507	498.38811603229124	672.3388614279244	9.963740146628242	0.18428121327864203	0.8097088317191501	67.45269991106109	0.465947136532088	64.14497445135093	0.0015729767796970001	0.09128487887987201	0.17389212158967002	0.12265891939959	17.002599218211643	31710.872733373755	16.505614150516653	22.730741551949023	3.487455582849865	276.3956925016411	2.933060214655238e-05	0.318097893867818	2.1818727755300382	5.348787132506108e-06	0.0013979546281850002	0.00047115889788700005	0	0.0005243041139460001	0.000767941415183	0.0017897812100710001	1.4180345447130971e-05	0.00600995500221	0.000340176609155	0.00019167970881700001	4.6941734091429e-06	0.0007192459503330001	0.0007134036631540001	0.000400384903653	0.018805594973659003	0.008149845287385	0.38615530804464604	0.027250360880818003	0.29758733196558	7.122965815510785	0.037007859575854	2.610202812412426	0.0018835598957020001	0.0013491929902720002	1.7773568956717542e-05	0.0018768200554270002	0.0035370777585900003	0.004009249852577001	0.42286734893250105	0.14327762321998602	15.241750257151464	0.18768861081693602	0.30451675063812	7.99659913835851	19.836448668360468	59.8361578016558	99.67227091904998	0.06651558348072001	1.193253233021855	2.004988303418903	0.540556253423087	1.6199924997315032	4.595757042487817	2.7928002915003933	0.031007432484559002	2597.176192276022	0.892057874783838	4.206413037664021	141.04334891796202
140.0.	0.01399926587664	0.285910405282195	22.95707379846336	0.09590070262311101	0.44219176816439903	2.455141288827682	3376.494998788259	463.43150415528413	635.5660330566236	19.471140231955722	0.17310219033569402	0.822631937109052	96.4727472446811	0.41289091930745103	57.769001653240835	0.0027939735716310003	0.08404989735353001	0.162831108806915	0.17090459596984903	24.028471450787084	32229.3317975718	15.015923284084128	21.015898585170422	3.393844645356322	273.3491718850209	7.520166899667765e-05	0.652430968507242	1.847493829823764	5.6541417963603035e-06	0.0009370938102470001	0.00048448655123600005	0	0.000587643743858	0.0008631560137960001	0.002040354205772	6.409864296545694e-06	0.004265872555258001	3.3006597191061795e-05	2.128068014836284e-05	3.123597846239322e-07	4.8624531685233154e-05	5.847249748270166e-05	0.000248671359572	0.011904646688634	0.00868705088638	0.418117662362033	0.029956931165651002	0.204536084894403	4.965644702669433	0.067622613861252	4.8272460772735695	0.00019964179668200001	0.00016436513153100002	1.292534650892108e-06	0.000139130767616	0.00031639826790000005	0.0022400029173700003	0.240807444238118	0.147473720782376	15.939225095736049	0.010728573334821	0.011994138008421001	7.368571914411371	20.15356408541773	57.8874384604894	97.98090460356784	0.14757844178231302	1.021507563156744	1.8156761186369001	0.5463388207518011	2.526323026455996	7.237196475554395	5.463918792530172	0.06888139119834301	2594.4671998162776	1.428347275609129	5.013169565875063	170.57822307359635
