	M	MStar	T	TStar	V
0	150.0	0.0	1000.0	0.0	10.0
1	157.70162268514994	0.16571441138127238	407.542726700436	111.2716248885743	1829.7688445880185
2	165.5080777501957	0.2575685899153726	454.66752966411696	2.30200361981641	40.73295770917843
3	168.06148492603788	0.26048080261603046	607.4403096851458	4.936036530781815	80.31544898708788
4	176.5630834320496	0.3189734234412049	581.6249848170846	32.06944342658624	507.728972273718
5	188.24590558469546	0.42769081091042443	499.2936225165308	15.366543343204908	252.19822614360388
6	196.99468986805087	0.4760810378289109	561.2301121337346	14.353244483549089	232.71902962368355
7	207.8395080184798	0.5556138455867624	539.9520025530766	22.112114262838233	358.1879686725886
8	219.32861344522743	0.6431995435170188	526.5774056811467	17.34777901923589	284.6482534878455
9	230.3063763838245	0.71825271658457	539.9839997553364	17.985601935110054	294.7155306821129
10	242.19878865459788	0.8067165805019291	530.5488719827457	19.281750130542804	317.1838609703887
11	254.3677858648942	0.896829061677025	528.2641785908922	18.27634695239555	302.4953602555144
12	266.783735195996	0.9880833481819427	528.4180580667205	18.680528370680694	310.06516439670486
13	279.71999937528113	1.085414726227253	524.524237633725	18.81543190618928	313.75741120914967
14	293.02173145444044	1.185759409119097	522.5383537448711	18.720269332582273	313.6656015567938
15	306.7470539143807	1.290102675541065	520.3063788733567	18.859220926865568	317.38119909527745
16	320.9383478933342	1.399090178235016	517.6111502810928	18.90678508214266	319.7382261102718
17	335.58878543117663	1.5124260437039672	515.1529632524789	18.95680194783494	322.17296779933423
18	350.7312431751607	1.6305805949540326	512.5363513600589	19.029670063597994	325.05013854309914
19	366.3874822530218	1.7537951905300697	509.84059530757855	19.090293526633964	327.80716188550497
20	382.5790821734588	1.8823021276658998	507.10077403723983	19.155942753652084	330.7185645033565
21	399.3326430333716	2.016427238980762	504.27579367045087	19.22362451390229	333.74530021468826
22	416.67438860078875	2.156478899593228	501.3787959550486	19.291713521733385	336.8643955723226
23	434.6325135902851	2.3027972181134317	498.4059794752442	19.361786621779366	340.1063937383526
24	453.23712776334025	2.455751666931546	495.35291608390503	19.433294097341264	343.46780024043727
25	472.51952835074087	2.6157301560146315	492.21844450291985	19.506316747734505	346.95546525279036
26	492.5135241333022	2.78315831862978	488.99953597597994	19.580974605803917	350.5776877968239
27	513.254974709279	2.9584942038266253	485.6933136328453	19.65724360875991	354.3406084507733
28	534.7815123774999	3.1422256713190477	482.29706760593956	19.73517418379483	358.252185466657
29	557.1334181753217	3.3348830497509336	478.8077856433458	19.814803436326745	362.3207726671333
30	580.3536228337431	3.5370404683584766	475.22230966817926	19.896170451595566	366.55522605233256
31	604.4877152997358	3.74931753327886	471.5373777290547	19.979312806793597	370.96548184855544
32	629.5842879982497	3.9723859585810493	467.7496635611793	20.064247678977036	375.56100029288035
33	655.6952741697253	4.2069759650118295	463.8555733947508	20.151044625537757	380.35405737255263
34	682.8756775864708	4.453874804786343	459.8514486416439	20.23971528121307	385.3561650321132
35	711.1841223926925	4.713937043574232	455.73362881631056	20.330289814493344	390.58021324011474
36	740.6837215695044	4.9880999737701694	451.4980609835859	20.42283251444039	396.0408916680074
37	771.4416801035428	5.277381462765138	447.1406448358286	20.517362096151505	401.7533246171079
38	803.5298836573495	5.582892761365077	442.65733091447055	20.613881374239316	407.7337414705503
39	837.0254602662769	5.905851031341377	438.0434569479223	20.71247953197323	414.0013394017993
40	872.0103699587298	6.247578013714463	433.29459330480336	20.81314271945812	420.575050364201
41	908.5731169919405	6.609533200423134	428.4060565278446	20.91591301334185	427.47740830558047
42	946.8084118070722	6.993315506418945	423.3730327747096	21.020807153377454	434.73051357361356
43	986.8179284625381	7.400682898693563	418.1903425569124	21.12788011146363	442.36199193379593
44	1028.7111946996683	7.83357808728654	412.8530823974778	21.237097644169623	450.39953578409586
45	1072.605226198244	8.294130967456239	407.35575408339685	21.348505155195618	458.8747027771879
46	1118.6264427049277	8.784706194417375	401.69307857220724	21.462095785308335	467.82183756233707
47	1166.9110422495937	9.307924191146725	395.8594522353818	21.577876197863638	477.2791213199712
48	1217.6056498119367	9.866690376823655	389.84925385947247	21.695834281766704	487.28900909615203
49	1270.8684420205248	10.464237216771828	383.6567280808973	21.81596381567516	497.8980664061101
50	1326.870207080108	11.1041701084802	377.27622857021703	21.938227003627752	509.15852660585927
51	1385.795748480281	11.79052252007323	370.70164103065554	22.062595456134314	521.1286061202974
52	1447.8439905240878	12.52779257371245	363.92735500938966	22.189008085323557	533.8727863102511
53	1513.2309183341129	13.32104717494087	356.94754076009593	22.31741991887637	547.4641029373482
54	1582.190251172693	14.17598562499943	349.75663862474164	22.447733930824747	561.9841035606722
55	1654.9755823054577	15.099048946099916	342.3489529622445	22.579835998746344	577.5249115711281
56	1731.8616111049816	16.097518195976324	334.7191957474234	22.71363696948267	594.1909616498469
57	1813.1453017861977	17.179626264174264	326.8626492837332	22.848952804248313	612.0992427874361
58	1899.1515856698138	18.354817112150926	318.7746419846019	22.985654471654755	631.3853914898851
59	1990.2307716017522	19.633794699831938	310.4513258090327	23.12348207946782	652.2009714716452
60	2086.7657982421224	21.028893451523356	301.88946923190286	23.262239825830576	674.7225613241155
61	2189.172189195937	22.554260382576814	293.08676474397885	23.40165774229954	699.1517266988566
62	2297.902366107263	24.226240068805044	284.0417281973904	23.541355968962055	725.7209087640201
63	2413.44859490193	26.063767456535313	274.75467663243643	23.68104457717225	754.7008141460801
64	2536.346775406363	28.08886939411715	265.2268433054266	23.82025269701093	786.4046068195139
65	2667.1798246516355	30.327266264479547	255.46200600110822	23.958549499324263	821.1999297782054
66	2806.582831471969	32.8091751844528	245.4656171088204	24.09540802342205	859.5186436525624
67	2955.245639244979	35.57017378090274	235.24595922958542	24.230232657877686	901.8683965217315
68	3113.9183314738902	38.6524269590172	224.8142808880689	24.36237660996472	948.8534604346511
69	3283.4171483996847	42.10625969898036	214.18482123569817	24.491185605901297	1001.1955420422221
70	3464.623324837348	45.99168173309487	203.37626317074543	24.61580451688041	1059.7545289706427
71	3658.4924994096787	50.381108925477974	192.4115571936019	24.735466553894447	1125.5720064290333
72	3866.0565283896026	55.36228867622947	181.31809503776745	24.849277152684667	1199.9110504621492
73	4088.4246079080235	61.042148209694055	170.1287297699021	24.95638437323238	1284.3130247950457
74	4326.785469523748	67.55202171909582	158.8817050530174	25.05581561149641	1380.6740833255221
75	4582.401817325946	75.05377819947752	147.62181978855645	25.146562967477465	1491.332494165607
76	4856.611550339447	83.74932760751066	136.3987948924084	25.227917232807005	1619.2151542173049
77	5150.812286666711	93.89143760599652	125.26931831727902	25.298910663673936	1767.9821093664998
78	5466.449269061182	105.79971900312118	114.29493815848622	25.35885160530694	1942.2713764460357
79	5804.98842655264	119.8812771272159	103.54210148269841	25.40719394096842	2147.9951196274287
80	6167.879785635259	136.65908613435545	93.08079492798109	25.44354348262853	2392.7503242771245
81	6556.503930529812	156.8110224484407	82.98287840799856	25.467866257773323	2686.3921924651313
82	6972.094130192983	181.222778660892	73.32045549844472	25.480239080752703	3041.802573680975
83	7415.6300121598015	211.06326478134363	64.16284828357443	25.481299185981886	3475.9742876709925
