	M	MStar	T	TStar	V
0	150.0	0.0	1000.0	0.0	10.0
1	157.74095901130482	0.16609951266308468	406.7734562701397	111.31953404995195	1831.210180740246
2	165.52616351075704	0.25775968239113844	454.59322369417487	2.266122835895964	40.15597637397611
3	168.059768059509	0.2605716918986332	607.5433292703208	4.894345517607199	79.67297928814345
4	176.54607273707035	0.31887586873771123	581.7412725876003	32.37872330242166	512.4725320083872
5	188.22907888588716	0.4278129787872143	499.1920587060535	15.281227472454505	250.8323495955919
6	196.95043655829383	0.4759839588194173	561.4228514560175	14.305751827375257	231.95819327914194
7	207.80068649932375	0.5554808799627428	539.9045317306039	22.30600376928442	361.26845279375675
8	219.303028529084	0.643251876380692	526.6048970165326	17.27766103379846	283.5194030450466
9	230.26938577148562	0.7182314835266825	539.8145429586029	18.050972862116723	295.7638772147099
10	242.1606947402286	0.8066920276667627	530.4701616211341	19.227705527203796	316.3318395574323
11	254.32271457390817	0.8966085055837555	528.5788944625135	18.290894068252854	302.6892006405799
12	266.7507475448515	0.9881138550700217	528.1550924405782	18.7128579533242	310.6002760312771
13	279.6846287682323	1.0853746979869558	524.5072693490857	18.78544288973104	313.2799243661825
14	292.9803702476369	1.1856164061604741	522.6325139852855	18.706298748130063	313.4333541049362
15	306.7050599999781	1.2899505223208316	520.3884405717099	18.86319649943496	317.4354201709668
16	320.899597083929	1.399005973670486	517.5610292075286	18.920552829314786	319.9612931067941
17	335.54974004378465	1.5123376731261229	515.1083644542236	18.940922542959274	321.9218383381445
18	350.6880425295569	1.6304249819161487	512.6234049677192	19.028786435499928	325.02876864939776
19	366.34806976247705	1.7537136726541993	509.8532280907724	19.10067723610614	327.9712907317059
20	382.5469647737393	1.8823246479367957	507.0680177913301	19.1578893237257	330.75301372792876
21	399.3058729251479	2.016485038145659	504.2470762445753	19.222552087283244	333.7290658067671
22	416.6547910708615	2.1566062829729593	501.3718028728672	19.28936435281853	336.8293435309409
23	434.62129390984006	2.303009975496708	498.4027963205786	19.36184998709037	340.1097118961828
24	453.23616681271983	2.4560868833426577	495.3525167478036	19.433095305702448	343.4697972447412
25	472.5295873562506	2.6161885904516615	492.20867984265396	19.50763196441574	346.9826172557578
26	492.5361667418193	2.78376770354878	488.9898226983543	19.580820464123157	350.5846415366053
27	513.2904459576304	2.9592447552854995	485.67446053933384	19.65862277052003	354.37287241339885
28	534.8319924932878	3.143160250543256	482.28331816640275	19.734503019518687	358.25585109090827
29	557.1993810677832	3.3359883492739426	478.7805044379238	19.817005678367558	362.37078853050934
30	580.4381262388816	3.538386209631482	475.2075942738893	19.894497223712115	366.5496036319696
31	604.590341462663	3.7508550367243942	471.4944404155376	19.98377623628862	371.05643953026276
32	629.7102184004125	3.9742565209702594	467.7429650972443	20.05916142198566	375.51074831737554
