	T	Tm	Tmw	Tw
0	32554830.0	134173.0	9818.0	26180.0
1	33038934.163574234	137813.20896925102	9912.282151792062	27376.446598598144
2	33529992.613389224	141655.27286304443	10009.762473966204	28642.072891159423
3	34028096.6182387	145712.40656164652	10110.642764860464	29981.78158711161
4	34533328.27409949	149998.32605743594	10215.135339152714	31400.675463279673
5	35045769.656875804	154527.83214515916	10323.472646278935	32904.26719062594
6	35565502.220719144	159317.01496117626	10435.91189238754	34498.55829599624
7	36092606.433863774	164383.18502280745	10552.734689851617	36190.01384107345
8	36627161.65592756	169744.95811431092	10674.249444415182	37985.5945624194
9	37169245.927689254	175422.4298408137	10800.795879645691	39892.82383083995
10	37718935.80830965	181437.64535756942	10932.755579064478	41919.96060799585
11	38276305.93371735	187814.1801991925	11070.545367875815	44075.84991306947
12	38841428.845476046	194577.80998748122	11214.632528063079	46370.16916356754
13	39414374.55884236	201755.63113143938	11365.519146209903	48813.108583971305
14	39995210.34770218	209377.7311857494	11523.778948950936	51415.98236277924
15	40584000.25106039	217476.9426417205	11690.055691622676	54191.14569319916
16	41180804.584596425	226088.54303292336	11865.06105343902	57151.88697387049
17	41785679.47491525	235250.970170671	12049.59438227002	60312.69151191658
18	42398676.40980881	245006.0271147785	12244.551657963384	63689.3199695569
19	43019841.38222529	255399.17666214806	12450.94116176861	67298.92154132122
20	43649214.50868794	266479.91390112584	12669.896597971056	71160.17111324746
21	44286828.995014794	278302.25275905477	12902.700896206217	75293.45330739232
22	44932710.47723693	290925.0849854002	13150.802803042707	79720.99769962538
23	45586876.303371124	304412.52199120796	13415.839127310146	84467.00474402834
24	46249334.11152177	318834.70944000647	13699.671542662238	89557.95199497051
25	46920080.64839957	334268.4417108913	14004.422200700248	95022.82365577288
26	47599100.97368219	350797.54282220465	14332.5022855261	100893.25146278497
27	48286366.86856551	368513.71645023325	14686.663850567955	107203.83039093381
28	48981834.84646898	387517.65008594556	15070.062540666928	113992.53130926391
29	49685444.82183002	407919.6423996011	15486.31528753103	121300.93185737747
30	50397118.22521064	429840.60634324985	15939.571697598047	129174.58860990217
31	51116755.996274285	453413.12964172347	16434.596421165097	137663.4279799206
32	51844235.92275336	478782.86783115874	16976.88181981029	146822.26280511296
33	52579409.891829565	506109.97332391003	17572.775110268736	156711.31856055502
