time	species_0	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0.0.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0.9000000000000001.0	1.7568752466910942	0.246389778787014	3.581518210392366e-07	6.922020175507983e-08	3.432453960201045e-08	0.007558953277121001	6.366873499675732e-09	2.2949660357354981e-10	0.005183416610502	0.0005001298906890001	7.092155601581731e-05	0.023958649535481002	0.085093004907507	0.005530880342561001	0.006172145029805001	0.0006918683515890001	0.005109036917276001	0.000688451617677	0.000333964835881
3.0.8000000000000003.0	2.977005486341961	0.557045477798651	0.00017651534745700002	4.751654777414047e-05	2.9512197086323733e-05	0.022825399380914	7.800281798377574e-06	9.532102733371913e-07	0.061875730034381	0.0065856054037190005	0.0013042091950850002	0.048885724189968005	0.269059266746005	0.12117308730898901	0.072134725533451	0.017920126385022002	0.057205119094690005	0.009270549600658	0.004925201216501
5.0.7.0	4.046724617810577	0.8959691266652331	0.003867192762573	0.0011524104647970001	0.000764705400193	0.039428784915296	0.00022638839412	5.4082477723308694e-05	0.21422305496783	0.02452829918856	0.005397556798852001	0.06973732515906701	0.510505725078235	0.611143540240363	0.256695742330671	0.08452761725695701	0.20480013943674502	0.033399754309099	0.018942438068310002
7.0.6000000000000005.0	5.024383016302585	1.269788672048789	0.030754418716931003	0.00974009291342	0.006324884654536	0.056354775731351	0.001982703144684	0.0007721570012960001	0.47589766642302805	0.060665433564145006	0.014240685451902001	0.087498807039962	0.819658398929035	2.006288783127612	0.598732097905724	0.212745283406568	0.48968669593343106	0.072572992276264	0.044949402456543004
9.0.5.0	5.932603138091397	1.680953726154732	0.129941762847955	0.044756977452963004	0.026620163014946	0.072514903692312	0.00880325892768	0.0050809557152870005	0.816148662590621	0.12064888770243201	0.030176382839951003	0.10269862628306901	1.200227940455004	5.044724285094027	1.080430383433209	0.360271684917558	0.9094695571204251	0.109233346797831	0.07379917924310901
11.0.4.0	6.7809088441301615	2.122759634720873	0.341852686502053	0.132213204647954	0.067497801780506	0.08649516266479501	0.023635869519296002	0.018890366196649	1.1804701647626081	0.20849959882396701	0.056177695733972	0.115546805949768	1.627557482810063	10.115725731839913	1.6334257079260341	0.481130391403753	1.407636394185591	0.12696979660173202	0.09009853934268801
13.0.3.0	7.568928414405029	2.574917530911348	0.66795557794532	0.294642985434378	0.124932080832614	0.09735935481254	0.046278074775484006	0.048855941421734	1.5285673126527342	0.327676063757445	0.09678227449642801	0.126076059214717	2.050177433047548	17.181965629120896	2.195093333041044	0.5666760441343021	1.923723407453743	0.128937513428899	0.092540733869777
15.0.200000000000001.0	8.28177902680241	3.005820589843515	1.090278413955137	0.550732322446682	0.194644787148731	0.10494266639925401	0.076148395318354	0.10311814589594001	1.8425437140221281	0.481455615844236	0.15943130672781902	0.134329541625677	2.408688561963841	26.045748464953135	2.731227706595003	0.624527017010009	2.421738830373123	0.12354449958675201	0.087946670383199
17.0.1.0	8.876403996552797	3.375877841130834	1.580625104739819	0.909508625845539	0.27588682101328504	0.10946271963305401	0.11395328020154201	0.19396687346622102	2.117143079156966	0.671503187195141	0.25552339387551004	0.14038957066152502	2.6506430593382113	36.475495364207525	3.226861658344639	0.6633814950608671	2.884541372945173	0.115646522018925	0.081070702591668
19.0.	9.258821587627532	3.635835288103425	2.105945030049097	1.365226799696229	0.371765700835162	0.11110076085558401	0.16231143105579401	0.338855941362029	2.351126923677371	0.895881682299955	0.400024184656589	0.144258281201352	2.735638075185522	48.23511576561324	3.674617961669851	0.689698755237359	3.302879538709926	0.107242429672478	0.073905886108776
20.0.900000000000002.0	9.275905675895595	3.720881134178334	2.633990423168862	1.9011162586745831	0.49114761632018306	0.10963710843091601	0.22729781195173002	0.55379352947153	2.541678394473503	1.146533885141414	0.6071211952786351	0.14566629197983802	2.629544102825903	61.08187131377937	4.066302056012758	0.707800900964026	3.666710224563532	0.09898332366149801	0.06707031697884501
22.0.8.0	8.782746986394299	3.558889831064507	3.1321332971620652	2.495866227465656	0.6526932497111371	0.10408571236159901	0.32167272224479104	0.8267577218091251	2.677660253154184	1.402422145116011	0.878695138930459	0.143905236973566	2.30428540492518	74.74000123993262	4.382726450408216	0.720485218137763	3.954203769691117	0.09084190231146601	0.060551081900451005
24.0.700000000000003.0	7.7755065162469545	3.117011381269631	3.550081143953165	3.126130626547698	0.88661635382804	0.092596560731591	0.46868197776046905	1.0695181555302211	2.723170217581038	1.6078652236555722	1.181115467674136	0.137814692427532	1.77620403368268	88.82121318773581	4.569585040944044	0.7295389300867491	4.105469594193292	0.08212278964980001	0.053831519100301005
26.0.6.0	6.435784912561081	2.462426649254852	3.756900739773766	3.760705711683584	1.203465053308249	0.07397237822102101	0.6948504704977141	1.092714937074273	2.571566914799361	1.611660980350094	1.3940560023255921	0.12607501917899902	1.173050660331249	102.59139891025595	4.469936863368574	0.7360852605534841	3.9491944437891053	0.070726210278672	0.045464160309171005
28.0.500000000000004.0	5.1171518397680344	1.775976139241242	3.393664291391769	4.332437322752044	1.434220787049317	0.052678960061723006	0.976083338562528	0.7287259443713341	1.9987169297734342	1.089942113563591	1.211583322986427	0.10862971074940801	0.7056803253846711	114.41852779999739	3.743517530507721	0.740784742543462	3.11723816496824	0.052254704182876005	0.032669812947653004
30.0.400000000000002.0	4.71060768689457	1.342100279004545	2.024491666161687	4.632313810925279	1.077737735532906	0.040676963723289	1.099003759362227	0.223923685513048	1.01906260181698	0.23645172416611002	0.39873545612076605	0.092484554211071	0.513983869994708	121.62409206225904	2.294385690886294	0.743953145287081	1.538243168050346	0.025796030142661002	0.015558462348699
