	Tstar	V	Vin	Vni
0	15061.32075	1860000.0	1860000.0	0.0
1	15012.17489272275	1859654.9559756124	1577314.3213857166	282340.63458989543
2	14877.073624322997	1857634.6518545921	1337758.4718939147	519876.1799606769
3	14672.08868606304	1852856.689505593	1135097.9817525188	717758.7077530735
4	14412.350394243651	1844472.320349509	963423.7542713189	881048.5660781893
5	14111.185285983516	1831946.0820388456	817478.1507086089	1014467.9313302358
6	13778.37562782332	1815217.8656047054	693315.5051822367	1121902.360422468
7	13421.321208221949	1794495.9671527334	587873.5301257704	1206622.4370269624
8	13046.351560556928	1770057.965744183	498485.7959195869	1271572.1698245953
9	12659.112700875852	1742194.7942752445	422739.04092292854	1319455.753352315
10	12264.445823136173	1711227.7316277346	358520.22706471506	1352707.5045630187
11	11866.3049547229	1677517.4417269677	304049.1952663312	1373468.2464606354
12	11467.855785059837	1641447.2483363168	257843.56152742467	1383603.6868088911
13	11071.64622141581	1603399.155891163	218656.45698635592	1384742.6989048063
14	10679.742426874393	1563738.2061368572	185426.73045137266	1378311.4756854838
15	10293.810935979654	1522806.4621284376	157248.97725508854	1365557.4848733484
16	9915.173328040479	1480921.312546526	133353.64299249207	1347567.6695540333
17	9544.855578599454	1438374.3181362909	113089.00712885235	1325285.3110074378
18	9183.634192839834	1395430.0853657075	95904.25252343125	1299525.8328422755
19	8832.08261454963	1352325.5932017376	81332.36725647764	1270993.225945259
20	8490.60999455217	1309270.7017706018	68975.78763657116	1240294.9141340295
21	8159.487028214034	1266449.599430743	58496.75144173031	1207952.8479890116
22	7838.867063807081	1224022.5341501613	49609.37067773616	1174413.1634724243
23	7528.806467587109	1182127.4607721805	42071.96492675604	1140055.4958454238
24	7229.283858727008	1140881.6612926093	35679.78934553484	1105201.8719470738
25	6940.216096191575	1100383.5039586886	30258.93575166079	1070124.568207027
26	6661.470252700742	1060714.317310772	25661.695466338617	1035052.6218444323
27	6392.873064489109	1021940.201191004	21762.845583958162	1000177.3556070449
28	6134.219339213068	984113.6703313251	18456.317492402242	965657.352838922
29	5885.279494740418	947275.1609353919	15652.18368125925	931622.9772541317
30	5645.805799256004	911454.4554095956	13274.120707568116	898180.3347020264
31	5415.537278646641	876672.0222797719	11257.362978407436	865414.6593013633
32	5194.203698650521	842940.2361531918	9547.000112881753	833393.236040309
33	4981.528971166404	810264.465953906	8096.490630073945	802167.9753238311
34	4777.234053087817	778644.0500148431	6866.366905034088	771777.683109808
35	4581.0393008798765	748073.1778902442	5823.145050478277	742250.032839765
36	4392.6663310479635	718541.6835918436	4938.421905961032	713603.2616858816
37	4211.839511918441	690035.7487714287	4188.113676751529	685847.6350946763
38	4038.2871839055542	662538.5206297914	3551.800766680299	658986.7198631102
39	3871.7426431667263	636030.6554021505	3012.1659512375104	633018.489450912
40	3711.9449035966977	610490.7971513544	2554.5203718216003	607936.2767795317
41	3558.639268741295	585895.9974933949	2166.405810048843	583729.591683345
42	3411.5777556906287	562222.080429266	1837.2578313794936	560384.8225978855
43	3270.519402771284	539443.9576857229	1558.1180465447503	537885.8396391772
44	3135.230478296197	517535.90079344367	1321.389018078917	516214.5117753639
45	3005.4846029597957	496471.77530055103	1120.6270522053849	495351.1482483448
46	2881.062800728585	476225.24123296846	950.3672996705963	475274.873933297
47	2761.753493495134	456769.9233641463	805.9754257736811	455963.94793837174
48	2647.3524512356157	438079.5548815208	683.5213800625016	437396.03350145736
49	2537.66270563213	420128.097917376	579.6721687429092	419548.4257486321
50	2432.4944336425783	402889.8439459279	491.60107639853817	402398.24286952836
51	2331.664817368097	386339.4965493363	416.9108366388681	385922.5857126964
52	2234.9978860073265	370452.2387622862	353.56845641085295	370098.6703058743
53	2142.3243444423438	355203.7870440815	299.8498523796016	354903.93719170085
54	2053.481391871677	340570.43373667094	254.29287221163585	340316.1408644583
55	1968.3125333257206	326529.0796190274	215.65749006486718	326313.42212896154
56	1886.6673866037377	313057.2579385203	182.8920785955433	312874.3658599238
57	1808.4014868045238	300133.1511327687	155.10479787314227	299978.04633489467
58	1733.3760901640044	287735.60132604267	131.53931300675134	287604.06201303506
59	1661.4579785276244	275844.1155563346	111.55419755777145	275732.561358776
60	1592.5192655402477	264438.86655967246	94.60547441620268	264344.2610852555
61	1526.4372054621958	253500.689823869	80.23181445414514	253420.4580094141
62	1463.094005345643	243011.07753168125	68.04198179503014	242943.03554988548
63	1402.376641131221	232952.1699354865	57.70418294724003	232894.46575253853
64	1344.1766780823705	223306.74463370672	48.9370338350992	223257.8075998709
65	1288.3900958725353	214058.2041528245	41.501901001425075	214016.70225182237
66	1234.9171185599978	205190.56218111052	35.19640731828501	205155.3657737915
67	1183.66204961201	196688.4287516207	29.84892382342452	196658.57982779652
68	1134.5331120742535	188536.99463013935	25.313897728618457	188511.68073240996
69	1087.4422939289211	180722.01512637406	21.467890271019368	180700.54723610228
70	1042.305198644812	173229.79351352266	18.206216917317292	173211.5872966046
71	999.0409008910368	166047.1642126675	15.440098174634102	166031.72411449213
72	957.5718073588376	159161.47587399432	13.094243148750214	159148.38163084484
73	917.8235226134299	152560.5744657149	11.104800106988082	152549.46966560718
74	879.7247198802529	146232.78646310203	9.417618436166427	146223.36884466515
75	843.2070166570394	140166.9022139826	7.986774742755001	140158.91543923912
76	808.2048550333005	134352.1595432428	6.773322908021974	134345.38622033407
77	774.6553865912875	128778.2276471335	5.744234018941465	128772.48341311386
78	742.4983617570035	123435.19131806801	4.8714973340110985	123430.3198207333
79	711.6760234662958	118313.53553191964	4.131357848514903	118309.40417407044
80	682.1330050091647	113404.13042238691	3.5036697140055435	113400.62675267222
81	653.8162319147388	108698.21666067628	2.971347897207843	108695.24531277838
82	626.6748277396168	104187.39125340835	2.519903142803603	104184.87135026486
83	600.6600236233166	99863.59376713386	2.137047586251785	99861.45671954693
84	575.7250714763015	95719.0929840292	1.8123602888444714	95717.28062373967
85	551.8251606683291	91746.47399013875	1.5370035919612512	91744.9369865461
86	528.9173380875584	87938.62569486698	1.3034825665923377	87937.32221229971
87	506.9604314438241	84288.72877821777	1.1054410088161004	84287.6233372083
88	485.91497569271667	80790.24406046991	0.9374884294909398	80789.30657203976
89	465.743142460504	77436.90128750038	0.7950533303602688	77436.10623416938
90	446.4086723534565	74222.68832378137	0.6742587728958694	74222.01406500784
91	427.87681003873763	71141.84074413743	0.5718168522736281	71141.26892728452
92	410.11424198765525	68188.83181462227	0.48493920387883327	68188.34687541776
93	393.089036775713	65358.3628523256	0.4112611066772409	65357.95159121828
94	376.7705878375284	62645.353953522776	0.34877711788152155	62645.005176404266
95	361.1295585782777	60044.93507931071	0.2957864869239091	60044.63929282315
96	346.1378297468662	57552.43748771159	0.2508468628106827	57552.186640848144
97	331.7684489795007	55163.385501155426	0.21273503477540195	55163.172766120006
98	317.99558242573994	52873.488598256634	0.18041363769137325	52873.3081846183
99	304.79446837241704	50678.63381886595	0.15300291604632765	50678.48081594926
100	292.14137278406247	48574.87847149747	0.12975677791141838	48574.74871471892
