	Ar	ArH	H2O2	NADH	NADrad	O2	coI	coII	coIII	per2	per3	super
0	0.00014339460371930591	499.9998566053992	0.0013746746189163396	117.60418576523396	5.4305981124306435e-05	8.316126355523588	7.884184185746312e-05	0.0022664392421737683	1.2701862380904316	1.56584782472309e-05	0.12745282234729222	0.003819569091822173
1	0.00024135139949307385	499.9997586486033	0.008937568067271797	118.85502696297938	8.945213706016869e-05	8.491315889080411	0.00013533277241857525	0.0038243083462160404	1.3632165718203597	6.50403405459399e-06	0.032817283026953595	0.013192181203000955
2	0.0017496183949020196	499.99825038160793	0.05568533252336684	119.2484858054463	0.0006663167819516651	8.281276365649049	0.0009966189540698835	0.027502604494355928	1.3321917475791094	4.608267475594676e-05	0.03926294629771154	0.044227227784619995
3	0.023228400465950552	499.9767715995368	0.08954245206228126	109.1816442594577	0.01734107679279945	3.3030999828870597	0.01228721591141321	0.3302420942948549	0.8366378850377364	0.007707115736998811	0.21312568901899984	0.12949373394259533
4	2.1862409979946336e-05	499.99997813759285	1.4607691702715458e-05	101.22774850301907	5.256238451699088e-05	0.8839801334277655	1.043172512223647e-05	0.0002952439145205615	0.2449728209192948	0.13697730456209456	1.0177441988789713	5.37120963981178e-05
5	3.733501602216311e-05	499.99996266498675	3.3931098033527325e-05	102.77442928129308	4.700982738853491e-05	1.9841646373592587	1.7947237491243616e-05	0.0005155055489779737	0.3908790037464951	0.008229152854588046	1.0003583906124505	0.00010958951005953736
6	4.5691659291108876e-05	499.9999543083435	5.470745303871569e-05	104.29865052210425	4.186718883557479e-05	3.0515285037317432	2.2304528453569565e-05	0.000639893915058042	0.4300089815685335	0.0002960955697039192	0.969032724418254	0.00015411819531971024
7	5.476382497513189e-05	499.99994523617795	7.601196947611834e-05	105.8025430967361	4.042317670838474e-05	3.986514202193988	2.7090040114432182e-05	0.000778691195780871	0.4743871591957817	0.00017551242484362296	0.9246315471434823	0.00020466763713082505
8	6.390924315339171e-05	499.9999360907599	9.879589251017355e-05	107.28599358415312	4.068822027231292e-05	4.7978560489840145	3.205310200721631e-05	0.0009214053749772572	0.5304510225223383	0.00013544715177614834	0.868460071848904	0.0002620201944260736
9	7.272689985042597e-05	499.9999272731033	0.00012440616421657393	108.74924573772081	4.0890442882761304e-05	5.500543212698069	3.6959722613735745e-05	0.0010633734105980985	0.5970554744335432	0.00010897031910946094	0.8017352221141385	0.0003295847369955579
10	8.146017039224443e-05	499.9999185398328	0.00015473929137747983	110.19289383004475	4.177380726518891e-05	6.10820839746007	4.194089925774753e-05	0.0012070407625038478	0.6730826658329482	9.095873989021055e-05	0.7255773937654031	0.000412844143955599
11	9.009284634647465e-05	499.99990990715685	0.00019261516988965008	111.61636654544324	4.291583859108141e-05	6.628297262175827	4.697904847040168e-05	0.0013523533790919977	0.7579632838269986	7.575604336345448e-05	0.6405616277020788	0.0005203152789759896
12	9.874683132251741e-05	499.9999012531719	0.00024370120220921937	113.0215899344607	4.425614872474818e-05	7.078845897518227	5.2135232987927936e-05	0.0015010386387589202	0.8499934991788958	6.24202976405539e-05	0.5483909066517202	0.0006689007118534692
13	0.00010751898614059503	499.9998924810171	0.0003178940662299274	114.40774727872054	4.587701095914167e-05	7.464474601936252	5.746480463332586e-05	0.001654551836422826	0.948752904165867	5.1697091903156055e-05	0.44948338210117705	0.0008884975096985152
14	0.00011679586039771188	499.9998832041429	0.0004400236376412975	115.77436071377161	4.765375527927746e-05	7.792933171208263	6.316992654879906e-05	0.001818547038231485	1.0533931490833108	3.896159646918508e-05	0.3446861723554431	0.0012527087985850435
15	0.00012732216249463125	499.99987267784087	0.0006840202251672045	117.12022214684052	5.0096993528210883e-05	8.070734939266044	6.966137075088775e-05	0.002005532024922649	1.1628779247420544	2.70085239411649e-05	0.23501987333833396	0.001971504003207366
16	0.00014436847095327385	499.99985563153245	0.0014288064723302037	118.44014614870868	5.5088890906959966e-05	8.301961066884015	7.995193383420374e-05	0.002297827007547089	1.2748140410697282	1.536519723086203e-05	0.12279281479166315	0.003978773594981725
17	0.0002556437569276457	499.9997443562464	0.01016946559205549	119.68101579504308	9.551692704118653e-05	8.474768140559032	0.00014430924435373025	0.004079670573817983	1.3650993978542583	6.443004773595845e-06	0.030670179322799966	0.014111601176474099
18	0.001964661836901583	499.99803533816646	0.05841748608114219	119.92953027780099	0.0007588136106980488	8.199923363469795	0.0011252124994799906	0.03106835628525964	1.3256317752721223	5.691973493336738e-05	0.04211773620820875	0.046948851555178577
19	0.029056709925057454	499.97094329007837	0.0748879278001819	107.78127443737188	0.027924981896645065	2.336195543219934	0.015115978741422842	0.40917645996449836	0.6870254485577812	0.015398555093257835	0.273283557643043	0.13190300707752234
20	2.3393739698043097e-05	499.99997660626383	1.5772361822283242e-05	102.11907711987612	5.37244740900369e-05	0.9448401030320055	1.1275479628152027e-05	0.00031841341637218004	0.25934554528188486	0.12373238465869449	1.016592381163422	5.85608744758027e-05
