	I	Ip	S	Sp
0	149400.0	16600.0	667200.0	166800.0
1	141108.07652279056	16173.456045285016	658245.2138792092	168983.3755138125
2	133413.18014818433	15750.999445434263	651563.5575182403	171184.67239381117
3	126283.35591130945	15328.344567625929	646899.3911631993	173406.68181725524
4	119683.94553387664	14903.870458952098	644022.2904603233	175650.32878517074
5	113579.09278326055	14477.674565705918	642724.9426245267	177915.02652073186
6	107932.87431828382	14050.89986527782	642821.0996067025	180198.9964728373
7	102710.13966568893	13625.254474625515	644143.6135503987	182499.55529437962
8	97877.10134596149	13202.680933991704	646542.6078267103	184813.36300631953
9	93401.7292740868	12785.134342149788	649883.7656018818	187136.6364112182
10	89253.98603002475	12374.442770893394	654046.7718397144	189465.32587458054
11	85405.94236371611	11972.226386812097	658923.9000603659	191795.25923157952
12	81831.80707286324	11579.855761355178	664418.7204936761	194122.25850142492
13	78507.89304556699	11198.438745400588	670444.9484109043	196442.23007460032
14	75412.53737295447	10828.826524017633	676925.3812993685	198751.235066727
15	72525.99426504866	10471.631744360631	683790.9877800489	201045.53791386707
16	69830.30857991838	10127.252575950422	690980.0427464888	203321.64316118116
17	67309.1873326497	9795.899274351133	698437.4069850558	205576.31687303906
18	64947.860867828276	9477.622788487686	706113.8285016905	207806.6002444464
19	62732.95476822824	9172.340695315901	713965.3630785206	210009.81369081815
20	60652.36056297994	8879.862587805204	721952.8165767184	212183.556366393
21	58695.119525724585	8599.912159693284	730041.2898999412	214325.69829586474
22	56851.30862893968	8332.146728128328	738199.7097603554	216434.37403387125
23	55111.941928955624	8076.174714554296	746400.4885480634	218507.96651708707
24	53468.87522765805	7831.569428231722	754619.1402628346	220545.0971220298
25	51914.72102096983	7597.881678457172	762833.9833772758	222544.6089630884
26	50442.77375336365	7374.64921070751	771025.8636769312	224505.55258747176
27	49046.93855117727	7161.405163047135	779177.8964449175	226427.17001991102
28	47721.671855794244	6957.683991388089	787275.2482128282	228308.88037891965
29	46461.92315312959	6763.026983353385	795304.9247329925	230150.264332545
30	45263.08751587692	6576.985588586615	803255.5946661928	231951.05051911256
31	44120.959633371625	6399.1247262492625	811117.419900653	233711.10150403023
32	43031.69434484699	6229.024556009796	818881.9067030154	235430.40098756092
33	41991.77167327094	6066.281896039702	826541.7732853366	237109.04182133524
34	40997.967261620266	5910.511116994042	834090.8357375738	238747.21530698135
35	40047.317688656054	5761.344774064787	841523.8750409659	240345.1985889927
36	39137.101390266034	5618.4334537524255	848836.5611729092	241903.34693541782
37	38264.81324567252	5481.445672766587	856025.3522127593	243422.0835391208
38	37428.1443699242	5350.067645677491	863087.4140423277	244901.8913579333
39	36624.96529667111	5224.00264103396	870020.5509565001	246343.30565140926
40	35853.30758519657	5102.970608047399	876823.1323968739	247746.90652228196
41	35111.351555541194	4986.707220767722	883494.0397022684	249113.31281978462
42	34397.41092937619	4874.963487165243	890032.6049110562	250443.17595445845
43	33709.923717337064	4767.504768904888	896438.5692791238	251737.17493285597
44	33047.43810387288	4664.1101326664075	902712.0274353412	252996.01083540902
45	32408.60553531908	4564.5715861551935	908853.395657683	254220.40300114793
46	31792.170968917784	4468.693363650789	914863.3714570649	255411.08481465347
47	31196.964674927003	4376.29112356687	920742.8993701611	256568.80008684727
48	30621.898575391508	4287.191740668184	926493.1499924939	257694.30014762038
49	30065.954331242883	4201.231901916571	932115.4770174354	258788.3403487675
50	29528.181477503942	4118.258020423042	937611.4041810296	259851.6779592082
51	29007.690776039726	4038.125455856441	942982.5986000835	260885.06964292956
52	28503.650110744646	3960.6980502839115	948230.8522807249	261889.2694279045
53	28015.27821008485	3885.8473189567635	953358.0599334122	262865.02700598986
54	27541.843620496857	3813.4523882025082	958366.2086419036	263813.08593755047
55	27082.659197784924	3743.3992463686895	963257.3586996075	264734.1823087592
56	26637.07933813116	3675.580384319281	968033.6313822987	265629.04347239586
