	I	Ip	S	Sp
57	26204.495391547418	3609.8941461230447	972697.195102156	266498.3873789182
58	25784.336861397078	3546.2449621469277	977250.2593686507	267342.92063286784
59	25376.064220675107	3484.5422542675383	981695.0589315116	268163.3388530158
60	24979.169806563194	3424.7006160129104	986033.8495638405	268960.3252352881
61	24593.17376974501	3366.6391890679934	990268.8973454405	269734.5504188558
62	24217.62368784036	3310.28162691044	994402.4741443888	270486.6716851889
63	23852.09106989493	3255.555544655088	998436.8486151183	271217.3329331836
64	23496.171578469417	3202.392574223745	1002374.2838207659	271927.16400912195
65	23149.48176768303	3150.727840422503	1006217.0293037769	272616.7808178671
66	22811.658903385032	3100.499943411074	1009967.318882224	273286.7849284726
67	22482.359010503587	3051.6506489292055	1013627.3644086664	273937.763302677
68	22161.25597176299	3004.124729777247	1017199.355302738	274570.28881011537
69	21848.039019006574	2957.869574967433	1020685.4559664325	275184.92089513876
70	21542.414461747485	2912.8354826038285	1024087.7988357905	275782.2032094759
71	21244.102864741053	2868.9751737270376	1027408.4854878688	276362.66549477255
72	20952.8384269241	2826.2436984514547	1030649.5841995925	276926.82337851764
73	20668.36801147067	2784.5982768381127	1033813.128917945	277475.1786951389
74	20390.450709897767	2743.998226295906	1036901.1170758102	278008.2192970939
75	20118.857110368757	2704.404839007412	1039915.508438415	278526.4192348031
76	19853.368497000825	2665.78124645304	1042858.2248458822	279030.23915585864
77	19593.776288803532	2628.0923220269997	1045731.148772918	279520.12635307066
78	19339.881399336424	2591.30457551449	1048536.1232902621	279996.51511282736
79	19091.49379180189	2555.3860749634064	1051274.9512861436	280459.826830422
80	18848.43186321112	2520.3063521078384	1053949.3971420762	280910.47065635794
81	18610.52201280009	2486.036320460875	1056561.185524639	281348.8435380482
82	18377.598280927104	2452.5482039155295	1059111.9997813173	281775.33015628177
83	18149.501928256843	2419.8154686289618	1061603.4824703233	282190.30327189935
84	17926.080999356367	2387.812755541896	1064037.2367463107	282594.1242340168
85	17707.18994604478	2356.5158156851235	1066414.8269369088	282987.1433154415
86	17492.689310565365	2325.901450856908	1068737.7783958246	283369.69988910854
87	17282.445426590428	2295.947459615198	1071007.5775425006	283742.12262779265
88	17076.330118980673	2266.6325866250054	1073225.672420162	284104.7297961897
89	16874.220414520078	2237.9364740121987	1075393.4734373624	284457.8295701691
90	16675.998276997056	2209.839614987537	1077512.3539742639	284801.7203194632
91	16481.550364538627	2182.3233105098807	1079583.6508821854	285136.6908592355
92	16290.767800318486	2155.3696290092444	1081608.6650432292	285463.0207044108
93	16103.545952994098	2128.961368508066	1083588.6620392075	285780.98033757164
94	15919.784228885246	2103.082020625848	1085524.8728605926	286090.83147725335
95	15739.385877584582	2077.7157364583377	1087418.4945970715	286392.82733525545
96	15562.257809741068	2052.8472944822765	1089270.6911164662	286687.21286457323
97	15388.310424806059	2028.4620704137678	1091082.5937608453	286974.2250041239
98	15217.457447722085	2004.5460087603776	1092855.3020651124	287254.0929218007
99	15049.615774554206	1981.0855958658333	1094589.884482655	287527.0382531651
100	14884.705326914422	1958.0678343931374	1096287.3791062662	287793.2753337164
