	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_7	species_8	species_9
0	6.69999967736e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	6.303695030569577e-05	7.61454018637376e-08	5.44751772919506e-07	1.511926101279354e-07	8.494288754700685e-08	7.196749143070608e-08	1.99875865759133e-06	7.584311639882472e-07	1.4214871318784128e-07	1.380142869334589e-07
2	5.930828946931567e-05	1.477873520904503e-07	1.0572854052358975e-06	2.934432672170629e-07	1.6486201559423812e-07	1.396786245106326e-07	4.6654894508053565e-06	7.383870601416611e-07	2.2332558372258493e-07	2.678660236510091e-07
3	5.580015530041146e-05	2.1519213481165505e-07	1.5395059200916597e-06	4.2728069909459536e-07	2.4005443350364295e-07	2.0338507301763117e-07	7.231628261575566e-06	6.955271554695127e-07	2.66574388922643e-07	3.9003785275001655e-07
4	5.2499507926405566e-05	2.7861029625377456e-07	1.9932057500920616e-06	5.532023847547124e-07	3.1079963444769736e-07	2.633236363245035e-07	9.667656962723426e-06	6.544164480099363e-07	2.8638814229737315e-07	5.04983891720668e-07
5	4.939407819924344e-05	3.3827757405367576e-07	2.4200713857208896e-06	6.716763995867471e-07	3.773605920937387e-07	3.19717117725288e-07	1.1972789418244344e-05	6.15711082637942e-07	2.9187286239146934e-07	6.131314173394884e-07
6	4.647232217941168e-05	3.944157717961663e-07	2.8216896318686088e-06	7.831431518373172e-07	4.3998473618145825e-07	3.727751509890402e-07	1.4149875657351987e-05	5.792937539853064e-07	2.887412950115166e-07	7.14882450777124e-07
7	4.3723378303927485e-05	4.4723358198205083e-07	3.1995534954276345e-06	8.880170166773256e-07	4.989048705728604e-07	4.2269497817366133e-07	1.6203420641114626e-05	5.45029991717e-07	2.8056919692827286e-07	8.106152492360042e-07
8	4.113702707981346e-05	4.969273604718801e-07	3.555067725739886e-06	9.866878739201814e-07	5.543400371716419e-07	4.696621815778283e-07	1.8138797681831112e-05	5.127925190333924e-07	2.695870459852467e-07	9.006857096372281e-07
9	3.8703653155151084e-05	5.436818552472456e-07	3.8895540282275136e-06	1.0795225550339577e-06	6.064963288821766e-07	5.138513725169532e-07	1.9961777092646434e-05	4.824615416141109e-07	2.5717885110522684e-07	9.854286895075486e-07
