	C3	C3_star	C8	C8_star	FL	FS	IKK	L	L_RF	L_RF_C8	L_RF_C8_FS	L_RF_FL	L_RF_FL_FL	L_RF_FL_FS	L_RF_FS	L_RF_FS_FS	NF_kB_IkB	NF_kB_IkB_P	NF_kB_star	RF	p43_FLIP	p43_FLIP_IKK_star	p43_p41
0	1.443404	0.0	64.47652	0.0	7.398562	5.083923	5.772825	113.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.739546	0.0	0.0	91.26592	0.0	0.0	0.0
1	1.4434039323826509	6.281317930955205e-08	61.69626486038514	3.551728111262057e-05	-3.027939082175559e-13	0.0006138934752966673	5.770583275181587	21.9540799999998	81.93382480836442	1.9781928776736246	0.2928297314636372	1.423233756427932	0.4654835833403014	4.788611731492213	0.000637742048102667	0.0006149507603730568	4.734540278815824	0.0008843537906210949	0.004097092141061838	8.328939206238641e-34	0.2535076205811966	0.0021760547400476835	0.2534109463672681
2	1.443399453785079	3.9285992548047076e-06	58.90443320314628	0.001158020864008946	1.2468205048402462e-12	7.134968396813231e-10	5.765499072107537	21.9540799999998	79.6931970777622	3.839690477873516	0.29327779654036834	1.2506525441206657	0.4654835833400913	4.788854532909387	0.0005605506932942941	0.0006150595717248729	4.707909639261568	0.0029765533790318756	0.02831361709224764	-2.3736686706241206e-63	0.4207618283961047	0.006909718904394766	1.008633764036042
3	1.4433552145828432	3.919217099590985e-05	56.11127863358482	0.007982827205328424	2.1420689842198413e-13	6.369977961171909e-18	5.758150434700993	21.9540799999998	77.61357998331374	5.351109708002916	0.29334272616289	1.1057883590062645	0.4654835833401981	4.788854533080351	0.0004956216131557405	0.0006150595718014983	4.647161958574396	0.005850980505908705	0.0849494108919099	1.805125398493956e-77	0.5582773759338135	0.01345125720962962	2.1310025376455215
4	1.4431567290061642	0.00018473352054557712	53.357095935091294	0.029287713740245996	-3.042504856999838e-13	1.1087552650098733e-27	5.748948772671855	21.9540799999998	75.68478916456749	6.5791289951407235	0.29339752213757386	0.9835322884114707	0.4654835833401999	4.788854533080351	0.0004408256384713157	0.0006150595718014983	4.54462659633016	0.009156091104209198	0.18118533578432805	1.9561957763737394e-96	0.6713317844999919	0.02126638744286812	3.4887102604617333
5	1.4425706482243863	0.0005792338913256287	50.667588252909255	0.07626033839514253	7.512212395665236e-13	7.710562500580025e-39	5.738233825619826	21.9540799999998	73.8964109650629	7.578000481064336	0.2934439672179945	0.8799080155805157	0.46548358334036544	4.788854533080353	0.00039438055805005425	0.0006150595718014983	4.3971214666074285	0.012564849211177053	0.31957752998127725	8.32232517304764e-112	0.7642411102775329	0.029930822722327163	4.971289491386074
6	1.44123179067146	0.0014051516740904073	48.056250951711384	0.15998808665948158	-5.777649230826188e-14	4.041068891071198e-51	5.7262862913497825	21.9540799999998	72.2382959168425	8.391383548404606	0.29348351074154344	0.7916819034534878	0.46548358334042617	4.788854533080353	0.00035483703450037255	0.0006150595718014983	4.205520995375569	0.01578941343084937	0.4985759851332269	5.304482365084194e-129	0.840519688135212	0.039109664648348495	6.489654974223004
7	1.4386595945553025	0.0028567795381185556	45.52698643880041	0.28927091283083245	-1.5795583469454147e-12	2.4305222938342448e-64	5.713338501167484	21.9540799999998	70.70089462249538	9.054315275151003	0.29351732780541645	0.716232176135131	0.4654835833405574	4.788854533080353	0.00032101997062720683	0.0006150595718014983	3.9741142439715125	0.018596807821688918	0.7132377577566992	-1.9147592687374214e-141	0.9030216252725303	0.04854026210914813	7.976022154701703
8	1.4342974404003304	0.005104310441686972	43.07695089162379	0.4692850841595401	-1.0381031866718593e-13	2.926600501053732e-78	5.699583285736939	21.9540799999998	69.27545750476254	9.594898349134347	0.29354637024393676	0.6514351826582956	0.4654835833403577	4.788854533080354	0.00029197753210672404	0.0006150595718014983	3.7097841611072537	0.020820224575011842	0.9561049179846431	1.2738145000929019e-160	0.9540634033177441	0.05801812985238219	9.382563215845316
9	1.4275645008820899	0.008263619384073688	40.69943156721843	0.7011767819596101	5.86177427158462e-12	7.229489871722057e-93	5.685181241860039	21.9540799999998	67.95411802488788	10.035707143661748	0.293571409804111	0.5955690674134708	0.4654835833402395	4.788854533080354	0.0002669379719321428	0.0006150595718014983	3.4210890519154207	0.022363286663746734	1.218165887989793	3.449284839491277e-176	0.9955274746799431	0.06738548840625286	10.678651759420069
