	AcCoA	AcP	Acs	HOAc	LacI	OAc	Pta
0	0.001	0.1	0.0	0.0	0.0	0.0	0.0
1	7.977421290552668e-05	1.4389546898500083	0.07003277259269028	2.497148123948729e-05	0.0035016386296345143	1.1494208935779242	5.184664883593102
2	0.00015831749703455769	2.814403148509668	0.4431950319053294	9.409117815368009e-05	0.022159751595266473	2.2682838263208227	3.9802262374533015
3	0.00039146579246969687	4.382308568904724	1.3360289264384142	0.0001893878813768687	0.06680144632192068	3.187230294757269	2.9548933106163418
4	0.0009556013883334115	6.197440916365839	2.893789694842003	0.0002938077543809851	0.14468948474210017	3.8396313010761434	2.1899506451907373
5	0.0021446188768085013	8.254980524594098	5.120690222038429	0.00039282749924492605	0.2560345111019214	4.2066818550231755	1.6225881073964328
6	0.004412095597255277	10.469585155837501	7.842197536942887	0.0004762959098530595	0.3921098768471442	4.331515701831526	1.202127905704445
7	0.00849480371590391	12.693051145716964	10.773182302496098	0.0005395000005756369	0.5386591151248048	4.29092886103622	0.8905985615809673
8	0.01578377249826104	14.749531778703341	13.6383286208627	0.0005819385074460814	0.681916431043135	4.1379638968801045	0.659794835103091
9	0.02941954554163407	16.432792388761325	16.24068124234774	0.000603960506154176	0.8120340621173878	3.848490972485678	0.48880344538750653
10	0.057965082500247636	17.40722672756498	18.453910820650936	0.0006018907398059559	0.9226955410325477	3.2561907054423695	0.3621259119349669
11	0.12590739924626443	16.831862336905875	20.14629885762422	0.0005599346413097544	1.007314942881211	1.907141012953409	0.268278678901502
12	0.16150192329717805	12.915779842435933	20.902792020517882	0.0004544269585123925	1.0451396010258944	0.3156696600402051	0.1987538343152549
13	0.12068871068148437	8.668692007268449	20.003026200533178	0.0003444451204694814	1.00015131002666	0.11526832319701301	0.14724863177263608
14	0.09570675023814254	5.8819847398205205	17.709851895845542	0.00025894746931718335	0.8854925947922775	0.06967102527597002	0.10909419586041268
15	0.0802015033425857	4.047322771699079	14.772083622071639	0.00019437316329910578	0.738604181103582	0.05114149931816882	0.08083226088145469
16	0.07020323765149777	2.8245805182543364	11.827130365301873	0.00014596996066269457	0.5913565182650937	0.041696937838650555	0.059902067779570856
17	0.06369102492809592	2.0007006835037147	9.222973221687598	0.00010980606869772493	0.4611486610843807	0.036304662229017425	0.04440883849128242
18	0.05942227946982537	1.4378023032376777	7.073724748922334	8.283485122522937e-05	0.3536862374461174	0.033036619598696686	0.03295306160831351
19	0.05657435783314351	1.0473950067938844	5.368287774373764	6.274330173915083e-05	0.2684143887186887	0.03101624599746474	0.024505528096245118
20	0.05461228872620621	0.7737362048851881	4.0461966147041535	4.779194388173069e-05	0.20230983073520795	0.029846700879377158	0.018317486316171562
21	0.05319177233559797	0.582158384562257	3.036059438033041	3.668255427458234e-05	0.15180297190165223	0.029458482591355254	0.013859021706069872
22	0.052072231033406725	0.4517825893767061	2.271631088869085	2.845869455789053e-05	0.11358155444345433	0.030178655276077118	0.010782264097133232
23	0.051041131649180956	0.37192644604650926	1.6971180364447809	2.244150147743083e-05	0.08485590182223915	0.03312581288915793	0.008909807812312466
24	0.049822307716484	0.3416134233543624	1.2679317855022894	1.8215651633497376e-05	0.06339658927511457	0.041492872500443735	0.008252963589497625
25	0.04785674398438857	0.3728072739469332	0.949998174994006	1.573320489058756e-05	0.04749990874970036	0.06516296350708901	0.009066313340798033
