	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_7	species_8	species_9
0	6.69999967736e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	6.304548276244832e-05	7.598146047330275e-08	5.435789199184268e-07	1.5086709176279238e-07	8.476000513058824e-08	7.181254510010069e-08	1.972101126054879e-06	7.805123478289601e-07	1.4048277206380707e-07	1.3771714155703504e-07
2	5.931682528365996e-05	1.4762334618773337e-07	1.0561120907075403e-06	2.9311762075777247e-07	1.6467906121208818e-07	1.3952361720737488e-07	4.657602569123298e-06	7.401941674134089e-07	2.23160612921261e-07	2.6756876134544186e-07
3	5.590796963700087e-05	2.131206057360417e-07	1.5246859951983066e-06	4.2316751720531485e-07	2.3774356959048007e-07	2.0142720363420522e-07	7.160413235417479e-06	6.970824787278791e-07	2.5735783760592514e-07	3.862831860040938e-07
4	5.259995232356894e-05	2.766803721287595e-07	1.9793988810892092e-06	5.493703704942571e-07	3.0864673586271387e-07	2.614996023772206e-07	9.597891985794236e-06	6.556213622806907e-07	2.8146374958650205e-07	5.014858853351179e-07
5	4.948764693791584e-05	3.3647975783683517e-07	2.4072096298231395e-06	6.681066958396853e-07	3.7535506455038696e-07	3.1801794325102344e-07	1.1905639349811075e-05	6.168898913096614e-07	2.8938985297411316e-07	6.098728578318684e-07
6	4.6559476953314835e-05	3.9274119257108157e-07	2.8097095256582336e-06	7.798181447100355e-07	4.3811668385888314e-07	3.711924517966844e-07	1.4086144562501742e-05	5.803768167695488e-07	2.8762747202160895e-07	7.118472595245093e-07
7	4.380455043330563e-05	4.4567395242390916e-07	3.188395750559259e-06	8.849202510426761e-07	4.971650486672734e-07	4.212209216434782e-07	1.6143384174034135e-05	5.460426185316478e-07	2.8020804522867486e-07	8.077884053809748e-07
8	4.121261931178801e-05	4.95474942255719e-07	3.544676981467626e-06	9.838039847328631e-07	5.527198133079943e-07	4.6828945396766404e-07	1.8082512655682415e-05	5.137345247004002e-07	2.6962729046673837e-07	8.980531873899707e-07
9	3.87740415334386e-05	5.423294231234627e-07	3.879878594397607e-06	1.076837195999651e-06	6.04987643039122e-07	5.125731450088344e-07	1.9909160165548168e-05	4.833389740184337e-07	2.574226746730434e-07	9.829773930323679e-07
10	3.647974524126926e-05	5.864117003757163e-07	4.195247587136884e-06	1.1643659816521114e-06	6.541629816387515e-07	5.542367364109094e-07	2.1629138393116905e-05	4.5474122308658693e-07	2.445341622190359e-07	1.062876952460265e-06
11	3.432188468418676e-05	6.2787252113966e-07	4.491862419615852e-06	1.2466896618208073e-06	7.004139928562186e-07	5.934227041779288e-07	2.3247752122362366e-05	4.278439940083557e-07	2.314941465373871e-07	1.1380250963186624e-06
12	3.2291664915833906e-05	6.668808702430421e-07	4.77093202608739e-06	1.3241437690074255e-06	7.439291852405527e-07	6.302907613568425e-07	2.4771146542337727e-05	4.0253749742385526e-07	2.1870155240994972e-07	1.208728111263529e-06
13	3.0381499025034483e-05	7.035825215002997e-07	5.033499286908241e-06	1.3970177484437675e-06	7.848711746349162e-07	6.649786835123537e-07	2.6204774397092172e-05	3.787273067764655e-07	2.0634859628597106e-07	1.275250213761791e-06
