time	Active_R2	Active_Rec	Active_Rec_endo	Inactive_Rec	S2_c	S2_n	S4_c	S4_n	S7	Smad7mRNA	Smad7mRNA1	TGFb	TGFb_In	TGFb_R1_endo	TGFb_R1_surface	TGFb_R2_endo	TGFb_R2_surface	pS2_c	pS2_n	pS2_pS2_S4_c	pS2_pS2_S4_n	pS2_pS2_pS2_c	pS2_pS2_pS2_n
0.0.	0.0	0.0	-6.018531076210112e-36	0.0	349.0100425461754	88.98847657982463	270.3747651821941	44.596922740805944	3.224523424776598	0.030253011069564004	0.19683261474329203	100.0	0.0	26.71362382975255	43.032231777947445	42.1011740236981	12.248390014601906	1.4349296274686122e-42	1.0691058840368779e-50	0.0	0.0	0.0	0.0
14.0.5.0	3.468529525220205	13.130808426407587	1.264059884625091	2.79264270151801	176.0802771104044	50.903599197312445	186.40365989284464	64.13929341505141	0.472603371520091	0.030668411562115003	0.208670810807314	99.47656909372664	0.11150695409771601	37.31736493542046	6.471826861626538	33.42342072923721	0.316685231739592	0.32216374808895204	0.49104968417322503	53.264303141587796	41.87123362127713	3.21604886589432	22.526211572135352
29.0.	5.9670828663352395	11.079771001796642	1.072962439793927	2.756335205780351	149.71159642824543	43.81376103031739	197.49501182003644	64.61095843995264	0.55258039387306	0.034405050323922	0.241961928681646	98.95588738590413	0.09592381960016301	34.20001086542037	3.199063917419246	33.05360274444502	0.537678974782536	0.278980641893735	0.48723899153424505	42.50419243064821	40.73708616387079	3.201316705814105	58.21326877444723
43.0.5.0	8.61433735591741	9.037459949044273	0.8760811380264061	2.6947228823182883	147.36518684774344	42.45210101064275	210.15854262878983	60.5406156954206	0.662156759583655	0.037121220735209	0.24768203562863603	98.43793257540075	0.07906749880269101	31.764978652456314	1.827750234318139	32.55178641164063	0.7740699389840381	0.24373936928543002	0.473249186990683	34.45947726899409	35.569797614204106	2.164065465341769	77.1494910168278
58.0.	10.834241115511766	7.494749555605526	0.7244780926891511	2.62701833814394	152.43492239147488	43.206885180511	218.49623955298762	57.81901469338326	0.7784151701530191	0.037461882396532004	0.24172576875194401	97.92269049292673	0.065766437760246	29.96652123083053	1.21973120877118	31.98550312623385	0.9749727267645021	0.22087681966343	0.45984345356902906	29.36166018692936	31.81163893197579	1.5422080177844522	84.73506273356496
72.0.5.0	12.45240125024453	6.471533377115954	0.6231766734416511	2.5697805783310352	160.0389463888932	44.78718078127548	223.69619926154004	56.14931819497318	0.882014844133534	0.036631662972945005	0.23348323432387302	97.410146678177	0.056779500736597	28.683842965570392	0.9261800030078041	31.50275404433877	1.124302221951188	0.20670378680051302	0.44849655936931704	26.27892723514114	29.246881916857404	1.211449398582946	86.26867559075079
87.0.	13.559894680583598	5.815256254077487	0.558159117376248	2.528968937621621	167.94459611805948	46.56937823792252	226.83047671780477	55.17275875286577	0.9661764511128741	0.03551885539523	0.22612872558906302	96.90028659416576	0.050997435320319	27.81880467560217	0.7708800165696541	31.163117870667023	1.229422082655469	0.198275273190537	0.43955738386372406	24.485388590147288	27.541963736423376	1.035946989771979	84.90189492891378
101.0.5.0	14.3036843697729	5.387002889737723	0.5158517623075161	2.503151513247018	175.25077290291097	48.2795485578248	228.6979646689258	54.620174339528056	1.032523720203521	0.034508469946829004	0.22039637651892102	96.39309580566409	0.047246033471381	27.26340703519696	0.68152935038182	30.958286873670392	1.3028723653869871	0.19337833963074902	0.43270568061157205	23.462139363082922	26.40607070164804	0.9415084877866721	82.36092532771865
116.0.	14.808626831157182	5.094985341481054	0.487138223957627	2.488456833194198	181.68096800380704	49.816332398524104	229.82792966340406	54.31147807404882	1.085432134626887	0.033708691886315	0.21618083127700702	95.8885600459088	0.044716332686385	26.919336719852147	0.625906333636137	30.85520890409324	1.355450208408512	0.190522580342689	0.42744552610700204	22.87506834147397	25.62897902138896	0.8894694479574401	79.52948154263116
130.0.5.0	15.163003883505416	4.883997507922851	0.466507264052374	2.481184185773296	187.2329636140973	51.15935160621387	230.54538711051217	54.13594069100231	1.129106783780097	0.033113931692859006	0.21315855228975603	95.38666521680113	0.042914144161465	26.7114842998202	0.588500993238821	30.8208076587223	1.394852036589175	0.188784708752077	0.423326719786332	22.523477630224964	25.072782932717427	0.8594993226723641	76.81933347044921
